name,labels,type,type_list,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,needs_human_review,human_review_reason,logo,image
Coke Zero,"[""Brand""]",Brand,"[""Brand"",""Beverage"",""Food"",""DietDrink"",""Cola""]",Coke Zero,https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,Q28127283,http://dbpedia.org/resource/Coke_Zero,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,mapping__https://en.wikipedia.org/wiki/Coca-Cola_Zero_Sugar,"Coca-Cola Zero Sugar is a diet cola produced by The Coca-Cola Company. In some countries, it is sold as Coca-Cola No Sugar. The drink was introduced in 2005 as Coca-Cola Zero as a new no-calorie cola. In 2017, the formula was modified and the name updated, a change which led to some backlash. Another formula change will occur in the U.S. in August 2021 and in Canada in September 2021.",,,"[""https://commons.wikimedia.org/wiki/File:Coca-Cola_Zero_Sugar_Logo.png""]",[]
Cherry Coke,"[""Brand""]",Brand,"[""Brand"",""TelevisionShow"",""Work"",""Cherry"",""Cola""]",Cherry Coke,https://en.wikipedia.org/wiki/Coca-Cola_Cherry,Q2609070,http://dbpedia.org/resource/Cherry_Coke,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Coca-Cola_Cherry,mapping__https://en.wikipedia.org/wiki/Coca-Cola_Cherry,Coca-Cola Cherry (originally marketed as and still widely referred to as Cherry Coke) is a cherry-flavored version of Coca-Cola. It is produced and distributed by The Coca-Cola Company and its bottlers in the United States and some international markets.,,,[],[]
Town and Country Building Society,"[""AAEntity""]",AAEntity,,Town and Country Building Society,,,,crisk_keyword_to_guid_caption_name,mapping,Town and Country Building Society,mapping__Town and Country Building Society,,,,,
Shayne Elliott,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",ANZ Bank CEO Shayne Elliott,https://en.wikipedia.org/wiki/Shayne_Elliott,Q34970443,http://dbpedia.org/resource/Shayne_Elliott,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Shayne_Elliott,mapping__https://en.wikipedia.org/wiki/Shayne_Elliott,"Shayne Elliott (born 1963/64) is a New Zealand banker, and the chief executive officer (CEO) of ANZ Bank.",,,[],[]
ANZ Bank,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Bank"",""Agent"",""PublicCompany""]",ANZ Bank,https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,Q714641,http://dbpedia.org/resource/ANZ_Bank,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,mapping__https://en.wikipedia.org/wiki/Australia_and_New_Zealand_Banking_Group,"The Australia and New Zealand Banking Group Limited, commonly called ANZ, is an Australian multinational banking and financial services company headquartered in Melbourne, Australia. It is the second largest bank by assets and third largest bank by market capitalisation in Australia. ANZ was established on 1 October 1951, when the Bank of Australasia merged with the Union Bank of Australia Limited. It is one of the big four Australian banks, with the Commonwealth Bank, National Australia Bank (NAB) and Westpac. Australian operations make up the largest part of ANZ's business, with commercial and retail banking dominating. ANZ is also the largest bank in New Zealand, where the legal entity became known as ANZ National Bank Limited in 2003 and changed to ANZ Bank New Zealand Limited in 2012. From 2003 to 2012, it operated two brands in New Zealand, ANZ and the National Bank of New Zealand. The National Bank brand was retired in 2012, with a number of branches closing and others converting to ANZ branches. In addition to operations throughout Australia and New Zealand, ANZ also operates in 34 other countries. ANZ together with its subsidiaries has a workforce of 51,000 employees and serves around nine million customers worldwide. In Australia, the bank serves around six million customers at over 570 branches.",,,"[""https://commons.wikimedia.org/wiki/File:ANZ-Logo-2009.svg""]","[""https://commons.wikimedia.org/wiki/File:Docklands_View_with_Bolte_Bridge_&_ANZ_Headquarter_Building_(cropped).jpg""]"
Olayan,"[""AAEntity""]",AAEntity,,Olayan,,,,crisk_keyword_to_guid_caption_name,mapping,Olayan,mapping__Olayan,,true,Disambiguated from undefined,,
Kimberly Clark,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",Kimberly Clark,https://en.wikipedia.org/wiki/Kimberly-Clark,Q1741634,http://dbpedia.org/resource/Kimberly_Clark,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Kimberly-Clark,mapping__https://en.wikipedia.org/wiki/Kimberly-Clark,"Kimberly-Clark Corporation is an American multinational personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes. Founded in Neenah, Wisconsin, in 1872 and based in the Las Colinas section of Irving, Texas since 1985, the company operated its own paper mills around the world for decades, but closed the last of those in 2012. With recent annual revenues topping $18 billion per year, Kimberly-Clark is regularly listed among the Fortune 500. As of March 2020, the company had approximately 40,000 employees.",,,"[""https://commons.wikimedia.org/wiki/File:Kimberly-Clark_logo.svg""]",[]
Ballard Medical Products,"[""AAEntity""]",AAEntity,,Ballard Medical Products,,,,crisk_keyword_to_guid_caption_name,mapping,Ballard Medical Products,mapping__Ballard Medical Products,,,,,
Safeskin,"[""AAEntity""]",AAEntity,,Safeskin,,,,crisk_keyword_to_guid_caption_name,mapping,Safeskin,mapping__Safeskin,,,,,
Xin Ming Wang,"[""AAEntity""]",AAEntity,,China Grand Automotive executive Xin Ming Wang,,,,crisk_keyword_to_guid_caption_name,mapping,Xin Ming Wang,mapping__Xin Ming Wang,,,,,
Michael Hsu,"[""Person""]",Person,,Kimberly Clark CEO Michael Hsu,,,,crisk_keyword_to_guid_caption_name,mapping,Michael Hsu,mapping__Michael Hsu,,,,,
Century Aluminum,"[""Organization""]",Organization,"[""Company"",""Person"",""Business"",""Organisation"",""Agent"",""PublicCompany""]",Century Aluminum,https://en.wikipedia.org/wiki/Century_Aluminum,Q18619982,http://dbpedia.org/resource/Century_Aluminum,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Century_Aluminum,mapping__https://en.wikipedia.org/wiki/Century_Aluminum,"Century Aluminum Company (Nasdaq: CENX) is a US-based producer of primary aluminium, with aluminum plants in Kentucky, South Carolina and Iceland. It is the largest producer of primary aluminium in the United States. The company is a publicly held corporation listed on the NASDAQ. The headquarters is at One South Wacker in Chicago.",true,"Multiple top priority types: Person, Organization",[],[]
Compania Minera Antamina,"[""AAEntity""]",AAEntity,,Compania Minera Antamina,,,,crisk_keyword_to_guid_caption_name,mapping,Compania Minera Antamina,mapping__Compania Minera Antamina,,,,,
Chemoil,"[""Organization""]",Organization,"[""Company"",""Organisation"",""Agent"",""PublicCompany"",""TradingCompany""]",Chemoil,https://en.wikipedia.org/wiki/Chemoil,Q16988199,http://dbpedia.org/resource/Chemoil,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Chemoil,mapping__https://en.wikipedia.org/wiki/Chemoil,"Chemoil Energy Limited is an oil trading company incorporated in Hong Kong and having its headquarters in Singapore. The company is amongst the largest independent physical suppliers of marine fuel products in the world. It has physical operations in Los Angeles, New York, Houston, Singapore, Panama and the Amsterdam-Rotterdam-Antwerp (ARA) region. The company's main business is providing fueling services for ships in port. They buy fuel oil from various suppliers, transport, store and blend them and finally deliver to oceangoing ships, containers, tanker fleets, time charter operators and marine fuel traders. It was listed on Singapore Exchange Securities Trading Limited on 14 December 2006. It was voluntarily delisted in April 2014.",,,[],[]
ALE Combustiveis,"[""AAEntity""]",AAEntity,,ALE Combustiveis,,,,crisk_keyword_to_guid_caption_name,mapping,ALE Combustiveis,mapping__ALE Combustiveis,,,,,
Kazzinc,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""Enterprise""]",Kazzinc,https://en.wikipedia.org/wiki/Kazzinc,Q1737592,http://dbpedia.org/resource/Kazzinc,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Kazzinc,mapping__https://en.wikipedia.org/wiki/Kazzinc,"Kazzinc (Kazakh: Қазмырыш, romanized: Qazmyrysh, قازمىرىش, pronounced [qɑzməˈɾəɕ]) with its headquarters in Oskemen is Kazakhstan's largest producer of zinc, copper, lead and precious metals. The general investor is Glencore International AG. Kazzinc’s core operations are in East-Kazakhstan, Karagandy and Akmola regions of Kazakhstan. According to the data for 2020 Kazzinc employs over 20’000 people.",,,"[""https://commons.wikimedia.org/wiki/File:Kazzinc_logo.svg""]",[]
Sherwin Alumina,"[""AAEntity""]",AAEntity,,Sherwin Alumina,,,,crisk_keyword_to_guid_caption_name,mapping,Sherwin Alumina,mapping__Sherwin Alumina,,,,,
United Company Rusal,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",United Company Rusal,https://en.wikipedia.org/wiki/Rusal,Q1642605,http://dbpedia.org/resource/United_Company_RUSAL,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Rusal,mapping__https://en.wikipedia.org/wiki/Rusal,"United Company RUSAL, international public joint-stock company (Russian: МКПАО «ОК РУСАЛ», romanized: MKPAO «ОК RUSAL») is the world's second largest aluminium company by primary production output (as of 2016). It was the largest until overtaken by China Hongqiao Group in 2015. UC RUSAL accounts for almost 9% of the world's primary aluminium output and 9% of the world's alumina production. The United Company was formed by the merger of RUSAL (Russkiy alyuminiy) (Russian: Русский алюминий), SUAL, and the alumina assets of Glencore, completed in March 2007. According to its own statistics, UC Rusal accounts for 6.2% of the world's primary aluminium output and 6.5% of the world's alumina production, while operating assets in 13 countries over five continents, employing over 61,000 people across its international operations and offices. The company is incorporated in Jersey, where it has its financial centre, but its headquarters are in Moscow, Russian Federation. UC Rusal is a public limited company and its shares are traded on the Moscow Stock Exchange, Hong Kong Stock Exchange and European Stock Exchange. Since 25 September 2020, the company changed its place of registration from Jersey to Kaliningrad, Russia.",true,Top candidate has similarity below 0.9,"[""http://en.wikipedia.org/wiki/Special:FilePath/Rusal.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Rusal_Logo.svg""]",[]
Izimbiwa Coal,"[""AAEntity""]",AAEntity,,Izimbiwa Coal,,,,crisk_keyword_to_guid_caption_name,mapping,Izimbiwa Coal,mapping__Izimbiwa Coal,,,,,
Mangoola Coal,"[""PointOfInterest""]",PointOfInterest,"[""Mine""]",Mangoola Coal,https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,Q4777981,http://dbpedia.org/resource/Mangoola_Coal,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,mapping__https://en.wikipedia.org/wiki/Anvil_Hill_Coal_Mine,"The Anvil Hill Coal Mine is proposed for the upper Hunter Valley in New South Wales. There is strong support for and against the coal mine within the Hunter Valley and other areas. The coal mine will be managed by Centennial Coal with Mines operator expected to be Thiess. The mine will provide coal mostly for the production of electricity. It currently has contracts for providing coal to Bayswater / Liddell power stations in the Upper Hunter for 12 years, commencing in 2008.",,,[],[]
Mt Owen,"[""AAEntity""]",AAEntity,,Mt Owen,,,,crisk_keyword_to_guid_caption_name,mapping,Mt Owen,mapping__Mt Owen,,,,,
NC Coal Company,"[""AAEntity""]",AAEntity,,NC Coal Company,,,,crisk_keyword_to_guid_caption_name,mapping,NC Coal Company,mapping__NC Coal Company,,,,,
Oakbridge,"[""Supercomputer""]",Supercomputer,"[""Supercomputer""]",Oakbridge,,Q74571895,,crisk_keyword_to_guid_caption_name,mapping,Oakbridge,mapping__Oakbridge,,true,Top candidate has similarity below 0.9,,
Mangara Limited,"[""AAEntity""]",AAEntity,,Mangara Limited,,,,crisk_keyword_to_guid_caption_name,mapping,Mangara Limited,mapping__Mangara Limited,,,,,
Petrochad,"[""AAEntity""]",AAEntity,,Petrochad,,,,crisk_keyword_to_guid_caption_name,mapping,Petrochad,mapping__Petrochad,,,,,
Prodeco Group,"[""AAEntity""]",AAEntity,,Prodeco Group,,,,crisk_keyword_to_guid_caption_name,mapping,Prodeco Group,mapping__Prodeco Group,,,,,
Ravensworth Operations,"[""AAEntity""]",AAEntity,,Ravensworth Operations,,,,crisk_keyword_to_guid_caption_name,mapping,Ravensworth Operations,mapping__Ravensworth Operations,,,,,
ST Shipping & Transport,"[""AAEntity""]",AAEntity,,ST Shipping & Transport,,,,crisk_keyword_to_guid_caption_name,mapping,ST Shipping & Transport,mapping__ST Shipping & Transport,,,,,
Tavistock Collieries,"[""PointOfInterest""]",PointOfInterest,"[""CoalMine""]",Tavistock Collieries,,Q32027641,,crisk_keyword_to_guid_caption_name,mapping,Tavistock Collieries,mapping__Tavistock Collieries,,true,Top candidate has similarity below 0.9,,
