source_global_identifier,destination_global_identifier,rel_type,rel_properties$
mapping__Robert McMahon,mapping__0ca79dcbcf55aef2b1f91ad85dba603e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert McMahon,mapping__c41a7706543cfeda018fabf9f7a223cd,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Meehan,mapping__https://en.wikipedia.org/wiki/Hannover_Re,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Meehan,mapping__176b42ab5c7adf640233e5791509f614,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Meehan,mapping__d995f5647b269119d5d39e542440d7a2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Miller,mapping__https://en.wikipedia.org/wiki/Travis_Perkins,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Miller,mapping__8ed75b1c271e74d3c0f42029e0d7fc59,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Miller,mapping__20cb900b21c57e6a214287c3d097c1a6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Mionis,mapping__https://en.wikipedia.org/wiki/Celestica,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Robert Mionis,mapping__e22f8bb12aa26740d71bc4cb7d07d0ac,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Mionis,mapping__13dc727c3eb7b16955403befdbe3359f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Miron,KP__cpoI6Na41eefQ1EuhYN592,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Miron,mapping__445541dc256d2dfe793e73a313ba63c7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Miron,mapping__c9f51d541d8bfaaabad4c3857af9d883,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Moore,mapping__https://en.wikipedia.org/wiki/Carahsoft,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Moore,mapping__499848527db422eba04e63249d1cdc1d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Moore,mapping__f8b040ea70f5c3ed464d80f0c763632f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Murphy,mapping__https://en.wikipedia.org/wiki/Rockwell_Automation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Murphy,mapping__8cf1bd4bcb41abe992b6a2c4d818c515,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Murphy,mapping__6bce1113d9cada8356f1e95d46a3c789,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert O'Keef,mapping__https://en.wikipedia.org/wiki/W._W._Grainger,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert O'Keef,mapping__8248ac9a696bc455ee56ec8cdbd94f5f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert O'Keef,mapping__8ac88b956d69170f0fe56962e8bb24df,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert O'Keef,mapping__ea4bf1ecefe681f197cc5ec31c07732d,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert O'Shaughnessy,mapping__https://en.wikipedia.org/wiki/PulteGroup,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert O'Shaughnessy,mapping__735e1264570660c7fcb4ef4341b313e8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert O'Shaughnessy,mapping__c7bd2b349b99fcd3535aff28199eaebc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert O'Shaughnessy,mapping__352f95353aa90112a591b5e743db47a2,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Otis,mapping__https://en.wikipedia.org/wiki/Kemper_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Otis,mapping__7650617c52c5b109701ed2b593dd4c2e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Otis,mapping__eec0b50993bc8c8cd3e4743a802e4e58,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Ouellette,mapping__https://en.wikipedia.org/wiki/WSP_Global,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Ouellette,mapping__dd39d42329a3224800002af02806cfa6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Ouellette,mapping__b2a3076f25bf3eb35533eeac372853dc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Owen,mapping__https://en.wikipedia.org/wiki/Nomura_Research_Institute,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Owen,mapping__9c14e3068e33339c0da09c9afd6d8de6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Owen,mapping__d40962dd4dd898abf8e05b7e1cbf7d8b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert P. Harmon,mapping__https://en.wikipedia.org/wiki/Jabil,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert P. Harmon,mapping__e233d9ccb3267356cb5e226617c50bde,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert P. Harmon,mapping__98e2262b7703a3d09abc22b6f15fc9b5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert P. Mundy,mapping__https://en.wikipedia.org/wiki/Packaging_Corporation_of_America,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert P. Mundy,mapping__f6fa64c06ef8a70d82d97d2378b195ee,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert P. Mundy,mapping__a7e4239fa5e547556e9d7d4144ee410c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert P. Mundy,mapping__92571c905fd9105501f55c88ac199f11,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Pace,mapping__https://en.wikipedia.org/wiki/Robert_Half_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Pace,mapping__7e7c2a26cdbdd4d09ec4f4f32ed5a8b9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Pace,mapping__124f44df7704c5e9a0877ef43c476aca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Parks,mapping__https://en.wikipedia.org/wiki/NetApp,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Parks,mapping__f6c4d42cc7b3879a155927390ab81b04,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Parks,mapping__32a27782bc44bf51eb4230e40449311c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Pyle,KP__d9c03f57e624db25c158ec2ce83aa6e6,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Pyle,mapping__12a42a46ede36a7f517040626f648f3d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Pyle,mapping__47614966c0e321073c710a6288160afa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Qutub,mapping__https://en.wikipedia.org/wiki/RenaissanceRe,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Qutub,mapping__fe406b47304f0acb9b69608a621cb32d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Qutub,mapping__19f2f48972250fed643dafc72f7eb0f9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Radway,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Radway,mapping__a1b8973c86c4ef8933932531753ca79d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Radway,mapping__6d20fa6b25512c17b3e03a69295bcd4b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Risk,KP__8f0b0014acf32d6ffcb122e9093b3b96,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Risk,mapping__37da4f60901858a9959c5efe012bb5f6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Risk,mapping__8b06ed911c31649d2b2800fd3ad6fc52,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Roux,mapping__https://en.wikipedia.org/wiki/Sanlam,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Roux,mapping__f8c5da3b073df0e9ad6a6f4f63827dbf,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Roux,mapping__f12ea6d27478091d65ebf920a6101867,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Roux,mapping__20521ec556d2f00c7ee024b8cf8c7c99,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Ruijter,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Ruijter,mapping__37a930169e0562a61f833a8911dd6ea0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Ruijter,mapping__33591a382a8a5d335fdec691369e836e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert S. Lutz,mapping__https://en.wikipedia.org/wiki/Danaher_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert S. Lutz,mapping__580f9a5636a0434e44344ac4635e2efe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert S. Lutz,mapping__ba14cbea12367239b9dab6ab069d0816,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sanchez,KP__VF7qB74KM2kf0IPmdRu0j3,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sanchez,mapping__https://en.wikipedia.org/wiki/Ryder,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Robert Sanchez,mapping__d1e6019409cb387f5734ad579db13cf6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sanchez,mapping__7f98c793dc07e92702a29829fbfd146a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sawyer,mapping__https://en.wikipedia.org/wiki/Loblaw_Companies,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Sawyer,mapping__b1bf9ab954ddac45683ade458de138c2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sawyer,mapping__23660512aff93a6d73039fda1c53cdd2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sears,mapping__https://en.wikipedia.org/wiki/CenterPoint_Energy,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Sears,mapping__a1c0ebd1d1ea5e462d2fc17895626f01,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sears,mapping__5bbfcf364b290810e9a2c860cee9a145,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sherwood,mapping__https://en.wikipedia.org/wiki/Ecolab,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Sherwood,mapping__1f4bd4d3c5e1b0164d9d026b1a6a3664,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Sherwood,mapping__c978f98396235e2bb4048f0b28e023f6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Smith,KP__b879a4247d22d0fffaf56c62ca0a4cc0,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Smith,mapping__2864721344a0d0a11fa54613ee6f8892,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Smith,mapping__b96d4e3a1cd5eb1caf0aa3ecd25730da,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Spencer,KP__d9c03f57e624db25c158ec2ce83aa6e6,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Spencer,mapping__9bc496985a0e232f509c4ffb4942f80a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Spencer,mapping__b0b4853b1b6af050ca745bf3e7f1ca8c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Steer,mapping__https://en.wikipedia.org/wiki/Seaboard_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Steer,mapping__f2d6db06b2d907ef336a8e8744cbb15f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Steer,mapping__0b05ec43a9128bc0bd0efcfc4c9bbcc3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Stegner,mapping__https://en.wikipedia.org/wiki/Synnex,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Stegner,mapping__f89de8deda6815a2450aeb40f887ea76,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Stegner,mapping__619336caad7815699e81f0d62c47b0f2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Swaak,mapping__https://en.wikipedia.org/wiki/ABN_AMRO,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Robert Swaak,mapping__6ff298cdfdf49a0329ace4bd1ee37593,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Swaak,mapping__0c9299e0272b6e1c07834cb976aa8843,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Thibeault,mapping__https://en.wikipedia.org/wiki/BD_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Thibeault,mapping__445993baf47db4772e9e6cfdd1bb02c0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Thibeault,mapping__738874fe8a58afff2365e771ef12cfdd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Van Niekerk,KP__472ca31ec611966ca9911192c235a85d,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Van Niekerk,mapping__65a5e5501e694f8992c21f26e5033739,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Van Niekerk,mapping__aa261754dccc460316eaf1017269ec8f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert VanHimbergen,mapping__https://en.wikipedia.org/wiki/Johnson_Controls,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert VanHimbergen,mapping__15c5abcbada27bfadbe233fe12052e41,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert VanHimbergen,mapping__5c5b16386beb6cab6433afe927931f1c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert VanHimbergen,mapping__d7369cde637970a0cb2f8e542a993efa,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Vitale,mapping__https://en.wikipedia.org/wiki/Post_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Robert Vitale,mapping__7c19b31a7515e3fa0844cbef77e37d7d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Vitale,mapping__38f3345269db22bedf6771acdd8919af,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert W. Glass,mapping__https://en.wikipedia.org/wiki/Robert_Half_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert W. Glass,mapping__9482a238a7b35fc35bc8fdbe989742e4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert W. Glass,mapping__0afd0d73ea27e11040cf36e8e4e11007,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert W. Paiano,mapping__https://en.wikipedia.org/wiki/The_Hartford,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert W. Paiano,mapping__f0a04656f607b4655a66ce20edc6283f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert W. Paiano,mapping__7e24f99bf6aaa4e6f75611dcbd6097fa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Wagner,KP__167889d6136ef7d643b0a1943d86b753,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Wagner,mapping__7246a35f418c7b8cffc6f6ea90d8099d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Wagner,mapping__90bba3c9725a63493e80b20d8cbd4278,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Walter,mapping__https://en.wikipedia.org/wiki/Universal_Health_Services,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Walter,mapping__9ab4ced9c4458f53aa26f3e86ead921f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Walter,mapping__b43bb70c603480682855d3dd1072879b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Weisbord,KP__b879a4247d22d0fffaf56c62ca0a4cc0,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Weisbord,mapping__5638ac6ebfe940a7bf342b568b222018,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Weisbord,mapping__967323ed8baca0db6582af19d0d8f0b3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert J. Welyki,mapping__https://en.wikipedia.org/wiki/CDW,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert J. Welyki,mapping__bc3b3995a354ea28bcd519d77c887541,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert J. Welyki,mapping__0afc71872296ac47a9a8a2e240dffefb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert J. Welyki,mapping__61c338766f09cb8ebc5813694a983324,NAMEVARIANT,"{""from"":""external""}"
mapping__Robert Wetzler,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Wetzler,mapping__aad9a1a0bf194c80e1063a9293eb80bd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Wetzler,mapping__9f1ae55456f79d483f73915d397470a4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Whitfield,KP__8l1pGsltthiebNrC2R4VcU,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Whitfield,mapping__https://en.wikipedia.org/wiki/Commonwealth_Bank,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Whitfield,mapping__a8dfe82f4d45c7471a36143fe20602b6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Whitfield,mapping__42653ef7653775760d6c6749e7dc2001,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Williams,mapping__https://en.wikipedia.org/wiki/Microchip_Technology,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Williams,mapping__8e43ce2342c014448650a41268d17c01,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Williams,mapping__5eeb56141c17b36724ade7ce50a41d84,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Willis,mapping__https://en.wikipedia.org/wiki/Perrigo,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Willis,mapping__5cda4e8286c118479d78378374095085,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Willis,mapping__f9b91903d2c8c9e055e1b5e3601dad52,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Wilson,mapping__https://en.wikipedia.org/wiki/Emcor,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Wilson,mapping__bd3405f68cdd3746cc056b679aae606f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Wilson,mapping__c8ae6bb5028d23fdb039adc7b2c399ff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Woods,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Robert Woods,mapping__80b1509fb2bd4189560cc8de058e22db,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Woods,mapping__23e94063fd2bb5aaab73094d72747c7b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Robert Young Jr.,mapping__https://en.wikipedia.org/wiki/Air_Liquide,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
