handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
michaelbennet,US Senator Bennet,United States,Colorado,Denver,Washington DC,Denver,Exec,US Senator Bennet,,gov_handles_mapping,fa7563f2cb795fae8f9bdb2cdad4c4ac,gov_handles_mapping__fa7563f2cb795fae8f9bdb2cdad4c4ac
senatorbennet,US Senator Bennet,United States,Colorado,Denver,Washington DC,Denver,LegislativeCommittee,US Senator Bennet,,gov_handles_mapping,fa7563f2cb795fae8f9bdb2cdad4c4ac,gov_handles_mapping__fa7563f2cb795fae8f9bdb2cdad4c4ac
braun4indiana,US Senator Braun,United States,Indiana,Indianapolis,Washington DC,Indianapolis,CompanyKeyword,US Senator Braun,,gov_handles_mapping,875dc323d3daa245523065c1ee4bec97,gov_handles_mapping__875dc323d3daa245523065c1ee4bec97
senatorbraun,US Senator Braun,United States,Indiana,Indianapolis,Washington DC,Indianapolis,LegislativeCommittee,US Senator Braun,,gov_handles_mapping,875dc323d3daa245523065c1ee4bec97,gov_handles_mapping__875dc323d3daa245523065c1ee4bec97
mikecrapo,US Senator Crapo,United States,Idaho,Boise,Washington DC,Boise,Legislator,US Senator Crapo,,gov_handles_mapping,5f839dd92abcabc35f119bae019d0f0e,gov_handles_mapping__5f839dd92abcabc35f119bae019d0f0e
senatorenzi,US Senator Enzi,United States,Wyoming,Cheyenne,Washington DC,Cheyenne,space,US Senator Enzi,,gov_handles_mapping,46a8c4127391a0497161c57dd7dec3fb,gov_handles_mapping__46a8c4127391a0497161c57dd7dec3fb
mikeleeforutah,US Senator Lee,United States,Utah,Salt Lake City,Washington DC,Salt Lake City,AAEntity,US Senator Lee,,gov_handles_mapping,c80774be06db31e1df200e8886df3aa2,gov_handles_mapping__c80774be06db31e1df200e8886df3aa2
senmikelee,US Senator Lee,United States,Utah,Salt Lake City,Washington DC,Salt Lake City,AAEntity,US Senator Lee,,gov_handles_mapping,c80774be06db31e1df200e8886df3aa2,gov_handles_mapping__c80774be06db31e1df200e8886df3aa2
roundsforsenate,US Senator Rounds,United States,South Dakota,Pierre,Washington DC,Pierre,LegislativeCommittee,US Senator Rounds,,gov_handles_mapping,5d8fe62b36dce50fbc1c6fcabee87568,gov_handles_mapping__5d8fe62b36dce50fbc1c6fcabee87568
senatorrounds,US Senator Rounds,United States,South Dakota,Pierre,Washington DC,Pierre,LegislativeCommittee,US Senator Rounds,,gov_handles_mapping,5d8fe62b36dce50fbc1c6fcabee87568,gov_handles_mapping__5d8fe62b36dce50fbc1c6fcabee87568
mittromney,US Senator Romney,United States,Utah,Salt Lake City,Washington DC,Salt Lake City,CompanyKeyword,US Senator Romney,,gov_handles_mapping,c161e1909afdd2f5f316138be59dfc2f,gov_handles_mapping__c161e1909afdd2f5f316138be59dfc2f
senatorromney,US Senator Romney,United States,Utah,Salt Lake City,Washington DC,Salt Lake City,Media,US Senator Romney,,gov_handles_mapping,c161e1909afdd2f5f316138be59dfc2f,gov_handles_mapping__c161e1909afdd2f5f316138be59dfc2f
patroberts,US Senator Roberts,United States,Kansas,Topeka,Washington DC,Topeka,Shipping,US Senator Roberts,,gov_handles_mapping,8f337af9e315a4da88dd50cc2dd3214a,gov_handles_mapping__8f337af9e315a4da88dd50cc2dd3214a
senpatroberts,US Senator Roberts,United States,Kansas,Topeka,Washington DC,Topeka,AAEntity,US Senator Roberts,,gov_handles_mapping,8f337af9e315a4da88dd50cc2dd3214a,gov_handles_mapping__8f337af9e315a4da88dd50cc2dd3214a
pattoomey,US Senator Toomey,United States,Pennsylvania,Harrisburg,Washington DC,Harrisburg,space,US Senator Toomey,,gov_handles_mapping,cd878e987f071e0cba18ffe1f0b82b9b,gov_handles_mapping__cd878e987f071e0cba18ffe1f0b82b9b
sentoomey,US Senator Toomey,United States,Pennsylvania,Harrisburg,Washington DC,Harrisburg,CompanyKeyword,US Senator Toomey,,gov_handles_mapping,cd878e987f071e0cba18ffe1f0b82b9b,gov_handles_mapping__cd878e987f071e0cba18ffe1f0b82b9b
senatorleahy,US Senator Leahy,United States,Vermont,Montpelier,Washington DC,Montpelier,ForeignMinister,US Senator Leahy,,gov_handles_mapping,bb8e8ddd66e524778f0f13fd120ab315,gov_handles_mapping__bb8e8ddd66e524778f0f13fd120ab315
murraycampaign,US Senator Murray,United States,Washington,Olympia,Washington DC,Olympia,Exec,US Senator Murray,,gov_handles_mapping,1742d2dae078415f25518957e4257dd0,gov_handles_mapping__1742d2dae078415f25518957e4257dd0
pattymurray,US Senator Murray,United States,Washington,Olympia,Washington DC,Olympia,ForeignMinistry,US Senator Murray,,gov_handles_mapping,1742d2dae078415f25518957e4257dd0,gov_handles_mapping__1742d2dae078415f25518957e4257dd0
drrandpaul,US Senator Paul,United States,Kentucky,Frankfort,Washington DC,Frankfort,CompanyKeyword,US Senator Paul,,gov_handles_mapping,433cbb50909937880bceeef652c39ca4,gov_handles_mapping__433cbb50909937880bceeef652c39ca4
randpaul,US Senator Paul,United States,Kentucky,Frankfort,Washington DC,Frankfort,CompanyKeyword,US Senator Paul,,gov_handles_mapping,433cbb50909937880bceeef652c39ca4,gov_handles_mapping__433cbb50909937880bceeef652c39ca4
senblumenthal,US Senator Blumenthal,United States,Connecticut,Hartford,Washington DC,Hartford,Keyphrase,US Senator Blumenthal,,gov_handles_mapping,eca4b17985310eca9af4b32d67ebb860,gov_handles_mapping__eca4b17985310eca9af4b32d67ebb860
burrforsenate,US Senator Burr,United States,North Carolina,Raleigh,Washington DC,Raleigh,FTO,US Senator Burr,,gov_handles_mapping,baba1a134f9e2d0a64431879ba306bc2,gov_handles_mapping__baba1a134f9e2d0a64431879ba306bc2
senatorburr,US Senator Burr,United States,North Carolina,Raleigh,Washington DC,Raleigh,LegislativeCommittee,US Senator Burr,,gov_handles_mapping,baba1a134f9e2d0a64431879ba306bc2,gov_handles_mapping__baba1a134f9e2d0a64431879ba306bc2
senshelby,US Senator Shelby,United States,Alabama,Montgomery,Washington DC,Montgomery,Exec,US Senator Shelby,,gov_handles_mapping,c1bda2e4c9b9cf51b61236babb941c5e,gov_handles_mapping__c1bda2e4c9b9cf51b61236babb941c5e
scottforflorida,US Senator Rick Scott,United States,Florida,Tallahassee,Washington DC,Tallahassee,Wells,US Senator Rick Scott,,gov_handles_mapping,2d671e22f3fe67d6ced468ce2edd031c,gov_handles_mapping__2d671e22f3fe67d6ced468ce2edd031c
senrickscott,US Senator Rick Scott,United States,Florida,Tallahassee,Washington DC,Tallahassee,Media,US Senator Rick Scott,,gov_handles_mapping,2d671e22f3fe67d6ced468ce2edd031c,gov_handles_mapping__2d671e22f3fe67d6ced468ce2edd031c
robportman,US Senator Portman,United States,Ohio,Columbus,Washington DC,Columbus,space,US Senator Portman,,gov_handles_mapping,79456c12c44164d64cd1d83dae5c18d1,gov_handles_mapping__79456c12c44164d64cd1d83dae5c18d1
senrobportman,US Senator Portman,United States,Ohio,Columbus,Washington DC,Columbus,AAEntity,US Senator Portman,,gov_handles_mapping,79456c12c44164d64cd1d83dae5c18d1,gov_handles_mapping__79456c12c44164d64cd1d83dae5c18d1
rogerwicker,US Senator Wicker,United States,Mississippi,Jackson,Washington DC,Jackson,Media,US Senator Wicker,,gov_handles_mapping,8c6088a9ce9a42cf42b6c5b6a02a6176,gov_handles_mapping__8c6088a9ce9a42cf42b6c5b6a02a6176
senatorwicker,US Senator Wicker,United States,Mississippi,Jackson,Washington DC,Jackson,Keyphrase,US Senator Wicker,,gov_handles_mapping,8c6088a9ce9a42cf42b6c5b6a02a6176,gov_handles_mapping__8c6088a9ce9a42cf42b6c5b6a02a6176
ronjohnsonwi,US Senator Johnson,United States,Wisconsin,Madison,Washington DC,Madison,FTO,US Senator Johnson,,gov_handles_mapping,8eaa2460e501c0a2ec789a4b56480857,gov_handles_mapping__8eaa2460e501c0a2ec789a4b56480857
senronjohnson,US Senator Johnson,United States,Wisconsin,Madison,Washington DC,Madison,Exec,US Senator Johnson,,gov_handles_mapping,8eaa2460e501c0a2ec789a4b56480857,gov_handles_mapping__8eaa2460e501c0a2ec789a4b56480857
ronwyden,US Senator Wyden,United States,Oregon,Salem,Washington DC,Salem,LegislativeCommittee,US Senator Wyden,,gov_handles_mapping,f88a33ba67714702854b17c5a083cb31,gov_handles_mapping__f88a33ba67714702854b17c5a083cb31
wydenpress,US Senator Wyden,United States,Oregon,Salem,Washington DC,Salem,Keyphrase,US Senator Wyden,,gov_handles_mapping,f88a33ba67714702854b17c5a083cb31,gov_handles_mapping__f88a33ba67714702854b17c5a083cb31
royblunt,US Senator Blunt,United States,Missouri,Jefferson City,Washington DC,Jefferson City,CompanyKeyword,US Senator Blunt,,gov_handles_mapping,4bce1699ba09280717825241c9eb48bb,gov_handles_mapping__4bce1699ba09280717825241c9eb48bb
roybluntmo,US Senator Blunt,United States,Missouri,Jefferson City,Washington DC,Jefferson City,IndustryTerm,US Senator Blunt,,gov_handles_mapping,4bce1699ba09280717825241c9eb48bb,gov_handles_mapping__4bce1699ba09280717825241c9eb48bb
senwhitehouse,US Senator Whitehouse,United States,Rhode Island,Providence,Washington DC,Providence,Shipping,US Senator Whitehouse,,gov_handles_mapping,175a0153f20919e2ec86dfc22b009845,gov_handles_mapping__175a0153f20919e2ec86dfc22b009845
sheldonforri,US Senator Whitehouse,United States,Rhode Island,Providence,Washington DC,Providence,CompanyKeyword,US Senator Whitehouse,,gov_handles_mapping,175a0153f20919e2ec86dfc22b009845,gov_handles_mapping__175a0153f20919e2ec86dfc22b009845
capitoforwv,US Senator Capito,United States,West Virginia,Charleston,Washington DC,Charleston,Wells,US Senator Capito,,gov_handles_mapping,10df8f5d28f44ee8659e0901564b346a,gov_handles_mapping__10df8f5d28f44ee8659e0901564b346a
sencapito,US Senator Capito,United States,West Virginia,Charleston,Washington DC,Charleston,Consulates,US Senator Capito,,gov_handles_mapping,10df8f5d28f44ee8659e0901564b346a,gov_handles_mapping__10df8f5d28f44ee8659e0901564b346a
sensherrodbrown,US Senator Brown,United States,Ohio,Columbus,Washington DC,Columbus,Shipping,US Senator Brown,,gov_handles_mapping,cfc3b0037848765fcd665399275f7b5e,gov_handles_mapping__cfc3b0037848765fcd665399275f7b5e
sherrodbrown,US Senator Brown,United States,Ohio,Columbus,Washington DC,Columbus,Pipeline,US Senator Brown,,gov_handles_mapping,cfc3b0037848765fcd665399275f7b5e,gov_handles_mapping__cfc3b0037848765fcd665399275f7b5e
stevedaines,US Senator Daines,United States,Montana,Helena,Washington DC,Helena,IndustryTerm,US Senator Daines,,gov_handles_mapping,1b917d72ad2a93cca909392680baa274,gov_handles_mapping__1b917d72ad2a93cca909392680baa274
senatorcollins,US Senator Collins,United States,Maine,Augusta,Washington DC,Augusta,Consulates,US Senator Collins,,gov_handles_mapping,39296cd8e411e77cee01bcbe89417090,gov_handles_mapping__39296cd8e411e77cee01bcbe89417090
senatorbaldwin,US Senator Baldwin,United States,Wisconsin,Madison,Washington DC,Madison,Wells,US Senator Baldwin,,gov_handles_mapping,5c44945ea96da9f50e5be42631dc5105,gov_handles_mapping__5c44945ea96da9f50e5be42631dc5105
tammybaldwin,US Senator Baldwin,United States,Wisconsin,Madison,Washington DC,Madison,Wells,US Senator Baldwin,,gov_handles_mapping,5c44945ea96da9f50e5be42631dc5105,gov_handles_mapping__5c44945ea96da9f50e5be42631dc5105
senduckworth,US Senator Duckworth,United States,Illinois,Springfield,Washington DC,Springfield,Legislator,US Senator Duckworth,,gov_handles_mapping,e7ae226ff107b7b3800ccbfe6011f85a,gov_handles_mapping__e7ae226ff107b7b3800ccbfe6011f85a
tammyforil,US Senator Duckworth,United States,Illinois,Springfield,Washington DC,Springfield,LegislativeCommittee,US Senator Duckworth,,gov_handles_mapping,e7ae226ff107b7b3800ccbfe6011f85a,gov_handles_mapping__e7ae226ff107b7b3800ccbfe6011f85a
sentedcruz,US Senator Cruz,United States,Texas,Austin,Washington DC,Austin,Media,US Senator Cruz,,gov_handles_mapping,3857276030a32d9b5acb8327b2d4cce5,gov_handles_mapping__3857276030a32d9b5acb8327b2d4cce5
tedcruz,US Senator Cruz,United States,Texas,Austin,Washington DC,Austin,Person,US Senator Cruz,,gov_handles_mapping,3857276030a32d9b5acb8327b2d4cce5,gov_handles_mapping__3857276030a32d9b5acb8327b2d4cce5
senthomtillis,US Senator Tillis,United States,North Carolina,Raleigh,Washington DC,Raleigh,Exec,US Senator Tillis,,gov_handles_mapping,30359d166fcdd1f6efb8a81108abcd59,gov_handles_mapping__30359d166fcdd1f6efb8a81108abcd59
thomtillis,US Senator Tillis,United States,North Carolina,Raleigh,Washington DC,Raleigh,Consulates,US Senator Tillis,,gov_handles_mapping,30359d166fcdd1f6efb8a81108abcd59,gov_handles_mapping__30359d166fcdd1f6efb8a81108abcd59
timkaine,US Senator Kaine,United States,Virginia,Richmond,Washington DC,Richmond,Shipping,US Senator Kaine,,gov_handles_mapping,763824399501bf2e665f3d648d33f204,gov_handles_mapping__763824399501bf2e665f3d648d33f204
senatortimscott,US Senator Tim Scott,United States,South Carolina,Columbia,Washington DC,Columbia,ForeignMinistry,US Senator Tim Scott,,gov_handles_mapping,eb40f833dc141fc9179d5f5cfd2f8e9e,gov_handles_mapping__eb40f833dc141fc9179d5f5cfd2f8e9e
votetimscott,US Senator Tim Scott,United States,South Carolina,Columbia,Washington DC,Columbia,Person,US Senator Tim Scott,,gov_handles_mapping,eb40f833dc141fc9179d5f5cfd2f8e9e,gov_handles_mapping__eb40f833dc141fc9179d5f5cfd2f8e9e
sentinasmith,US Senator Smith,United States,Minnesota,Saint Paul,Washington DC,Saint Paul,ForeignMinister,US Senator Smith,,gov_handles_mapping,b5a11d4027b64b1d5f74ab3d48997038,gov_handles_mapping__b5a11d4027b64b1d5f74ab3d48997038
tinasmithmn,US Senator Smith,United States,Minnesota,Saint Paul,Washington DC,Saint Paul,Refinery,US Senator Smith,,gov_handles_mapping,b5a11d4027b64b1d5f74ab3d48997038,gov_handles_mapping__b5a11d4027b64b1d5f74ab3d48997038
sentoddyoung,US Senator Young,United States,Indiana,Indianapolis,Washington DC,Indianapolis,space,US Senator Young,,gov_handles_mapping,208616b850db762012d447761e1cacbd,gov_handles_mapping__208616b850db762012d447761e1cacbd
toddyoungin,US Senator Young,United States,Indiana,Indianapolis,Washington DC,Indianapolis,Exec,US Senator Young,,gov_handles_mapping,208616b850db762012d447761e1cacbd,gov_handles_mapping__208616b850db762012d447761e1cacbd
senatorcarper,US Senator Carper,United States,Delaware,Dover,Washington DC,Dover,News,US Senator Carper,,gov_handles_mapping,b09619e464b82ef0f3e5ec333dd0f77f,gov_handles_mapping__b09619e464b82ef0f3e5ec333dd0f77f
tomcarperforde,US Senator Carper,United States,Delaware,Dover,Washington DC,Dover,IndustryTerm,US Senator Carper,,gov_handles_mapping,b09619e464b82ef0f3e5ec333dd0f77f,gov_handles_mapping__b09619e464b82ef0f3e5ec333dd0f77f
sentomcotton,US Senator Cotton,United States,Arkansas,Little Rock,Washington DC,Little Rock,DiplomaticFacilities,US Senator Cotton,,gov_handles_mapping,233a06d5b4419d4f43385fdc38ce3548,gov_handles_mapping__233a06d5b4419d4f43385fdc38ce3548
tomcottonar,US Senator Cotton,United States,Arkansas,Little Rock,Washington DC,Little Rock,space,US Senator Cotton,,gov_handles_mapping,233a06d5b4419d4f43385fdc38ce3548,gov_handles_mapping__233a06d5b4419d4f43385fdc38ce3548
senatortomudall,US Senator Udall,United States,New Mexico,Santa Fe,Washington DC,Santa Fe,Wells,US Senator Udall,,gov_handles_mapping,5031394318f2b23b10cfe0a06004e9c1,gov_handles_mapping__5031394318f2b23b10cfe0a06004e9c1
tomudallpress,US Senator Udall,United States,New Mexico,Santa Fe,Washington DC,Santa Fe,DiplomaticFacilities,US Senator Udall,,gov_handles_mapping,5031394318f2b23b10cfe0a06004e9c1,gov_handles_mapping__5031394318f2b23b10cfe0a06004e9c1
govandybeshear,Kentucky Governor Beshear,United States,Kentucky,Frankfort,Washington DC,Frankfort,FTO,Kentucky Governor Beshear,,gov_handles_mapping,9f6a71c6ad7e73ac4175a318e4104f37,gov_handles_mapping__9f6a71c6ad7e73ac4175a318e4104f37
gretchenwhitmer,Michigan Governor Whitmer,United States,Michigan,Lansing,Washington DC,Lansing,Legislator,Michigan Governor Whitmer,,gov_handles_mapping,4eaef6e6daed4f4e9b8a0d2a35a6dfb8,gov_handles_mapping__4eaef6e6daed4f4e9b8a0d2a35a6dfb8
govwhitmer,Michigan Governor Whitmer,United States,Michigan,Lansing,Washington DC,Lansing,Person,Michigan Governor Whitmer,,gov_handles_mapping,4eaef6e6daed4f4e9b8a0d2a35a6dfb8,gov_handles_mapping__4eaef6e6daed4f4e9b8a0d2a35a6dfb8
govbilllee,Tennessee Governor Lee,United States,Tennessee,Nashville,Washington DC,Nashville,LegislativeCommittee,Tennessee Governor Lee,,gov_handles_mapping,e1ea9e50e02fca1bd92dc99646d388c8,gov_handles_mapping__e1ea9e50e02fca1bd92dc99646d388c8
govpritzker,Illinois Governor Pritzker,United States,Illinois,Springfield,Washington DC,Springfield,Wells,Illinois Governor Pritzker,,gov_handles_mapping,91562e347da5a67a19cd148c0a3f165a,gov_handles_mapping__91562e347da5a67a19cd148c0a3f165a
govjanetmills,Maine Governor Mills,United States,Maine,Augusta,Washington DC,Augusta,Wells,Maine Governor Mills,,gov_handles_mapping,ba759c1ac08f23a69b7eb44f51abe390,gov_handles_mapping__ba759c1ac08f23a69b7eb44f51abe390
governorgordon,Wyoming Governor Gordon,United States,Wyoming,Cheyenne,Washington DC,Cheyenne,Diplomat,Wyoming Governor Gordon,,gov_handles_mapping,2e56e45ac570399a74171f7766c8e4e8,gov_handles_mapping__2e56e45ac570399a74171f7766c8e4e8
govsisolak,Nevada Governor Sisolak,United States,Nevada,Carson City,Washington DC,Carson City,space,Nevada Governor Sisolak,,gov_handles_mapping,94d22f72cea0bdd2b8dbd4cde272b669,gov_handles_mapping__94d22f72cea0bdd2b8dbd4cde272b669
govnedlamont,Connecticut Governor Lamont,United States,Connecticut,Hartford,Washington DC,Hartford,Exec,Connecticut Governor Lamont,,gov_handles_mapping,166dbeb8b68d20615b7acbddbceac810,gov_handles_mapping__166dbeb8b68d20615b7acbddbceac810
govmlg,New Mexico Governor Lujan Grisham,United States,New Mexico,Santa Fe,Washington DC,Santa Fe,CompanyKeyword,New Mexico Governor Lujan Grisham,,gov_handles_mapping,1e9d8bdebd9ee52193b8a7cb381f75d5,gov_handles_mapping__1e9d8bdebd9ee52193b8a7cb381f75d5
govkemp,Georgia Governor Kemp,United States,Georgia,Atlanta,Washington DC,Atlanta,Shipping,Georgia Governor Kemp,,gov_handles_mapping,292424197d14f4dacac3164a63f6fcbe,gov_handles_mapping__292424197d14f4dacac3164a63f6fcbe
govtimwalz,Minnesota Governor Walz,United States,Minnesota,Saint Paul,Washington DC,Saint Paul,ForeignMinister,Minnesota Governor Walz,,gov_handles_mapping,00111347b8cf50a1c3d3c5e418c185fe,gov_handles_mapping__00111347b8cf50a1c3d3c5e418c185fe
govdunleavy,Alaska Governor Dunleavy,United States,Alaska,Juneau,Washington DC,Juneau,Pipeline,Alaska Governor Dunleavy,,gov_handles_mapping,1fd69aa06bd118b6be8b13daf6411b64,gov_handles_mapping__1fd69aa06bd118b6be8b13daf6411b64
govlaurakelly,Kansas Governor Kelly,United States,Kansas,Topeka,Washington DC,Topeka,Consulates,Kansas Governor Kelly,,gov_handles_mapping,3df598258f400190cc8f1e54f900f5d2,gov_handles_mapping__3df598258f400190cc8f1e54f900f5d2
govparsonmo,Missouri Governor Parson,United States,Missouri,Jefferson City,Washington DC,Jefferson City,Exec,Missouri Governor Parson,,gov_handles_mapping,9ee88669d867a0d0af14b4eba2da0bc6,gov_handles_mapping__9ee88669d867a0d0af14b4eba2da0bc6
govmurphy,New Jersey Governor Murphy,United States,New Jersey,Trenton,Washington DC,Trenton,CompanyKeyword,New Jersey Governor Murphy,,gov_handles_mapping,a906d6048073792fa8d35503ddd4ebf9,gov_handles_mapping__a906d6048073792fa8d35503ddd4ebf9
kayiveyforgov,Alabama Governor Ivey,United States,Alabama,Montgomery,Washington DC,Montgomery,Legislator,Alabama Governor Ivey,,gov_handles_mapping,55888d8d5dfd1c151feaee67ab8b7526,gov_handles_mapping__55888d8d5dfd1c151feaee67ab8b7526
janetmillsforme,Maine Governor Mills,United States,Maine,Augusta,Washington DC,Augusta,News,Maine Governor Mills,,gov_handles_mapping,ba759c1ac08f23a69b7eb44f51abe390,gov_handles_mapping__ba759c1ac08f23a69b7eb44f51abe390
govstitt,Oklahoma Governor Stitt,United States,Oklahoma,Oklahoma City,Washington DC,Oklahoma City,Pipeline,Oklahoma Governor Stitt,,gov_handles_mapping,8d797dee74f7a9e560a935c96f4337c5,gov_handles_mapping__8d797dee74f7a9e560a935c96f4337c5
iagovernor,Iowa Governor Reynolds,United States,Iowa,Des Moines,Washington DC,Des Moines,space,Iowa Governor Reynolds,,gov_handles_mapping,4712980db948d5959ca40ed47cd166ef,gov_handles_mapping__4712980db948d5959ca40ed47cd166ef
