handle,caption_name,location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
fmphambinhminh,Vietnamese Foreign Minister Bui Thanh Son,3019,Media,Vietnamese Foreign Minister Bui Thanh Son,,defmin_mentioner,d1702221fb0781d3736b6099c8581879,defmin_mentioner__d1702221fb0781d3736b6099c8581879
dcrgunawardena,Sri Lankan Foreign Minister Gunawardena,3020,Wells,Sri Lankan Foreign Minister Gunawardena,,defmin_mentioner,8bffeddf5f90bf4397e3e0304b0e6fe0,defmin_mentioner__8bffeddf5f90bf4397e3e0304b0e6fe0
ambahmedawad1,former Somali Ambassador to US Ahmed Awad,3021,Legislator,former Somali Ambassador to US Ahmed Awad,,defmin_mentioner,c74345b37096a419d2e1753e499de2f0,defmin_mentioner__c74345b37096a419d2e1753e499de2f0
katrineggenb,Liechtenstein Foreign Minister Eggenberger,3022,Pipeline,Liechtenstein Foreign Minister Eggenberger,,defmin_mentioner,03c5bd37d2057f018cda22d1eab20ca0,defmin_mentioner__03c5bd37d2057f018cda22d1eab20ca0
pradeepgyawalik,Nepalese Foreign Minister Gyawali,3023,DiplomaticFacilities,Nepalese Foreign Minister Gyawali,,defmin_mentioner,d3061559a4959a3c5c39950a04dc846a,defmin_mentioner__d3061559a4959a3c5c39950a04dc846a
ministermofa,Somali Foreign Minister Abdirizak,3024,Refinery,Somali Foreign Minister Abdirizak,,defmin_mentioner,35bc1ed674bb8b780edfdd6edec036c5,defmin_mentioner__35bc1ed674bb8b780edfdd6edec036c5
bogdanaurescu,Romanian Foreign Minister Aurescu,3025,Wells,Romanian Foreign Minister Aurescu,,defmin_mentioner,d3a814e02772e052eebba1ca37670e2e,defmin_mentioner__d3a814e02772e052eebba1ca37670e2e
dmytrokuleba,Ukrainian Foreign Minister Kuleba,3026,FTO,Ukrainian Foreign Minister Kuleba,,defmin_mentioner,9e41f297578bfa8d95cebadb8a5848b6,defmin_mentioner__9e41f297578bfa8d95cebadb8a5848b6
ashingiro,Burundian Foreign Minister Shingiro,3027,Shipping,Burundian Foreign Minister Shingiro,,defmin_mentioner,f31839675603b7439d9c1b0382bc0851,defmin_mentioner__f31839675603b7439d9c1b0382bc0851
voteforkenneth,Dominica Foreign Minister Darroux,3028,Organization,Dominica Foreign Minister Darroux,,defmin_mentioner,2bfcfc1f832314b5d1d89269fb3da08d,defmin_mentioner__2bfcfc1f832314b5d1d89269fb3da08d
claudiablumc,Colombian Foreign Minister Blum,3029,ForeignMinister,Colombian Foreign Minister Blum,,defmin_mentioner,eaad5e6a13be52c484fbb94dfb26c9e6,defmin_mentioner__eaad5e6a13be52c484fbb94dfb26c9e6
enkhtaivan_n,Mongolian Foreign Minister Nyamtseren,3030,Wells,Mongolian Foreign Minister Nyamtseren,,defmin_mentioner,5bd0d9455496891395fd7e73a2cf3fcb,defmin_mentioner__5bd0d9455496891395fd7e73a2cf3fcb
kaminajsmith,Jamaican Foreign Minister Smith,3031,Person,Jamaican Foreign Minister Smith,,defmin_mentioner,6c3c6d8af415e993ffe31e65d1ed9c0e,defmin_mentioner__6c3c6d8af415e993ffe31e65d1ed9c0e
smqureshipti,Pakistani Foreign Minister Qureshi,3032,Person,Pakistani Foreign Minister Qureshi,,defmin_mentioner,f655287b5b0e91affbce1e61e8909187,defmin_mentioner__f655287b5b0e91affbce1e61e8909187
eisenhowermkaka,Malawian Foreign Minister Mkaka,3033,AAEntity,Malawian Foreign Minister Mkaka,,defmin_mentioner,3b93844e2eb701180d6c85b75178c6bf,defmin_mentioner__3b93844e2eb701180d6c85b75178c6bf
marisepayne,Australian Foreign Minister Payne,3034,DiplomaticFacilities,Australian Foreign Minister Payne,,defmin_mentioner,7964bf83afeb4ac19058cff6e30e6f2f,defmin_mentioner__7964bf83afeb4ac19058cff6e30e6f2f
adaljizam,Timor-Leste Foreign Minister Magno,3035,Refinery,Timor-Leste Foreign Minister Magno,,defmin_mentioner,acda60073be0eab94f52723ad66f324f,defmin_mentioner__acda60073be0eab94f52723ad66f324f
rdussey,Togolese Foreign Minister Dussey,3036,LegislativeCommittee,Togolese Foreign Minister Dussey,,defmin_mentioner,9065147fc2f4a346d0dde19f25f88e53,defmin_mentioner__9065147fc2f4a346d0dde19f25f88e53
erikamouynes,Panamanian Foreign Minister Mouynes,3037,Wells,Panamanian Foreign Minister Mouynes,,defmin_mentioner,c8d04f9c9704b723e261311b69e84e84,defmin_mentioner__c8d04f9c9704b723e261311b69e84e84
alphabarry20,Burkina Faso Foreign Minister Barry,3038,IndustryTerm,Burkina Faso Foreign Minister Barry,,defmin_mentioner,68a1d3562b2eb52bf27524b55b892c98,defmin_mentioner__68a1d3562b2eb52bf27524b55b892c98
jy_ledrian,French Foreign Minister Le Drian,3039,News,French Foreign Minister Le Drian,,defmin_mentioner,49f44c5879d1555114e9d672f1bd3194,defmin_mentioner__49f44c5879d1555114e9d672f1bd3194
aranchaglezlaya,Spanish Foreign Minister Gonzalez Laya,3040,ForeignMinistry,Spanish Foreign Minister Gonzalez Laya,,defmin_mentioner,e98da213b958943df402cc4341b9ac3a,defmin_mentioner__e98da213b958943df402cc4341b9ac3a
badralbusaidi,Omani Foreign Minister al-Busaidi,3041,AAEntity,Omani Foreign Minister al-Busaidi,,defmin_mentioner,1c2da7de44db9fa9a6da598a7d8d1f63,defmin_mentioner__1c2da7de44db9fa9a6da598a7d8d1f63
ablinken,US Secretary of State Blinken,3042,Keyphrase,US Secretary of State Blinken,,defmin_mentioner,2db6047aebcfb72be1ec81ea15bfc177,defmin_mentioner__2db6047aebcfb72be1ec81ea15bfc177
claudejoseph03,Haitian Foreign Minister Joseph,3043,Consulates,Haitian Foreign Minister Joseph,,defmin_mentioner,231fbff6b4ffc9d8d7a9d2d24f8e4645,defmin_mentioner__231fbff6b4ffc9d8d7a9d2d24f8e4645
bujar_o,North Macedonian Foreign Minister Osmani,3044,Exec,North Macedonian Foreign Minister Osmani,,defmin_mentioner,e7a83b9178971a29fefc7f4c8c34ec5c,defmin_mentioner__e7a83b9178971a29fefc7f4c8c34ec5c
abdulla_shahid,Maldives Foreign Minister Shahid,3045,Shipping,Maldives Foreign Minister Shahid,,defmin_mentioner,cce52d7b98652306a59cef34bff21695,defmin_mentioner__cce52d7b98652306a59cef34bff21695
sophie_wilmes,Belgian Foreign Minister Wilmes,3046,Media,Belgian Foreign Minister Wilmes,,defmin_mentioner,f8bf74f1fc0d47b1c1fd54bb1707fedc,defmin_mentioner__f8bf74f1fc0d47b1c1fd54bb1707fedc
mubachfont,Andorran Foreign Minister Font,3047,space,Andorran Foreign Minister Font,,defmin_mentioner,28f4a5f1d49506299e77279978cc454a,defmin_mentioner__28f4a5f1d49506299e77279978cc454a
christodulides,Cypriot Foreign Minister Christodoulides,3048,AAEntity,Cypriot Foreign Minister Christodoulides,,defmin_mentioner,5fc88d71ae605cd068700a359daa3bf4,defmin_mentioner__5fc88d71ae605cd068700a359daa3bf4
abzayed,UAE Foreign Minister bin Zayed,3049,Refinery,UAE Foreign Minister bin Zayed,,defmin_mentioner,5b01452a2b076b7a94daeed5addd68c7,defmin_mentioner__5b01452a2b076b7a94daeed5addd68c7
anzelog,Slovenian Foreign Minister Logar,3050,CompanyKeyword,Slovenian Foreign Minister Logar,,defmin_mentioner,3623db9ea2b579359bd45f617fb971ec,defmin_mentioner__3623db9ea2b579359bd45f617fb971ec
evaristbartolo,Maltese Foreign Minister Bartolo,3051,Diplomat,Maltese Foreign Minister Bartolo,,defmin_mentioner,57f267c79c32d355798213825ed1c70f,defmin_mentioner__57f267c79c32d355798213825ed1c70f
faisalbinfarhan,Saudi Foreign Minister bin Farhan,3052,FTO,Saudi Foreign Minister bin Farhan,,defmin_mentioner,e199b4ff72b38273cc185c1c3d002d5d,defmin_mentioner__e199b4ff72b38273cc185c1c3d002d5d
aagbenoncimaec,Beninese Foreign Minister Agbenonci,3053,Shipping,Beninese Foreign Minister Agbenonci,,defmin_mentioner,cb5f5a34344de6e4dd528d3ed7e240dc,defmin_mentioner__cb5f5a34344de6e4dd528d3ed7e240dc
allycoulibaly,Cote d'Ivoire Foreign Minister Coulibaly,3054,CompanyKeyword,Cote d'Ivoire Foreign Minister Coulibaly,,defmin_mentioner,2fbb476412c64d3d970c1b363bc30915,defmin_mentioner__2fbb476412c64d3d970c1b363bc30915
lemskwape,Botswanan Foreign Minister Kwape,3055,Media,Botswanan Foreign Minister Kwape,,defmin_mentioner,23fdbaf06ad1233f0235cafdbbdfc314,defmin_mentioner__23fdbaf06ad1233f0235cafdbbdfc314
vbiruta,Rwandan Foreign Minister Biruta,3056,Consulates,Rwandan Foreign Minister Biruta,,defmin_mentioner,c89394fcffcdd733ad4f257373bcaef6,defmin_mentioner__c89394fcffcdd733ad4f257373bcaef6
mihaipopsoi,Moldovan Parliament Deputy Speaker Popsoi,3057,Diplomat,Moldovan Parliament Deputy Speaker Popsoi,,defmin_mentioner,85946df0bc19a4e6aad7b83796bfa7f8,defmin_mentioner__85946df0bc19a4e6aad7b83796bfa7f8
nanaiamahuta,New Zealand Foreign Minister Mahuta,3058,Organization,New Zealand Foreign Minister Mahuta,,defmin_mentioner,eca1ba52163050cc2e7ea88d41142075,defmin_mentioner__eca1ba52163050cc2e7ea88d41142075
teddyboylocsin,Philippine Foreign Secretary Locsin,3059,AAEntity,Philippine Foreign Secretary Locsin,,defmin_mentioner,53c858af43d98f322f5047799d2158b3,defmin_mentioner__53c858af43d98f322f5047799d2158b3
aymanhsafadi,Jordanian Foreign Minister Safadi,3060,LegislativeCommittee,Jordanian Foreign Minister Safadi,,defmin_mentioner,574f18110b3abf6bbdadef913858d264,defmin_mentioner__574f18110b3abf6bbdadef913858d264
glandsbergis,Lithuanian Foreign Minister Landsbergis,3061,Refinery,Lithuanian Foreign Minister Landsbergis,,defmin_mentioner,f3459da4005089624a83f6f6fd2d6083,defmin_mentioner__f3459da4005089624a83f6f6fd2d6083
ignaziocassis,Swiss Foreign Minister Cassis,3062,Person,Swiss Foreign Minister Cassis,,defmin_mentioner,aa491febb9918d9b23aca38cbe09d1f0,defmin_mentioner__aa491febb9918d9b23aca38cbe09d1f0
mhaneefatmar,acting Afghan Foreign Minister Atmar,3063,Organization,acting Afghan Foreign Minister Atmar,,defmin_mentioner,2c0b86571a9469735d9a98478bc70d8f,defmin_mentioner__2c0b86571a9469735d9a98478bc70d8f
nikosdendias,Greek Foreign Minister Dendias,3064,Wells,Greek Foreign Minister Dendias,,defmin_mentioner,c0b22e992fce5ba74d80822b44d757a7,defmin_mentioner__c0b22e992fce5ba74d80822b44d757a7
moteging,Japanese Foreign Minister Motegi,3065,AAEntity,Japanese Foreign Minister Motegi,,defmin_mentioner,65db727539d573835a1cc76d08fc4698,defmin_mentioner__65db727539d573835a1cc76d08fc4698
annlinde,Swedish Foreign Minister Linde,3066,Person,Swedish Foreign Minister Linde,,defmin_mentioner,818353436eb6afbebac0b32402d45eea,defmin_mentioner__818353436eb6afbebac0b32402d45eea
robalsdqalvarez,Dominican Republic Foreign Minister Alvarez,3067,ForeignMinister,Dominican Republic Foreign Minister Alvarez,,defmin_mentioner,c9259dff9d423fed517f3824b950f382,defmin_mentioner__c9259dff9d423fed517f3824b950f382
jaarreaza,Venezuelan Foreign Minister Arreaza,3068,Legislator,Venezuelan Foreign Minister Arreaza,,defmin_mentioner,45e5094b7ce19c9deb91481080e3c4ad,defmin_mentioner__45e5094b7ce19c9deb91481080e3c4ad
anmas71,Kuwaiti Foreign Minister Ahmed al-Sabah,3069,ForeignMinister,Kuwaiti Foreign Minister Ahmed al-Sabah,,defmin_mentioner,827d434f518cec11523da8848805621e,defmin_mentioner__827d434f518cec11523da8848805621e
hishammuddinh2o,Malaysian Foreign Minister Hussein,3070,News,Malaysian Foreign Minister Hussein,,defmin_mentioner,1a6753139d8ef2865e4318046f8fd05c,defmin_mentioner__1a6753139d8ef2865e4318046f8fd05c
tpetricek,former Czech Foreign Minister Petricek,3071,Wells,former Czech Foreign Minister Petricek,,defmin_mentioner,b3a293c8767fc8a3b62328157d2211fa,defmin_mentioner__b3a293c8767fc8a3b62328157d2211fa
simoncoveney,Irish Foreign Minister Coveney,3072,Diplomat,Irish Foreign Minister Coveney,,defmin_mentioner,203701ec5d542527bc0782c760c9451b,defmin_mentioner__203701ec5d542527bc0782c760c9451b
mevlutcavusoglu,Turkish Foreign Minister Cavusoglu,3073,Pipeline,Turkish Foreign Minister Cavusoglu,,defmin_mentioner,8e1a4fa5c3b818cd529dab2dc04154ef,defmin_mentioner__8e1a4fa5c3b818cd529dab2dc04154ef
melizaharadinaj,Kosovo Foreign Minister Haradinaj-Stublla,3074,space,Kosovo Foreign Minister Haradinaj-Stublla,,defmin_mentioner,986c01be71b91e6ab48b8994409e6657,defmin_mentioner__986c01be71b91e6ab48b8994409e6657
marcgarneau,Canadian Foreign Minister Garneau,3075,Consulates,Canadian Foreign Minister Garneau,,defmin_mentioner,98920f1d30bec880e5e15d8bd0cafb67,defmin_mentioner__98920f1d30bec880e5e15d8bd0cafb67
allamand,Chilean Foreign Minister Allamand,3076,Organization,Chilean Foreign Minister Allamand,,defmin_mentioner,c698e6a4ad108b27ed561ba96e47e17f,defmin_mentioner__c698e6a4ad108b27ed561ba96e47e17f
m_ebrard,Mexican Foreign Secretary Ebrard,3077,Refinery,Mexican Foreign Secretary Ebrard,,defmin_mentioner,f6568a7eebf6de96b7fb6b979d6c1e5d,defmin_mentioner__f6568a7eebf6de96b7fb6b979d6c1e5d
edgarsrinkevics,Latvian Foreign Minister Rinkevics,3078,LegislativeCommittee,Latvian Foreign Minister Rinkevics,,defmin_mentioner,da5c9394832643b655112507fc0e54be,defmin_mentioner__da5c9394832643b655112507fc0e54be
eliimets,Estonian Foreign Minister Liimets,3079,CompanyKeyword,Estonian Foreign Minister Liimets,,defmin_mentioner,88249b134d53724274f7f651175da111,defmin_mentioner__88249b134d53724274f7f651175da111
luigidimaio,Italian Foreign Minister Di Maio,3080,Pipeline,Italian Foreign Minister Di Maio,,defmin_mentioner,a6baea6e7c9c0e56fa8cfdbf5c0468aa,defmin_mentioner__a6baea6e7c9c0e56fa8cfdbf5c0468aa
biseraturkovic,Bosnia and Herzegovina Foreign Minister Turkovic,3081,Pipeline,Bosnia and Herzegovina Foreign Minister Turkovic,,defmin_mentioner,5041a5184ccdf3b3f376d735af7c54ee,defmin_mentioner__5041a5184ccdf3b3f376d735af7c54ee
jzarif,Iranian Foreign Minister Zarif,3082,Legislator,Iranian Foreign Minister Zarif,,defmin_mentioner,3b14c9bd0c6001b31105f18e8ef5491e,defmin_mentioner__3b14c9bd0c6001b31105f18e8ef5491e
vivianbala,Singaporean Foreign Minister Balakrishnan,3083,News,Singaporean Foreign Minister Balakrishnan,,defmin_mentioner,05d9d3f29a049888bfc72f5052fc32e5,defmin_mentioner__05d9d3f29a049888bfc72f5052fc32e5
gudlaugurthor,Icelandic Foreign Minister Por,3084,Refinery,Icelandic Foreign Minister Por,,defmin_mentioner,1c71f74905c39f8b44aaea2c8e9ab9ff,defmin_mentioner__1c71f74905c39f8b44aaea2c8e9ab9ff
felipe_sola,Argentine Foreign Minister Sola,3085,Shipping,Argentine Foreign Minister Sola,,defmin_mentioner,53f1edca46369f84a1149e8bdb44634f,defmin_mentioner__53f1edca46369f84a1149e8bdb44634f
haavisto,Finnish Foreign Minister Haavisto,3086,Pipeline,Finnish Foreign Minister Haavisto,,defmin_mentioner,48488fa24eaed19af60fe7cc963f0689,defmin_mentioner__48488fa24eaed19af60fe7cc963f0689
lisandrorosales,Honduran Foreign Minister Rosales,3087,Keyphrase,Honduran Foreign Minister Rosales,,defmin_mentioner,a40f4981a09c77efe5058fcbc0626fe9,defmin_mentioner__a40f4981a09c77efe5058fcbc0626fe9
jeppekofod,Danish Foreign Minister Kofod,3088,ForeignMinister,Danish Foreign Minister Kofod,,defmin_mentioner,d50f87faec8d3f1b3725e1682d1957eb,defmin_mentioner__d50f87faec8d3f1b3725e1682d1957eb
heikomaas,German Foreign Minister Maas,3089,Shipping,German Foreign Minister Maas,,defmin_mentioner,8ce434c2e3ee10096ae03cff76c65c4d,defmin_mentioner__8ce434c2e3ee10096ae03cff76c65c4d
