keyword,caption_name,topic_id,guid,groups,entity_type,.1,.2,.3,.4,.5,.6,.7,.8,.9,.10,.11,.12,.13,.14,.15,.16,.17,.18,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
starlink-1718,Starlink-1718 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1718 communications satellite,,defmin_mentionee,caac15c8ffadfaff8d8b5b8d96dfec74,defmin_mentionee__b8c00a3525f6ea0233cb19d280499dc6
starlink-1719,Starlink-1719 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1719 communications satellite,,defmin_mentionee,3b9ace04cf51c8b45200e2902cb9a862,defmin_mentionee__e6cde88cf1273bd854034abee7a6eda4
starlink-1720,Starlink-1720 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1720 communications satellite,,defmin_mentionee,d1c8c038147d7f3f6da6ec39c3fa6118,defmin_mentionee__7f98a1f5f978a2d5b98baafd530d95c1
starlink-1721,Starlink-1721 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1721 communications satellite,,defmin_mentionee,a5a50205dffa85f0a18dd183b9de16d7,defmin_mentionee__b7d68eb55dee88ef821f1f71350eba71
starlink-1722,Starlink-1722 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1722 communications satellite,,defmin_mentionee,435cdea00b07a7ce10b74b1cdc56e261,defmin_mentionee__8165597b254eb6c23b50953545b9b885
starlink-1723,Starlink-1723 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1723 communications satellite,,defmin_mentionee,ebf1909ab2370d705002559e9e4b7730,defmin_mentionee__bce46082c7d168f6cd86615a937a5292
starlink-1724,Starlink-1724 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1724 communications satellite,,defmin_mentionee,6f784056a890fef38333292225d29696,defmin_mentionee__ee59aacfc1167347afc99c036f689be5
starlink-1725,Starlink-1725 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1725 communications satellite,,defmin_mentionee,d826de8302e6c743bf195f6a8bcb1ed2,defmin_mentionee__984a67b7bd40fe10f8834fa7e568bcb9
starlink-1726,Starlink-1726 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1726 communications satellite,,defmin_mentionee,6c0f873b2f82e06f4be0d0579cb7421d,defmin_mentionee__67a6ef552ef4bacefaa9a250dc4d2318
starlink-1727,Starlink-1727 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1727 communications satellite,,defmin_mentionee,f58beb939f52d85b175c6ff2237e0274,defmin_mentionee__ca3ca1b8e4fba14b0be06f064ec796ab
starlink-1728,Starlink-1728 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1728 communications satellite,,defmin_mentionee,0ed6da79fbdebf5969cd3a21a59ff521,defmin_mentionee__b4b8cfe9043c09ec6cdcae04c8e4b447
starlink-1729,Starlink-1729 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1729 communications satellite,,defmin_mentionee,265709a66287e887376d8f46f2b41715,defmin_mentionee__4c690b05dd8e277f67ca7e76393eb736
starlink-1730,Starlink-1730 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1730 communications satellite,,defmin_mentionee,a6e1eabcee7cd54530017673387c7cf6,defmin_mentionee__538cffc59d9f65eb1d7fee64ba2cced0
starlink-1731,Starlink-1731 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1731 communications satellite,,defmin_mentionee,d64b87627147a63c1fbaf2ecd257297f,defmin_mentionee__0fe8ef272f9cb59b1bea6dc16295d2f8
starlink-1732,Starlink-1732 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1732 communications satellite,,defmin_mentionee,5ce90b1db7d6254da66f9321243bcc71,defmin_mentionee__74b01e90306b7a629c89c72772875874
starlink-1733,Starlink-1733 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1733 communications satellite,,defmin_mentionee,dd2c5a51adf86db440e6328a21c72e05,defmin_mentionee__ffc95d7ba8d479f35d1126db35128b92
starlink-1734,Starlink-1734 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1734 communications satellite,,defmin_mentionee,2a5d4e995cc52b62d39b4d564372d320,defmin_mentionee__b7435a749c1df1dba777b7377220e762
starlink-1735,Starlink-1735 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1735 communications satellite,,defmin_mentionee,6e262c2525d063b4749c4ad1b3c2ba4f,defmin_mentionee__6612ed25d6f1ed42d8a539ed157626d1
starlink-1736,Starlink-1736 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1736 communications satellite,,defmin_mentionee,81ce87e33877eb7fb24d55a6c98298d6,defmin_mentionee__43023c36a60d2595beff57beca384890
starlink-1737,Starlink-1737 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1737 communications satellite,,defmin_mentionee,3d35af672749dd52a612dae26b5fb55b,defmin_mentionee__26364fbc0f78d4d8b2861be1fe6d525e
starlink-1738,Starlink-1738 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1738 communications satellite,,defmin_mentionee,047ce2dd9bc5591c819454ce4d6aad2d,defmin_mentionee__6b18554459b2e39824ae1720fb2d4d78
starlink-1739,Starlink-1739 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1739 communications satellite,,defmin_mentionee,a53d8279f08788dafc75c7199977031a,defmin_mentionee__a8f7afdbbbc5bca80b16e262f2af46bb
starlink-1740,Starlink-1740 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1740 communications satellite,,defmin_mentionee,29b899186e8486ffbcd1c82ed5e3f218,defmin_mentionee__bcef7bbd1576879c021b9f8fd4e17015
starlink-1741,Starlink-1741 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1741 communications satellite,,defmin_mentionee,8fb8810a83c3299497d1ec857b1e619b,defmin_mentionee__69f24b710145029a45a3ca0e445e40cd
starlink-1742,Starlink-1742 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1742 communications satellite,,defmin_mentionee,ad5a0511a7bd713afe9ca11867be0a7e,defmin_mentionee__a88674beb234f4bd1afa097665ef040a
starlink-1743,Starlink-1743 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1743 communications satellite,,defmin_mentionee,42b42eba1904d0b570ea39729fb3a402,defmin_mentionee__37e7016a59462b454c9b8d530d6ee5e9
starlink-1744,Starlink-1744 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1744 communications satellite,,defmin_mentionee,ce2a5b1b755cdbb259ad7ff0af69e9ce,defmin_mentionee__631a1284fea2c4a10a4fd32705d190cd
starlink-1745,Starlink-1745 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1745 communications satellite,,defmin_mentionee,6cfd617159e3cc657bad64e291fbf470,defmin_mentionee__6e50adc75f8642c0ba6f8e254e0a68fb
starlink-1746,Starlink-1746 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1746 communications satellite,,defmin_mentionee,9ef79cc37aa9740b11057c2627ec957c,defmin_mentionee__f01265ad0ae24bb0d03ec1f18ada5580
starlink-1747,Starlink-1747 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1747 communications satellite,,defmin_mentionee,aec67fce5191f3997bf300ef5a5acb26,defmin_mentionee__71d63cd92a8b449d5c465c1af9f916bf
starlink-1748,Starlink-1748 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1748 communications satellite,,defmin_mentionee,0ddae760d59129e4b03563481eb86e0b,defmin_mentionee__48d014b83d08b76dba1a2cffc9c7801b
starlink-1749,Starlink-1749 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1749 communications satellite,,defmin_mentionee,386685952c748cfa02dc2c0c718d67c4,defmin_mentionee__04868d51a2f32b5f935b5b722a36a103
starlink-1750,Starlink-1750 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1750 communications satellite,,defmin_mentionee,edc879835f3785239cc5bcb9572bdc32,defmin_mentionee__4f072e680402c17c55ee4a174370948b
starlink-1751,Starlink-1751 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1751 communications satellite,,defmin_mentionee,bfb248ea7c1fbe983d991cd56c671016,defmin_mentionee__e02e24b365f10fd5cfd5e52bbdc90731
starlink-1752,Starlink-1752 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1752 communications satellite,,defmin_mentionee,688718f66309ea6f8571d1085179b3c0,defmin_mentionee__91e8a53ed5370f23c4d144bf7ad3f6a4
starlink-1753,Starlink-1753 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1753 communications satellite,,defmin_mentionee,5155e779af772b15f5709f7d27c72c2f,defmin_mentionee__42e82b44b601dc8b68b4745566d66f6c
starlink-1754,Starlink-1754 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1754 communications satellite,,defmin_mentionee,eaf81d617ccd7e263bfa506dd581527a,defmin_mentionee__659e1bd361a67222c7a6fdb1865e747a
starlink-1755,Starlink-1755 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1755 communications satellite,,defmin_mentionee,90542379c33a0fec8ad603bfe697e0b5,defmin_mentionee__ee27670bfdde70d0df787c7181575368
starlink-1756,Starlink-1756 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1756 communications satellite,,defmin_mentionee,efdb1a72e97d79a798536b7d423e7103,defmin_mentionee__582e82732ea36ddf19ea816d888b4347
starlink-1757,Starlink-1757 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1757 communications satellite,,defmin_mentionee,62b850fb0d642df1874af7db0d1b3ab6,defmin_mentionee__853df0ad5a177c2da69ff9e092bf440b
starlink-1758,Starlink-1758 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1758 communications satellite,,defmin_mentionee,797e2e04f7688e5dded47baa57d6c989,defmin_mentionee__3f940c6e8657d69def4439fcbff386ef
starlink-1759,Starlink-1759 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1759 communications satellite,,defmin_mentionee,621ad19864b33ec0812cb87e51171cfe,defmin_mentionee__aea58f1fee6872f76df22a2ec2609989
starlink-1760,Starlink-1760 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1760 communications satellite,,defmin_mentionee,db525fc3dc4cb62277d2a083bf3749a4,defmin_mentionee__11f8f3475621c36c62048c5525efd1fa
starlink-1761,Starlink-1761 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1761 communications satellite,,defmin_mentionee,4fad657d79c183788015d513a851c07a,defmin_mentionee__a9470d7a452e9b4423ed691e3da5024e
starlink-1762,Starlink-1762 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1762 communications satellite,,defmin_mentionee,13261bf289c38792a9a6f98357088569,defmin_mentionee__d876cfa419730f875527e7c6b8c6ab93
starlink-1763,Starlink-1763 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1763 communications satellite,,defmin_mentionee,df632696ced301f768cfe50cfdefa704,defmin_mentionee__f8c5dd824809a4fc7adbe4b55b33991f
starlink-1764,Starlink-1764 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1764 communications satellite,,defmin_mentionee,8149fa8033387b545bde29bb75d6defc,defmin_mentionee__356bb7cf633a3496fe062a5d4f962bfd
starlink-1765,Starlink-1765 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1765 communications satellite,,defmin_mentionee,c2ce55a5e55b5d2ed22924143d5ef51d,defmin_mentionee__869ca78bd21de0b818010ecc8189b465
starlink-1766,Starlink-1766 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1766 communications satellite,,defmin_mentionee,d7a87349e796eccb6f2217e433083a85,defmin_mentionee__6055ac7b0f2bc11384c480c63fb6dd5b
starlink-1767,Starlink-1767 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1767 communications satellite,,defmin_mentionee,5f7404f4f47f5854ca5d465a27aa598b,defmin_mentionee__7267078698bbfb28658f5eb7a9fcd8d2
starlink-1768,Starlink-1768 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1768 communications satellite,,defmin_mentionee,7a8036bd28ecb3d5328701ae5f6c90ef,defmin_mentionee__cab72f7f092ff15ad5926bd46eab8ee3
starlink-1769,Starlink-1769 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1769 communications satellite,,defmin_mentionee,dec0df936d720f4c0f7c20a89cb6c5f1,defmin_mentionee__9e61b42b2427d24f5a15d6936657468e
starlink-1770,Starlink-1770 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1770 communications satellite,,defmin_mentionee,85908600989730d40a2b87fd79f62143,defmin_mentionee__a3656404d737ac347e3d84e763d3ab39
starlink-1771,Starlink-1771 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1771 communications satellite,,defmin_mentionee,3ca0ec1daa6ac9e34390bc3235f56d1a,defmin_mentionee__65b30a64f41bf5117a6324ad382a5f18
starlink-1773,Starlink-1773 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1773 communications satellite,,defmin_mentionee,971ba7c020f2090d6d3693820044bd24,defmin_mentionee__2cc7c8b46723dfe4acd71353fc8a2b84
starlink-1774,Starlink-1774 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1774 communications satellite,,defmin_mentionee,981d193222f4fcd5f8e74dca47eeb08c,defmin_mentionee__0ede65905fb26b37a118e7d493b84f06
starlink-1775,Starlink-1775 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1775 communications satellite,,defmin_mentionee,77df4e3cfd94bcb2dba8c2840caa00f3,defmin_mentionee__a845b8f08ab039183d8fa9ab5c719606
starlink-1776,Starlink-1776 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1776 communications satellite,,defmin_mentionee,83981ec6e8b1a7798b3cac1177bc1902,defmin_mentionee__1bd1d07ba9151052e8fcf36f7117b43a
starlink-1777,Starlink-1777 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1777 communications satellite,,defmin_mentionee,01c887d9a6c0097268a712b0f276f00e,defmin_mentionee__86047db49a57d6eb529c0aafe8b8234b
starlink-1778,Starlink-1778 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1778 communications satellite,,defmin_mentionee,40ff867a955917f0ebd3699caac7cf53,defmin_mentionee__198bbe494440b15235dd980502d9d435
starlink-1779,Starlink-1779 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1779 communications satellite,,defmin_mentionee,6f112f11f79b1595576722bc5a84697d,defmin_mentionee__018ab4021cd5118be0d9f5a323648367
starlink-1780,Starlink-1780 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1780 communications satellite,,defmin_mentionee,3c48c61bd7c581b2dc80cbbe397fee76,defmin_mentionee__2e4333ffa57ea2675063419160b35520
starlink-1781,Starlink-1781 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1781 communications satellite,,defmin_mentionee,9343f2c2a26817e6463d6072f9f267af,defmin_mentionee__b7e865f1af3404d0d42b40cc69a466b8
starlink-1782,Starlink-1782 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1782 communications satellite,,defmin_mentionee,d25f8c5df2471f64df70294bfa3721be,defmin_mentionee__6b48eb5c5cb167aae6e97696b7adfc2f
starlink-1783,Starlink-1783 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1783 communications satellite,,defmin_mentionee,c2db0c1d35ce13741f75d77cf1d18336,defmin_mentionee__45d9af730145e0bfe61eb817789892aa
starlink-1784,Starlink-1784 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1784 communications satellite,,defmin_mentionee,27b45ed51238c7f6b1e1f19ff8ee2a9f,defmin_mentionee__a52752e6c5b37fbfe2a3678b80e723d8
starlink-1785,Starlink-1785 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1785 communications satellite,,defmin_mentionee,4e63bb33200420dd503dd3116151cb12,defmin_mentionee__ceda4382ee81a34e5f2f98e0179829b0
starlink-1786,Starlink-1786 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1786 communications satellite,,defmin_mentionee,32df97ce5840abc369945461403fd4e7,defmin_mentionee__f09caa13d3a66b808d1b8dd531f4b9a7
starlink-1787,Starlink-1787 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1787 communications satellite,,defmin_mentionee,dbbf0e1678a5843d96db1eeb6dce3572,defmin_mentionee__1b94f5b2dd6d31126430bfedb48a2234
starlink-1788,Starlink-1788 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1788 communications satellite,,defmin_mentionee,0d91bcc6166fc67bbaaacdf6cf785f19,defmin_mentionee__b88edca58e00966de807e25877486b98
starlink-1789,Starlink-1789 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1789 communications satellite,,defmin_mentionee,c22ccc8c127b980278c869afc4c55835,defmin_mentionee__f396843ef2c2453791c9fa132be05028
starlink-1790,Starlink-1790 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1790 communications satellite,,defmin_mentionee,cce759fa7ae82c41d493e86c7aabb224,defmin_mentionee__0dfc91e99834f3201865d574529746f4
starlink-1791,Starlink-1791 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1791 communications satellite,,defmin_mentionee,4fe6ec1e9404342e2bc8e90dd727c928,defmin_mentionee__a24942aff7267092675cccb76e1ab900
starlink-1792,Starlink-1792 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1792 communications satellite,,defmin_mentionee,4a6376d33c78aa7100b17c061db94e16,defmin_mentionee__3a0d4f4d84ec1c9e4ed53d8184c07507
starlink-1793,Starlink-1793 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1793 communications satellite,,defmin_mentionee,209b2e56ee9cd9c8169dc31cb201dbb4,defmin_mentionee__bb2b72f557f65732ce30b4d4db6de399
starlink-1794,Starlink-1794 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1794 communications satellite,,defmin_mentionee,465b85d2c307b771c0cc690769996288,defmin_mentionee__32b457859ededcb1b6639e50bbeb7ec7
starlink-1795,Starlink-1795 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1795 communications satellite,,defmin_mentionee,7b9a5322e6ae634566a5d842924d294f,defmin_mentionee__a571535cc7a5ff5e8b33b65ed3909f9b
starlink-1796,Starlink-1796 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1796 communications satellite,,defmin_mentionee,09704aae845e50a0bfc5a858de2af8ae,defmin_mentionee__d2bfad5a839f727e49e18dc5c2222ea9
starlink-1797,Starlink-1797 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1797 communications satellite,,defmin_mentionee,c2af95ae0dfed77517a17133a5a6cd20,defmin_mentionee__27b2e1f3f3105d08450dc93fa52b604e
starlink-1798,Starlink-1798 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1798 communications satellite,,defmin_mentionee,410c2d26e1c2322439a5ee6478968189,defmin_mentionee__6967215ac4552a4b80b4314ea0f1781f
starlink-1799,Starlink-1799 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1799 communications satellite,,defmin_mentionee,a8d766f5d4550d30d647d44f6844fd2b,defmin_mentionee__fa63c75658a77ebc06774de50af9567e
starlink-1800,Starlink-1800 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1800 communications satellite,,defmin_mentionee,57ef81d1982c3c74846de633b59f140d,defmin_mentionee__5bb1c2ac3120cac5226062645ea12d6b
starlink-1801,Starlink-1801 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1801 communications satellite,,defmin_mentionee,2e1da5fac0ca167575de1e6acd1bc1c9,defmin_mentionee__d7fe71110d1764881ff2394ef06197a4
starlink-1802,Starlink-1802 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1802 communications satellite,,defmin_mentionee,9d993882e569264646cf85912802e476,defmin_mentionee__713e76532a8f5939b6e6b31aa8823880
starlink-1803,Starlink-1803 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1803 communications satellite,,defmin_mentionee,59e10ce203af47238bcad4a9f77f7e8b,defmin_mentionee__4325e1df9d29d6b59f2002f8c5f63528
starlink-1804,Starlink-1804 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1804 communications satellite,,defmin_mentionee,4bd1a59f348a0e63cddb33c3e2e525ea,defmin_mentionee__79a2c0ee709009ec294908bd01aead4e
starlink-1805,Starlink-1805 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1805 communications satellite,,defmin_mentionee,58e0ed8f58dc64931bcc85394efe8902,defmin_mentionee__77c02fdf0d32578c93cd20fbfd3f30cd
starlink-1806,Starlink-1806 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1806 communications satellite,,defmin_mentionee,86072b2924e59171831d96837d31522a,defmin_mentionee__bf3a546be5d58f13a341619da94bb420
starlink-1807,Starlink-1807 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1807 communications satellite,,defmin_mentionee,a2c4c8a038a9a44c0bad9d93c12b4898,defmin_mentionee__db7467a303a500008d4e084230161225
starlink-1808,Starlink-1808 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1808 communications satellite,,defmin_mentionee,c5396f032ca460428e32b2aad0caf1b5,defmin_mentionee__e5f8721ab6e1c6865eebed27167b0768
starlink-1809,Starlink-1809 communications satellite,188261;188258,482d22ee391c96d95e6bd36732770175,,satellite,,,,,,,,,,,,,,,,,,,Satellite,Starlink-1809 communications satellite,,defmin_mentionee,cb5ce64e23b1bc6228015ae7d3c56a00,defmin_mentionee__c879f148d0cdcff71f6355e1e53febda
