keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#landfillsgarbage,#landfillsgarbage,landfills,,,311Themes,188121,3140002,,311themes,landfills,,dgm_LN_Mentionee_Int,280e89eea4d56caf0ed301e024219432,dgm_LN_Mentionee_Int__280e89eea4d56caf0ed301e024219432
#landfilltrash,#landfilltrash,landfill,,,311Themes,188121,3140002,,311themes,landfill,,dgm_LN_Mentionee_Int,6a4210889ed2ec5a9b4d08144378e768,dgm_LN_Mentionee_Int__6a4210889ed2ec5a9b4d08144378e768
#landfillstrash,#landfillstrash,landfills,,,311Themes,188121,3140002,,311themes,landfills,,dgm_LN_Mentionee_Int,280e89eea4d56caf0ed301e024219432,dgm_LN_Mentionee_Int__280e89eea4d56caf0ed301e024219432
#landfillwaste,#landfillwaste,landfill,,,311Themes,188121,3140002,,311themes,landfill,,dgm_LN_Mentionee_Int,6a4210889ed2ec5a9b4d08144378e768,dgm_LN_Mentionee_Int__6a4210889ed2ec5a9b4d08144378e768
#landfillswaste,#landfillswaste,landfills,,,311Themes,188121,3140002,,311themes,landfills,,dgm_LN_Mentionee_Int,280e89eea4d56caf0ed301e024219432,dgm_LN_Mentionee_Int__280e89eea4d56caf0ed301e024219432
#landfillsanitation,#landfillsanitation,landfill,,,311Themes,188121,3140002,,311themes,landfill,,dgm_LN_Mentionee_Int,6a4210889ed2ec5a9b4d08144378e768,dgm_LN_Mentionee_Int__6a4210889ed2ec5a9b4d08144378e768
#landfillssanitation,#landfillssanitation,landfills,,,311Themes,188121,3140002,,311themes,landfills,,dgm_LN_Mentionee_Int,280e89eea4d56caf0ed301e024219432,dgm_LN_Mentionee_Int__280e89eea4d56caf0ed301e024219432
#damagedtrafficsign,#damagedtrafficsign,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#damagedtrafficsignal,#damagedtrafficsignal,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#damagedtrafficlight,#damagedtrafficlight,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#brokentrafficlight,#brokentrafficlight,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#brokentrafficsign,#brokentrafficsign,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#brokentrafficsignal,#brokentrafficsignal,damaged traffic signal,,,311Themes,188130,3140002,,311themes,damaged traffic signal,,dgm_LN_Mentionee_Int,e8381e08326f9aa53539d4cd2c0e4d5d,dgm_LN_Mentionee_Int__e8381e08326f9aa53539d4cd2c0e4d5d
#damagedtrafficsigns,#damagedtrafficsigns,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#damagedtrafficsignals,#damagedtrafficsignals,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#damagedtrafficlights,#damagedtrafficlights,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#brokentrafficlights,#brokentrafficlights,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#brokentrafficsigns,#brokentrafficsigns,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#brokentrafficsignals,#brokentrafficsignals,damaged traffic signals,,,311Themes,188130,3140002,,311themes,damaged traffic signals,,dgm_LN_Mentionee_Int,7f07684d8fdc9a7d2889e49f9be8bca6,dgm_LN_Mentionee_Int__7f07684d8fdc9a7d2889e49f9be8bca6
#homelessencampment,#homelessencampment,homeless encampments,,,311Themes,188289,3140002,,311themes,homeless encampments,,dgm_LN_Mentionee_Int,09cf4df7c1262511deda66e6ab55a37e,dgm_LN_Mentionee_Int__09cf4df7c1262511deda66e6ab55a37e
#homelessencampments,#homelessencampments,homeless encampments,,,311Themes,188289,3140002,,311themes,homeless encampments,,dgm_LN_Mentionee_Int,09cf4df7c1262511deda66e6ab55a37e,dgm_LN_Mentionee_Int__09cf4df7c1262511deda66e6ab55a37e
#homelessness,#homelessness,homelessness,,,311Themes,188289,3140002,,311themes,homelessness,,dgm_LN_Mentionee_Int,d511549a772aae662b555b722d9685f5,dgm_LN_Mentionee_Int__d511549a772aae662b555b722d9685f5
#unhoused,#unhoused,homelessness,,,311Themes,188289,3140002,,311themes,homelessness,,dgm_LN_Mentionee_Int,d511549a772aae662b555b722d9685f5,dgm_LN_Mentionee_Int__d511549a772aae662b555b722d9685f5
#housingproject,#housingproject,public housing,,,311Themes,188289,3140002,,311themes,public housing,,dgm_LN_Mentionee_Int,31b9b7255fb7866b53b1879dbd501d0c,dgm_LN_Mentionee_Int__31b9b7255fb7866b53b1879dbd501d0c
#section8housing,#Section8housing,subsidized housing,,,311Themes,188289,3140002,,311themes,subsidized housing,,dgm_LN_Mentionee_Int,90bff5e268ae3bda8680cfb22aa728c0,dgm_LN_Mentionee_Int__90bff5e268ae3bda8680cfb22aa728c0
#housingprojects,#housingprojects,public housing,,,311Themes,188289,3140002,,311themes,public housing,,dgm_LN_Mentionee_Int,31b9b7255fb7866b53b1879dbd501d0c,dgm_LN_Mentionee_Int__31b9b7255fb7866b53b1879dbd501d0c
#publichousing,#publichousing,public housing,,,311Themes,188289,3140002,,311themes,public housing,,dgm_LN_Mentionee_Int,31b9b7255fb7866b53b1879dbd501d0c,dgm_LN_Mentionee_Int__31b9b7255fb7866b53b1879dbd501d0c
#publicshelter,#publicshelter,public shelter,,,311Themes,188289,3140002,,311themes,public shelter,,dgm_LN_Mentionee_Int,8530cf2659cdeae70dfed1798916df99,dgm_LN_Mentionee_Int__8530cf2659cdeae70dfed1798916df99
#homelessshelter,#homelessshelter,homeless shelter,,,311Themes,188289,3140002,,311themes,homeless shelter,,dgm_LN_Mentionee_Int,dcf63fd8aa1125ea6290b8636e163263,dgm_LN_Mentionee_Int__dcf63fd8aa1125ea6290b8636e163263
#housingshelter,#housingshelter,homeless shelter,,,311Themes,188289,3140002,,311themes,homeless shelter,,dgm_LN_Mentionee_Int,dcf63fd8aa1125ea6290b8636e163263,dgm_LN_Mentionee_Int__dcf63fd8aa1125ea6290b8636e163263
#homelessshelters,#homelessshelters,homeless shelters,,,311Themes,188289,3140002,,311themes,homeless shelters,,dgm_LN_Mentionee_Int,ed96f5bcf2cb76f423a92190358b6881,dgm_LN_Mentionee_Int__ed96f5bcf2cb76f423a92190358b6881
#housingshelters,#housingshelters,homeless shelters,,,311Themes,188289,3140002,,311themes,homeless shelters,,dgm_LN_Mentionee_Int,ed96f5bcf2cb76f423a92190358b6881,dgm_LN_Mentionee_Int__ed96f5bcf2cb76f423a92190358b6881
#waterfountain,#waterfountain,water fountain,,,311Themes,188242,3140002,,311themes,water fountain,,dgm_LN_Mentionee_Int,0054ffc630e01b5f4a4ada0222242385,dgm_LN_Mentionee_Int__0054ffc630e01b5f4a4ada0222242385
#waterfountains,#waterfountains,water fountains,,,311Themes,188242,3140002,,311themes,water fountains,,dgm_LN_Mentionee_Int,4e37e247343abba3e4169f1ab4130d61,dgm_LN_Mentionee_Int__4e37e247343abba3e4169f1ab4130d61
#reccenter,#reccenter,recreational center,,,311Themes,188121,3140002,,311themes,recreational center,,dgm_LN_Mentionee_Int,5c011033941e9db0b36db5f045e9b0e0,dgm_LN_Mentionee_Int__5c011033941e9db0b36db5f045e9b0e0
#recreationalcenter,#recreationalcenter,recreational center,,,311Themes,188121,3140002,,311themes,recreational center,,dgm_LN_Mentionee_Int,5c011033941e9db0b36db5f045e9b0e0,dgm_LN_Mentionee_Int__5c011033941e9db0b36db5f045e9b0e0
#sanitation,#sanitation,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#publicsanitation,#publicsanitation,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#sanitationhousing,#sanitationhousing,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#sanitationparks,#sanitationparks,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#sanitationmetro,#sanitationmetro,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#sanitationsubway,#sanitationsubway,sanitation,,,311Themes,188121,3140002,,311themes,sanitation,,dgm_LN_Mentionee_Int,f5c8f0e6349336d05d46e984893f19c7,dgm_LN_Mentionee_Int__f5c8f0e6349336d05d46e984893f19c7
#dirtbike,#dirtbike,dirt bike,,,311Themes,188130,3140002,,311themes,dirt bike,,dgm_LN_Mentionee_Int,dcea76445bcccc018339ec659077151c,dgm_LN_Mentionee_Int__dcea76445bcccc018339ec659077151c
#trikebike,#trikebike,trike bike,,,311Themes,188130,3140002,,311themes,trike bike,,dgm_LN_Mentionee_Int,890640fe1bf2082b78f1650b791d3d19,dgm_LN_Mentionee_Int__890640fe1bf2082b78f1650b791d3d19
#dirtbikes,#dirtbikes,dirt bikes,,,311Themes,188130,3140002,,311themes,dirt bikes,,dgm_LN_Mentionee_Int,dedf29ded00d957a1ec8ff285d94b16f,dgm_LN_Mentionee_Int__dedf29ded00d957a1ec8ff285d94b16f
#trikebikes,#trikebikes,trike bikes,,,311Themes,188130,3140002,,311themes,trike bikes,,dgm_LN_Mentionee_Int,008570e3559a03daedc89371eccce43e,dgm_LN_Mentionee_Int__008570e3559a03daedc89371eccce43e
#streetracing,#streetracing,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#dragrace,#dragrace,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#dragraces,#dragraces,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#dragracing,#dragracing,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#vehicledonut,#vehicledonut,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#vehicledonuts,#vehicledonuts,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#vehiclesdonut,#vehiclesdonut,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#vehiclesdonuts,#vehiclesdonuts,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#cardonut,#cardonut,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#cardonuts,#cardonuts,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#carsdonut,#carsdonut,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#carsdonuts,#carsdonuts,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#avracing,#AVRacing,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#avracers,#AVracers,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#avraces,#AVraces,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#avrace,#AVrace,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#streetracers,#streetracers,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#dragracer,#dragracer,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#dragracers,#dragracers,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#streetracer,#streetracer,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#streetraces,#streetraces,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#streetrace,#streetrace,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#offroadbikes,#offroadbikes,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#offroadbike,#offroadbike,street racing,,,311Themes,188130,3140002,,311themes,street racing,,dgm_LN_Mentionee_Int,0ebc77a2b282d3e0cf89c60ec712de84,dgm_LN_Mentionee_Int__0ebc77a2b282d3e0cf89c60ec712de84
#abandonedvehicle,#abandonedvehicle,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedvehicles,#abandonedvehicles,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedcar,#abandonedcar,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedcars,#abandonedcars,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedtruck,#abandonedtruck,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedtrucks,#abandonedtrucks,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedvan,#abandonedvan,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#abandonedvans,#abandonedvans,abandoned vehicles,,,311Themes,188130,3140002,,311themes,abandoned vehicles,,dgm_LN_Mentionee_Int,7ee0921c944aad0d0c2d98246f77c071,dgm_LN_Mentionee_Int__7ee0921c944aad0d0c2d98246f77c071
#placardabuse,#placardabuse,placard abuse,,,311Themes,188130,3140002,,311themes,placard abuse,,dgm_LN_Mentionee_Int,31ea0c22e61628d3aca15d68049cd72a,dgm_LN_Mentionee_Int__31ea0c22e61628d3aca15d68049cd72a
#bikepath,#bikepath,bike path,,,311Themes,188130,3140002,,311themes,bike path,,dgm_LN_Mentionee_Int,98f80b900b7d033ed78df7bf3c98ddb3,dgm_LN_Mentionee_Int__98f80b900b7d033ed78df7bf3c98ddb3
#bikingtrail,#bikingtrail,biking trail,,,311Themes,188130,3140002,,311themes,biking trail,,dgm_LN_Mentionee_Int,4936a7729aa408a56fde2f197c76d1f9,dgm_LN_Mentionee_Int__4936a7729aa408a56fde2f197c76d1f9
#biketrail,#biketrail,bike trail,,,311Themes,188130,3140002,,311themes,bike trail,,dgm_LN_Mentionee_Int,03f0fb21acbbb030ad60b4d7f550fc0e,dgm_LN_Mentionee_Int__03f0fb21acbbb030ad60b4d7f550fc0e
#joggingtrail,#joggingtrail,jogging trail,,,311Themes,188130,3140002,,311themes,jogging trail,,dgm_LN_Mentionee_Int,3e9e8baf89c5ae6a5dcc11fc4cdb9f47,dgm_LN_Mentionee_Int__3e9e8baf89c5ae6a5dcc11fc4cdb9f47
#walkingtrail,#walkingtrail,walking trail,,,311Themes,188130,3140002,,311themes,walking trail,,dgm_LN_Mentionee_Int,a14372f4925255fccce443e215429ad7,dgm_LN_Mentionee_Int__a14372f4925255fccce443e215429ad7
#runningtrail,#runningtrail,running trail,,,311Themes,188130,3140002,,311themes,running trail,,dgm_LN_Mentionee_Int,534acbff7a5c9948f64a0c49e3a19b17,dgm_LN_Mentionee_Int__534acbff7a5c9948f64a0c49e3a19b17
#bikepaths,#bikepaths,bike paths,,,311Themes,188130,3140002,,311themes,bike paths,,dgm_LN_Mentionee_Int,deeb93505186979111a66f2df00cc4a5,dgm_LN_Mentionee_Int__deeb93505186979111a66f2df00cc4a5
#bikingtrails,#bikingtrails,biking trails,,,311Themes,188130,3140002,,311themes,biking trails,,dgm_LN_Mentionee_Int,0dd38164b2a4cef3089baf8c9cddd0e3,dgm_LN_Mentionee_Int__0dd38164b2a4cef3089baf8c9cddd0e3
#biketrails,#biketrails,bike trails,,,311Themes,188130,3140002,,311themes,bike trails,,dgm_LN_Mentionee_Int,68653c3f8237d30851ca4929a23c9094,dgm_LN_Mentionee_Int__68653c3f8237d30851ca4929a23c9094
#joggingtrails,#joggingtrails,jogging trails,,,311Themes,188130,3140002,,311themes,jogging trails,,dgm_LN_Mentionee_Int,6a805e36d7cbc98c9698369af6ff37d2,dgm_LN_Mentionee_Int__6a805e36d7cbc98c9698369af6ff37d2
#walkingtrails,#walkingtrails,walking trails,,,311Themes,188130,3140002,,311themes,walking trails,,dgm_LN_Mentionee_Int,ed4c2fb395b7f7dac9c53aa4a836e4c1,dgm_LN_Mentionee_Int__ed4c2fb395b7f7dac9c53aa4a836e4c1
#runningtrails,#runningtrails,running trails,,,311Themes,188130,3140002,,311themes,running trails,,dgm_LN_Mentionee_Int,b1fa49a5872568b28bc2c135f37e0d9d,dgm_LN_Mentionee_Int__b1fa49a5872568b28bc2c135f37e0d9d
#bikelane,#bikelane,bike lanes,,,311Themes,188130,3140002,,311themes,bike lanes,,dgm_LN_Mentionee_Int,215d15c96080fd8a14a84615ec661cb9,dgm_LN_Mentionee_Int__215d15c96080fd8a14a84615ec661cb9
#bikelanes,#bikelanes,bike lanes,,,311Themes,188130,3140002,,311themes,bike lanes,,dgm_LN_Mentionee_Int,215d15c96080fd8a14a84615ec661cb9,dgm_LN_Mentionee_Int__215d15c96080fd8a14a84615ec661cb9
#bikesafety,#bikesafety,bike safety,,,311Themes,188130,3140002,,311themes,bike safety,,dgm_LN_Mentionee_Int,bd3af4aafc99cabdc7250ed2f9dca313,dgm_LN_Mentionee_Int__bd3af4aafc99cabdc7250ed2f9dca313
#crosswalksafety,#crosswalksafety,pedestrian safety,,,311Themes,188130,3140002,,311themes,pedestrian safety,,dgm_LN_Mentionee_Int,f075e446b1675614c493b886a2929463,dgm_LN_Mentionee_Int__f075e446b1675614c493b886a2929463
#pedestrianssafety,#pedestrianssafety,pedestrian safety,,,311Themes,188130,3140002,,311themes,pedestrian safety,,dgm_LN_Mentionee_Int,f075e446b1675614c493b886a2929463,dgm_LN_Mentionee_Int__f075e446b1675614c493b886a2929463
#pedestriansafety,#pedestriansafety,pedestrian safety,,,311Themes,188130,3140002,,311themes,pedestrian safety,,dgm_LN_Mentionee_Int,f075e446b1675614c493b886a2929463,dgm_LN_Mentionee_Int__f075e446b1675614c493b886a2929463
#alternatesideparking,#alternatesideparking,alternate side parking,,,311Themes,188130,3140002,,311themes,alternate side parking,,dgm_LN_Mentionee_Int,17454640f211b58400ba6328882cf719,dgm_LN_Mentionee_Int__17454640f211b58400ba6328882cf719
#parkingtickets,#parkingtickets,parking tickets,,,311Themes,188130,3140002,,311themes,parking tickets,,dgm_LN_Mentionee_Int,638fd263b37bcf385cd3e11e7a96e836,dgm_LN_Mentionee_Int__638fd263b37bcf385cd3e11e7a96e836
#parkingticket,#parkingticket,parking tickets,,,311Themes,188130,3140002,,311themes,parking tickets,,dgm_LN_Mentionee_Int,638fd263b37bcf385cd3e11e7a96e836,dgm_LN_Mentionee_Int__638fd263b37bcf385cd3e11e7a96e836
#parkingenforcement,#parkingenforcement,parking enforcement,,,311Themes,188130,3140002,,311themes,parking enforcement,,dgm_LN_Mentionee_Int,e0cd81284e48bd09a3a8ec3a328ebfe9,dgm_LN_Mentionee_Int__e0cd81284e48bd09a3a8ec3a328ebfe9
#parkingmeter,#parkingmeter,parking meter,,,311Themes,188130,3140002,,311themes,parking meter,,dgm_LN_Mentionee_Int,612bdda0789c1ed09730b96911dc5e72,dgm_LN_Mentionee_Int__612bdda0789c1ed09730b96911dc5e72
#parkingmeters,#parkingmeters,parking meters,,,311Themes,188130,3140002,,311themes,parking meters,,dgm_LN_Mentionee_Int,b682cad666fc7650cb00d729e42fc64c,dgm_LN_Mentionee_Int__b682cad666fc7650cb00d729e42fc64c
#subwayperformer,#subwayperformer,subway performer,,,311Themes,188129,3140002,,311themes,subway performer,,dgm_LN_Mentionee_Int,7e0eb3ebe5ac3bfb47e385dd905372f4,dgm_LN_Mentionee_Int__7e0eb3ebe5ac3bfb47e385dd905372f4
#subwayperformers,#subwayperformers,subway performers,,,311Themes,188129,3140002,,311themes,subway performers,,dgm_LN_Mentionee_Int,f514fbd747afc7af02ee014e9f9fe8ae,dgm_LN_Mentionee_Int__f514fbd747afc7af02ee014e9f9fe8ae
#tripleparked,#tripleparked,triple parking,,,311Themes,188130,3140002,,311themes,triple parking,,dgm_LN_Mentionee_Int,33d6e54f9cdcbf3123c0fb10a0dfa073,dgm_LN_Mentionee_Int__33d6e54f9cdcbf3123c0fb10a0dfa073
#tripleparking,#tripleparking,triple parking,,,311Themes,188130,3140002,,311themes,triple parking,,dgm_LN_Mentionee_Int,33d6e54f9cdcbf3123c0fb10a0dfa073,dgm_LN_Mentionee_Int__33d6e54f9cdcbf3123c0fb10a0dfa073
#doubleparked,#doubleparked,double parking,,,311Themes,188130,3140002,,311themes,double parking,,dgm_LN_Mentionee_Int,939f5b71b33a999232dab08fbece10f6,dgm_LN_Mentionee_Int__939f5b71b33a999232dab08fbece10f6
#doubleparking,#doubleparking,double parking,,,311Themes,188130,3140002,,311themes,double parking,,dgm_LN_Mentionee_Int,939f5b71b33a999232dab08fbece10f6,dgm_LN_Mentionee_Int__939f5b71b33a999232dab08fbece10f6
#illegallyparked,#illegallyparked,illegal parking,,,311Themes,188130,3140002,,311themes,illegal parking,,dgm_LN_Mentionee_Int,27e6143d12b79034dd022c010a51175a,dgm_LN_Mentionee_Int__27e6143d12b79034dd022c010a51175a
#illegalparking,#illegalparking,illegal parking,,,311Themes,188130,3140002,,311themes,illegal parking,,dgm_LN_Mentionee_Int,27e6143d12b79034dd022c010a51175a,dgm_LN_Mentionee_Int__27e6143d12b79034dd022c010a51175a
#parkingviolators,#parkingviolators,parking violations,,,311Themes,188130,3140002,,311themes,parking violations,,dgm_LN_Mentionee_Int,abb9b5b34f5985d69d21c3047aa9018f,dgm_LN_Mentionee_Int__abb9b5b34f5985d69d21c3047aa9018f
