german_text,caption_text,location_tag,.1,ranking,default location,default_lat,default_lon,.2,.3,.4,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
heilshoop,"Heilshoop, Germany",53.8865199,10.5308898,2,,,,,,,Legislator,"Heilshoop, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7c077d8a98e7c8443d5296c97b721f4e,german_fires_stormarn_ostholzstein_lauenburg_locations__7c077d8a98e7c8443d5296c97b721f4e
heringsdorf,"Heringsdorf, Germany",53.9573545,14.1541603,2,,,,,,,FTO,"Heringsdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,731539ce37efee2db778e68090c0cc6b,german_fires_stormarn_ostholzstein_lauenburg_locations__731539ce37efee2db778e68090c0cc6b
hohenfelde,"Hohenfelde, Germany",54.3742565,10.4954359,2,,,,,,,Consulates,"Hohenfelde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,36ce2cb5ff34cc44d4e8b40580635fa3,german_fires_stormarn_ostholzstein_lauenburg_locations__36ce2cb5ff34cc44d4e8b40580635fa3
hohenhorn,"Hohenhorn, Germany",53.4759991,10.3677578,2,,,,,,,IndustryTerm,"Hohenhorn, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4edbb6e66f5c419bbf29623944e46ede,german_fires_stormarn_ostholzstein_lauenburg_locations__4edbb6e66f5c419bbf29623944e46ede
hoisdorf,"Hoisdorf, Germany",53.6612425,10.3103513,2,,,,,,,Consulates,"Hoisdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,63f748729dca003eb52af86d856a3989,german_fires_stormarn_ostholzstein_lauenburg_locations__63f748729dca003eb52af86d856a3989
hollenbek,"Hollenbek, Germany",53.5917342,10.8191059,2,,,,,,,Keyphrase,"Hollenbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,dd79f25f2158a9b44b8102e9f594e0d2,german_fires_stormarn_ostholzstein_lauenburg_locations__dd79f25f2158a9b44b8102e9f594e0d2
holstein,"Holstein, Germany",54.2193672,9.6961167,2,,,,,,,Pipeline,"Holstein, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0bfe8e89daf9fa15541cb40a561f4011,german_fires_stormarn_ostholzstein_lauenburg_locations__0bfe8e89daf9fa15541cb40a561f4011
hornbek,"Hornbek, Germany",53.5596676,10.6440431,2,,,,,,,News,"Hornbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,04c0dd6c0d520241b3bd7cc1130285ba,german_fires_stormarn_ostholzstein_lauenburg_locations__04c0dd6c0d520241b3bd7cc1130285ba
horst,"Horst, Germany",53.8104368,9.6261328,2,,,,,,,Organization,"Horst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8c4f89dfeed409c2f770abe0c9a9d6ce,german_fires_stormarn_ostholzstein_lauenburg_locations__8c4f89dfeed409c2f770abe0c9a9d6ce
jersbek,"Jersbek, Germany",53.7431465,10.2178471,2,,,,,,,Consulates,"Jersbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,85f9bde939435f351a7a795c137e19ce,german_fires_stormarn_ostholzstein_lauenburg_locations__85f9bde939435f351a7a795c137e19ce
juliusburg,"Juliusburg, Germany",53.4160452,10.5048963,2,,,,,,,DiplomaticFacilities,"Juliusburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,d13e05833e82388dd5e9a2bc32f8c750,german_fires_stormarn_ostholzstein_lauenburg_locations__d13e05833e82388dd5e9a2bc32f8c750
kabelhorst,"Kabelhorst, Germany",54.2150915,10.9224447,2,,,,,,,Pipeline,"Kabelhorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,03368d44867ba106c16a154d6568fd09,german_fires_stormarn_ostholzstein_lauenburg_locations__03368d44867ba106c16a154d6568fd09
kankelau,"Kankelau, Germany",53.5499046,10.5681214,2,,,,,,,LegislativeCommittee,"Kankelau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7f4169ed7a5ea0a56862787b83dbc7ea,german_fires_stormarn_ostholzstein_lauenburg_locations__7f4169ed7a5ea0a56862787b83dbc7ea
kasseburg,"Kasseburg, Germany",53.5674838,10.4165086,2,,,,,,,Legislator,"Kasseburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,23c5c827afda261d4a984214e031aada,german_fires_stormarn_ostholzstein_lauenburg_locations__23c5c827afda261d4a984214e031aada
kasseedorf,"Kasseedorf, Germany",54.1647703,10.7217515,2,,,,,,,Media,"Kasseedorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,1a90a51e9440fd507a48c137734ab87f,german_fires_stormarn_ostholzstein_lauenburg_locations__1a90a51e9440fd507a48c137734ab87f
kastorf,"Kastorf, Germany",53.7460963,10.5683994,2,,,,,,,Pipeline,"Kastorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0d285f1217226cd935c4b1cba52eb170,german_fires_stormarn_ostholzstein_lauenburg_locations__0d285f1217226cd935c4b1cba52eb170
kellenhusen ostsee,"Kellenhusen Ostsee, Germany",54.1930834,11.0621476,2,,,,,,,FTO,"Kellenhusen Ostsee, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,72b5a99492c8a4a037fcf150cabd9e26,german_fires_stormarn_ostholzstein_lauenburg_locations__72b5a99492c8a4a037fcf150cabd9e26
kittlitz,"Kittlitz, Germany",53.6639811,10.9151496,2,,,,,,,CompanyKeyword,"Kittlitz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,5b5a33671189bd7c9151c800d6f26cc7,german_fires_stormarn_ostholzstein_lauenburg_locations__5b5a33671189bd7c9151c800d6f26cc7
klein pampau,"Klein Pampau, Germany",53.5097204,10.5747054,2,,,,,,,Shipping,"Klein Pampau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,bddb01b66e26cbe9152210364e6d0026,german_fires_stormarn_ostholzstein_lauenburg_locations__bddb01b66e26cbe9152210364e6d0026
klein wesenberg,"Klein Wesenberg, Germany",53.8129334,10.5492733,2,,,,,,,FTO,"Klein Wesenberg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,5b69ef2e03a0ac1fb4931ab0d2b704ea,german_fires_stormarn_ostholzstein_lauenburg_locations__5b69ef2e03a0ac1fb4931ab0d2b704ea
klein zecher,"Klein Zecher, Germany",53.5775351,10.8734607,2,,,,,,,Person,"Klein Zecher, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6a73b0f13b19d39ceeea6bfcea86c6eb,german_fires_stormarn_ostholzstein_lauenburg_locations__6a73b0f13b19d39ceeea6bfcea86c6eb
klempau,"Klempau, Germany",53.7631695,10.6604427,2,,,,,,,Person,"Klempau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4891970ce95a5544e78792099c691f22,german_fires_stormarn_ostholzstein_lauenburg_locations__4891970ce95a5544e78792099c691f22
klinkrade,"Klinkrade, Germany",53.7161084,10.5513955,2,,,,,,,Wells,"Klinkrade, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,23700cb27ad50814a5cb182fa391513e,german_fires_stormarn_ostholzstein_lauenburg_locations__23700cb27ad50814a5cb182fa391513e
koberg,"Koberg, Germany",53.6371594,10.5256285,2,,,,,,,FTO,"Koberg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,eec693307ebb17273ab6b58bc952aa74,german_fires_stormarn_ostholzstein_lauenburg_locations__eec693307ebb17273ab6b58bc952aa74
kollow,"Kollow, Germany",53.464118,10.4601532,2,,,,,,,ForeignMinistry,"Kollow, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7a3fe6880e72ebb40ef022308e8b943b,german_fires_stormarn_ostholzstein_lauenburg_locations__7a3fe6880e72ebb40ef022308e8b943b
kothel,"Kothel, Germany",53.6094694,10.5084341,2,,,,,,,Keyphrase,"Kothel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,51e4e749310e40a7f61b5e7d9df4375f,german_fires_stormarn_ostholzstein_lauenburg_locations__51e4e749310e40a7f61b5e7d9df4375f
kothel,"Kothel, Germany",53.6094694,10.5084341,2,,,,,,,DiplomaticFacilities,"Kothel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,51e4e749310e40a7f61b5e7d9df4375f,german_fires_stormarn_ostholzstein_lauenburg_locations__51e4e749310e40a7f61b5e7d9df4375f
kroppelshagen-fahrendorf,"Kroppelshagen-Fahrendorf, Germany",53.4904067,10.316627,2,,,,,,,LegislativeCommittee,"Kroppelshagen-Fahrendorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a8a22b068cb22ca27598d9d8ac1bdbab,german_fires_stormarn_ostholzstein_lauenburg_locations__a8a22b068cb22ca27598d9d8ac1bdbab
krukow,"Krukow, Germany",53.4195182,10.4804602,2,,,,,,,Keyphrase,"Krukow, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,ced6d2c3c7f798497da8b9a3cf9b80f2,german_fires_stormarn_ostholzstein_lauenburg_locations__ced6d2c3c7f798497da8b9a3cf9b80f2
krummesse,"Krummesse, Germany",53.7895772,10.6563294,2,,,,,,,LegislativeCommittee,"Krummesse, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,f781ab7c32d0d17452b557884e121c80,german_fires_stormarn_ostholzstein_lauenburg_locations__f781ab7c32d0d17452b557884e121c80
kruzen,"Kruzen, Germany",53.4023074,10.5267277,2,,,,,,,Keyphrase,"Kruzen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,08937c080cc978b991f40e34313f70bb,german_fires_stormarn_ostholzstein_lauenburg_locations__08937c080cc978b991f40e34313f70bb
kuddeworde,"Kuddeworde, Germany",53.5867416,10.4022317,2,,,,,,,IndustryTerm,"Kuddeworde, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,cf93f291847da35d9e57a9306dd0fb04,german_fires_stormarn_ostholzstein_lauenburg_locations__cf93f291847da35d9e57a9306dd0fb04
kuhsen,"Kuhsen, Germany",53.681701,10.613965,2,,,,,,,ForeignMinister,"Kuhsen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3509b1db73994db68730562baf46642d,german_fires_stormarn_ostholzstein_lauenburg_locations__3509b1db73994db68730562baf46642d
kulpin,"Kulpin, Germany",53.709626,10.6957436,2,,,,,,,AAEntity,"Kulpin, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,50c8b6db3c0327a2b8f6ad2fdf19abad,german_fires_stormarn_ostholzstein_lauenburg_locations__50c8b6db3c0327a2b8f6ad2fdf19abad
labenz,"Labenz, Germany",53.7097092,10.521566,2,,,,,,,Legislator,"Labenz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,986fc1624be263d7834d0c76945ac0ff,german_fires_stormarn_ostholzstein_lauenburg_locations__986fc1624be263d7834d0c76945ac0ff
langenlehsten,"Langenlehsten, Germany",53.4998069,10.7397346,2,,,,,,,Person,"Langenlehsten, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0ab1186db863cbfde720a9fd08051aa8,german_fires_stormarn_ostholzstein_lauenburg_locations__0ab1186db863cbfde720a9fd08051aa8
lankau,"Lankau, Germany",53.6668719,10.6656579,2,,,,,,,ForeignMinister,"Lankau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,299086f2d42dc26dc7d47255b3f9854a,german_fires_stormarn_ostholzstein_lauenburg_locations__299086f2d42dc26dc7d47255b3f9854a
lanze,"Lanze, Germany",53.3879338,10.6057269,2,,,,,,,Media,"Lanze, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,328ffd8626a5f98748b9dcfcbe82c41a,german_fires_stormarn_ostholzstein_lauenburg_locations__328ffd8626a5f98748b9dcfcbe82c41a
lasbek,"Lasbek, Germany",53.7335712,10.361261,2,,,,,,,CompanyKeyword,"Lasbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,69f464f75fc3692eb696d92ba35afc0a,german_fires_stormarn_ostholzstein_lauenburg_locations__69f464f75fc3692eb696d92ba35afc0a
lauenburg,"Lauenburg, Germany",53.3762523,10.5496697,2,,,,,,,Person,"Lauenburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,01c0a316c42d19189f40dd9867479350,german_fires_stormarn_ostholzstein_lauenburg_locations__01c0a316c42d19189f40dd9867479350
lauenburg/elbe,"Lauenburg/Elbe, Germany",53.3762523,10.5496697,2,,,,,,,CompanyKeyword,"Lauenburg/Elbe, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,3cd229f611e072a53a4053bd4d95db69,german_fires_stormarn_ostholzstein_lauenburg_locations__3cd229f611e072a53a4053bd4d95db69
lehmrade,"Lehmrade, Germany",53.5939086,10.7496372,2,,,,,,,Person,"Lehmrade, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,bdc0142652e7f91f2039bd994a824fef,german_fires_stormarn_ostholzstein_lauenburg_locations__bdc0142652e7f91f2039bd994a824fef
lensahn,"Lensahn, Germany",54.2162518,10.8825058,2,,,,,,,Shipping,"Lensahn, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c3ae270a639eef89e1a970dbc5d88820,german_fires_stormarn_ostholzstein_lauenburg_locations__c3ae270a639eef89e1a970dbc5d88820
linau,"Linau, Germany",53.6436037,10.4650854,2,,,,,,,Keyphrase,"Linau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8bf5d8533342b96caf2bd392edae754a,german_fires_stormarn_ostholzstein_lauenburg_locations__8bf5d8533342b96caf2bd392edae754a
luchow,"Luchow, Germany",52.9664568,11.1503316,2,,,,,,,Keyphrase,"Luchow, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,2578298319660d0e07b74b2b4361f132,german_fires_stormarn_ostholzstein_lauenburg_locations__2578298319660d0e07b74b2b4361f132
lutau,"Lutau, Germany",53.4349704,10.5473226,2,,,,,,,CompanyKeyword,"Lutau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9bce6d51247baab8952520bc6fdab659,german_fires_stormarn_ostholzstein_lauenburg_locations__9bce6d51247baab8952520bc6fdab659
lutjensee,"Lutjensee, Germany",53.6463013,10.3614563,2,,,,,,,Consulates,"Lutjensee, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,7fcf7e4f80b15b1a8a94f37b342a1eef,german_fires_stormarn_ostholzstein_lauenburg_locations__7fcf7e4f80b15b1a8a94f37b342a1eef
malente,"Malente, Germany",54.1736324,10.5589232,2,,,,,,,Refinery,"Malente, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,20218bbbdf0b664649e16eef4fe3a0a4,german_fires_stormarn_ostholzstein_lauenburg_locations__20218bbbdf0b664649e16eef4fe3a0a4
manhagen,"Manhagen, Germany",54.1951053,10.9139056,2,,,,,,,IndustryTerm,"Manhagen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,061dc95eb9a2458952bec24a12a7af0d,german_fires_stormarn_ostholzstein_lauenburg_locations__061dc95eb9a2458952bec24a12a7af0d
mechow,"Mechow, Germany",53.7168965,10.8057277,2,,,,,,,Consulates,"Mechow, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0ac8f6ecc2fb15aa62903f7b5268509e,german_fires_stormarn_ostholzstein_lauenburg_locations__0ac8f6ecc2fb15aa62903f7b5268509e
meddewade,"Meddewade, Germany",53.8095021,10.4400949,2,,,,,,,Exec,"Meddewade, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,ac4b32021b95f7b1f63656b86adf7650,german_fires_stormarn_ostholzstein_lauenburg_locations__ac4b32021b95f7b1f63656b86adf7650
mohnsen,"Mohnsen, Germany",53.5602034,10.4680869,2,,,,,,,Wells,"Mohnsen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c4aab37dfdfbbc2b12606fbbfbeb08f7,german_fires_stormarn_ostholzstein_lauenburg_locations__c4aab37dfdfbbc2b12606fbbfbeb08f7
molln,"Molln, Germany",53.6200912,10.6891312,2,,,,,,,Media,"Molln, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,06ec87bcfcd72277c7db1c80cd404afe,german_fires_stormarn_ostholzstein_lauenburg_locations__06ec87bcfcd72277c7db1c80cd404afe
monkhagen,"Monkhagen, Germany",53.9011563,10.5595577,2,,,,,,,AAEntity,"Monkhagen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,f1234a866f8453d5d7a71af5255ea754,german_fires_stormarn_ostholzstein_lauenburg_locations__f1234a866f8453d5d7a71af5255ea754
muhlenrade,"Muhlenrade, Germany",53.5956726,10.48749,2,,,,,,,ForeignMinistry,"Muhlenrade, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,2f0429d2ef5077e9d681bb750001b68e,german_fires_stormarn_ostholzstein_lauenburg_locations__2f0429d2ef5077e9d681bb750001b68e
mussen,"Mussen, Germany",53.4934751,10.5625802,2,,,,,,,IndustryTerm,"Mussen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9131c56d1d9661b22afb80418abaf3ad,german_fires_stormarn_ostholzstein_lauenburg_locations__9131c56d1d9661b22afb80418abaf3ad
mustin,"Mustin, Germany",53.6854381,10.8857383,2,,,,,,,DiplomaticFacilities,"Mustin, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,259d2b193035ff10affeb7196ba3f5f1,german_fires_stormarn_ostholzstein_lauenburg_locations__259d2b193035ff10affeb7196ba3f5f1
neritz,"Neritz, Germany",53.7857847,10.2844523,2,,,,,,,Refinery,"Neritz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,90873e754ef0e9cb29b3c9d3fc78dcf2,german_fires_stormarn_ostholzstein_lauenburg_locations__90873e754ef0e9cb29b3c9d3fc78dcf2
neukirchen,"Neukirchen, Germany",50.8691184,9.3437631,2,,,,,,,Diplomat,"Neukirchen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b443839ba9a6db1db1a36f11d2f299fd,german_fires_stormarn_ostholzstein_lauenburg_locations__b443839ba9a6db1db1a36f11d2f299fd
neustadt in holstein,"Neustadt in Holstein, Germany",54.1018029,10.8153384,2,,,,,,,space,"Neustadt in Holstein, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6e325d2e41ec753f211c73292f5decb7,german_fires_stormarn_ostholzstein_lauenburg_locations__6e325d2e41ec753f211c73292f5decb7
niendorf a d st,"Niendorf a d St, Germany",53.5875577,10.6055585,2,,,,,,,ForeignMinister,"Niendorf a d St, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,be2488f8c60c341cd7b06d2414c17d97,german_fires_stormarn_ostholzstein_lauenburg_locations__be2488f8c60c341cd7b06d2414c17d97
niendorf bei berkenthin,"Niendorf bei Berkenthin, Germany",53.7032993,10.624257,2,,,,,,,LegislativeCommittee,"Niendorf bei Berkenthin, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,662dcb7c054b04a0cbb57513df658e7b,german_fires_stormarn_ostholzstein_lauenburg_locations__662dcb7c054b04a0cbb57513df658e7b
nienwohld,"Nienwohld, Germany",53.7864053,10.1946885,2,,,,,,,Diplomat,"Nienwohld, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,8ee449384f9b13170242308211a49144,german_fires_stormarn_ostholzstein_lauenburg_locations__8ee449384f9b13170242308211a49144
nusse,"Nusse, Germany",53.657208,10.5804477,2,,,,,,,Diplomat,"Nusse, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,b083bb647058cdbed57bca46a825672d,german_fires_stormarn_ostholzstein_lauenburg_locations__b083bb647058cdbed57bca46a825672d
oldenburg in holstein,"Oldenburg in Holstein, Germany",54.2904694,10.8899227,2,,,,,,,space,"Oldenburg in Holstein, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,50e1070dc67250b6def936973a65c809,german_fires_stormarn_ostholzstein_lauenburg_locations__50e1070dc67250b6def936973a65c809
oststeinbek,"Oststeinbek, Germany",53.5422138,10.1699453,2,,,,,,,Person,"Oststeinbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6886e26c7568fbb9b0adc0b0624f82ce,german_fires_stormarn_ostholzstein_lauenburg_locations__6886e26c7568fbb9b0adc0b0624f82ce
panten,"Panten, Germany",53.6639637,10.6191687,2,,,,,,,Media,"Panten, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,cb8be2226b14fccab12f18de45fce126,german_fires_stormarn_ostholzstein_lauenburg_locations__cb8be2226b14fccab12f18de45fce126
pogeez,"Pogeez, Germany",53.7517354,10.7293486,2,,,,,,,Consulates,"Pogeez, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,dbf632d2bc3394a49f6b45bdc2f88444,german_fires_stormarn_ostholzstein_lauenburg_locations__dbf632d2bc3394a49f6b45bdc2f88444
poggensee,"Poggensee, Germany",53.6421843,10.5789127,2,,,,,,,Shipping,"Poggensee, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c75d085f41c6950f40ba373a1be1358e,german_fires_stormarn_ostholzstein_lauenburg_locations__c75d085f41c6950f40ba373a1be1358e
politz,"Politz, Germany",53.7729754,10.3824845,2,,,,,,,Refinery,"Politz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,65fdb54e418f8d2a7fe23d8e42a6e873,german_fires_stormarn_ostholzstein_lauenburg_locations__65fdb54e418f8d2a7fe23d8e42a6e873
ratekau,"Ratekau, Germany",53.9462188,10.7306937,2,,,,,,,ForeignMinister,"Ratekau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,ab0e12a8aa15d312600cba26e9dd6f7a,german_fires_stormarn_ostholzstein_lauenburg_locations__ab0e12a8aa15d312600cba26e9dd6f7a
ratzeburg,"Ratzeburg, Germany",53.6989627,10.7710605,2,,,,,,,Organization,"Ratzeburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,34ed2af1f6275cfce0635535ffe002ff,german_fires_stormarn_ostholzstein_lauenburg_locations__34ed2af1f6275cfce0635535ffe002ff
rausdorf,"Rausdorf, Germany",53.5897074,10.3295444,2,,,,,,,Pipeline,"Rausdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4e678015bc64221096a12b309268528f,german_fires_stormarn_ostholzstein_lauenburg_locations__4e678015bc64221096a12b309268528f
rehhorst,"Rehhorst, Germany",53.8763185,10.4692218,2,,,,,,,Consulates,"Rehhorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,95676709586aa67f3be39d5552e982f3,german_fires_stormarn_ostholzstein_lauenburg_locations__95676709586aa67f3be39d5552e982f3
reinbek,"Reinbek, Germany",53.5170003,10.2443392,2,,,,,,,ForeignMinister,"Reinbek, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,89eab7f3f8cb60f37643e2bd3fcdac94,german_fires_stormarn_ostholzstein_lauenburg_locations__89eab7f3f8cb60f37643e2bd3fcdac94
reinfeld,"Reinfeld, Germany",53.8310338,10.4916224,2,,,,,,,Pipeline,"Reinfeld, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,65b6fde66189fb61f19f8abf435d99c7,german_fires_stormarn_ostholzstein_lauenburg_locations__65b6fde66189fb61f19f8abf435d99c7
rethwisch,"Rethwisch, Germany",53.8661836,9.5838623,2,,,,,,,Keyphrase,"Rethwisch, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,565d8db79af673aba87103552f9a1c29,german_fires_stormarn_ostholzstein_lauenburg_locations__565d8db79af673aba87103552f9a1c29
riepsdorf,"Riepsdorf, Germany",54.22749,10.9707699,2,,,,,,,ForeignMinister,"Riepsdorf, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,37b68025f6240fd7f360fe7c9236f9af,german_fires_stormarn_ostholzstein_lauenburg_locations__37b68025f6240fd7f360fe7c9236f9af
ritzerau,"Ritzerau, Germany",53.662031,10.5644126,2,,,,,,,FTO,"Ritzerau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,80f86c670a658ad217e1259da7a284c1,german_fires_stormarn_ostholzstein_lauenburg_locations__80f86c670a658ad217e1259da7a284c1
romnitz,"Romnitz, Germany",53.7105898,10.7683909,2,,,,,,,FTO,"Romnitz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,909ae0ea5da38976f9ca1157a21822fd,german_fires_stormarn_ostholzstein_lauenburg_locations__909ae0ea5da38976f9ca1157a21822fd
rondeshagen,"Rondeshagen, Germany",53.7545348,10.6279142,2,,,,,,,Shipping,"Rondeshagen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,c524005b1f84a668564491083246f902,german_fires_stormarn_ostholzstein_lauenburg_locations__c524005b1f84a668564491083246f902
roseburg,"Roseburg, Germany",53.5278788,10.6257299,2,,,,,,,ForeignMinistry,"Roseburg, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,39d66e83de8d2c84ac2fd8eb23287d2a,german_fires_stormarn_ostholzstein_lauenburg_locations__39d66e83de8d2c84ac2fd8eb23287d2a
rumpel,"Rumpel, Germany",53.7828699,10.3517162,2,,,,,,,Keyphrase,"Rumpel, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,6d2aee92a10928a0a26d88f8a65f746d,german_fires_stormarn_ostholzstein_lauenburg_locations__6d2aee92a10928a0a26d88f8a65f746d
sachsenwald forstgutsbezirk,"Sachsenwald Forstgutsbezirk, Germany",53.533333,10.366667,2,,,,,,,FTO,"Sachsenwald Forstgutsbezirk, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0d19988f8d751bdadcccac49f2a1a4dd,german_fires_stormarn_ostholzstein_lauenburg_locations__0d19988f8d751bdadcccac49f2a1a4dd
sahms,"Sahms, Germany",53.5246857,10.5328279,2,,,,,,,FTO,"Sahms, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,1253bc6261c527b5bef554690c2a9400,german_fires_stormarn_ostholzstein_lauenburg_locations__1253bc6261c527b5bef554690c2a9400
salem,"Salem, Germany",47.7621271,9.2940477,2,,,,,,,FTO,"Salem, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,4672337a33e542379ebbcc53b50a234f,german_fires_stormarn_ostholzstein_lauenburg_locations__4672337a33e542379ebbcc53b50a234f
sandesneben,"Sandesneben, Germany",53.6879625,10.4890887,2,,,,,,,Diplomat,"Sandesneben, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,0194d259615f1ad0d772dcf548b16cae,german_fires_stormarn_ostholzstein_lauenburg_locations__0194d259615f1ad0d772dcf548b16cae
scharbeutz,"Scharbeutz, Germany",54.0224961,10.7544159,2,,,,,,,Pipeline,"Scharbeutz, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,a15add8d645c12017de5def5bcfee831,german_fires_stormarn_ostholzstein_lauenburg_locations__a15add8d645c12017de5def5bcfee831
schashagen,"Schashagen, Germany",54.1342264,10.8841533,2,,,,,,,Organization,"Schashagen, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,adf6e4ac6015f54bcfb3c93bdbcf77df,german_fires_stormarn_ostholzstein_lauenburg_locations__adf6e4ac6015f54bcfb3c93bdbcf77df
schiphorst,"Schiphorst, Germany",53.7096898,10.4623452,2,,,,,,,Wells,"Schiphorst, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,9df845e046862c1b258c2e59906b0036,german_fires_stormarn_ostholzstein_lauenburg_locations__9df845e046862c1b258c2e59906b0036
schmilau,"Schmilau, Germany",53.6634746,10.7580502,2,,,,,,,Consulates,"Schmilau, Germany",,german_fires_stormarn_ostholzstein_lauenburg_locations,5a08e7481c19b31dda5d65c340bd64cc,german_fires_stormarn_ostholzstein_lauenburg_locations__5a08e7481c19b31dda5d65c340bd64cc
