keyword,caption_name,topic_id,location,guid,groups,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
naval sea systems command,US Naval Systems Command,188258,a529,,ruexercises,commands,Commands,US Naval Systems Command,,milpress_mentionee,15eb78cadb3aad2f488a7b76e8a32157,milpress_mentionee__15eb78cadb3aad2f488a7b76e8a32157
2nd marine logistics group,US Marines 2nd Logistics Group,188258,a530,,ruexercises,commands,Commands,US Marines 2nd Logistics Group,,milpress_mentionee,f73b7e4d06772e5baf718cd67fe6f174,milpress_mentionee__f73b7e4d06772e5baf718cd67fe6f174
1st marine logistics group,US Marines 1st Logistics Group,188258,a484,,ruexercises,commands,Commands,US Marines 1st Logistics Group,,milpress_mentionee,2170ee71c67810be49d1cd71696abd96,milpress_mentionee__2170ee71c67810be49d1cd71696abd96
fleet forces command,US Fleet Forces Command,188258,a531,,ruexercises,commands,Commands,US Fleet Forces Command,,milpress_mentionee,a0c7771052332911a005db07073566ee,milpress_mentionee__a0c7771052332911a005db07073566ee
forces japan,US Forces Japan,188258,a772,,ruexercises,commands,Commands,US Forces Japan,,milpress_mentionee,bb6dacec05870800547e078bce1ec749,milpress_mentionee__bb6dacec05870800547e078bce1ec749
naval special warfare command,US Naval Special Warfare Command,188258,a532,,ruexercises,commands,Commands,US Naval Special Warfare Command,,milpress_mentionee,ef6f34fac98a00f84ede472562a8b058,milpress_mentionee__ef6f34fac98a00f84ede472562a8b058
naval surface forces,US Pacifc Fleet Naval Surface Forces,188258,a610,,ruexercises,commands,Commands,US Pacifc Fleet Naval Surface Forces,,milpress_mentionee,27546e1edcf038fe9e25c6f9238d21b6,milpress_mentionee__27546e1edcf038fe9e25c6f9238d21b6
naval forces europe-africa,US Naval Forces Europe-Africa,188258,a551,,ruexercises,commands,Commands,US Naval Forces Europe-Africa,,milpress_mentionee,675424b0d85427712b3ae962ac0210bb,milpress_mentionee__675424b0d85427712b3ae962ac0210bb
26th marine expeditionary unit,US Marines 26th Expeditionary Unit,188258,a580,,ruexercises,commands,Commands,US Marines 26th Expeditionary Unit,,milpress_mentionee,7ac503cff107281a46a86fb2d295ee76,milpress_mentionee__7ac503cff107281a46a86fb2d295ee76
pacific fleet,US Navy Pacific Fleet,188258,a486,,ruexercises,commands,Commands,US Navy Pacific Fleet,,milpress_mentionee,1ddc207cc25f813d910ad8ddfb89861f,milpress_mentionee__1ddc207cc25f813d910ad8ddfb89861f
seventh fleet,US Navy Seventh Fleet,188258,a487,,ruexercises,commands,Commands,US Navy Seventh Fleet,,milpress_mentionee,ac7de1756b01d251160ff2400d13db54,milpress_mentionee__ac7de1756b01d251160ff2400d13db54
11th marine expeditionary unit,US Marines 11th Marine Expeditionary Unit,188258,a568,,ruexercises,commands,Commands,US Marines 11th Marine Expeditionary Unit,,milpress_mentionee,af8828a914512821000550732806ce2e,milpress_mentionee__af8828a914512821000550732806ce2e
pacific air forces,US Air Force Pacific Air Forces,188258,a753,,ruexercises,commands,Commands,US Air Force Pacific Air Forces,,milpress_mentionee,73d900f7114debc91d03ab9dbf3ffcda,milpress_mentionee__73d900f7114debc91d03ab9dbf3ffcda
marine corps recruiting command,US Marines Corps Recruiting Command,188258,a488,,ruexercises,commands,Commands,US Marines Corps Recruiting Command,,milpress_mentionee,7fa829316f23bd4f344237d517ccc192,milpress_mentionee__7fa829316f23bd4f344237d517ccc192
53 electronic warfare group,US Air Force 53rd Electronic Warfare Group,188258,a447,,ruexercises,commands,Commands,US Air Force 53rd Electronic Warfare Group,,milpress_mentionee,7e9b17aa89cba14a6751dc78fe4e3e58,milpress_mentionee__7e9b17aa89cba14a6751dc78fe4e3e58
air combat command,US Air Force Air Combat Command,188258,a448,,ruexercises,commands,Commands,US Air Force Air Combat Command,,milpress_mentionee,37ef995358da060be56058875bcb7d81,milpress_mentionee__37ef995358da060be56058875bcb7d81
military personnel command,US Canaidan Military Personnel Command,188258,a533,,ruexercises,commands,Commands,US Canaidan Military Personnel Command,,milpress_mentionee,240423c4991dd5f29e3ba571f6f87566,milpress_mentionee__240423c4991dd5f29e3ba571f6f87566
army devcom army research laboratory,US Army DEVCOM Army Research Laboratory,188258,a449,,ruexercises,commands,Commands,US Army DEVCOM Army Research Laboratory,,milpress_mentionee,1251df4b18dadcbe66af8cf0714a51be,milpress_mentionee__1251df4b18dadcbe66af8cf0714a51be
352nd special operations wing,US Air Force 352nd Special Operations Wing,188258,a577,,ruexercises,commands,Commands,US Air Force 352nd Special Operations Wing,,milpress_mentionee,469bf02b00e23fec787aef2d5b009d6f,milpress_mentionee__469bf02b00e23fec787aef2d5b009d6f
1st special forces command,US Army 1st Special Forces Command,188258,a489,,ruexercises,commands,Commands,US Army 1st Special Forces Command,,milpress_mentionee,caa5eea18a628af7786b759bbd00cc6c,milpress_mentionee__caa5eea18a628af7786b759bbd00cc6c
176th wing,US National Guard 176th Wing,188258,a625,,ruexercises,commands,Commands,US National Guard 176th Wing,,milpress_mentionee,216fe5e0ea857e7aff060c6c7ad82374,milpress_mentionee__216fe5e0ea857e7aff060c6c7ad82374
special operantions command europe,US SOCOM Europe,188258,a754,,ruexercises,commands,Commands,US SOCOM Europe,,milpress_mentionee,e124c9fb28b57c7d7f32cf6786697ea8,milpress_mentionee__e124c9fb28b57c7d7f32cf6786697ea8
118th wing,US National Guard 118th Wing,188258,a450,,ruexercises,commands,Commands,US National Guard 118th Wing,,milpress_mentionee,11836607355491165b89e9f3350b90b8,milpress_mentionee__11836607355491165b89e9f3350b90b8
90th missile wing,US Air Force 90th Missile Wing,188258,a451,,ruexercises,commands,Commands,US Air Force 90th Missile Wing,,milpress_mentionee,853d2b34273c6da92328ebe5c8096627,milpress_mentionee__853d2b34273c6da92328ebe5c8096627
88th air base wing,US Air Force 88th Air Base Wing,188258,a755,,ruexercises,commands,Commands,US Air Force 88th Air Base Wing,,milpress_mentionee,9f0446fb85846684ac98a639b1976024,milpress_mentionee__9f0446fb85846684ac98a639b1976024
air force special operations command,US Air Force AFSOC,188258,a604,,ruexercises,commands,Commands,US Air Force AFSOC,,milpress_mentionee,610fc7563de58cc523d3d1d6a4e87ead,milpress_mentionee__610fc7563de58cc523d3d1d6a4e87ead
air force 388th fighter wing,US Air Force 388th Fighter Wing,188258,a588,,ruexercises,commands,Commands,US Air Force 388th Fighter Wing,,milpress_mentionee,cd0abed5e95df9b6995deb3809606965,milpress_mentionee__cd0abed5e95df9b6995deb3809606965
379th air expeditionary wing,US Air Force 379th AEW,188258,a490,,ruexercises,commands,Commands,US Air Force 379th AEW,,milpress_mentionee,529b548f3cefc583ba511b4134993487,milpress_mentionee__529b548f3cefc583ba511b4134993487
afcent,US Air Force Central Command,188258,a593,,ruexercises,commands,Commands,US Air Force Central Command,,milpress_mentionee,68d2f129af3dc2f871c22ca214a585a0,milpress_mentionee__68d2f129af3dc2f871c22ca214a585a0
air forces in europe and africa,US Air Force E-AFR,188258,a618,,ruexercises,commands,Commands,US Air Force E-AFR,,milpress_mentionee,dfcf744a893a3f4e1ef748efa929be8b,milpress_mentionee__dfcf744a893a3f4e1ef748efa929be8b
air force global strike command,US Air Force GSC,188258,a491,,ruexercises,commands,Commands,US Air Force GSC,,milpress_mentionee,600b53010e97cbeba3ea843c5fad17d5,milpress_mentionee__600b53010e97cbeba3ea843c5fad17d5
army special operations command,US Army SOC,188258,a756,,ruexercises,commands,Commands,US Army SOC,,milpress_mentionee,012214f6db3996a8f4ff279b2f278c5e,milpress_mentionee__012214f6db3996a8f4ff279b2f278c5e
air force reserve command,US Air Force Reserve Command,188258,a569,,ruexercises,commands,Commands,US Air Force Reserve Command,,milpress_mentionee,1bb663c989e2e95672188e89515d88f1,milpress_mentionee__1bb663c989e2e95672188e89515d88f1
air force material command,US Air Force Material Command,188258,a553,,ruexercises,commands,Commands,US Air Force Material Command,,milpress_mentionee,7e2e406bccdb5487d3226532ecec3309,milpress_mentionee__7e2e406bccdb5487d3226532ecec3309
air mobility command,US Air Force Air Mobility Command,188258,a492,,ruexercises,commands,Commands,US Air Force Air Mobility Command,,milpress_mentionee,7e74d6e9050e7f2ef29d8856020a5adb,milpress_mentionee__7e74d6e9050e7f2ef29d8856020a5adb
north american aerospace defense command,US NORAD,188258,a898,,ruexercises,commands,Commands,US NORAD,,milpress_mentionee,4f25559915613aa3e23166ad95886783,milpress_mentionee__4f25559915613aa3e23166ad95886783
1st theater sustainment command,US Army 1st Theater Sustainment Command,188258,a758,,ruexercises,commands,Commands,US Army 1st Theater Sustainment Command,,milpress_mentionee,0e6cb5588d243e0bf2bd2aee97a391c1,milpress_mentionee__0e6cb5588d243e0bf2bd2aee97a391c1
21st theater sustainment command,US Army Europe 21st Theater Sustainment Command,188258,a589,,ruexercises,commands,Commands,US Army Europe 21st Theater Sustainment Command,,milpress_mentionee,c4700fedbc64d8b97a7262a03b855e33,milpress_mentionee__c4700fedbc64d8b97a7262a03b855e33
army forces command,US Army Forces Command,188258,a554,,ruexercises,commands,Commands,US Army Forces Command,,milpress_mentionee,bc91f406c7e25da7592f554fa4cfa1e7,milpress_mentionee__bc91f406c7e25da7592f554fa4cfa1e7
army southern european task force africa,"US Army Southern European Task Force, Africa",188258,a452,,ruexercises,commands,Commands,"US Army Southern European Task Force, Africa",,milpress_mentionee,ab03f64d303920fd132209bf1b37e588,milpress_mentionee__ab03f64d303920fd132209bf1b37e588
army ada proponent ocada,US Army ADAP Proponent,188258,a535,,ruexercises,commands,Commands,US Army ADAP Proponent,,milpress_mentionee,0fdb03322e4d2f527d3be59a43ab2ccb,milpress_mentionee__0fdb03322e4d2f527d3be59a43ab2ccb
193rd infantry brigade basic combat training,US Army 193rd IN BDE,188258,a599,,ruexercises,commands,Commands,US Army 193rd IN BDE,,milpress_mentionee,2f1c5fd21255f70bb74487d4b02d747c,milpress_mentionee__2f1c5fd21255f70bb74487d4b02d747c
special operations command africa,US SOCAFRICA,188258,a493,,ruexercises,commands,Commands,US SOCAFRICA,,milpress_mentionee,01506b7d6568c49829a6e2a393a7d114,milpress_mentionee__01506b7d6568c49829a6e2a393a7d114
army mission command training program,US Army MCTP,188258,a594,,ruexercises,commands,Commands,US Army MCTP,,milpress_mentionee,0ee237942b3db293df4a5671d09c8a5f,milpress_mentionee__0ee237942b3db293df4a5671d09c8a5f
air force special tactics,US Air Force Special Tactics,188258,a494,,ruexercises,commands,Commands,US Air Force Special Tactics,,milpress_mentionee,2b46cd76f48f0ec11ae08c007f180c2a,milpress_mentionee__2b46cd76f48f0ec11ae08c007f180c2a
army alaska,US Army Alaska,188258,a773,,ruexercises,commands,Commands,US Army Alaska,,milpress_mentionee,89fd250e26bdf6e8a68fd1017443671f,milpress_mentionee__89fd250e26bdf6e8a68fd1017443671f
army future studies group,US Army Future Studies Group,188258,a563,,ruexercises,commands,Commands,US Army Future Studies Group,,milpress_mentionee,f21bda2e3fe0fcb9d93aeff0f553204b,milpress_mentionee__f21bda2e3fe0fcb9d93aeff0f553204b
joint interagency task force south,US Military Joint Interagency Task Force South,188258,a495,,ruexercises,commands,Commands,US Military Joint Interagency Task Force South,,milpress_mentionee,12d83f7b1d8f55e56b9854ed0fc79351,milpress_mentionee__12d83f7b1d8f55e56b9854ed0fc79351
security force assistance command,US Army Security Force Assistance Command,188258,a496,,ruexercises,commands,Commands,US Army Security Force Assistance Command,,milpress_mentionee,b7b7abf00f1c21cc58999eadaedecdd3,milpress_mentionee__b7b7abf00f1c21cc58999eadaedecdd3
mission command center of excellence account,US Army Mission Command Center of Excellence account,188258,a555,,ruexercises,commands,Commands,US Army Mission Command Center of Excellence account,,milpress_mentionee,6287c3783af38de98efcc14afb5cafac,milpress_mentionee__6287c3783af38de98efcc14afb5cafac
army futures command,US Army Futures Command,188258,a453,,ruexercises,commands,Commands,US Army Futures Command,,milpress_mentionee,9a2e6819be498454b9859ab3c28bae70,milpress_mentionee__9a2e6819be498454b9859ab3c28bae70
army special operations aviation command,US Air Force Special Operations Aviation Command,188258,a759,,ruexercises,commands,Commands,US Air Force Special Operations Aviation Command,,milpress_mentionee,b858da21aa52d2fd01b0c5e1c4356f26,milpress_mentionee__b858da21aa52d2fd01b0c5e1c4356f26
special operation joint task force,US Army Special Operation Joint Task Force,188258,a556,,ruexercises,commands,Commands,US Army Special Operation Joint Task Force,,milpress_mentionee,85fea19e0e422bd48ff2405b887b4855,milpress_mentionee__85fea19e0e422bd48ff2405b887b4855
fleet cyber command,US Navy Cyber Command,188258,a454,,ruexercises,commands,Commands,US Navy Cyber Command,,milpress_mentionee,d44e81c705eaf74120cf67fbe2857414,milpress_mentionee__d44e81c705eaf74120cf67fbe2857414
marine forces cyberspace command,US Marine Forces Cyberspace Command,188258,a760,,ruexercises,commands,Commands,US Marine Forces Cyberspace Command,,milpress_mentionee,7bd15841b317bce85113abfac69e2315,milpress_mentionee__7bd15841b317bce85113abfac69e2315
nato sof hq,NATO Special Operation,188258,a498,,ruexercises,commands,Commands,NATO Special Operation,,milpress_mentionee,d75064f690cc5a5c5832356cea040bf9,milpress_mentionee__d75064f690cc5a5c5832356cea040bf9
82nd airborne division,US Army 82nd Airborne Division,188258,a499,,ruexercises,commands,Commands,US Army 82nd Airborne Division,,milpress_mentionee,9609ea4a5bcbcfa5da1f2eaf8d44cdf5,milpress_mentionee__9609ea4a5bcbcfa5da1f2eaf8d44cdf5
7th infantry division,US Army 7th Infantry Division,188258,a500,,ruexercises,commands,Commands,US Army 7th Infantry Division,,milpress_mentionee,57e3b567337e60263a5df377288df285,milpress_mentionee__57e3b567337e60263a5df377288df285
human resources command,US Army Human Resources Command,188258,a501,,ruexercises,commands,Commands,US Army Human Resources Command,,milpress_mentionee,4f30f768ee4331e7749b5963dc8303d5,milpress_mentionee__4f30f768ee4331e7749b5963dc8303d5
11th armored cavalry regiment,US Army 11th Cavalry Regiment,188258,a761,,ruexercises,commands,Commands,US Army 11th Cavalry Regiment,,milpress_mentionee,ad7933020028868828a08cb2aab4a908,milpress_mentionee__ad7933020028868828a08cb2aab4a908
futures and concepts center,US Army Futures and Concepts Center,188258,a622,,ruexercises,commands,Commands,US Army Futures and Concepts Center,,milpress_mentionee,d40cd28ea19a51d9a7f608e7a31d485c,milpress_mentionee__d40cd28ea19a51d9a7f608e7a31d485c
1st brigade combat team 10th mountain division,US Army 10th Mountain Division of 1st Combat Team,188258,a455,,ruexercises,commands,Commands,US Army 10th Mountain Division of 1st Combat Team,,milpress_mentionee,7c92c7b404109e6ecd5e351beb1c4e3e,milpress_mentionee__7c92c7b404109e6ecd5e351beb1c4e3e
101st airborne division,US Army 101st Airborne Division,188258,a583,,ruexercises,commands,Commands,US Army 101st Airborne Division,,milpress_mentionee,2ba05ee1f10588fb512215a2b6a72a6d,milpress_mentionee__2ba05ee1f10588fb512215a2b6a72a6d
25th combat aviation brigade,US Army 25th Combat Aviation Brigade,188258,a581,,ruexercises,commands,Commands,US Army 25th Combat Aviation Brigade,,milpress_mentionee,0645373a4cc8ceeba93a0c05747490d8,milpress_mentionee__0645373a4cc8ceeba93a0c05747490d8
army central,US Army Central,188258,a456,,ruexercises,commands,Commands,US Army Central,,milpress_mentionee,2db7f5e32ea8c08fb8f7913e39c056e3,milpress_mentionee__2db7f5e32ea8c08fb8f7913e39c056e3
3rd brigade combat team 25th infantry division,US Army 3rd Brigade Combat Team of 25th Infantry Division,188258,a457,,ruexercises,commands,Commands,US Army 3rd Brigade Combat Team of 25th Infantry Division,,milpress_mentionee,8bf205264424361c5de1e7191abd0299,milpress_mentionee__8bf205264424361c5de1e7191abd0299
25th infantry division,US Army 25th Infantry Division,188258,a502,,ruexercises,commands,Commands,US Army 25th Infantry Division,,milpress_mentionee,cec7791c415ae8190db9e7cf161c40f0,milpress_mentionee__cec7791c415ae8190db9e7cf161c40f0
4th infantry division,US Army 4th Infantry Division,188258,a575,,ruexercises,commands,Commands,US Army 4th Infantry Division,,milpress_mentionee,e556c6b1121a8687228a1086ef8d6ac0,milpress_mentionee__e556c6b1121a8687228a1086ef8d6ac0
2nd infantry brigade,US Army 2nd Infantry Bridgade of 25th Infantry Division,188258,a762,,ruexercises,commands,Commands,US Army 2nd Infantry Bridgade of 25th Infantry Division,,milpress_mentionee,270c0c6574b0427301e482fba5166f33,milpress_mentionee__270c0c6574b0427301e482fba5166f33
navy medicine,US Navy Bureau of Medicine and Surgery,188258,a459,,ruexercises,commands,Commands,US Navy Bureau of Medicine and Surgery,,milpress_mentionee,666be2482ce96e68c7b3d25615ecb17c,milpress_mentionee__666be2482ce96e68c7b3d25615ecb17c
xviii airborne corps,US Army XVIII Airborne Corps,188258,a503,,ruexercises,commands,Commands,US Army XVIII Airborne Corps,,milpress_mentionee,d409adc5212287cb40082c533e083c35,milpress_mentionee__d409adc5212287cb40082c533e083c35
army pacific,US Army Pacific,188258,a614,,ruexercises,commands,Commands,US Army Pacific,,milpress_mentionee,e9f28f9cd671b1bf1d08457862638bf5,milpress_mentionee__e9f28f9cd671b1bf1d08457862638bf5
joint task force-bravo,US Southern Command's Joint Task Force-Bravo,188258,a460,,ruexercises,commands,Commands,US Southern Command's Joint Task Force-Bravo,,milpress_mentionee,0557f4286f80fe6d57c9cab0f67ee4d8,milpress_mentionee__0557f4286f80fe6d57c9cab0f67ee4d8
army europe and africa,US Army Europe and Africa,188258,a504,,ruexercises,commands,Commands,US Army Europe and Africa,,milpress_mentionee,87823194ffb12d2d090780eb5e4b304d,milpress_mentionee__87823194ffb12d2d090780eb5e4b304d
1st infantry division,US Army 1st Infantry Division,188258,a571,,ruexercises,commands,Commands,US Army 1st Infantry Division,,milpress_mentionee,f35b2f45e458d368149715fab84d662c,milpress_mentionee__f35b2f45e458d368149715fab84d662c
3rd infantry division,US Army 3rd Infantry Division,188258,a560,,ruexercises,commands,Commands,US Army 3rd Infantry Division,,milpress_mentionee,e2ae01893cae982c3ec21dcf38e1994a,milpress_mentionee__e2ae01893cae982c3ec21dcf38e1994a
army reserve,US Army Reserve,188258,a546,,ruexercises,commands,Commands,US Army Reserve,,milpress_mentionee,7a4cf4462b7b3bf2c28733ee93c389a8,milpress_mentionee__7a4cf4462b7b3bf2c28733ee93c389a8
army training doctrine and command,US Army Training Doctrine and Command,188258,a557,,ruexercises,commands,Commands,US Army Training Doctrine and Command,,milpress_mentionee,102baefdf475d07a63b1cf4187b08c5f,milpress_mentionee__102baefdf475d07a63b1cf4187b08c5f
