keyword,caption_name,location,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
air base 123 orleans-bricy,"French Air and Space Force Air Base 123 in Orléans, France","1.75944444,47.98944444",forbase31,FTO,"French Air and Space Force Air Base 123 in Orléans, France",,dgm_foreignbases,bd9d671ece55c9947705e971834fdf58,dgm_foreignbases__bd9d671ece55c9947705e971834fdf58
air base 125 istres-le tubé / istres-le tubé air base,"French Air and Space Force Air Base 125 in Istres, France","4.941666666,43.524444444",forbase32,Exec,"French Air and Space Force Air Base 125 in Istres, France",,dgm_foreignbases,f5963aa65758af9c0bc60828ef670218,dgm_foreignbases__f5963aa65758af9c0bc60828ef670218
air base 126 solenzara,"French Air and Space Force Air Base 126 in Haute-Corse, France","9.405555555,41.924444444",forbase33,CompanyKeyword,"French Air and Space Force Air Base 126 in Haute-Corse, France",,dgm_foreignbases,ff08e92e57fee3d90d393ab7aef1ac3e,dgm_foreignbases__ff08e92e57fee3d90d393ab7aef1ac3e
air base 186 nouméa,"French Air and Space Force Air Base 186 in Nouméa, New Caledonia","166.216,-22.016",forbase34,space,"French Air and Space Force Air Base 186 in Nouméa, New Caledonia",,dgm_foreignbases,1863420daca2311a1e1d1ced594ef618,dgm_foreignbases__1863420daca2311a1e1d1ced594ef618
air base 278 ambérieu-en-bugey,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France","5.337778,45.979722",forbase35,News,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France",,dgm_foreignbases,75a628789642551c532b1b9f02d86a56,dgm_foreignbases__75a628789642551c532b1b9f02d86a56
air base 701 salon-de-provence,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France","5.108167,43.602908",forbase36,Organization,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France",,dgm_foreignbases,f5733c9c6ab78f1dc0131aefa2780ba5,dgm_foreignbases__f5733c9c6ab78f1dc0131aefa2780ba5
air base 705 tours,"French Air and Space Force Air Base 705 in Tours, France","0.723209,47.4321",forbase37,Wells,"French Air and Space Force Air Base 705 in Tours, France",,dgm_foreignbases,9e9a4613b747a3665149e61ae34b5e8d,dgm_foreignbases__9e9a4613b747a3665149e61ae34b5e8d
air base 709 cognac-châteaubernard,"French Air and Space Force Air Base 709 in Châteaubernard, France","-0.3175,45.65833333",forbase38,Diplomat,"French Air and Space Force Air Base 709 in Châteaubernard, France",,dgm_foreignbases,5ea145f3f6023fc6a7f7cc134f1345c6,dgm_foreignbases__5ea145f3f6023fc6a7f7cc134f1345c6
air detachment 181,French Air and Space Force Air detachment 181 in La Réunion,"55.516388888,-20.89",forbase39,Organization,French Air and Space Force Air detachment 181 in La Réunion,,dgm_foreignbases,160a84a79aac793c672c21a4c9e9f914,dgm_foreignbases__160a84a79aac793c672c21a4c9e9f914
air vice marshal c.m. mcewen airport,"Canadian Forces Base Moose Jaw in Moose Jaw, Canada","-105.559166666,50.330277777",forbase40,Exec,"Canadian Forces Base Moose Jaw in Moose Jaw, Canada",,dgm_foreignbases,7260877c0e657ba6c6df246f8799d995,dgm_foreignbases__7260877c0e657ba6c6df246f8799d995
airfield fritzlar,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany","9.28544,51.1146",forbase41,ForeignMinister,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany",,dgm_foreignbases,50726add4a9aa475e75f0626dff3f699,dgm_foreignbases__50726add4a9aa475e75f0626dff3f699
airport 36th antonio ramirez,"Italian Air Force Gioia del Colle Air Base in Bari, Italy","16.933333333,40.767833333",forbase42,space,"Italian Air Force Gioia del Colle Air Base in Bari, Italy",,dgm_foreignbases,d2e8b66ac2e0a2f407309ec7964d4c3b,dgm_foreignbases__d2e8b66ac2e0a2f407309ec7964d4c3b
aldershot garrison,"Britsh Army Aldershot Garrison in Aldershot, UK","-0.7598,51.2599",forbase43,Exec,"Britsh Army Aldershot Garrison in Aldershot, UK",,dgm_foreignbases,98f85ff5c6310909d91cb745c226f5fe,dgm_foreignbases__98f85ff5c6310909d91cb745c226f5fe
altenstadt air base,"German Army Altenstadt Air Base in Altenstadt, Germany","10.8711,47.8356",forbase44,CompanyKeyword,"German Army Altenstadt Air Base in Altenstadt, Germany",,dgm_foreignbases,69e089d56f845cfc6e37066382319972,dgm_foreignbases__69e089d56f845cfc6e37066382319972
ambérieu-en-bugey air base,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France","5.337778,45.979722",forbase35,Media,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France",,dgm_foreignbases,75a628789642551c532b1b9f02d86a56,dgm_foreignbases__75a628789642551c532b1b9f02d86a56
amendola airport,"Italian Air Force Amendola Airport in Puglia, Italy","15.713333,41.538611",forbase2,Wells,"Italian Air Force Amendola Airport in Puglia, Italy",,dgm_foreignbases,d7d41a3b5e94690d3bedbe9307ef77d1,dgm_foreignbases__d7d41a3b5e94690d3bedbe9307ef77d1
army national guard kurihamachutonchi,"JGSDF Camp Kurihama in Yokosuka, Kanagawa Prefecture, Japan","139.711578,35.231514",forbase45,Consulates,"JGSDF Camp Kurihama in Yokosuka, Kanagawa Prefecture, Japan",,dgm_foreignbases,ee05aa9e83f2b8f424c9d1f28edd186a,dgm_foreignbases__ee05aa9e83f2b8f424c9d1f28edd186a
army training regiment winchester,"British Army Sir John Moore Barracks in Winchester, UK","-1.33833,51.0903",forbase46,LegislativeCommittee,"British Army Sir John Moore Barracks in Winchester, UK",,dgm_foreignbases,c6fd153ad96235c309b30ae626e2b37c,dgm_foreignbases__c6fd153ad96235c309b30ae626e2b37c
arromanches camp,"UK Royal Marines barracks Instow in Barnstable, UK","-4.18583,51.0431",forbase47,Person,"UK Royal Marines barracks Instow in Barnstable, UK",,dgm_foreignbases,895469293fcfed2ec8a91ac2fd345bbb,dgm_foreignbases__895469293fcfed2ec8a91ac2fd345bbb
arsenale militare marittimo di augusta,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy","15.217434,37.229761",forbase48,FTO,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy",,dgm_foreignbases,7111e42e9920f43be17be824c2793d6b,dgm_foreignbases__7111e42e9920f43be17be824c2793d6b
arsenale militare marittimo di augusta,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy","15.217434,37.229761",forbase48,Exec,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy",,dgm_foreignbases,7111e42e9920f43be17be824c2793d6b,dgm_foreignbases__7111e42e9920f43be17be824c2793d6b
asu waiwright,"Canadian Forces Base Wainwright in Wainwright, Canada","-110.887,52.8242",forbase6,DiplomaticFacilities,"Canadian Forces Base Wainwright in Wainwright, Canada",,dgm_foreignbases,a558859c17d9c3a464a68a38969b0c6a,dgm_foreignbases__a558859c17d9c3a464a68a38969b0c6a
atsugi air base,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan","139.45,35.454722222",forbase49,Refinery,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan",,dgm_foreignbases,554ee08d85bb6adb825696b71f9cb82a,dgm_foreignbases__554ee08d85bb6adb825696b71f9cb82a
attività di supporto navale napoli,"US Navy Naval Support Activity Naples in Naples, Italy","14.2923,40.8821",forbase50,LegislativeCommittee,"US Navy Naval Support Activity Naples in Naples, Italy",,dgm_foreignbases,9e382991ce0c6e1da9af5d7f8462a8cd,dgm_foreignbases__9e382991ce0c6e1da9af5d7f8462a8cd
augusta maritime military arsenal,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy","15.217434,37.229761",forbase48,Wells,"Italian Navy Augusta Maritime Military Arsenal in Augusta, Italy",,dgm_foreignbases,7111e42e9920f43be17be824c2793d6b,dgm_foreignbases__7111e42e9920f43be17be824c2793d6b
australian defence satellite communications station,"Australian Defence Satellite Communications Station in Geraldton, Australia","114.842,-28.695",forbase14,Wells,"Australian Defence Satellite Communications Station in Geraldton, Australia",,dgm_foreignbases,08eb5a0274801f23ee8ae6a414c5aa21,dgm_foreignbases__08eb5a0274801f23ee8ae6a414c5aa21
australian defence satellite communications station,"Australian Defence Satellite Communications Station in Geraldton, Australia","114.842,-28.695",forbase14,Organization,"Australian Defence Satellite Communications Station in Geraldton, Australia",,dgm_foreignbases,08eb5a0274801f23ee8ae6a414c5aa21,dgm_foreignbases__08eb5a0274801f23ee8ae6a414c5aa21
aviano air base,"US Air Force Aviano Air Base in Aviano, Italy","12.596472222,46.031888888",forbase51,LegislativeCommittee,"US Air Force Aviano Air Base in Aviano, Italy",,dgm_foreignbases,5aea366b8e560275131156e34cfc3094,dgm_foreignbases__5aea366b8e560275131156e34cfc3094
avord air base,"French Air and Space Force Avord Air Base in Avord, France","2.6425,47.05722222",forbase52,IndustryTerm,"French Air and Space Force Avord Air Base in Avord, France",,dgm_foreignbases,4484a6bffdf0271e36db83dd3fc8e168,dgm_foreignbases__4484a6bffdf0271e36db83dd3fc8e168
bagotville airport,"Canadian Forces Base Bagotville near Saguenay, Canada","-70.9969,48.3306",forbase53,Consulates,"Canadian Forces Base Bagotville near Saguenay, Canada",,dgm_foreignbases,14afca4eaff62ebfffa495ea608bd4e3,dgm_foreignbases__14afca4eaff62ebfffa495ea608bd4e3
baishiyi air base,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China","106.35888889,29.49611111",forbase54,LegislativeCommittee,"Chinese Air Force Chongqing Baishiyi Air Base in Chongqing, China",,dgm_foreignbases,a201b6f18f0e18172d568212b4133d10,dgm_foreignbases__a201b6f18f0e18172d568212b4133d10
base aerea di aviano,"US Air Force Aviano Air Base in Aviano, Italy","12.596472222,46.031888888",forbase51,News,"US Air Force Aviano Air Base in Aviano, Italy",,dgm_foreignbases,5aea366b8e560275131156e34cfc3094,dgm_foreignbases__5aea366b8e560275131156e34cfc3094
base aerea di rivolto,"Italian Air Force Rivolto Air Force Base in Codroipo, Italy","13.04933,45.97875",forbase55,Pipeline,"Italian Air Force Rivolto Air Force Base in Codroipo, Italy",,dgm_foreignbases,9c9213db6601df62b6a0101127a95c4f,dgm_foreignbases__9c9213db6601df62b6a0101127a95c4f
base aérienne 105 évreux-fauville,"French Air and Space Force Air Base 105 in Évreux, France","1.21972222,49.02861111",forbase23,Media,"French Air and Space Force Air Base 105 in Évreux, France",,dgm_foreignbases,c354bc2f9ccc5103e5ae13cb052089c5,dgm_foreignbases__c354bc2f9ccc5103e5ae13cb052089c5
base aérienne 106 merignac,"French Air and Space Force Air Base106 in Mérignac, France","-0.715555555,44.828336111",forbase56,Exec,"French Air and Space Force Air Base106 in Mérignac, France",,dgm_foreignbases,d534b51252b26a42689f70fbcc07f7a5,dgm_foreignbases__d534b51252b26a42689f70fbcc07f7a5
base aérienne 107 villacoublay,"French Air and Space Force Air Base 107 in Yvelines, France","2.19972222,48.77305556",forbase24,LegislativeCommittee,"French Air and Space Force Air Base 107 in Yvelines, France",,dgm_foreignbases,9f08e5dc40a79616b28050daf8bdc337,dgm_foreignbases__9f08e5dc40a79616b28050daf8bdc337
base aérienne 110 creil,"French Air and Space Force Air Base 110 in Creil, France","2.519167,49.253612",forbase25,LegislativeCommittee,"French Air and Space Force Air Base 110 in Creil, France",,dgm_foreignbases,98f4c5a0ea65830647bb03bbffb3039d,dgm_foreignbases__98f4c5a0ea65830647bb03bbffb3039d
base aérienne 113 saint-dizier-robinson,"French Air and Space Force Air Base 113 in Saint-Dizier, France","4.89944444,48.63583333",forbase26,Pipeline,"French Air and Space Force Air Base 113 in Saint-Dizier, France",,dgm_foreignbases,866e2deaa6f0b25abc849375372072f6,dgm_foreignbases__866e2deaa6f0b25abc849375372072f6
base aérienne 115 orange-caritat,"French Air and Space Force Air Base 115 in Vaucluse, France","4.868611111,44.14",forbase27,AAEntity,"French Air and Space Force Air Base 115 in Vaucluse, France",,dgm_foreignbases,edca183e8af7df5cbb495d5785adf108,dgm_foreignbases__edca183e8af7df5cbb495d5785adf108
base aérienne 116 luxeuil-saint sauveur,"French Air and Space Force Air Base 116 in Luxeuil-les-Bains, France","6.365,47.787222",forbase28,FTO,"French Air and Space Force Air Base 116 in Luxeuil-les-Bains, France",,dgm_foreignbases,9996d5e3a3264099e9278d54400183e7,dgm_foreignbases__9996d5e3a3264099e9278d54400183e7
base aérienne 118 mont-de-marsan,"French Air and Space Force Air Base 118 in Mont-de-Marsan, France","-0.50916667,43.91166667",forbase29,FTO,"French Air and Space Force Air Base 118 in Mont-de-Marsan, France",,dgm_foreignbases,991ab809ff26b7ae379f83ceef882476,dgm_foreignbases__991ab809ff26b7ae379f83ceef882476
base aérienne 120 cazaux,"French Air and Space Force Air Base 120 in Cazaux, France","-1.12861111,44.53222222",forbase30,Refinery,"French Air and Space Force Air Base 120 in Cazaux, France",,dgm_foreignbases,9ead8bae6794d99d4c9741bfde4926ad,dgm_foreignbases__9ead8bae6794d99d4c9741bfde4926ad
base aérienne 123 orléans-bricy,"French Air and Space Force Air Base 123 in Orléans, France","1.75944444,47.98944444",forbase31,Media,"French Air and Space Force Air Base 123 in Orléans, France",,dgm_foreignbases,bd9d671ece55c9947705e971834fdf58,dgm_foreignbases__bd9d671ece55c9947705e971834fdf58
base aérienne 125 istres-le tubé,"French Air and Space Force Air Base 125 in Istres, France","4.941666666,43.524444444",forbase32,DiplomaticFacilities,"French Air and Space Force Air Base 125 in Istres, France",,dgm_foreignbases,f5963aa65758af9c0bc60828ef670218,dgm_foreignbases__f5963aa65758af9c0bc60828ef670218
base aérienne 126 solenzara,"French Air and Space Force Air Base 126 in Haute-Corse, France","9.405555555,41.924444444",forbase33,ForeignMinistry,"French Air and Space Force Air Base 126 in Haute-Corse, France",,dgm_foreignbases,ff08e92e57fee3d90d393ab7aef1ac3e,dgm_foreignbases__ff08e92e57fee3d90d393ab7aef1ac3e
base aérienne 186 nouméa,"French Air and Space Force Air Base 186 in Nouméa, New Caledonia","166.216,-22.016",forbase34,CompanyKeyword,"French Air and Space Force Air Base 186 in Nouméa, New Caledonia",,dgm_foreignbases,1863420daca2311a1e1d1ced594ef618,dgm_foreignbases__1863420daca2311a1e1d1ced594ef618
base aérienne 278 ambérieu-en-bugey,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France","5.337778,45.979722",forbase35,Wells,"French Air and Space Force Air Base 278 in Ambérieu-en-Bugey, France",,dgm_foreignbases,75a628789642551c532b1b9f02d86a56,dgm_foreignbases__75a628789642551c532b1b9f02d86a56
base aérienne 367 cayenne-rochambeau,"French Air and Space Force Air Base 367 in Matoury, French Guiana","-52.3757,4.81594",forbase4,Diplomat,"French Air and Space Force Air Base 367 in Matoury, French Guiana",,dgm_foreignbases,2e054450acbcdabef74037e332afae57,dgm_foreignbases__2e054450acbcdabef74037e332afae57
base aérienne 701 salon-de-provence,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France","5.108167,43.602908",forbase36,Diplomat,"French Air and Space Force Air Base 701 in Bouches-du-Rhône, France",,dgm_foreignbases,f5733c9c6ab78f1dc0131aefa2780ba5,dgm_foreignbases__f5733c9c6ab78f1dc0131aefa2780ba5
base aérienne 702 capitaine georges madon,"French Air and Space Force Avord Air Base in Avord, France","2.6425,47.05722222",forbase52,News,"French Air and Space Force Avord Air Base in Avord, France",,dgm_foreignbases,4484a6bffdf0271e36db83dd3fc8e168,dgm_foreignbases__4484a6bffdf0271e36db83dd3fc8e168
base aérienne 705 tours,"French Air and Space Force Air Base 705 in Tours, France","0.723209,47.4321",forbase37,Pipeline,"French Air and Space Force Air Base 705 in Tours, France",,dgm_foreignbases,9e9a4613b747a3665149e61ae34b5e8d,dgm_foreignbases__9e9a4613b747a3665149e61ae34b5e8d
base aérienne 709 cognac-châteaubernard,"French Air and Space Force Air Base 709 in Châteaubernard, France","-0.3175,45.65833333",forbase38,Legislator,"French Air and Space Force Air Base 709 in Châteaubernard, France",,dgm_foreignbases,5ea145f3f6023fc6a7f7cc134f1345c6,dgm_foreignbases__5ea145f3f6023fc6a7f7cc134f1345c6
base aérienne d'étain-rouvres /base lieutenant étienne mantoux,"French Army Base lieutenant Étienne Mantoux in Meuse, France","5.68,49.229",forbase57,IndustryTerm,"French Army Base lieutenant Étienne Mantoux in Meuse, France",,dgm_foreignbases,6e070d3a19918e5ef339ec4572e86c9b,dgm_foreignbases__6e070d3a19918e5ef339ec4572e86c9b
base americana di camp darby,"US Army Camp Darby near Pisa, Italy","10.34833333,43.64361111",forbase58,Exec,"US Army Camp Darby near Pisa, Italy",,dgm_foreignbases,b71966d4b6678735d0afd80aa8789311,dgm_foreignbases__b71966d4b6678735d0afd80aa8789311
base d'aéronautique navale de fréjus-saint raphaël,"French Naval Air Base Fréjus-Saint Raphaël in Var, France","6.7356,43.4175",forbase59,AAEntity,"French Naval Air Base Fréjus-Saint Raphaël in Var, France",,dgm_foreignbases,6a9f00f38ccca9521174c6292e61f7b9,dgm_foreignbases__6a9f00f38ccca9521174c6292e61f7b9
base d'aéronautique navale de landivisiau / ban landivisiau,"French Naval Air Base Landivisiau in Finistère, France","-4.15166667,48.53027778",forbase60,AAEntity,"French Naval Air Base Landivisiau in Finistère, France",,dgm_foreignbases,2916375f525450744747b0cc0763bc10,dgm_foreignbases__2916375f525450744747b0cc0763bc10
base d'aéronautique navale de lann-bihoué / base aéronavale de lann-bihoué,"French Naval Air Base Lann-Bihoué in Lorient, France","-3.43967,47.7609",forbase61,CompanyKeyword,"French Naval Air Base Lann-Bihoué in Lorient, France",,dgm_foreignbases,e1835f0c143681745176d7eb1a880fce,dgm_foreignbases__e1835f0c143681745176d7eb1a880fce
base de komatsushima,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan","134.626389,34.005278",forbase62,Refinery,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan",,dgm_foreignbases,f2ab964c8b459743fb05f96409d4c022,dgm_foreignbases__f2ab964c8b459743fb05f96409d4c022
base de tokorozawa,"US military Tokorozawa Communication Base in Saitama Prefecture, Japan","35.9156984,139.5788845",forbase5,Person,"US military Tokorozawa Communication Base in Saitama Prefecture, Japan",,dgm_foreignbases,b52ef20af77f47ee1146156a2944e153,dgm_foreignbases__b52ef20af77f47ee1146156a2944e153
base des forces canadiennes borden,"Canadian Forces Base Borden in Borden, Canada","-79.9125,44.271666666",forbase63,Refinery,"Canadian Forces Base Borden in Borden, Canada",,dgm_foreignbases,a7a44470cfd763d2b7e54a404d065e8b,dgm_foreignbases__a7a44470cfd763d2b7e54a404d065e8b
base des forces canadiennes de halifax,"Canadian Forces Base Halifax in Halifax, Canada","-63.57908056,44.65656389",forbase64,Person,"Canadian Forces Base Halifax in Halifax, Canada",,dgm_foreignbases,d1b3d7752764e3d64138d6529fd3a861,dgm_foreignbases__d1b3d7752764e3d64138d6529fd3a861
base des forces canadiennes shilo,"Canadian Forces Base Shilo in Brandon, Canada","-99.6333,49.8",forbase65,CompanyKeyword,"Canadian Forces Base Shilo in Brandon, Canada",,dgm_foreignbases,b0b1fc643c311823eff532a38cefdeb2,dgm_foreignbases__b0b1fc643c311823eff532a38cefdeb2
base lieutenant étienne mantoux / étain-rouvres air base,"French Army Base lieutenant Étienne Mantoux in Meuse, France","5.68,49.229",forbase57,Media,"French Army Base lieutenant Étienne Mantoux in Meuse, France",,dgm_foreignbases,6e070d3a19918e5ef339ec4572e86c9b,dgm_foreignbases__6e070d3a19918e5ef339ec4572e86c9b
base militaire de saint-jean,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada","-73.28496,45.30068",forbase66,DiplomaticFacilities,"Canadian Royal Military College Saint-Jean in Saint-Jean-sur-Richelieu, Canada",,dgm_foreignbases,b57827a7857ff1f8add9215e634bcd93,dgm_foreignbases__b57827a7857ff1f8add9215e634bcd93
base navale marina militare la spezia,"Italian Navy La Spezia Naval Base in La Spezia, Italy","9.81666667,44.1",forbase67,IndustryTerm,"Italian Navy La Spezia Naval Base in La Spezia, Italy",,dgm_foreignbases,f9a2ba13b8de22390165d33d7afa75c8,dgm_foreignbases__f9a2ba13b8de22390165d33d7afa75c8
base sous-marine de l'île longue,"French Navy Long Island submarine base in Brest, France","-4.506667,48.306389",forbase68,News,"French Navy Long Island submarine base in Brest, France",,dgm_foreignbases,9b84c35df5a632d16e9de834c541d5fe,dgm_foreignbases__9b84c35df5a632d16e9de834c541d5fe
battlesbury barracks,"British Army Battlesbury Barracks in Warminster, UK","-2.16051,51.2034",forbase69,ForeignMinistry,"British Army Battlesbury Barracks in Warminster, UK",,dgm_foreignbases,dbcb74ac8a41e4308e1be5096f5e4801,dgm_foreignbases__dbcb74ac8a41e4308e1be5096f5e4801
