german_text,caption_text,lat,lon,ranking,default location,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
damaschkestr.,"Damaschkestrasse in Bautzen, Germany",51.1667784,14.4392648,1,,,,Keyphrase,"Damaschkestrasse in Bautzen, Germany",,german_fires_bautzen_locations,526fcee30ad604e8157dc207d13ed61c,german_fires_bautzen_locations__526fcee30ad604e8157dc207d13ed61c
dieselstr.,"Dieselstrasse in Bautzen, Germany",51.1757634,14.4123095,1,,,,ForeignMinister,"Dieselstrasse in Bautzen, Germany",,german_fires_bautzen_locations,37daea74da009085e04f4ef2604bf13c,german_fires_bautzen_locations__37daea74da009085e04f4ef2604bf13c
dorfplatz teichnitz,"Dorfplatz Teichnitz in Bautzen, Germany",51.1958588,14.4176524,1,,,,ForeignMinister,"Dorfplatz Teichnitz in Bautzen, Germany",,german_fires_bautzen_locations,c1d9f88df7735478b73bd7122686581c,german_fires_bautzen_locations__c1d9f88df7735478b73bd7122686581c
dornschnabel,"Dornschnabel in Bautzen, Germany",51.1799525,14.4294417,1,,,,Exec,"Dornschnabel in Bautzen, Germany",,german_fires_bautzen_locations,d10e98975dc6fa34470bc64f3cab9149,german_fires_bautzen_locations__d10e98975dc6fa34470bc64f3cab9149
dr.-ernst-mucke-str.,"Dr.-Ernst-Mucke-Strasse in Bautzen, Germany",51.1779057,14.4311769,1,,,,LegislativeCommittee,"Dr.-Ernst-Mucke-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,9263522cb6c409c2a1be8e282de84611,german_fires_bautzen_locations__9263522cb6c409c2a1be8e282de84611
dr.-irmgard-ackermann-str.,"Dr.-Irmgard-Ackermann-Strasse in Bautzen, Germany",51.209296,14.3969818,1,,,,IndustryTerm,"Dr.-Irmgard-Ackermann-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,155bbe2f37f7995242529da9fad755f7,german_fires_bautzen_locations__155bbe2f37f7995242529da9fad755f7
dr.-maria-grollmuss-str.,"Dr.-Maria-Grollmuss-Strasse in Bautzen, Germany",51.183491,14.4284557,1,,,,space,"Dr.-Maria-Grollmuss-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,0832c0d685ec096dae9bd519043968d7,german_fires_bautzen_locations__0832c0d685ec096dae9bd519043968d7
dr.-peter-jordan-str.,"Dr.-Peter-Jordan-Strasse in Bautzen, Germany",51.1710147,14.4345776,1,,,,Diplomat,"Dr.-Peter-Jordan-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,a9872eb6ebf40e733d6965eefe6f7639,german_fires_bautzen_locations__a9872eb6ebf40e733d6965eefe6f7639
dr.-rohr-str.,"Dr.-Rohr-Strasse in Bautzen, Germany",51.1783373,14.4138858,1,,,,Refinery,"Dr.-Rohr-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,c5fbc2ff185a9562fd2cea7d0ffe4103,german_fires_bautzen_locations__c5fbc2ff185a9562fd2cea7d0ffe4103
dr.-salvador-allende-str.,"Dr.-Salvador-Allende-Strasse in Bautzen, Germany",51.1752623,14.4528763,1,,,,IndustryTerm,"Dr.-Salvador-Allende-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,0bd0c39d508e95bb2aec395f30f4ecc7,german_fires_bautzen_locations__0bd0c39d508e95bb2aec395f30f4ecc7
drachestr.,"Drachestrasse in Bautzen, Germany",51.1773616,14.4189568,1,,,,News,"Drachestrasse in Bautzen, Germany",,german_fires_bautzen_locations,604685f9ba3a1cad4a693a1a9b7d1efa,german_fires_bautzen_locations__604685f9ba3a1cad4a693a1a9b7d1efa
dresdener str.,"Dresdener Strasse in Bautzen, Germany",51.179746,14.4020873,1,,,,Legislator,"Dresdener Strasse in Bautzen, Germany",,german_fires_bautzen_locations,ab6984ad2c43b3f078a571ea2ce28f4e,german_fires_bautzen_locations__ab6984ad2c43b3f078a571ea2ce28f4e
doberkitz,"Doberkitz in Bautzen, Germany",51.1872816,14.3375491,1,,,,Pipeline,"Doberkitz in Bautzen, Germany",,german_fires_bautzen_locations,f539503dbbdafe49fdd892eed01c9675,german_fires_bautzen_locations__f539503dbbdafe49fdd892eed01c9675
eckenerstr.,"Eckenerstrasse in Bautzen, Germany",51.1738768,14.4058787,1,,,,AAEntity,"Eckenerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,ee28fd6621ace1579f425475a59251c0,german_fires_bautzen_locations__ee28fd6621ace1579f425475a59251c0
edisonstr.,"Edisonstrasse in Bautzen, Germany",51.1636652,14.4218776,1,,,,Consulates,"Edisonstrasse in Bautzen, Germany",,german_fires_bautzen_locations,defe6e502194ad3b2a20af1d5ddf6b06,german_fires_bautzen_locations__defe6e502194ad3b2a20af1d5ddf6b06
eduard-morike-str.,"Eduard-Morike-Strasse in Bautzen, Germany",51.1618043,14.4459157,1,,,,Pipeline,"Eduard-Morike-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,6dc4382b2e3237e9f847e946042c0b76,german_fires_bautzen_locations__6dc4382b2e3237e9f847e946042c0b76
eichenweg,"Eichenweg in Bautzen, Germany",51.1965552,14.4190297,1,,,,DiplomaticFacilities,"Eichenweg in Bautzen, Germany",,german_fires_bautzen_locations,349407264abf20138d60ff2178c41911,german_fires_bautzen_locations__349407264abf20138d60ff2178c41911
erich-klausnitzer-str.,"Erich-Klausnitzer-Strasse in Bautzen, Germany",51.1565893,14.4361814,1,,,,Consulates,"Erich-Klausnitzer-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,c7c6908ee65fb26b7341a7c7a2dde1ee,german_fires_bautzen_locations__c7c6908ee65fb26b7341a7c7a2dde1ee
erich-pfaff-str.,"Erich-Pfaff-Strasse in Bautzen, Germany",51.1749565,14.439714,1,,,,Wells,"Erich-Pfaff-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,3e60d581abfff9b8c626e6e9a9513f14,german_fires_bautzen_locations__3e60d581abfff9b8c626e6e9a9513f14
erich-weinert-str.,"Erich-Weinert-Strasse in Bautzen, Germany",51.1770895,14.4568681,1,,,,AAEntity,"Erich-Weinert-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,ab570f190b1e485f3af3a2e4d8ea2e1c,german_fires_bautzen_locations__ab570f190b1e485f3af3a2e4d8ea2e1c
fabrikstr.,"Fabrikstrasse in Bautzen, Germany",51.1671586,14.4174914,1,,,,ForeignMinister,"Fabrikstrasse in Bautzen, Germany",,german_fires_bautzen_locations,74c352db08d24634d0986d1acded7c10,german_fires_bautzen_locations__74c352db08d24634d0986d1acded7c10
felix-wilhelm-weg,"Felix-Wilhelm-Weg in Bautzen, Germany",51.1567018,14.4384868,1,,,,Person,"Felix-Wilhelm-Weg in Bautzen, Germany",,german_fires_bautzen_locations,8b6ebbb4a13b799cc1c039953732b44d,german_fires_bautzen_locations__8b6ebbb4a13b799cc1c039953732b44d
fichteschulweg,"Fichteschulweg in Bautzen, Germany",51.1856834,14.4139096,1,,,,Shipping,"Fichteschulweg in Bautzen, Germany",,german_fires_bautzen_locations,8f3975380f1ee95df911ac67c443dd2c,german_fires_bautzen_locations__8f3975380f1ee95df911ac67c443dd2c
fichtestr.,"Fichtestrasse in Bautzen, Germany",51.1825108,14.4417589,1,,,,Shipping,"Fichtestrasse in Bautzen, Germany",,german_fires_bautzen_locations,0f54e158ecd2b7f35beb8233747fc361,german_fires_bautzen_locations__0f54e158ecd2b7f35beb8233747fc361
fiedlerstr.,"Fiedlerstrasse in Bautzen, Germany",51.1804784,14.4161501,1,,,,Media,"Fiedlerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,c9c6710c195178db5a1ab1db87a7a488,german_fires_bautzen_locations__c9c6710c195178db5a1ab1db87a7a488
fischergasse,"Fischergasse in Bautzen, Germany",51.1785607,14.4218905,1,,,,Refinery,"Fischergasse in Bautzen, Germany",,german_fires_bautzen_locations,bf52427e02481a91ba6e1620a703fb0e,german_fires_bautzen_locations__bf52427e02481a91ba6e1620a703fb0e
fleischergasse,"Fleischergasse in Bautzen, Germany",51.1830617,14.4242165,1,,,,Shipping,"Fleischergasse in Bautzen, Germany",,german_fires_bautzen_locations,361d299e7b8c789db0e0e7aecb60638b,german_fires_bautzen_locations__361d299e7b8c789db0e0e7aecb60638b
fleischmarkt,"Fleischmarkt in Bautzen, Germany",51.1819434,14.423871,1,,,,Wells,"Fleischmarkt in Bautzen, Germany",,german_fires_bautzen_locations,cabefb7cda19aaa87298cfa353395f7d,german_fires_bautzen_locations__cabefb7cda19aaa87298cfa353395f7d
fliederweg,"Fliederweg in Bautzen, Germany",51.168329,14.4664807,1,,,,ForeignMinistry,"Fliederweg in Bautzen, Germany",,german_fires_bautzen_locations,a2fd1c6677dee66797d18aa9da9dfdb7,german_fires_bautzen_locations__a2fd1c6677dee66797d18aa9da9dfdb7
flinzstr.,"Flinzstrasse in Bautzen, Germany",51.1881125,14.4352637,1,,,,CompanyKeyword,"Flinzstrasse in Bautzen, Germany",,german_fires_bautzen_locations,6273fb746ede47953d2faa6d3cbc8bd6,german_fires_bautzen_locations__6273fb746ede47953d2faa6d3cbc8bd6
frankfurt,"Frankfurt in Bautzen, Germany",51.188761,14.4227047,1,,,,Diplomat,"Frankfurt in Bautzen, Germany",,german_fires_bautzen_locations,96ff71971dcbfb1ba993b3922166e8a8,german_fires_bautzen_locations__96ff71971dcbfb1ba993b3922166e8a8
frederic-joliot-curie-str.,"Frederic-Joliot-Curie-Strasse in Bautzen, Germany",51.188966,14.4450476,1,,,,Diplomat,"Frederic-Joliot-Curie-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,b9c6e0822853bfc07cba04af2e63cf21,german_fires_bautzen_locations__b9c6e0822853bfc07cba04af2e63cf21
friedhofsweg,"Friedhofsweg in Bautzen, Germany",51.2104549,14.3903988,1,,,,FTO,"Friedhofsweg in Bautzen, Germany",,german_fires_bautzen_locations,75bcffe5a9b79bc40fa950a5a670de1a,german_fires_bautzen_locations__75bcffe5a9b79bc40fa950a5a670de1a
friedrich-ebert-str.,"Friedrich-Ebert-Strasse in Bautzen, Germany",51.1936949,14.4495673,1,,,,LegislativeCommittee,"Friedrich-Ebert-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,5f445b9f97eebfc3fa75a6441f6c12bf,german_fires_bautzen_locations__5f445b9f97eebfc3fa75a6441f6c12bf
friedrich-engels-platz,"Friedrich-Engels-Platz in Bautzen, Germany",51.1771812,14.4348616,1,,,,Wells,"Friedrich-Engels-Platz in Bautzen, Germany",,german_fires_bautzen_locations,c3e87785744dbd9cacd64b6b50fe6df4,german_fires_bautzen_locations__c3e87785744dbd9cacd64b6b50fe6df4
friedrich-gruhl-str.,"Friedrich-Gruhl-Strasse in Bautzen, Germany",51.2106653,14.3930643,1,,,,FTO,"Friedrich-Gruhl-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,82e1cdd7b795b272f1143a37984a9509,german_fires_bautzen_locations__82e1cdd7b795b272f1143a37984a9509
friedrich-list-str.,"Friedrich-List-Strasse in Bautzen, Germany",51.1857603,14.4359482,1,,,,Consulates,"Friedrich-List-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,cca9a0686ac6af9184ef8db1c535b9ea,german_fires_bautzen_locations__cca9a0686ac6af9184ef8db1c535b9ea
friedrich-olbricht-str.,"Friedrich-Olbricht-Strasse in Bautzen, Germany",51.17264,14.4507424,1,,,,IndustryTerm,"Friedrich-Olbricht-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,a49663770777258fabfd09fdc8f116f3,german_fires_bautzen_locations__a49663770777258fabfd09fdc8f116f3
friedrich-wolf-str.,"Friedrich-Wolf-Strasse in Bautzen, Germany",51.1753765,14.4574411,1,,,,Refinery,"Friedrich-Wolf-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,c6808753588dd1d831d292a4a021d045,german_fires_bautzen_locations__c6808753588dd1d831d292a4a021d045
fuchsweg,"Fuchsweg in Bautzen, Germany",51.1811397,14.4126801,1,,,,Diplomat,"Fuchsweg in Bautzen, Germany",,german_fires_bautzen_locations,feb964120f842b5eb5e4077df8186887,german_fires_bautzen_locations__feb964120f842b5eb5e4077df8186887
gareisstr.,"Gareisstrasse in Bautzen, Germany",51.1914215,14.43595,1,,,,Wells,"Gareisstrasse in Bautzen, Germany",,german_fires_bautzen_locations,78b27fcb72b6d47f87a77d92540b4b11,german_fires_bautzen_locations__78b27fcb72b6d47f87a77d92540b4b11
gartenheimweg,"Gartenheimweg in Bautzen, Germany",51.1757204,14.450267,1,,,,Keyphrase,"Gartenheimweg in Bautzen, Germany",,german_fires_bautzen_locations,b17819012e517ab14f4e76488941eec7,german_fires_bautzen_locations__b17819012e517ab14f4e76488941eec7
gartenstr.,"Gartenstrasse in Bautzen, Germany",51.1947229,14.4741522,1,,,,Legislator,"Gartenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,07c8fc0585338f2d1d2f0d3210c75cf0,german_fires_bautzen_locations__07c8fc0585338f2d1d2f0d3210c75cf0
gerberberg,"Gerberberg in Bautzen, Germany",51.2119325,14.3896328,1,,,,Pipeline,"Gerberberg in Bautzen, Germany",,german_fires_bautzen_locations,91154998d622872b3d83d7084322cbf4,german_fires_bautzen_locations__91154998d622872b3d83d7084322cbf4
gerbersiedlung,"Gerbersiedlung in Bautzen, Germany",51.21258,14.3875754,1,,,,Exec,"Gerbersiedlung in Bautzen, Germany",,german_fires_bautzen_locations,79537832640e438ae7a7efc7890f8ad7,german_fires_bautzen_locations__79537832640e438ae7a7efc7890f8ad7
gerberstr.,"Gerberstrasse in Bautzen, Germany",51.1838397,14.4247165,1,,,,IndustryTerm,"Gerberstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d447c1a8ffb6e70ca1eb29102f68c8e5,german_fires_bautzen_locations__d447c1a8ffb6e70ca1eb29102f68c8e5
gerhart-hauptmann-str.,"Gerhart-Hauptmann-Strasse in Bautzen, Germany",51.1739935,14.4016345,1,,,,Media,"Gerhart-Hauptmann-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,7904220d09851be33907a7a2e73bce30,german_fires_bautzen_locations__7904220d09851be33907a7a2e73bce30
gesundbrunnenring,"Gesundbrunnenring in Bautzen, Germany",51.1904809,14.4442304,1,,,,Person,"Gesundbrunnenring in Bautzen, Germany",,german_fires_bautzen_locations,4fe01f2fe47c3d870d6a3c0d180f60a5,german_fires_bautzen_locations__4fe01f2fe47c3d870d6a3c0d180f60a5
gickelsberg,"Gickelsberg in Bautzen, Germany",51.1865993,14.0514846,1,,,,AAEntity,"Gickelsberg in Bautzen, Germany",,german_fires_bautzen_locations,a21213eed700ed11dd2f9e592828ac00,german_fires_bautzen_locations__a21213eed700ed11dd2f9e592828ac00
gneisenaustr.,"Gneisenaustrasse in Bautzen, Germany",51.1683655,14.4509685,1,,,,Refinery,"Gneisenaustrasse in Bautzen, Germany",,german_fires_bautzen_locations,83a6e0f85ed90d4c5ef599a2f741239d,german_fires_bautzen_locations__83a6e0f85ed90d4c5ef599a2f741239d
goethestr.,"Goethestrasse in Bautzen, Germany",51.1755186,14.4420914,1,,,,FTO,"Goethestrasse in Bautzen, Germany",,german_fires_bautzen_locations,5df7af7c05745a376fa24443033e9fd4,german_fires_bautzen_locations__5df7af7c05745a376fa24443033e9fd4
goschwitzstr.,"Goschwitzstrasse in Bautzen, Germany",51.178658,14.4256753,1,,,,Pipeline,"Goschwitzstrasse in Bautzen, Germany",,german_fires_bautzen_locations,6543e790ee160f02e9da28112f38d688,german_fires_bautzen_locations__6543e790ee160f02e9da28112f38d688
grossdubrauer str.,"Grossdubrauer Strasse in Bautzen, Germany",51.211064,14.401259,1,,,,Exec,"Grossdubrauer Strasse in Bautzen, Germany",,german_fires_bautzen_locations,44d08ff5a90a63f2667cb05bd3a37560,german_fires_bautzen_locations__44d08ff5a90a63f2667cb05bd3a37560
grosse brudergasse,"Grosse Brudergasse in Bautzen, Germany",51.1822065,14.4219136,1,,,,ForeignMinistry,"Grosse Brudergasse in Bautzen, Germany",,german_fires_bautzen_locations,114189850231746fe105645b06562e13,german_fires_bautzen_locations__114189850231746fe105645b06562e13
grosswelkaer str.,"Grosswelkaer Strasse in Bautzen, Germany",51.2119293,14.3854398,1,,,,DiplomaticFacilities,"Grosswelkaer Strasse in Bautzen, Germany",,german_fires_bautzen_locations,4780c175d53f7107f47eb4d65f19203a,german_fires_bautzen_locations__4780c175d53f7107f47eb4d65f19203a
grubditzer weg,"Grubditzer Weg in Bautzen, Germany",51.1641935,14.4417421,1,,,,Wells,"Grubditzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,9fa1c203d72c1b4b69a9db3061ec932d,german_fires_bautzen_locations__9fa1c203d72c1b4b69a9db3061ec932d
gustav-hertz-str.,"Gustav-Hertz-Strasse in Bautzen, Germany",51.1882987,14.4456847,1,,,,Media,"Gustav-Hertz-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,1fdc61541bda088484c552a7b7e1243f,german_fires_bautzen_locations__1fdc61541bda088484c552a7b7e1243f
gutsweg,"Gutsweg in Bautzen, Germany",51.1955062,14.415782,1,,,,Wells,"Gutsweg in Bautzen, Germany",,german_fires_bautzen_locations,5d760442f2992e76ff2b29fe0d484494,german_fires_bautzen_locations__5d760442f2992e76ff2b29fe0d484494
handrij-zejler-str.,"Handrij-Zejler-Strasse in Bautzen, Germany",51.1984665,14.3754671,1,,,,IndustryTerm,"Handrij-Zejler-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,7e482a0201954c7e10712aacad1f6ae5,german_fires_bautzen_locations__7e482a0201954c7e10712aacad1f6ae5
hanns-eisler-str.,"Hanns-Eisler-Strasse in Bautzen, Germany",51.1739018,14.4535984,1,,,,Shipping,"Hanns-Eisler-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,9b44e71ea45b0f5feff4231eabeebd61,german_fires_bautzen_locations__9b44e71ea45b0f5feff4231eabeebd61
hauensteingasse,"Hauensteingasse in Bautzen, Germany",51.1814994,14.4261692,1,,,,Organization,"Hauensteingasse in Bautzen, Germany",,german_fires_bautzen_locations,5dce43ae4acfdb92b21b1bb66bd8d72d,german_fires_bautzen_locations__5dce43ae4acfdb92b21b1bb66bd8d72d
hauptmarkt,"Hauptmarkt in Bautzen, Germany",51.1815861,14.4241138,1,,,,Legislator,"Hauptmarkt in Bautzen, Germany",,german_fires_bautzen_locations,83c351d47ccf2d61a61731fa03b3853c,german_fires_bautzen_locations__83c351d47ccf2d61a61731fa03b3853c
hauptstr.,"Hauptstrasse in Bautzen, Germany",51.0851964,13.9285036,1,,,,Exec,"Hauptstrasse in Bautzen, Germany",,german_fires_bautzen_locations,a0cb27891843e22a9fea2bf20216accc,german_fires_bautzen_locations__a0cb27891843e22a9fea2bf20216accc
hegelstr.,"Hegelstrasse in Bautzen, Germany",51.1810177,14.4450167,1,,,,DiplomaticFacilities,"Hegelstrasse in Bautzen, Germany",,german_fires_bautzen_locations,8960150da06902b1b93d1e4c6b279340,german_fires_bautzen_locations__8960150da06902b1b93d1e4c6b279340
heinostr.,"Heinostrasse in Bautzen, Germany",51.1922181,14.4375336,1,,,,Consulates,"Heinostrasse in Bautzen, Germany",,german_fires_bautzen_locations,6a422e19e83bd9473dc95316d809c7b3,german_fires_bautzen_locations__6a422e19e83bd9473dc95316d809c7b3
heinrich-heine-str.,"Heinrich-Heine-Strasse in Bautzen, Germany",51.1740172,14.4004493,1,,,,News,"Heinrich-Heine-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,c65ad3c410e287ee6f6e87d8c3cb543d,german_fires_bautzen_locations__c65ad3c410e287ee6f6e87d8c3cb543d
heinrich-theodor-wehle-str.,"Heinrich-Theodor-Wehle-Strasse in Bautzen, Germany",51.1632357,14.4435158,1,,,,ForeignMinister,"Heinrich-Theodor-Wehle-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,9c2f2d0390cbff46bd3e226cb7d4576a,german_fires_bautzen_locations__9c2f2d0390cbff46bd3e226cb7d4576a
heinrich-zille-str.,"Heinrich-Zille-Strasse in Bautzen, Germany",51.1628744,14.445788,1,,,,Diplomat,"Heinrich-Zille-Strasse in Bautzen, Germany",,german_fires_bautzen_locations,fe7a20eaa9aae7ea3db69b5991c26655,german_fires_bautzen_locations__fe7a20eaa9aae7ea3db69b5991c26655
heringstr.,"Heringstrasse in Bautzen, Germany",51.1811404,14.4223662,1,,,,Exec,"Heringstrasse in Bautzen, Germany",,german_fires_bautzen_locations,90f0700e74edb665d20155b5fea60103,german_fires_bautzen_locations__90f0700e74edb665d20155b5fea60103
heydemannstr.,"Heydemannstrasse in Bautzen, Germany",51.1775423,14.4184397,1,,,,DiplomaticFacilities,"Heydemannstrasse in Bautzen, Germany",,german_fires_bautzen_locations,2f4b81e0fd4cdc940bfb3d5e3a1824d1,german_fires_bautzen_locations__2f4b81e0fd4cdc940bfb3d5e3a1824d1
hintere brudergasse,"Hintere Brudergasse in Bautzen, Germany",51.1828713,14.4224388,1,,,,LegislativeCommittee,"Hintere Brudergasse in Bautzen, Germany",,german_fires_bautzen_locations,687560eef75c88179077b7288268a86b,german_fires_bautzen_locations__687560eef75c88179077b7288268a86b
hintere reichenstr.,"Hintere Reichenstrasse in Bautzen, Germany",51.1814994,14.4261692,1,,,,Organization,"Hintere Reichenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,a35506323e4c3fd35aa0f445273f5ebf,german_fires_bautzen_locations__a35506323e4c3fd35aa0f445273f5ebf
hintergasse,"Hintergasse in Bautzen, Germany",51.1787057,14.4231887,1,,,,Pipeline,"Hintergasse in Bautzen, Germany",,german_fires_bautzen_locations,b7b634fb4dd628c8825177d4c5557c73,german_fires_bautzen_locations__b7b634fb4dd628c8825177d4c5557c73
hinterm schmiedeteich,"Hinterm Schmiedeteich in Bautzen, Germany",51.209182,14.381755,1,,,,IndustryTerm,"Hinterm Schmiedeteich in Bautzen, Germany",,german_fires_bautzen_locations,c8d8db70db3d2f92f9a1482ec5e58d24,german_fires_bautzen_locations__c8d8db70db3d2f92f9a1482ec5e58d24
hofweg,"Hofweg in Bautzen, Germany",51.1831428,14.3908031,1,,,,LegislativeCommittee,"Hofweg in Bautzen, Germany",,german_fires_bautzen_locations,74e839190b1902a1679c7b8f45494675,german_fires_bautzen_locations__74e839190b1902a1679c7b8f45494675
hohengasse,"Hohengasse in Bautzen, Germany",51.1815855,14.4222897,1,,,,ForeignMinister,"Hohengasse in Bautzen, Germany",,german_fires_bautzen_locations,2f617e5b87f26acb9e5863f9bf94fbd3,german_fires_bautzen_locations__2f617e5b87f26acb9e5863f9bf94fbd3
hohlweg,"Hohlweg in Bautzen, Germany",51.2008179,14.3433495,1,,,,Organization,"Hohlweg in Bautzen, Germany",,german_fires_bautzen_locations,78bf532e19a3a9216c5c10b35e445d7c,german_fires_bautzen_locations__78bf532e19a3a9216c5c10b35e445d7c
