keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
fairbanks international airport,Fairbanks International Airport,fairbanks international airport,airport,,airport,,Airport,Fairbanks International Airport,,dgm_tsa_channel_class_terms,c7e34bf530dfc0c78ccea066cbc60274,dgm_tsa_channel_class_terms__c7e34bf530dfc0c78ccea066cbc60274
hector international airport,Hector International Airport,hector international airport,airport,,airport,,Airport,Hector International Airport,,dgm_tsa_channel_class_terms,043aed40cfc0ce2141f13509bff6f88a,dgm_tsa_channel_class_terms__043aed40cfc0ce2141f13509bff6f88a
four corners regional airport,Four Corners Regional Airport,four corners regional airport,airport,,airport,,Airport,Four Corners Regional Airport,,dgm_tsa_channel_class_terms,2bc052940940b6f51a02ab7b436f7b43,dgm_tsa_channel_class_terms__2bc052940940b6f51a02ab7b436f7b43
northwest arkansas national,Northwest Arkansas National Airport,northwest arkansas national airport,airport,,airport,,Airport,Northwest Arkansas National Airport,,dgm_tsa_channel_class_terms,85c45d12d57b26610939456ff938bc9a,dgm_tsa_channel_class_terms__85c45d12d57b26610939456ff938bc9a
fayetteville regional airport,Fayetteville Regional Airport,fayetteville regional airport,airport,,airport,,Airport,Fayetteville Regional Airport,,dgm_tsa_channel_class_terms,6e5ccaaaaad910e49b129391135de116,dgm_tsa_channel_class_terms__6e5ccaaaaad910e49b129391135de116
flagstaff pulliam airport,Flagstaff Pulliam Airport,flagstaff pulliam airport,airport,,airport,,Airport,Flagstaff Pulliam Airport,,dgm_tsa_channel_class_terms,4e9347798e7dcab6048060eb425dcb29,dgm_tsa_channel_class_terms__4e9347798e7dcab6048060eb425dcb29
bishop international airport,Bishop International Airport,bishop international airport,airport,,airport,,Airport,Bishop International Airport,,dgm_tsa_channel_class_terms,5bb696938846e279fb077e6ded7238c3,dgm_tsa_channel_class_terms__5bb696938846e279fb077e6ded7238c3
florence regional airport,Florence Regional Airport,florence regional airport,airport,,airport,,Airport,Florence Regional Airport,,dgm_tsa_channel_class_terms,3dcf1f70e792f0399262bff8ed36c346,dgm_tsa_channel_class_terms__3dcf1f70e792f0399262bff8ed36c346
fort lauderdale–hollywood,Fort Lauderdale–Hollywood International Airport,fort lauderdale–hollywood international airport,airport,,airport,,Airport,Fort Lauderdale–Hollywood International Airport,,dgm_tsa_channel_class_terms,c7e3edc2f503e64f9d3ef3c383aaf352,dgm_tsa_channel_class_terms__c7e3edc2f503e64f9d3ef3c383aaf352
southwest florida international,Southwest Florida International Airport,southwest florida international airport,airport,,airport,,Airport,Southwest Florida International Airport,,dgm_tsa_channel_class_terms,28ce993477e284644f062fa715bc154a,dgm_tsa_channel_class_terms__28ce993477e284644f062fa715bc154a
fort smith regional,Fort Smith Regional Airport,fort smith regional airport,airport,,airport,,Airport,Fort Smith Regional Airport,,dgm_tsa_channel_class_terms,a339f702857fc46294c818e9b5fce9f8,dgm_tsa_channel_class_terms__a339f702857fc46294c818e9b5fce9f8
fort wayne international,Fort Wayne International Airport,fort wayne international airport,airport,,airport,,Airport,Fort Wayne International Airport,,dgm_tsa_channel_class_terms,74e607e6aafc6765f24fe387d0fb17b7,dgm_tsa_channel_class_terms__74e607e6aafc6765f24fe387d0fb17b7
fresno yosemite international,Fresno Yosemite International Airport,fresno yosemite international airport,airport,,airport,,Airport,Fresno Yosemite International Airport,,dgm_tsa_channel_class_terms,04d15df5efa644153c806614553ccc43,dgm_tsa_channel_class_terms__04d15df5efa644153c806614553ccc43
friday harbor airport,Friday Harbor Airport,friday harbor airport,airport,,airport,,Airport,Friday Harbor Airport,,dgm_tsa_channel_class_terms,9f49f98dd67aa8173cd10ad8096287fc,dgm_tsa_channel_class_terms__9f49f98dd67aa8173cd10ad8096287fc
gainesville regional,Gainesville Regional Airport,gainesville regional airport,airport,,airport,,Airport,Gainesville Regional Airport,,dgm_tsa_channel_class_terms,0b463684db79f6a2ef48972c47ff451e,dgm_tsa_channel_class_terms__0b463684db79f6a2ef48972c47ff451e
edward g. pitka sr. airport,Edward G. Pitka Sr. Airport,edward g. pitka sr. airport,airport,,airport,,Airport,Edward G. Pitka Sr. Airport,,dgm_tsa_channel_class_terms,b7595aa35fc8256222e468a7dc4ecd14,dgm_tsa_channel_class_terms__b7595aa35fc8256222e468a7dc4ecd14
northeast wyoming regional airport,Northeast Wyoming Regional Airport,northeast wyoming regional airport,airport,,airport,,Airport,Northeast Wyoming Regional Airport,,dgm_tsa_channel_class_terms,e075b721926646c1a75e6c299ddf82f3,dgm_tsa_channel_class_terms__e075b721926646c1a75e6c299ddf82f3
grand forks international airport,Grand Forks International Airport,grand forks international airport,airport,,airport,,Airport,Grand Forks International Airport,,dgm_tsa_channel_class_terms,75b520e8bf42c7311f9ccfc92385487a,dgm_tsa_channel_class_terms__75b520e8bf42c7311f9ccfc92385487a
grand junction regional airport,Grand Junction Regional Airport,grand junction regional airport,airport,,airport,,Airport,Grand Junction Regional Airport,,dgm_tsa_channel_class_terms,1612f2af909d0b4ebd38bd5cd6fb8bba,dgm_tsa_channel_class_terms__1612f2af909d0b4ebd38bd5cd6fb8bba
gerald r. ford international,Gerald R. Ford International Airport,gerald r. ford international airport,airport,,airport,,Airport,Gerald R. Ford International Airport,,dgm_tsa_channel_class_terms,7a7d6d5e41fca6d23aee903de1234654,dgm_tsa_channel_class_terms__7a7d6d5e41fca6d23aee903de1234654
great falls international,Great Falls International Airport,great falls international airport,airport,,airport,,Airport,Great Falls International Airport,,dgm_tsa_channel_class_terms,a8b17ee17369c4ba23b707f89f5fc5b3,dgm_tsa_channel_class_terms__a8b17ee17369c4ba23b707f89f5fc5b3
green bay–austin straubel,Green Bay–Austin Straubel International Airport,green bay–austin straubel international airport,airport,,airport,,Airport,Green Bay–Austin Straubel International Airport,,dgm_tsa_channel_class_terms,e7fbef5b046c396462f997b37f021db9,dgm_tsa_channel_class_terms__e7fbef5b046c396462f997b37f021db9
piedmont triad international,Piedmont Triad International Airport,piedmont triad international airport,airport,,airport,,Airport,Piedmont Triad International Airport,,dgm_tsa_channel_class_terms,446c9305a71421a5f2e655a44c20e301,dgm_tsa_channel_class_terms__446c9305a71421a5f2e655a44c20e301
pitt-greenville airport,Pitt-Greenville Airport,pitt-greenville airport,airport,,airport,,Airport,Pitt-Greenville Airport,,dgm_tsa_channel_class_terms,22c4c97e2b9bea93d3894a153e3d0f46,dgm_tsa_channel_class_terms__22c4c97e2b9bea93d3894a153e3d0f46
greenville-spartanburg international,Greenville-Spartanburg International Airport,greenville-spartanburg international airport,airport,,airport,,Airport,Greenville-Spartanburg International Airport,,dgm_tsa_channel_class_terms,ff8e0de49fdd74c987fe455f2072055a,dgm_tsa_channel_class_terms__ff8e0de49fdd74c987fe455f2072055a
gulfport-biloxi international,Gulfport-Biloxi International Airport,gulfport-biloxi international airport,airport,,airport,,Airport,Gulfport-Biloxi International Airport,,dgm_tsa_channel_class_terms,74b73176054867a5ccda6342b7776e3d,dgm_tsa_channel_class_terms__74b73176054867a5ccda6342b7776e3d
gunnison–crested butte regional airport,Gunnison–Crested Butte Regional Airport,gunnison–crested butte regional airport,airport,,airport,,Airport,Gunnison–Crested Butte Regional Airport,,dgm_tsa_channel_class_terms,8d6a76b165e1eb8a74cd8b81ec54bbf4,dgm_tsa_channel_class_terms__8d6a76b165e1eb8a74cd8b81ec54bbf4
hagerstown regional airport,Hagerstown Regional Airport,hagerstown regional airport,airport,,airport,,Airport,Hagerstown Regional Airport,,dgm_tsa_channel_class_terms,c3aecca7da199402189465e29c101e83,dgm_tsa_channel_class_terms__c3aecca7da199402189465e29c101e83
friedman memorial airport,Friedman Memorial Airport,friedman memorial airport,airport,,airport,,Airport,Friedman Memorial Airport,,dgm_tsa_channel_class_terms,eaa2a01d3ecb4bbd68d0228fc7ebcde9,dgm_tsa_channel_class_terms__eaa2a01d3ecb4bbd68d0228fc7ebcde9
hana airport,Hana Airport,hana airport,airport,,airport,,Airport,Hana Airport,,dgm_tsa_channel_class_terms,932d184881316ba4f9053d2d8db2e798,dgm_tsa_channel_class_terms__932d184881316ba4f9053d2d8db2e798
houghton county memorial airport,Houghton County Memorial Airport,houghton county memorial airport,airport,,airport,,Airport,Houghton County Memorial Airport,,dgm_tsa_channel_class_terms,9b7c265b118d3052c7bf17b2330cfc8c,dgm_tsa_channel_class_terms__9b7c265b118d3052c7bf17b2330cfc8c
valley international airport,Valley International Airport,valley international airport,airport,,airport,,Airport,Valley International Airport,,dgm_tsa_channel_class_terms,45a52069f333b4bbfdf7512de4a97ef7,dgm_tsa_channel_class_terms__45a52069f333b4bbfdf7512de4a97ef7
harrisburg international airport,Harrisburg International Airport,harrisburg international airport,airport,,airport,,Airport,Harrisburg International Airport,,dgm_tsa_channel_class_terms,af55cc36ab4261452f03813779c820f2,dgm_tsa_channel_class_terms__af55cc36ab4261452f03813779c820f2
hattiesburg-laurel regional airport,Hattiesburg-Laurel Regional Airport,hattiesburg-laurel regional airport,airport,,airport,,Airport,Hattiesburg-Laurel Regional Airport,,dgm_tsa_channel_class_terms,54b5373e2efa432a4621eef58a71fa3b,dgm_tsa_channel_class_terms__54b5373e2efa432a4621eef58a71fa3b
yampa valley regional airport,Yampa Valley Regional Airport,yampa valley regional airport,airport,,airport,,Airport,Yampa Valley Regional Airport,,dgm_tsa_channel_class_terms,38d6b05fabb810cc431c5d8a6a8338c0,dgm_tsa_channel_class_terms__38d6b05fabb810cc431c5d8a6a8338c0
helena regional airport,Helena Regional Airport,helena regional airport,airport,,airport,,Airport,Helena Regional Airport,,dgm_tsa_channel_class_terms,d9ffc0fdbef39e1f10d36608f2eb4bef,dgm_tsa_channel_class_terms__d9ffc0fdbef39e1f10d36608f2eb4bef
hilo international airport,Hilo International Airport,hilo international airport,airport,,airport,,Airport,Hilo International Airport,,dgm_tsa_channel_class_terms,50dacf56b3c848b0318506c2f46f4bb3,dgm_tsa_channel_class_terms__50dacf56b3c848b0318506c2f46f4bb3
hilton head airport,Hilton Head Airport,hilton head airport,airport,,airport,,Airport,Hilton Head Airport,,dgm_tsa_channel_class_terms,f6dadb18907c403f53bcb179967bed32,dgm_tsa_channel_class_terms__f6dadb18907c403f53bcb179967bed32
homer airport,Homer Airport,homer airport,airport,,airport,,Airport,Homer Airport,,dgm_tsa_channel_class_terms,11e930b341b697d02a5cd5e37650de01,dgm_tsa_channel_class_terms__11e930b341b697d02a5cd5e37650de01
daniel k. inouye international airport,Daniel K. Inouye International Airport,daniel k. inouye international airport,airport,,airport,,Airport,Daniel K. Inouye International Airport,,dgm_tsa_channel_class_terms,09d0448d70dce76ee1ef5a9fdbd7f1fd,dgm_tsa_channel_class_terms__09d0448d70dce76ee1ef5a9fdbd7f1fd
ellington field joint reserve base,Ellington Field Joint Reserve Base,ellington field joint reserve base,airport,,airport,,Airport,Ellington Field Joint Reserve Base,,dgm_tsa_channel_class_terms,26a05f1fa6ee98d880d1fd6bf0ffe0d1,dgm_tsa_channel_class_terms__26a05f1fa6ee98d880d1fd6bf0ffe0d1
william p. hobby airport,William P. Hobby Airport,william p. hobby airport,airport,,airport,,Airport,William P. Hobby Airport,,dgm_tsa_channel_class_terms,68877034b11073e8752282ac249bcf7c,dgm_tsa_channel_class_terms__68877034b11073e8752282ac249bcf7c
george bush intercontinental airport,George Bush Intercontinental Airport,george bush intercontinental airport,airport,,airport,,Airport,George Bush Intercontinental Airport,,dgm_tsa_channel_class_terms,8f8c2c3ac50ea50f0659068ed22cbd52,dgm_tsa_channel_class_terms__8f8c2c3ac50ea50f0659068ed22cbd52
tri-state airport,Tri-State Airport,tri-state airport,airport,,airport,,Airport,Tri-State Airport,,dgm_tsa_channel_class_terms,d4781b8e984accea5880ed8aad0e87b2,dgm_tsa_channel_class_terms__d4781b8e984accea5880ed8aad0e87b2
huntsville international airport,Huntsville International Airport,huntsville international airport,airport,,airport,,Airport,Huntsville International Airport,,dgm_tsa_channel_class_terms,a86fde0cd7a7897e73b57225ffa2734c,dgm_tsa_channel_class_terms__a86fde0cd7a7897e73b57225ffa2734c
cape cod gateway airport,Cape Cod Gateway Airport,cape cod gateway airport,airport,,airport,,Airport,Cape Cod Gateway Airport,,dgm_tsa_channel_class_terms,eaae27cfc974dccb7294f8e26417b0ea,dgm_tsa_channel_class_terms__eaae27cfc974dccb7294f8e26417b0ea
idaho falls regional airport,Idaho Falls Regional Airport,idaho falls regional airport,airport,,airport,,Airport,Idaho Falls Regional Airport,,dgm_tsa_channel_class_terms,99a3a3729943af811cc6cd3ab2713344,dgm_tsa_channel_class_terms__99a3a3729943af811cc6cd3ab2713344
imperial county airport,Imperial County Airport,imperial county airport,airport,,airport,,Airport,Imperial County Airport,,dgm_tsa_channel_class_terms,e6a1b8479aaa3b741f62893fb19eac92,dgm_tsa_channel_class_terms__e6a1b8479aaa3b741f62893fb19eac92
indianapolis international airport,Indianapolis International Airport,indianapolis international airport,airport,,airport,,Airport,Indianapolis International Airport,,dgm_tsa_channel_class_terms,96b5580602620f3b32920fbd2dffd8c5,dgm_tsa_channel_class_terms__96b5580602620f3b32920fbd2dffd8c5
falls international airport,Falls International Airport,falls international airport,airport,,airport,,Airport,Falls International Airport,,dgm_tsa_channel_class_terms,c7c7cd41c9e8c0221243b32c6ebaae8b,dgm_tsa_channel_class_terms__c7c7cd41c9e8c0221243b32c6ebaae8b
inyokern airport,Inyokern Airport,inyokern airport,airport,,airport,,Airport,Inyokern Airport,,dgm_tsa_channel_class_terms,231f3f4f64e06a353720d9669bacda7d,dgm_tsa_channel_class_terms__231f3f4f64e06a353720d9669bacda7d
long island macarthur airport,Long Island MacArthur Airport,long island macarthur airport,airport,,airport,,Airport,Long Island MacArthur Airport,,dgm_tsa_channel_class_terms,3c046eafe03f26bab96ac65cb6d1b20f,dgm_tsa_channel_class_terms__3c046eafe03f26bab96ac65cb6d1b20f
ithaca tompkins international airport,Ithaca Tompkins International Airport,ithaca tompkins international airport,airport,,airport,,Airport,Ithaca Tompkins International Airport,,dgm_tsa_channel_class_terms,4d7dd4c3faba572ef12cf25c342cc027,dgm_tsa_channel_class_terms__4d7dd4c3faba572ef12cf25c342cc027
jackson-medgar wiley evers,Jackson-Medgar Wiley Evers International Airport,jackson-medgar wiley evers international airport,airport,,airport,,Airport,Jackson-Medgar Wiley Evers International Airport,,dgm_tsa_channel_class_terms,a47b23da3eafae29e7af56fddc7c43dd,dgm_tsa_channel_class_terms__a47b23da3eafae29e7af56fddc7c43dd
jackson hole airport,Jackson Hole Airport,jackson hole airport,airport,,airport,,Airport,Jackson Hole Airport,,dgm_tsa_channel_class_terms,e0cc20c6f3ee64070c103962ac3378c9,dgm_tsa_channel_class_terms__e0cc20c6f3ee64070c103962ac3378c9
jacksonville international airport,Jacksonville International Airport,jacksonville international airport,airport,,airport,,Airport,Jacksonville International Airport,,dgm_tsa_channel_class_terms,49cd4de2db3c3df2ad61841875282231,dgm_tsa_channel_class_terms__49cd4de2db3c3df2ad61841875282231
albert j. ellis airport,Albert J. Ellis Airport,albert j. ellis airport,airport,,airport,,Airport,Albert J. Ellis Airport,,dgm_tsa_channel_class_terms,db4f549c132fa1739e665f11166e8c14,dgm_tsa_channel_class_terms__db4f549c132fa1739e665f11166e8c14
chautauqua county/jamestown airport,Chautauqua County/Jamestown Airport,chautauqua county/jamestown airport,airport,,airport,,Airport,Chautauqua County/Jamestown Airport,,dgm_tsa_channel_class_terms,de7c25f737d36eeea17ebc6614af9568,dgm_tsa_channel_class_terms__de7c25f737d36eeea17ebc6614af9568
john murtha johnstown-cambria,John Murtha Johnstown-Cambria County Airport,john murtha johnstown-cambria county airport,airport,,airport,,Airport,John Murtha Johnstown-Cambria County Airport,,dgm_tsa_channel_class_terms,9166e9df56f3712e7373ed79595f4211,dgm_tsa_channel_class_terms__9166e9df56f3712e7373ed79595f4211
joplin regional airport,Joplin Regional Airport,joplin regional airport,airport,,airport,,Airport,Joplin Regional Airport,,dgm_tsa_channel_class_terms,9dcebaffe30cfdead38d50cc90c6e83d,dgm_tsa_channel_class_terms__9dcebaffe30cfdead38d50cc90c6e83d
juneau international airport,Juneau International Airport,juneau international airport,airport,,airport,,Airport,Juneau International Airport,,dgm_tsa_channel_class_terms,ad2869c18fd1e93ecc6829ddb9a15728,dgm_tsa_channel_class_terms__ad2869c18fd1e93ecc6829ddb9a15728
