keyword,keyword_upper,caption_name,location_name,location_lower,location (state),type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cminezdbarron,CMInezDBarron,NYC Councilmember Barron,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Barron,,EO_Mentioner,fcd98237934b18111d2ee9527ac9d4f9,EO_Mentioner__868c68557266241fbfef481f3aedcd2d
darma37cd,Darma37cd,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,a84987d35d85d16f05d6104ef409e304,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
cmfarahlouis,CMFarahLouis,NYC Councilmember Louis,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Louis,,EO_Mentioner,d0b60e440df432f4393251f4e1c5d213,EO_Mentioner__76bcfad44a19b64886361842d5ef4521
nycc_levine,NYCC_Levine,NYC Councilmember Levine,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levine,,EO_Mentioner,8142716835473bd403f667ed612fb004,EO_Mentioner__d85aa20a7dd197b129907fad442d8be5
cmreynoso34,CMReynoso34,NYC Councilmember Reynoso,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Reynoso,,EO_Mentioner,d2d2851ada300f99f5c31f9788b315b5,EO_Mentioner__b24e009c453764f0f5d8519635f0c84a
alickaasamuel41,AlickaASamuel41,NYC Councilmember Ampry-Samuel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ampry-Samuel,,EO_Mentioner,362949118e8c9a24dadaa493a2dcd430,EO_Mentioner__767c4710b1e82063bbe29f425f3668d2
nycspeakercojo,NYCSpeakerCoJo,NYC Councilmember Johnson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Johnson,,EO_Mentioner,aa49ef5a5f6f5d13191413d1cc86718b,EO_Mentioner__8a445016c0d129b102f8f2a9bc3b4e34
bobholdennyc,BobHoldenNYC,NYC Councilmember Holden,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Holden,,EO_Mentioner,bd2ef72289695a957ffe9d07c4fc5007,EO_Mentioner__f9938e93a997850ac1b857e75fda470a
adriennecd28,AdrienneCD28,NYC Councilmember Adams,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Adams,,EO_Mentioner,d2cf50108ced2c83a7c3c4f5a6820b61,EO_Mentioner__c41c177b22a9871c9479b96f05e8372a
kalmanyegernyc,KalmanYegerNYC,NYC Councilmember Yeger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Yeger,,EO_Mentioner,081a3c43a835ed73d9291e59e367cfc0,EO_Mentioner__14ce77182de2cf9c116e1ac9c54a6e04
dianaayalanyc,DianaAyalaNYC,NYC Councilmember Ayala,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ayala,,EO_Mentioner,48517427208c96855768ed73ce56fb15,EO_Mentioner__3cb751e9e56f391eed8916aeaf25193b
kevincriley,KevinCRiley,NYC Councilmember Riley,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Riley,,EO_Mentioner,da5b4fe4469778ba7579f7e0f7ce00dc,EO_Mentioner__fe899be4e0c1fd942ce7f3d5e9f5cc9f
cmcarlinarivera,CMCarlinaRivera,NYC Councilmember Rivera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rivera,,EO_Mentioner,5f4daa23522b29a4c33430db3c50fd88,EO_Mentioner__6a151b602557687849259d1781ccf32d
markgjonajny,MarkGjonajNY,NYC Councilmember Gjonaj,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Gjonaj,,EO_Mentioner,15c17fbff9d887a6f6a786a80c060e8d,EO_Mentioner__418b7c82e8b5edaab6170c2420443a70
billperkinsnyc,BillPerkinsNYC,NYC Councilmember Perkins,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Perkins,,EO_Mentioner,df69f329e8f3d0ee53a2538af384a88c,EO_Mentioner__5b16ffe0146307125d39be75b601a359
nyccouncil38,NYCCouncil38,NYC Councilmember Menchaca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Menchaca,,EO_Mentioner,d5c5c73bd5b7c6328743d4332c90fae4,EO_Mentioner__ea115f2beb02c271f48b67450c66e9fb
salamancajr80,Salamancajr80,NYC Councilmember Salamanca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Salamanca,,EO_Mentioner,44e018386cfb57d401bd3b1108a96b1f,EO_Mentioner__1d6d1e937d1ea9f392510fdce867957e
cmlauriecumbo,cmlauriecumbo,NYC Councilmember Cumbo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cumbo,,EO_Mentioner,3dc4fc5887311fa7e12cef8d76084b90,EO_Mentioner__662b78405831ed4b1a68da57805c26f8
keithpowersnyc,KeithPowersNYC,NYC Councilmember Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Powers,,EO_Mentioner,8f1cbcd28023c3e2ac5bc77ccb043256,EO_Mentioner__4c1ba7dbd6a69b854bc34105f9241ddf
chaimdeutsch,ChaimDeutsch,NYC Councilmember Deutsch,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Deutsch,,EO_Mentioner,afb9e164f24fa83f7c767a05680788c2,EO_Mentioner__41412921bb597a78aa1ea0341187705a
cmkoslowitz,CMKoslowitz,NYC Councilmember Koslowitz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koslowitz,,EO_Mentioner,79da4f280a37df425ace4fe59ad8a87c,EO_Mentioner__b248b4cea9bdb128f2396389c7d9b234
costa4ny,Costa4NY,NYC Councilmember Constantinides,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Constantinides,,EO_Mentioner,6fa309999a46cb275efc220c70f50115,EO_Mentioner__a092434238fc15fab70a181fb2f68402
reynosobrooklyn,ReynosoBrooklyn,NYC Councilmember Reynoso,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Reynoso,,EO_Mentioner,9ad23f8a7b0eab9dca56b022922279da,EO_Mentioner__b24e009c453764f0f5d8519635f0c84a
cmpeterkoo,CMPeterKoo,NYC Councilmember Koo,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Koo,,EO_Mentioner,fea9c9a2e72cad61353062743f00bed6,EO_Mentioner__c0345a1c3ae521e9379cb6a83c61cdca
powers4queens,Powers4Queens,NYC Councilmember Brooks-Powers,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Brooks-Powers,,EO_Mentioner,1df7267ee8cde0779553fa6506aab09d,EO_Mentioner__c01dbd003ecc6b7389c36d6a8fa9a52c
cmmathieueugene,CMMathieuEugene,NYC Councilmember Eugene,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Eugene,,EO_Mentioner,b596a78ec259d25173a10f83e263a334,EO_Mentioner__9948177fa0f397c545cf3fce4b3acbc4
franciscomoyany,FranciscoMoyaNY,NYC Councilmember Moya,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Moya,,EO_Mentioner,a2857c49c368ccecae532f90189ad793,EO_Mentioner__98dff672c2ce2cb03da2bb829edcf860
rc4bk,rc4bk,NYC Councilmember Cornegy,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cornegy,,EO_Mentioner,5220a7fa2deef27f05734a4d92bb845c,EO_Mentioner__bdd7d325e5f9007ec19cc5aae521944f
stephenlevin33,StephenLevin33,NYC Councilmember Levin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levin,,EO_Mentioner,5dcfccb525bc445f59a6b3189a9d18c3,EO_Mentioner__6fc860b7f660220bce57a92a8cb9c6cc
jumaanewilliams,JumaaneWilliams,NYC Councilmember Williams,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Williams,,EO_Mentioner,94ec997659e2d8fb4703708c0aaa134e,EO_Mentioner__748755ecbcb89ec54f2665cb22259530
coreyinnyc,CoreyinNYC,NYC Councilmember Johnson,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Johnson,,EO_Mentioner,a44e98969f2ca13357f601604e0ba46d,EO_Mentioner__8a445016c0d129b102f8f2a9bc3b4e34
marktreyger718,MarkTreyger718,NYC Councilmember Treyger,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Treyger,,EO_Mentioner,a46b0439c51fbcb424067a6dc6993e9d,EO_Mentioner__5b70ea44543538ee8d8ce06fc8d0a00b
joeborellinyc,JoeBorelliNYC,NYC Councilmember Borelli,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Borelli,,EO_Mentioner,17b02f53bae33df35086fe736bcbc1b4,EO_Mentioner__071f31197e0e6acea7efa2763037b216
fcabrerany,FCabreraNY,NYC Councilmember Cabrera,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Cabrera,,EO_Mentioner,8eed255cc054d9b482b364fc61b6f897,EO_Mentioner__97145171acd25ca1eb1357dd862cf7f8
cmdebirose,CMDebiRose,NYC Councilmember Rose,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rose,,EO_Mentioner,a83e2ab5399db87aa204b97727208875,EO_Mentioner__5c7c7a17cbdf47b82e22caaa75d7c744
dromm25,Dromm25,NYC Councilmember Dromm,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Dromm,,EO_Mentioner,f5991ab5fe028e94157ef740ae4fd04e,EO_Mentioner__db26f8b329b06263666427b4e3bd8ff6
ydanis,ydanis,NYC Councilmember Rodriguez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Rodriguez,,EO_Mentioner,b191f466307007583e3a3daf32749885,EO_Mentioner__7380026535452a72a5f99ba2ac9f9cfd
eric_ulrich,eric_ulrich,NYC Councilmember Ulrich,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Ulrich,,EO_Mentioner,b1e5cf507dae90dad548eb08659167fe,EO_Mentioner__a782fa32a528792f3316e97d166885c8
alickasamuel,alickasamuel,NYC Councilmember Samuel,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Samuel,,EO_Mentioner,24aada1eac46e586658fcc8a7bef7b61,EO_Mentioner__4dac1dda5164e0a5ae206eef3f465cfe
revrubendiaz,revrubendiaz,NYC Councilmember Diaz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Diaz,,EO_Mentioner,1822c5e1ef5c55dee6ff3a12f8d310e5,EO_Mentioner__35c5e0ef0d9fd15a9627e7a9d536714e
cm_margaretchin,CM_MargaretChin,NYC Councilmember Chin,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Chin,,EO_Mentioner,1bc87ce7904d748ace901e01afb6b0ca,EO_Mentioner__e88d9ef16ec59ddd91a6f411a08df58f
rorylancman,RoryLancman,NYC Councilmember Lancman,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Lancman,,EO_Mentioner,ae089f1764adb6f461a196ae383453e0,EO_Mentioner__757cebda46d87099a33accb9e113c87d
marklevinenyc,MarkLevineNYC,NYC Councilmember Levine,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Levine,,EO_Mentioner,09a9f91b4d9a73cc69b3f57eb9eb201f,EO_Mentioner__d85aa20a7dd197b129907fad442d8be5
cmenchaca,cmenchaca,NYC Councilmember Menchaca,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,NYC Councilmember Menchaca,,EO_Mentioner,78fdf69aac5cae4fb50e902bd45ce658,EO_Mentioner__ea115f2beb02c271f48b67450c66e9fb
billdeblasio,BilldeBlasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,d36ff96ed7b7ce3ecb138ecd052bea3f,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
nycmayor,NYCMayor,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,16597efcc93f84cbdd4d5fbfca278beb,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
bill de blasio,Bill de Blasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,a5f13486e2ac480600e2667969bf999a,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
billdeblasio,BilldeBlasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,61efe4bf87c06bb6cc3ace8683ce0847,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
nyc mayor de blasio,NYC Mayor de Blasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,0ed743930332f1511db8ee3f3b0a3b71,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
new york mayor de blasio,New York Mayor de Blasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,e71799cf281327e44ba4cc60241ecb01,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
new york city mayor de blasio,New York City Mayor de Blasio,New York City Mayor de Blasio,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Mayor de Blasio,,EO_Mentioner,5e65056c819441d8ef86768e9b5b04f4,EO_Mentioner__30dd9b754462d3a3e89c0cc6a63c86fc
darcel d. clark,Darcel D. Clark,Bronx District Attorney Clark,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Bronx District Attorney Clark,,EO_Mentioner,3e9dac2cc35c992218700cd4e52dc78b,EO_Mentioner__fa50301879a05a900b4bebf2af2f08c3
darcel clark,Darcel Clark,Bronx District Attorney Clark,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Bronx District Attorney Clark,,EO_Mentioner,c308facc75e113bfeb6caeb3a25b5bc2,EO_Mentioner__fa50301879a05a900b4bebf2af2f08c3
darcelclark,DarcelClark,Bronx District Attorney Clark,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Bronx District Attorney Clark,,EO_Mentioner,fe173db560d36625a4277e5e86910714,EO_Mentioner__fa50301879a05a900b4bebf2af2f08c3
bronxdaclark,BronxDAClark,Bronx District Attorney Clark,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Bronx District Attorney Clark,,EO_Mentioner,27a888e67286d5cc48bf5b656c31e650,EO_Mentioner__fa50301879a05a900b4bebf2af2f08c3
eric gonzalez,Eric Gonzalez,Kings County District Attorney Gonzalez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Kings County District Attorney Gonzalez,,EO_Mentioner,1e28215010a1fb154146933a2db56a61,EO_Mentioner__60cd2ce79feb73a274f6129614263913
ericgonzalez,EricGonzalez,Kings County District Attorney Gonzalez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Kings County District Attorney Gonzalez,,EO_Mentioner,b6be059610a76a3d0bc31e3c35213568,EO_Mentioner__60cd2ce79feb73a274f6129614263913
ericgonzalez4da,EricGonzalez4DA,Kings County District Attorney Gonzalez,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Kings County District Attorney Gonzalez,,EO_Mentioner,930b64f71e0c909a70f8f9d09d6e5337,EO_Mentioner__60cd2ce79feb73a274f6129614263913
"cyrus r. vance, jr.","Cyrus R. Vance, Jr.",New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,ea951421ec9ca4024f613c8a914ea66a,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
cyrus vance jr,Cyrus Vance Jr,New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,069d998401b6c5ef866babf2996a8456,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
cyrus vance,Cyrus Vance,New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,2c879bfdf481d2f3e1448e3a3998d39c,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
cyrusvance,CyrusVance,New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,5eaa894c5f11c9756209361dca9e8ed5,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
cyrusvancejr,CyrusVanceJr,New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,5533e7afceb36f4020e3f062f3943f59,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
manhattanda,ManhattanDA,New York County District Attorney Vance Jr.,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York County District Attorney Vance Jr.,,EO_Mentioner,6ec7e506763c2fc63218a917bb131d6a,EO_Mentioner__247de86eea9f7a5f066c6b4f1f4c9165
melinda katz,Melinda Katz,Queens County District Attorney Katz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Queens County District Attorney Katz,,EO_Mentioner,798ba11fc2e068650282de951270c298,EO_Mentioner__07c54103a3b0ed7f637b68961131a976
melindakatz,MelindaKatz,Queens County District Attorney Katz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Queens County District Attorney Katz,,EO_Mentioner,d3ff009ffcd27a1e07a75a920d7dbaab,EO_Mentioner__07c54103a3b0ed7f637b68961131a976
melindakatz,MelindaKatz,Queens County District Attorney Katz,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,Queens County District Attorney Katz,,EO_Mentioner,7498ee7b17a4c5e817947025f12eda89,EO_Mentioner__07c54103a3b0ed7f637b68961131a976
michael e. mcmahon,Michael E. McMahon,District Attorney of Richmond County McMahon,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,District Attorney of Richmond County McMahon,,EO_Mentioner,3ce4b1da533793741cfb9fe98a1453ec,EO_Mentioner__94cba198dd2c1391da458d873e3ff5ba
michael mcmahon,Michael McMahon,District Attorney of Richmond County McMahon,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,District Attorney of Richmond County McMahon,,EO_Mentioner,9e0c79c61beb37fb210402bbab358aad,EO_Mentioner__94cba198dd2c1391da458d873e3ff5ba
michaelmcmahon,MichaelMcMahon,District Attorney of Richmond County McMahon,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,District Attorney of Richmond County McMahon,,EO_Mentioner,b59450fb84b03db0d17ee52a905a1ecf,EO_Mentioner__94cba198dd2c1391da458d873e3ff5ba
repmikemcmahon,RepMikeMcMahon,District Attorney of Richmond County McMahon,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,District Attorney of Richmond County McMahon,,EO_Mentioner,d504b3b3f3f3cd06d2fffbc9f6a72fb5,EO_Mentioner__94cba198dd2c1391da458d873e3ff5ba
dermot shea,Dermot Shea,New York City Police Commissioner Shea,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Commissioner Shea,,EO_Mentioner,b768850cfeadd61f79c9be756db5233f,EO_Mentioner__4de40650a5dbdbfdde599233dedce7f8
dermotshea,DermotShea,New York City Police Commissioner Shea,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Commissioner Shea,,EO_Mentioner,bd90382acd9ce8e9419b591257b3e339,EO_Mentioner__4de40650a5dbdbfdde599233dedce7f8
nypdshea,NYPDShea,New York City Police Commissioner Shea,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Commissioner Shea,,EO_Mentioner,60da108910ac5d18ab82a61c14626bc6,EO_Mentioner__4de40650a5dbdbfdde599233dedce7f8
rodney k. harrison,Rodney K. Harrison,New York City Police Chief Harrison,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Chief Harrison,,EO_Mentioner,b8324008d177879af178dd75c2498c3a,EO_Mentioner__9b44105e92f8ec0965354ab900851295
rodney harrison,Rodney Harrison,New York City Police Chief Harrison,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Chief Harrison,,EO_Mentioner,97563abfbc95b4680c8bda979669df4f,EO_Mentioner__9b44105e92f8ec0965354ab900851295
rodneyharrison,RodneyHarrison,New York City Police Chief Harrison,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Chief Harrison,,EO_Mentioner,6428ca2071b3aa9e031b849bf744e0e1,EO_Mentioner__9b44105e92f8ec0965354ab900851295
nypdchiefofdept,NYPDChiefOfDept,New York City Police Chief Harrison,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York City Police Chief Harrison,,EO_Mentioner,0f0c68d96dfa6c51f6d41a4dff527cfa,EO_Mentioner__9b44105e92f8ec0965354ab900851295
letitia james,Letitia James,New York Attorney General James,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York Attorney General James,,EO_Mentioner,9932ac0695538c922a79392917ddd94d,EO_Mentioner__827ab88e11a4f0bea2331dd50a69b845
letitiajames,LetitiaJames,New York Attorney General James,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York Attorney General James,,EO_Mentioner,5451f9a74957ac122f00aeb3e3476119,EO_Mentioner__827ab88e11a4f0bea2331dd50a69b845
tish james,Tish James,New York Attorney General James,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York Attorney General James,,EO_Mentioner,811a20adcbe57a8472d0458a160222f6,EO_Mentioner__827ab88e11a4f0bea2331dd50a69b845
tishjames,TishJames,New York Attorney General James,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York Attorney General James,,EO_Mentioner,fb8fdfe3dc25bf971c78fca9ab7ae7f4,EO_Mentioner__827ab88e11a4f0bea2331dd50a69b845
tishjames,TishJames,New York Attorney General James,NYC,nyc,,CityOfficial,general.alert4,Cityofficial,New York Attorney General James,,EO_Mentioner,78fc34c83745b2f5f0e3e891c241c3e8,EO_Mentioner__827ab88e11a4f0bea2331dd50a69b845
mike feuer,Mike Feuer,Los Angeles City Attorney Feuer,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Attorney Feuer,,EO_Mentioner,6688700c03141eca154652c0b2c48054,EO_Mentioner__eea50011da4f932007c102d70718f968
mikefeuer,MikeFeuer,Los Angeles City Attorney Feuer,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Attorney Feuer,,EO_Mentioner,21665f2114b7d824c5b692dbf7624a89,EO_Mentioner__eea50011da4f932007c102d70718f968
mike_feuer,Mike_Feuer,Los Angeles City Attorney Feuer,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Attorney Feuer,,EO_Mentioner,8c482f0b37278b4ae02f9bde23bfc1a7,EO_Mentioner__eea50011da4f932007c102d70718f968
ron galperin,Ron Galperin,Los Angeles City Controller Galperin,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Controller Galperin,,EO_Mentioner,12ccc7cb654a2f15df5ba0a14cd1cc8f,EO_Mentioner__1222786fd2b68495e806d795db9e5f65
rongalperin,RonGalperin,Los Angeles City Controller Galperin,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Controller Galperin,,EO_Mentioner,7f8c5d062031c6efb0f893589361a702,EO_Mentioner__1222786fd2b68495e806d795db9e5f65
lacontroller,LAController,Los Angeles City Controller Galperin,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles City Controller Galperin,,EO_Mentioner,58a812ae422180981dd86fb8cb40d872,EO_Mentioner__1222786fd2b68495e806d795db9e5f65
george gascon,George Gascon,Los Angeles County District Attorney Gascon,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles County District Attorney Gascon,,EO_Mentioner,b770ad960b43f836f0f7c63cbb0e02a1,EO_Mentioner__a823721392f5d591c7844808f3069ec5
georgegascon,GeorgeGascon,Los Angeles County District Attorney Gascon,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles County District Attorney Gascon,,EO_Mentioner,a28118af6c3d57a68b893c5fef484494,EO_Mentioner__a823721392f5d591c7844808f3069ec5
georgegascon,GeorgeGascon,Los Angeles County District Attorney Gascon,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles County District Attorney Gascon,,EO_Mentioner,b6ed34692218701aefd692b0acede39f,EO_Mentioner__a823721392f5d591c7844808f3069ec5
alex villanueva,Alex Villanueva,Los Angeles County Sheriff Villanueva,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles County Sheriff Villanueva,,EO_Mentioner,36d9501c67d01aca707fbd1f76629d66,EO_Mentioner__24b2644f53550d787cc1de6e858c696b
alexvillanueva,AlexVillanueva,Los Angeles County Sheriff Villanueva,Los Angeles,los angeles,,CityOfficial,general.alert4,Cityofficial,Los Angeles County Sheriff Villanueva,,EO_Mentioner,28d6d45e6c0e303d4acbfe5b9c33492c,EO_Mentioner__24b2644f53550d787cc1de6e858c696b
