handle,caption_name,location_lower,exclude_groups,Location City,Location Country,Alternate Location (city/statge/region/country/constituency),.1,.2,Firstname,Lastname,Entity Type,Entity Type 2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
luistibeoficial,Brazilian Legislator Tibe,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Keyphrase,Brazilian Legislator Tibe,,int_leg_handles,c09d086d52183a1d2a5cbddc2e0a4bd8,int_leg_handles__c09d086d52183a1d2a5cbddc2e0a4bd8
luisa_canziani,Brazilian Legislator Canziani,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,ForeignMinister,Brazilian Legislator Canziani,,int_leg_handles,12f03942d63196157804bbd5335c4b31,int_leg_handles__12f03942d63196157804bbd5335c4b31
depluizantonio,Brazilian Legislator Correa,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Correa,,int_leg_handles,0eced3c1ab8dbcc4193ce7ca032f59b8,int_leg_handles__0eced3c1ab8dbcc4193ce7ca032f59b8
doutorluizinhot,Brazilian Legislator Junior,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Consulates,Brazilian Legislator Junior,,int_leg_handles,28a502d56e4ebf449e6b6d17ab36f3d7,int_leg_handles__28a502d56e4ebf449e6b6d17ab36f3d7
lcm_motta,Brazilian Legislator Motta,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Motta,,int_leg_handles,9493fdfeb839e6d31d50b158e97f4726,int_leg_handles__9493fdfeb839e6d31d50b158e97f4726
luizaogoulart,Brazilian Legislator Goulart,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,DiplomaticFacilities,Brazilian Legislator Goulart,,int_leg_handles,40a5398d9e7a5387040856e0f7d40e5f,int_leg_handles__40a5398d9e7a5387040856e0f7d40e5f
oficialluizlima,Brazilian Legislator Lima,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,News,Brazilian Legislator Lima,,int_leg_handles,ad56f50fb4247caf134ff1dc30e2ea55,int_leg_handles__ad56f50fb4247caf134ff1dc30e2ea55
luiznishimori,Brazilian Legislator Nishimori,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Diplomat,Brazilian Legislator Nishimori,,int_leg_handles,3aac71c63c4ba9e9933091367371ca99,int_leg_handles__3aac71c63c4ba9e9933091367371ca99
drluizovando,Brazilian Legislator Ovando,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Shipping,Brazilian Legislator Ovando,,int_leg_handles,e259d27f217c3d37eaba7417d4339431,int_leg_handles__e259d27f217c3d37eaba7417d4339431
lpbragancabr,Brazilian Legislator Braganza,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,CompanyKeyword,Brazilian Legislator Braganza,,int_leg_handles,328d06bc40973081dbc183dd0365285d,int_leg_handles__328d06bc40973081dbc183dd0365285d
luizaerundina,Brazilian Legislator Erundina,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,Legislator,Brazilian Legislator Erundina,,int_leg_handles,d93ee977b61fcd23247391950c9f59ed,int_leg_handles__d93ee977b61fcd23247391950c9f59ed
luiziannelinspt,Brazilian Legislator Lins,brazil,brazil,,Brazil,,,,,,Legislator,Member of the Chamber of Deputies of Brazil,space,Brazilian Legislator Lins,,int_leg_handles,c067d9912713d4df6acadaa8e619030e,int_leg_handles__c067d9912713d4df6acadaa8e619030e
mofattomagda,Brazilian Legislator Mofatto,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Legislator,Brazilian Legislator Mofatto,,int_leg_handles,b620f12e284ed6cd9ca5119952073945,int_leg_handles__b620f12e284ed6cd9ca5119952073945
majorfabianadep,Brazilian Legislator Souza,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,FTO,Brazilian Legislator Souza,,int_leg_handles,37f13ed037941240a55df15015483af2,int_leg_handles__37f13ed037941240a55df15015483af2
majorvitorhugo,Brazilian Legislator Almeida,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,DiplomaticFacilities,Brazilian Legislator Almeida,,int_leg_handles,ce3966d9b410b2d6a62729416f5f3bec,int_leg_handles__ce3966d9b410b2d6a62729416f5f3bec
prmanuelmarcos,Former Brazilian Legislator Marcos,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,space,Former Brazilian Legislator Marcos,,int_leg_handles,a7174d9eda8cc995c032368c54dcf128,int_leg_handles__a7174d9eda8cc995c032368c54dcf128
mararocha4545,Brazilian Legislator Rocha,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,IndustryTerm,Brazilian Legislator Rocha,,int_leg_handles,4b0096bffe78d89de324c86808c39b8b,int_leg_handles__4b0096bffe78d89de324c86808c39b8b
marcelvanhattem,Brazilian Legislator Van Hattem,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Keyphrase,Brazilian Legislator Van Hattem,,int_leg_handles,77d6741c23dc2b59625c2a959f0b38b1,int_leg_handles__77d6741c23dc2b59625c2a959f0b38b1
marceloalvaroan,Brazilian Legislator Van Antonio,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,CompanyKeyword,Brazilian Legislator Van Antonio,,int_leg_handles,65a3ac8080bb7db61a40c4a714d3b763,int_leg_handles__65a3ac8080bb7db61a40c4a714d3b763
marceloaro,Brazilian Legislator Van Aro,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,ForeignMinistry,Brazilian Legislator Van Aro,,int_leg_handles,5e16853592017f54a7a0f4910c49f1da,int_leg_handles__5e16853592017f54a7a0f4910c49f1da
caleromarcelo,Former Brazilian Legislator Calero,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,Refinery,Former Brazilian Legislator Calero,,int_leg_handles,278008944fd36d949cbf9b33d2ae6eff,int_leg_handles__278008944fd36d949cbf9b33d2ae6eff
marcelofreixo,Brazilian Legislator Freixo,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,FTO,Brazilian Legislator Freixo,,int_leg_handles,35207e558cc7a30157ffe94953332675,int_leg_handles__35207e558cc7a30157ffe94953332675
marcelodmoraes,Brazilian Legislator Moraes,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Moraes,,int_leg_handles,6a33949d1823eca6514a03eff918f322,int_leg_handles__6a33949d1823eca6514a03eff918f322
depmarcelonilo,Brazilian Legislator Nilo,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,DiplomaticFacilities,Brazilian Legislator Nilo,,int_leg_handles,24b0d92e955b4a4b59fca3e35dcf803e,int_leg_handles__24b0d92e955b4a4b59fca3e35dcf803e
marceloramosam,Brazilian Legislator Ramos,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Legislator,Brazilian Legislator Ramos,,int_leg_handles,23769ac505958db71d5ff6325b533f7a,int_leg_handles__23769ac505958db71d5ff6325b533f7a
alvinomarcio,Brazilian Legislator Alvino,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Organization,Brazilian Legislator Alvino,,int_leg_handles,56ca16ea99518592fc9c509384f83a65,int_leg_handles__56ca16ea99518592fc9c509384f83a65
marciobiolchi,Brazilian Legislator Biolchi,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Biolchi,,int_leg_handles,f5b0562d3474beee39a04fad930089eb,int_leg_handles__f5b0562d3474beee39a04fad930089eb
marciolabre,Brazilian Legislator Labre,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,AAEntity,Brazilian Legislator Labre,,int_leg_handles,df8142743668360ef6347c54bd1c39dd,int_leg_handles__df8142743668360ef6347c54bd1c39dd
marciojerry,Brazilian Legislator Jerry,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,CompanyKeyword,Brazilian Legislator Jerry,,int_leg_handles,9076bd2b0868de1842cd599c13982a75,int_leg_handles__9076bd2b0868de1842cd599c13982a75
dpmarciomarinho,Brazilian Legislator Marinho,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Keyphrase,Brazilian Legislator Marinho,,int_leg_handles,c1fea9286b0fbf7df67fbace516947e7,int_leg_handles__c1fea9286b0fbf7df67fbace516947e7
marcobertaiolli,Brazilian Legislator Bertaiolli,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,AAEntity,Brazilian Legislator Bertaiolli,,int_leg_handles,19855c9b187fb7e141a12f6dbdac4970,int_leg_handles__19855c9b187fb7e141a12f6dbdac4970
marcofeliciano,Brazilian Legislator Feliciano,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Organization,Brazilian Legislator Feliciano,,int_leg_handles,7aab2ecc83d7b0a7eb8c864b13ba2b1a,int_leg_handles__7aab2ecc83d7b0a7eb8c864b13ba2b1a
marcosa_sampaio,Brazilian Legislator Sampaio,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Media,Brazilian Legislator Sampaio,,int_leg_handles,a6262805e21a336aa00edfa07b0e7d07,int_leg_handles__a6262805e21a336aa00edfa07b0e7d07
marcospereira04,Brazilian Legislator Pereira,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Media,Brazilian Legislator Pereira,,int_leg_handles,079be80eade458ec2552dc2dfec998b7,int_leg_handles__079be80eade458ec2552dc2dfec998b7
margaretcoelho,Brazilian Legislator Coelho,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,AAEntity,Brazilian Legislator Coelho,,int_leg_handles,f057fcdeca8a5480afac9e56b32cbbb5,int_leg_handles__f057fcdeca8a5480afac9e56b32cbbb5
jfmargarida,Former Brazilian Legislator Salomao,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,Diplomat,Former Brazilian Legislator Salomao,,int_leg_handles,2f357020a120a7debdf2562e054e40b4,int_leg_handles__2f357020a120a7debdf2562e054e40b4
mariadorosario,Brazilian Legislator do Rosario,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Exec,Brazilian Legislator do Rosario,,int_leg_handles,67b8db5a80029fab9fd8f6d96e9cb870,int_leg_handles__67b8db5a80029fab9fd8f6d96e9cb870
mariarosassp,Brazilian Legislator Rosas,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Diplomat,Brazilian Legislator Rosas,,int_leg_handles,ff36fc0858b5d32245504719f53c9768,int_leg_handles__ff36fc0858b5d32245504719f53c9768
deputadamariana,Brazilian Legislator Carvalho,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,LegislativeCommittee,Brazilian Legislator Carvalho,,int_leg_handles,6b747b111231e20e15653931a71fb06b,int_leg_handles__6b747b111231e20e15653931a71fb06b
mariliaarraes,Brazilian Legislator Arraes,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Diplomat,Brazilian Legislator Arraes,,int_leg_handles,464360d48ed744ea5379bf5f54653f09,int_leg_handles__464360d48ed744ea5379bf5f54653f09
dramarinapi,Brazilian Legislator Santos,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,AAEntity,Brazilian Legislator Santos,,int_leg_handles,877c37627ed74a1c23dc6c1a4c384edc,int_leg_handles__877c37627ed74a1c23dc6c1a4c384edc
mario_heringer,Brazilian Legislator Heringer,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,DiplomaticFacilities,Brazilian Legislator Heringer,,int_leg_handles,bf1245b1e3f626ce7055b66490736e12,int_leg_handles__bf1245b1e3f626ce7055b66490736e12
depmariojr,Brazilian Legislator Negromonte Junior,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,CompanyKeyword,Brazilian Legislator Negromonte Junior,,int_leg_handles,b9f13666c8d23f678ecdc6c98812e666,int_leg_handles__b9f13666c8d23f678ecdc6c98812e666
deputado_marlon,Brazilian Legislator Santos,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Exec,Brazilian Legislator Santos,,int_leg_handles,61c8a8eee31700b20f4de5db10b50250,int_leg_handles__61c8a8eee31700b20f4de5db10b50250
marxbeltrao,Brazilian Legislator Beltrao,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,News,Brazilian Legislator Beltrao,,int_leg_handles,a6a1665f462baaa73c5f20e397014475,int_leg_handles__a6a1665f462baaa73c5f20e397014475
depmauriciors,Brazilian Legislator Dziedricki,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Dziedricki,,int_leg_handles,e9087a81eedd22672f028b2eea415b1e,int_leg_handles__e9087a81eedd22672f028b2eea415b1e
mauro_bfilho,Former Brazilian Legislator Filho,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,Consulates,Former Brazilian Legislator Filho,,int_leg_handles,fe6e2cdb4e1993b97f085cf9e56481e0,int_leg_handles__fe6e2cdb4e1993b97f085cf9e56481e0
depmaurolopes,Brazilian Legislator Lopes,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Media,Brazilian Legislator Lopes,,int_leg_handles,c4fba2681a03945894dc7e3b9106aaff,int_leg_handles__c4fba2681a03945894dc7e3b9106aaff
mauronazifrasul,Brazilian Legislator Nazif,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,FTO,Brazilian Legislator Nazif,,int_leg_handles,455196456f1a26b1ed4aa69d5116f256,int_leg_handles__455196456f1a26b1ed4aa69d5116f256
dmiguellombardi,Brazilian Legislator Lombardi,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Keyphrase,Brazilian Legislator Lombardi,,int_leg_handles,4720bfaae8de79227f0fa0db4fa92ced,int_leg_handles__4720bfaae8de79227f0fa0db4fa92ced
miltonvieiraofc,Former Brazilian Legislator Vieira,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,AAEntity,Former Brazilian Legislator Vieira,,int_leg_handles,e6f381e1742a22bb6f2c8d90962ec751,int_leg_handles__e6f381e1742a22bb6f2c8d90962ec751
depfederalmoses,Brazilian Legislator Rodrigues,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,ForeignMinister,Brazilian Legislator Rodrigues,,int_leg_handles,a6f1a15ac03d3aac9faf1793179d8b27,int_leg_handles__a6f1a15ac03d3aac9faf1793179d8b27
natbonavides,Brazilian Legislator Bonavides,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Diplomat,Brazilian Legislator Bonavides,,int_leg_handles,1e1fdf14b193c03bdb54126e25c33933,int_leg_handles__1e1fdf14b193c03bdb54126e25c33933
nelsonbarbudo,Brazilian Legislator Barbudo,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Media,Brazilian Legislator Barbudo,,int_leg_handles,f45c286e6c6ecf48efe6c62f644b90b0,int_leg_handles__f45c286e6c6ecf48efe6c62f644b90b0
nelsonpelegrino,Brazilian Legislator Pellegrino,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Organization,Brazilian Legislator Pellegrino,,int_leg_handles,8da12b2a5c4c06cbf2c3c70459723547,int_leg_handles__8da12b2a5c4c06cbf2c3c70459723547
nereucrispim,Brazilian Legislator Crispim,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,News,Brazilian Legislator Crispim,,int_leg_handles,eb49be61a1cf105944bbb653f9f50463,int_leg_handles__eb49be61a1cf105944bbb653f9f50463
nerigeller,Brazilian Legislator Geller,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,News,Brazilian Legislator Geller,,int_leg_handles,c3e696843e5be1af03658b741a5da9a1,int_leg_handles__c3e696843e5be1af03658b741a5da9a1
newton1510,Brazilian Legislator Cardoso Jr,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Person,Brazilian Legislator Cardoso Jr,,int_leg_handles,464f52808c704aa8cd9cda805c04660d,int_leg_handles__464f52808c704aa8cd9cda805c04660d
neyleprevost,Former Brazilian Legislator Leprevost,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,Refinery,Former Brazilian Legislator Leprevost,,int_leg_handles,b6e27c7703d1c8878ab61b80cb8362cc,int_leg_handles__b6e27c7703d1c8878ab61b80cb8362cc
depnicoletti,Brazilian Legislator Nicoletti,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,FTO,Brazilian Legislator Nicoletti,,int_leg_handles,bfa0d3379e8a73701af1d5370336051d,int_leg_handles__bfa0d3379e8a73701af1d5370336051d
depnilsonpinto,Brazilian Legislator Pinto,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Pinto,,int_leg_handles,f61bd113a6aec009dbc6ca18d22d4fa6,int_leg_handles__f61bd113a6aec009dbc6ca18d22d4fa6
niltotatto,Brazilian Legislator Tatto,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,ForeignMinistry,Brazilian Legislator Tatto,,int_leg_handles,5344af9b3b120dba6b22844de1434e42,int_leg_handles__5344af9b3b120dba6b22844de1434e42
nivaldoalbuque,Brazilian Legislator Albuquerque,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Consulates,Brazilian Legislator Albuquerque,,int_leg_handles,07cdb52439575c0e36a9725d880604dd,int_leg_handles__07cdb52439575c0e36a9725d880604dd
odaircunhamg,Brazilian Legislator Cunha,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Pipeline,Brazilian Legislator Cunha,,int_leg_handles,856792e7e8da829e65a358a595703a50,int_leg_handles__856792e7e8da829e65a358a595703a50
depbilacpinto,Brazilian Legislator Pinto,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Pinto,,int_leg_handles,b684394d2e2a90557264ed4770708e73,int_leg_handles__b684394d2e2a90557264ed4770708e73
olivalmarques,Brazilian Legislator Marques,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,AAEntity,Brazilian Legislator Marques,,int_leg_handles,c707eb4dc45e5c73b2eb4254acdd3850,int_leg_handles__c707eb4dc45e5c73b2eb4254acdd3850
onyxlorenzoni,Brazilian Minister of Labor and Social Security Lorenzoni,brazil,brazil,,Brazil,,,,,,Legislator,Minister of Labor and Social Security of Brazil,DiplomaticFacilities,Brazilian Minister of Labor and Social Security Lorenzoni,,int_leg_handles,617a595fb9a9fcf3acc84ad5addbcba5,int_leg_handles__617a595fb9a9fcf3acc84ad5addbcba5
orlandosilva,Brazilian Legislator Silva,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Pipeline,Brazilian Legislator Silva,,int_leg_handles,e8553a8819354262d8d26adc0f415169,int_leg_handles__e8553a8819354262d8d26adc0f415169
deposiresdamaso,Brazilian Legislator Damaso,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Damaso,,int_leg_handles,798d236a85b0bd8d21d9f0bfd6afa4dd,int_leg_handles__798d236a85b0bd8d21d9f0bfd6afa4dd
osmarterra,Brazilian Legislator Terra,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,ForeignMinistry,Brazilian Legislator Terra,,int_leg_handles,fafd85d8410e6c53952c643d0287bdbb,int_leg_handles__fafd85d8410e6c53952c643d0287bdbb
ossesiosilva,Brazilian Legislator Silva,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Person,Brazilian Legislator Silva,,int_leg_handles,58ac9a61325b02bf15a026bce9a061db,int_leg_handles__58ac9a61325b02bf15a026bce9a061db
ottacirr,Brazilian Legislator Nascimento,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Consulates,Brazilian Legislator Nascimento,,int_leg_handles,0befe54b86be57099670cfcdfb51f445,int_leg_handles__0befe54b86be57099670cfcdfb51f445
otonidepfederal,Brazilian Legislator de Paula,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator de Paula,,int_leg_handles,d4d33bd197a0344291da40a008838fe8,int_leg_handles__d4d33bd197a0344291da40a008838fe8
ottoalencarfilh,Brazilian Legislator Alencar Filho,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,ForeignMinister,Brazilian Legislator Alencar Filho,,int_leg_handles,508fa9853021382743a87c980a7cfb3b,int_leg_handles__508fa9853021382743a87c980a7cfb3b
delegadopablo_,Brazilian Legislator Oliva,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Legislator,Brazilian Legislator Oliva,,int_leg_handles,35bf801b99077f81dcdd68de5baac8c8,int_leg_handles__35bf801b99077f81dcdd68de5baac8c8
abiliosantanaba,Brazilian Legislator Santana,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Refinery,Brazilian Legislator Santana,,int_leg_handles,d91a3c99696782c2c2a915628d1ce587,int_leg_handles__d91a3c99696782c2c2a915628d1ce587
pastoreurico,Brazilian Legislator Eurico,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Person,Brazilian Legislator Eurico,,int_leg_handles,55de761e99da1c8adefe5603b723fd73,int_leg_handles__55de761e99da1c8adefe5603b723fd73
gildenemyr,Brazilian Legislator Lima Sousa,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Person,Brazilian Legislator Lima Sousa,,int_leg_handles,b661b53031972d1b5303cc576caa7d8a,int_leg_handles__b661b53031972d1b5303cc576caa7d8a
prisidorio,Brazilian Legislator Isidorio,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,CompanyKeyword,Brazilian Legislator Isidorio,,int_leg_handles,d2b31a547366c86a7792bed22235e88e,int_leg_handles__d2b31a547366c86a7792bed22235e88e
patricialferraz,Former Brazilian Legislator Ferraz,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,Keyphrase,Former Brazilian Legislator Ferraz,,int_leg_handles,f3b6b8917c9a92e529ae6c8373d58f63,int_leg_handles__f3b6b8917c9a92e529ae6c8373d58f63
patrus_ananias,Brazilian Legislator Ananias,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Media,Brazilian Legislator Ananias,,int_leg_handles,27a922294bacfd12c5f9e801ddff3c06,int_leg_handles__27a922294bacfd12c5f9e801ddff3c06
paulambelmonte,Brazilian Legislator Belmonte,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,CompanyKeyword,Brazilian Legislator Belmonte,,int_leg_handles,e0c6dbebdc8c678540261d2576f3f28a,int_leg_handles__e0c6dbebdc8c678540261d2576f3f28a
pauloabiackel,Brazilian Legislator Abi-Ackel,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Person,Brazilian Legislator Abi-Ackel,,int_leg_handles,7fdbc7ce55900b9b1b9f216b09f844d0,int_leg_handles__7fdbc7ce55900b9b1b9f216b09f844d0
pauloazi,Brazilian Legislator Azi,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Exec,Brazilian Legislator Azi,,int_leg_handles,5b0f2366ecb17b98b7838e28e22c7e02,int_leg_handles__5b0f2366ecb17b98b7838e28e22c7e02
paulobengtson,Brazilian Legislator Bengtson,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,News,Brazilian Legislator Bengtson,,int_leg_handles,4480d4ce6563eba6fd369b4c11362d69,int_leg_handles__4480d4ce6563eba6fd369b4c11362d69
paulomartins10,Brazilian Legislator Eduardo Martins,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Shipping,Brazilian Legislator Eduardo Martins,,int_leg_handles,87d40e2f7e477ff4a5aa6d97b92ba852,int_leg_handles__87d40e2f7e477ff4a5aa6d97b92ba852
deputadofoletto,Former Brazilian Legislator Foletto,brazil,brazil,,Brazil,,,,,,Legislator,Former Member of Brazilian Chamber of Deputies,AAEntity,Former Brazilian Legislator Foletto,,int_leg_handles,464d70495061775f043f212301c6057a,int_leg_handles__464d70495061775f043f212301c6057a
df_paulofreire,Brazilian Legislator Freire Costa,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,space,Brazilian Legislator Freire Costa,,int_leg_handles,7e99f9eba5306cf4c0a2f4e96ae37c9b,int_leg_handles__7e99f9eba5306cf4c0a2f4e96ae37c9b
pauloganime,Brazilian Legislator Ganime,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,DiplomaticFacilities,Brazilian Legislator Ganime,,int_leg_handles,d95d764cba6e9ef410702f04d6668941,int_leg_handles__d95d764cba6e9ef410702f04d6668941
deppauloguedes,Brazilian Legislator Guedes,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,LegislativeCommittee,Brazilian Legislator Guedes,,int_leg_handles,5e456ea640d65fd2c3abba9db5a37c37,int_leg_handles__5e456ea640d65fd2c3abba9db5a37c37
dep_paulinho,Brazilian Legislator da Forca,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Exec,Brazilian Legislator da Forca,,int_leg_handles,9ea38daf6c849006a958eaf0a2c01fee,int_leg_handles__9ea38daf6c849006a958eaf0a2c01fee
deputadofederal,Brazilian Legislator Pimenta,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,LegislativeCommittee,Brazilian Legislator Pimenta,,int_leg_handles,bbfe59e7677234a031ec5ab249ba2cea,int_leg_handles__bbfe59e7677234a031ec5ab249ba2cea
deppauloramos,Brazilian Legislator Ramos,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Organization,Brazilian Legislator Ramos,,int_leg_handles,b195af73c93ac1e2bf6d2379e6ed3fce,int_leg_handles__b195af73c93ac1e2bf6d2379e6ed3fce
pauloteixeira13,Brazilian Legislator Teixeira,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,LegislativeCommittee,Brazilian Legislator Teixeira,,int_leg_handles,5646e26184e9a56a68781720b9711b44,int_leg_handles__5646e26184e9a56a68781720b9711b44
pedroabezerra,Brazilian Legislator Bezerra,brazil,brazil,,Brazil,,,,,,Legislator,Member of Brazilian Chamber of Deputies,Legislator,Brazilian Legislator Bezerra,,int_leg_handles,a92bb4915809e1aa9cd4787d635f734b,int_leg_handles__a92bb4915809e1aa9cd4787d635f734b
