keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
starlink-1720,Starlink-1720 communications satellite,a700,188261,,,,Wells,Starlink-1720 communications satellite,,dgm_spaceexclucompanies,7f98a1f5f978a2d5b98baafd530d95c1,dgm_spaceexclucompanies__7f98a1f5f978a2d5b98baafd530d95c1
starlink-1721,Starlink-1721 communications satellite,a700,188261,,,,Pipeline,Starlink-1721 communications satellite,,dgm_spaceexclucompanies,b7d68eb55dee88ef821f1f71350eba71,dgm_spaceexclucompanies__b7d68eb55dee88ef821f1f71350eba71
starlink-1722,Starlink-1722 communications satellite,a700,188261,,,,Wells,Starlink-1722 communications satellite,,dgm_spaceexclucompanies,8165597b254eb6c23b50953545b9b885,dgm_spaceexclucompanies__8165597b254eb6c23b50953545b9b885
starlink-1723,Starlink-1723 communications satellite,a700,188261,,,,Pipeline,Starlink-1723 communications satellite,,dgm_spaceexclucompanies,bce46082c7d168f6cd86615a937a5292,dgm_spaceexclucompanies__bce46082c7d168f6cd86615a937a5292
starlink-1724,Starlink-1724 communications satellite,a700,188261,,,,Wells,Starlink-1724 communications satellite,,dgm_spaceexclucompanies,ee59aacfc1167347afc99c036f689be5,dgm_spaceexclucompanies__ee59aacfc1167347afc99c036f689be5
starlink-1725,Starlink-1725 communications satellite,a700,188261,,,,AAEntity,Starlink-1725 communications satellite,,dgm_spaceexclucompanies,984a67b7bd40fe10f8834fa7e568bcb9,dgm_spaceexclucompanies__984a67b7bd40fe10f8834fa7e568bcb9
starlink-1726,Starlink-1726 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1726 communications satellite,,dgm_spaceexclucompanies,67a6ef552ef4bacefaa9a250dc4d2318,dgm_spaceexclucompanies__67a6ef552ef4bacefaa9a250dc4d2318
starlink-1727,Starlink-1727 communications satellite,a700,188261,,,,Person,Starlink-1727 communications satellite,,dgm_spaceexclucompanies,ca3ca1b8e4fba14b0be06f064ec796ab,dgm_spaceexclucompanies__ca3ca1b8e4fba14b0be06f064ec796ab
starlink-1728,Starlink-1728 communications satellite,a700,188261,,,,Pipeline,Starlink-1728 communications satellite,,dgm_spaceexclucompanies,b4b8cfe9043c09ec6cdcae04c8e4b447,dgm_spaceexclucompanies__b4b8cfe9043c09ec6cdcae04c8e4b447
starlink-1729,Starlink-1729 communications satellite,a700,188261,,,,AAEntity,Starlink-1729 communications satellite,,dgm_spaceexclucompanies,4c690b05dd8e277f67ca7e76393eb736,dgm_spaceexclucompanies__4c690b05dd8e277f67ca7e76393eb736
starlink-1730,Starlink-1730 communications satellite,a700,188261,,,,Legislator,Starlink-1730 communications satellite,,dgm_spaceexclucompanies,538cffc59d9f65eb1d7fee64ba2cced0,dgm_spaceexclucompanies__538cffc59d9f65eb1d7fee64ba2cced0
starlink-1731,Starlink-1731 communications satellite,a700,188261,,,,Legislator,Starlink-1731 communications satellite,,dgm_spaceexclucompanies,0fe8ef272f9cb59b1bea6dc16295d2f8,dgm_spaceexclucompanies__0fe8ef272f9cb59b1bea6dc16295d2f8
starlink-1732,Starlink-1732 communications satellite,a700,188261,,,,News,Starlink-1732 communications satellite,,dgm_spaceexclucompanies,74b01e90306b7a629c89c72772875874,dgm_spaceexclucompanies__74b01e90306b7a629c89c72772875874
starlink-1733,Starlink-1733 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1733 communications satellite,,dgm_spaceexclucompanies,ffc95d7ba8d479f35d1126db35128b92,dgm_spaceexclucompanies__ffc95d7ba8d479f35d1126db35128b92
starlink-1734,Starlink-1734 communications satellite,a700,188261,,,,Person,Starlink-1734 communications satellite,,dgm_spaceexclucompanies,b7435a749c1df1dba777b7377220e762,dgm_spaceexclucompanies__b7435a749c1df1dba777b7377220e762
starlink-1735,Starlink-1735 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1735 communications satellite,,dgm_spaceexclucompanies,6612ed25d6f1ed42d8a539ed157626d1,dgm_spaceexclucompanies__6612ed25d6f1ed42d8a539ed157626d1
starlink-1736,Starlink-1736 communications satellite,a700,188261,,,,Wells,Starlink-1736 communications satellite,,dgm_spaceexclucompanies,43023c36a60d2595beff57beca384890,dgm_spaceexclucompanies__43023c36a60d2595beff57beca384890
starlink-1737,Starlink-1737 communications satellite,a700,188261,,,,Diplomat,Starlink-1737 communications satellite,,dgm_spaceexclucompanies,26364fbc0f78d4d8b2861be1fe6d525e,dgm_spaceexclucompanies__26364fbc0f78d4d8b2861be1fe6d525e
starlink-1738,Starlink-1738 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1738 communications satellite,,dgm_spaceexclucompanies,6b18554459b2e39824ae1720fb2d4d78,dgm_spaceexclucompanies__6b18554459b2e39824ae1720fb2d4d78
starlink-1739,Starlink-1739 communications satellite,a700,188261,,,,Consulates,Starlink-1739 communications satellite,,dgm_spaceexclucompanies,a8f7afdbbbc5bca80b16e262f2af46bb,dgm_spaceexclucompanies__a8f7afdbbbc5bca80b16e262f2af46bb
starlink-1740,Starlink-1740 communications satellite,a700,188261,,,,space,Starlink-1740 communications satellite,,dgm_spaceexclucompanies,bcef7bbd1576879c021b9f8fd4e17015,dgm_spaceexclucompanies__bcef7bbd1576879c021b9f8fd4e17015
starlink-1741,Starlink-1741 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1741 communications satellite,,dgm_spaceexclucompanies,69f24b710145029a45a3ca0e445e40cd,dgm_spaceexclucompanies__69f24b710145029a45a3ca0e445e40cd
starlink-1742,Starlink-1742 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1742 communications satellite,,dgm_spaceexclucompanies,a88674beb234f4bd1afa097665ef040a,dgm_spaceexclucompanies__a88674beb234f4bd1afa097665ef040a
starlink-1743,Starlink-1743 communications satellite,a700,188261,,,,Organization,Starlink-1743 communications satellite,,dgm_spaceexclucompanies,37e7016a59462b454c9b8d530d6ee5e9,dgm_spaceexclucompanies__37e7016a59462b454c9b8d530d6ee5e9
starlink-1744,Starlink-1744 communications satellite,a700,188261,,,,Person,Starlink-1744 communications satellite,,dgm_spaceexclucompanies,631a1284fea2c4a10a4fd32705d190cd,dgm_spaceexclucompanies__631a1284fea2c4a10a4fd32705d190cd
starlink-1745,Starlink-1745 communications satellite,a700,188261,,,,AAEntity,Starlink-1745 communications satellite,,dgm_spaceexclucompanies,6e50adc75f8642c0ba6f8e254e0a68fb,dgm_spaceexclucompanies__6e50adc75f8642c0ba6f8e254e0a68fb
starlink-1746,Starlink-1746 communications satellite,a700,188261,,,,FTO,Starlink-1746 communications satellite,,dgm_spaceexclucompanies,f01265ad0ae24bb0d03ec1f18ada5580,dgm_spaceexclucompanies__f01265ad0ae24bb0d03ec1f18ada5580
starlink-1747,Starlink-1747 communications satellite,a700,188261,,,,FTO,Starlink-1747 communications satellite,,dgm_spaceexclucompanies,71d63cd92a8b449d5c465c1af9f916bf,dgm_spaceexclucompanies__71d63cd92a8b449d5c465c1af9f916bf
starlink-1748,Starlink-1748 communications satellite,a700,188261,,,,Organization,Starlink-1748 communications satellite,,dgm_spaceexclucompanies,48d014b83d08b76dba1a2cffc9c7801b,dgm_spaceexclucompanies__48d014b83d08b76dba1a2cffc9c7801b
starlink-1749,Starlink-1749 communications satellite,a700,188261,,,,Wells,Starlink-1749 communications satellite,,dgm_spaceexclucompanies,04868d51a2f32b5f935b5b722a36a103,dgm_spaceexclucompanies__04868d51a2f32b5f935b5b722a36a103
starlink-1750,Starlink-1750 communications satellite,a700,188261,,,,Media,Starlink-1750 communications satellite,,dgm_spaceexclucompanies,4f072e680402c17c55ee4a174370948b,dgm_spaceexclucompanies__4f072e680402c17c55ee4a174370948b
starlink-1751,Starlink-1751 communications satellite,a700,188261,,,,Media,Starlink-1751 communications satellite,,dgm_spaceexclucompanies,e02e24b365f10fd5cfd5e52bbdc90731,dgm_spaceexclucompanies__e02e24b365f10fd5cfd5e52bbdc90731
starlink-1752,Starlink-1752 communications satellite,a700,188261,,,,Person,Starlink-1752 communications satellite,,dgm_spaceexclucompanies,91e8a53ed5370f23c4d144bf7ad3f6a4,dgm_spaceexclucompanies__91e8a53ed5370f23c4d144bf7ad3f6a4
starlink-1753,Starlink-1753 communications satellite,a700,188261,,,,Media,Starlink-1753 communications satellite,,dgm_spaceexclucompanies,42e82b44b601dc8b68b4745566d66f6c,dgm_spaceexclucompanies__42e82b44b601dc8b68b4745566d66f6c
starlink-1754,Starlink-1754 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1754 communications satellite,,dgm_spaceexclucompanies,659e1bd361a67222c7a6fdb1865e747a,dgm_spaceexclucompanies__659e1bd361a67222c7a6fdb1865e747a
starlink-1755,Starlink-1755 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1755 communications satellite,,dgm_spaceexclucompanies,ee27670bfdde70d0df787c7181575368,dgm_spaceexclucompanies__ee27670bfdde70d0df787c7181575368
starlink-1756,Starlink-1756 communications satellite,a700,188261,,,,Organization,Starlink-1756 communications satellite,,dgm_spaceexclucompanies,582e82732ea36ddf19ea816d888b4347,dgm_spaceexclucompanies__582e82732ea36ddf19ea816d888b4347
starlink-1757,Starlink-1757 communications satellite,a700,188261,,,,Legislator,Starlink-1757 communications satellite,,dgm_spaceexclucompanies,853df0ad5a177c2da69ff9e092bf440b,dgm_spaceexclucompanies__853df0ad5a177c2da69ff9e092bf440b
starlink-1758,Starlink-1758 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1758 communications satellite,,dgm_spaceexclucompanies,3f940c6e8657d69def4439fcbff386ef,dgm_spaceexclucompanies__3f940c6e8657d69def4439fcbff386ef
starlink-1759,Starlink-1759 communications satellite,a700,188261,,,,Refinery,Starlink-1759 communications satellite,,dgm_spaceexclucompanies,aea58f1fee6872f76df22a2ec2609989,dgm_spaceexclucompanies__aea58f1fee6872f76df22a2ec2609989
starlink-1760,Starlink-1760 communications satellite,a700,188261,,,,space,Starlink-1760 communications satellite,,dgm_spaceexclucompanies,11f8f3475621c36c62048c5525efd1fa,dgm_spaceexclucompanies__11f8f3475621c36c62048c5525efd1fa
starlink-1761,Starlink-1761 communications satellite,a700,188261,,,,DiplomaticFacilities,Starlink-1761 communications satellite,,dgm_spaceexclucompanies,a9470d7a452e9b4423ed691e3da5024e,dgm_spaceexclucompanies__a9470d7a452e9b4423ed691e3da5024e
starlink-1762,Starlink-1762 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1762 communications satellite,,dgm_spaceexclucompanies,d876cfa419730f875527e7c6b8c6ab93,dgm_spaceexclucompanies__d876cfa419730f875527e7c6b8c6ab93
starlink-1763,Starlink-1763 communications satellite,a700,188261,,,,Wells,Starlink-1763 communications satellite,,dgm_spaceexclucompanies,f8c5dd824809a4fc7adbe4b55b33991f,dgm_spaceexclucompanies__f8c5dd824809a4fc7adbe4b55b33991f
starlink-1764,Starlink-1764 communications satellite,a700,188261,,,,DiplomaticFacilities,Starlink-1764 communications satellite,,dgm_spaceexclucompanies,356bb7cf633a3496fe062a5d4f962bfd,dgm_spaceexclucompanies__356bb7cf633a3496fe062a5d4f962bfd
starlink-1765,Starlink-1765 communications satellite,a700,188261,,,,Organization,Starlink-1765 communications satellite,,dgm_spaceexclucompanies,869ca78bd21de0b818010ecc8189b465,dgm_spaceexclucompanies__869ca78bd21de0b818010ecc8189b465
starlink-1766,Starlink-1766 communications satellite,a700,188261,,,,Legislator,Starlink-1766 communications satellite,,dgm_spaceexclucompanies,6055ac7b0f2bc11384c480c63fb6dd5b,dgm_spaceexclucompanies__6055ac7b0f2bc11384c480c63fb6dd5b
starlink-1767,Starlink-1767 communications satellite,a700,188261,,,,FTO,Starlink-1767 communications satellite,,dgm_spaceexclucompanies,7267078698bbfb28658f5eb7a9fcd8d2,dgm_spaceexclucompanies__7267078698bbfb28658f5eb7a9fcd8d2
starlink-1768,Starlink-1768 communications satellite,a700,188261,,,,Media,Starlink-1768 communications satellite,,dgm_spaceexclucompanies,cab72f7f092ff15ad5926bd46eab8ee3,dgm_spaceexclucompanies__cab72f7f092ff15ad5926bd46eab8ee3
starlink-1769,Starlink-1769 communications satellite,a700,188261,,,,News,Starlink-1769 communications satellite,,dgm_spaceexclucompanies,9e61b42b2427d24f5a15d6936657468e,dgm_spaceexclucompanies__9e61b42b2427d24f5a15d6936657468e
starlink-1770,Starlink-1770 communications satellite,a700,188261,,,,Legislator,Starlink-1770 communications satellite,,dgm_spaceexclucompanies,a3656404d737ac347e3d84e763d3ab39,dgm_spaceexclucompanies__a3656404d737ac347e3d84e763d3ab39
starlink-1771,Starlink-1771 communications satellite,a700,188261,,,,Media,Starlink-1771 communications satellite,,dgm_spaceexclucompanies,65b30a64f41bf5117a6324ad382a5f18,dgm_spaceexclucompanies__65b30a64f41bf5117a6324ad382a5f18
starlink-1773,Starlink-1773 communications satellite,a700,188261,,,,Organization,Starlink-1773 communications satellite,,dgm_spaceexclucompanies,2cc7c8b46723dfe4acd71353fc8a2b84,dgm_spaceexclucompanies__2cc7c8b46723dfe4acd71353fc8a2b84
starlink-1774,Starlink-1774 communications satellite,a700,188261,,,,Pipeline,Starlink-1774 communications satellite,,dgm_spaceexclucompanies,0ede65905fb26b37a118e7d493b84f06,dgm_spaceexclucompanies__0ede65905fb26b37a118e7d493b84f06
starlink-1775,Starlink-1775 communications satellite,a700,188261,,,,Diplomat,Starlink-1775 communications satellite,,dgm_spaceexclucompanies,a845b8f08ab039183d8fa9ab5c719606,dgm_spaceexclucompanies__a845b8f08ab039183d8fa9ab5c719606
starlink-1776,Starlink-1776 communications satellite,a700,188261,,,,CompanyKeyword,Starlink-1776 communications satellite,,dgm_spaceexclucompanies,1bd1d07ba9151052e8fcf36f7117b43a,dgm_spaceexclucompanies__1bd1d07ba9151052e8fcf36f7117b43a
starlink-1777,Starlink-1777 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1777 communications satellite,,dgm_spaceexclucompanies,86047db49a57d6eb529c0aafe8b8234b,dgm_spaceexclucompanies__86047db49a57d6eb529c0aafe8b8234b
starlink-1778,Starlink-1778 communications satellite,a700,188261,,,,Organization,Starlink-1778 communications satellite,,dgm_spaceexclucompanies,198bbe494440b15235dd980502d9d435,dgm_spaceexclucompanies__198bbe494440b15235dd980502d9d435
starlink-1779,Starlink-1779 communications satellite,a700,188261,,,,Diplomat,Starlink-1779 communications satellite,,dgm_spaceexclucompanies,018ab4021cd5118be0d9f5a323648367,dgm_spaceexclucompanies__018ab4021cd5118be0d9f5a323648367
starlink-1780,Starlink-1780 communications satellite,a700,188261,,,,Pipeline,Starlink-1780 communications satellite,,dgm_spaceexclucompanies,2e4333ffa57ea2675063419160b35520,dgm_spaceexclucompanies__2e4333ffa57ea2675063419160b35520
starlink-1781,Starlink-1781 communications satellite,a700,188261,,,,News,Starlink-1781 communications satellite,,dgm_spaceexclucompanies,b7e865f1af3404d0d42b40cc69a466b8,dgm_spaceexclucompanies__b7e865f1af3404d0d42b40cc69a466b8
starlink-1782,Starlink-1782 communications satellite,a700,188261,,,,Refinery,Starlink-1782 communications satellite,,dgm_spaceexclucompanies,6b48eb5c5cb167aae6e97696b7adfc2f,dgm_spaceexclucompanies__6b48eb5c5cb167aae6e97696b7adfc2f
starlink-1783,Starlink-1783 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1783 communications satellite,,dgm_spaceexclucompanies,45d9af730145e0bfe61eb817789892aa,dgm_spaceexclucompanies__45d9af730145e0bfe61eb817789892aa
starlink-1784,Starlink-1784 communications satellite,a700,188261,,,,News,Starlink-1784 communications satellite,,dgm_spaceexclucompanies,a52752e6c5b37fbfe2a3678b80e723d8,dgm_spaceexclucompanies__a52752e6c5b37fbfe2a3678b80e723d8
starlink-1785,Starlink-1785 communications satellite,a700,188261,,,,Diplomat,Starlink-1785 communications satellite,,dgm_spaceexclucompanies,ceda4382ee81a34e5f2f98e0179829b0,dgm_spaceexclucompanies__ceda4382ee81a34e5f2f98e0179829b0
starlink-1786,Starlink-1786 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1786 communications satellite,,dgm_spaceexclucompanies,f09caa13d3a66b808d1b8dd531f4b9a7,dgm_spaceexclucompanies__f09caa13d3a66b808d1b8dd531f4b9a7
starlink-1787,Starlink-1787 communications satellite,a700,188261,,,,Media,Starlink-1787 communications satellite,,dgm_spaceexclucompanies,1b94f5b2dd6d31126430bfedb48a2234,dgm_spaceexclucompanies__1b94f5b2dd6d31126430bfedb48a2234
starlink-1788,Starlink-1788 communications satellite,a700,188261,,,,Pipeline,Starlink-1788 communications satellite,,dgm_spaceexclucompanies,b88edca58e00966de807e25877486b98,dgm_spaceexclucompanies__b88edca58e00966de807e25877486b98
starlink-1789,Starlink-1789 communications satellite,a700,188261,,,,Person,Starlink-1789 communications satellite,,dgm_spaceexclucompanies,f396843ef2c2453791c9fa132be05028,dgm_spaceexclucompanies__f396843ef2c2453791c9fa132be05028
starlink-1790,Starlink-1790 communications satellite,a700,188261,,,,Legislator,Starlink-1790 communications satellite,,dgm_spaceexclucompanies,0dfc91e99834f3201865d574529746f4,dgm_spaceexclucompanies__0dfc91e99834f3201865d574529746f4
starlink-1791,Starlink-1791 communications satellite,a700,188261,,,,Organization,Starlink-1791 communications satellite,,dgm_spaceexclucompanies,a24942aff7267092675cccb76e1ab900,dgm_spaceexclucompanies__a24942aff7267092675cccb76e1ab900
starlink-1792,Starlink-1792 communications satellite,a700,188261,,,,AAEntity,Starlink-1792 communications satellite,,dgm_spaceexclucompanies,3a0d4f4d84ec1c9e4ed53d8184c07507,dgm_spaceexclucompanies__3a0d4f4d84ec1c9e4ed53d8184c07507
starlink-1793,Starlink-1793 communications satellite,a700,188261,,,,DiplomaticFacilities,Starlink-1793 communications satellite,,dgm_spaceexclucompanies,bb2b72f557f65732ce30b4d4db6de399,dgm_spaceexclucompanies__bb2b72f557f65732ce30b4d4db6de399
starlink-1794,Starlink-1794 communications satellite,a700,188261,,,,Pipeline,Starlink-1794 communications satellite,,dgm_spaceexclucompanies,32b457859ededcb1b6639e50bbeb7ec7,dgm_spaceexclucompanies__32b457859ededcb1b6639e50bbeb7ec7
starlink-1795,Starlink-1795 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1795 communications satellite,,dgm_spaceexclucompanies,a571535cc7a5ff5e8b33b65ed3909f9b,dgm_spaceexclucompanies__a571535cc7a5ff5e8b33b65ed3909f9b
starlink-1796,Starlink-1796 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1796 communications satellite,,dgm_spaceexclucompanies,d2bfad5a839f727e49e18dc5c2222ea9,dgm_spaceexclucompanies__d2bfad5a839f727e49e18dc5c2222ea9
starlink-1797,Starlink-1797 communications satellite,a700,188261,,,,FTO,Starlink-1797 communications satellite,,dgm_spaceexclucompanies,27b2e1f3f3105d08450dc93fa52b604e,dgm_spaceexclucompanies__27b2e1f3f3105d08450dc93fa52b604e
starlink-1798,Starlink-1798 communications satellite,a700,188261,,,,Pipeline,Starlink-1798 communications satellite,,dgm_spaceexclucompanies,6967215ac4552a4b80b4314ea0f1781f,dgm_spaceexclucompanies__6967215ac4552a4b80b4314ea0f1781f
starlink-1799,Starlink-1799 communications satellite,a700,188261,,,,News,Starlink-1799 communications satellite,,dgm_spaceexclucompanies,fa63c75658a77ebc06774de50af9567e,dgm_spaceexclucompanies__fa63c75658a77ebc06774de50af9567e
starlink-1800,Starlink-1800 communications satellite,a700,188261,,,,News,Starlink-1800 communications satellite,,dgm_spaceexclucompanies,5bb1c2ac3120cac5226062645ea12d6b,dgm_spaceexclucompanies__5bb1c2ac3120cac5226062645ea12d6b
starlink-1801,Starlink-1801 communications satellite,a700,188261,,,,AAEntity,Starlink-1801 communications satellite,,dgm_spaceexclucompanies,d7fe71110d1764881ff2394ef06197a4,dgm_spaceexclucompanies__d7fe71110d1764881ff2394ef06197a4
starlink-1802,Starlink-1802 communications satellite,a700,188261,,,,Keyphrase,Starlink-1802 communications satellite,,dgm_spaceexclucompanies,713e76532a8f5939b6e6b31aa8823880,dgm_spaceexclucompanies__713e76532a8f5939b6e6b31aa8823880
starlink-1803,Starlink-1803 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1803 communications satellite,,dgm_spaceexclucompanies,4325e1df9d29d6b59f2002f8c5f63528,dgm_spaceexclucompanies__4325e1df9d29d6b59f2002f8c5f63528
starlink-1804,Starlink-1804 communications satellite,a700,188261,,,,Media,Starlink-1804 communications satellite,,dgm_spaceexclucompanies,79a2c0ee709009ec294908bd01aead4e,dgm_spaceexclucompanies__79a2c0ee709009ec294908bd01aead4e
starlink-1805,Starlink-1805 communications satellite,a700,188261,,,,Exec,Starlink-1805 communications satellite,,dgm_spaceexclucompanies,77c02fdf0d32578c93cd20fbfd3f30cd,dgm_spaceexclucompanies__77c02fdf0d32578c93cd20fbfd3f30cd
starlink-1806,Starlink-1806 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1806 communications satellite,,dgm_spaceexclucompanies,bf3a546be5d58f13a341619da94bb420,dgm_spaceexclucompanies__bf3a546be5d58f13a341619da94bb420
starlink-1807,Starlink-1807 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1807 communications satellite,,dgm_spaceexclucompanies,db7467a303a500008d4e084230161225,dgm_spaceexclucompanies__db7467a303a500008d4e084230161225
starlink-1808,Starlink-1808 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1808 communications satellite,,dgm_spaceexclucompanies,e5f8721ab6e1c6865eebed27167b0768,dgm_spaceexclucompanies__e5f8721ab6e1c6865eebed27167b0768
starlink-1809,Starlink-1809 communications satellite,a700,188261,,,,space,Starlink-1809 communications satellite,,dgm_spaceexclucompanies,c879f148d0cdcff71f6355e1e53febda,dgm_spaceexclucompanies__c879f148d0cdcff71f6355e1e53febda
starlink-1810,Starlink-1810 communications satellite,a700,188261,,,,News,Starlink-1810 communications satellite,,dgm_spaceexclucompanies,54f9c0961114955e2422ef68eb04767e,dgm_spaceexclucompanies__54f9c0961114955e2422ef68eb04767e
starlink-1811,Starlink-1811 communications satellite,a700,188261,,,,Legislator,Starlink-1811 communications satellite,,dgm_spaceexclucompanies,acefb00732e4db548806b0dd13c9a91a,dgm_spaceexclucompanies__acefb00732e4db548806b0dd13c9a91a
starlink-1812,Starlink-1812 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1812 communications satellite,,dgm_spaceexclucompanies,dd89fe31ee7d39bf0cbb029559670420,dgm_spaceexclucompanies__dd89fe31ee7d39bf0cbb029559670420
starlink-1813,Starlink-1813 communications satellite,a700,188261,,,,CompanyKeyword,Starlink-1813 communications satellite,,dgm_spaceexclucompanies,b730377306431ccce9851984d7e70c8d,dgm_spaceexclucompanies__b730377306431ccce9851984d7e70c8d
starlink-1814,Starlink-1814 communications satellite,a700,188261,,,,Diplomat,Starlink-1814 communications satellite,,dgm_spaceexclucompanies,d67c909d89fcaee2d5036f5a20449792,dgm_spaceexclucompanies__d67c909d89fcaee2d5036f5a20449792
starlink-1815,Starlink-1815 communications satellite,a700,188261,,,,Wells,Starlink-1815 communications satellite,,dgm_spaceexclucompanies,39b71f884c5752bf28849977c19c4144,dgm_spaceexclucompanies__39b71f884c5752bf28849977c19c4144
starlink-1816,Starlink-1816 communications satellite,a700,188261,,,,FTO,Starlink-1816 communications satellite,,dgm_spaceexclucompanies,d3ef316e33a2a3497b41c44a300798cb,dgm_spaceexclucompanies__d3ef316e33a2a3497b41c44a300798cb
starlink-1817,Starlink-1817 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1817 communications satellite,,dgm_spaceexclucompanies,4f578c7d0398db6d211b05e18efeaca1,dgm_spaceexclucompanies__4f578c7d0398db6d211b05e18efeaca1
starlink-1818,Starlink-1818 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1818 communications satellite,,dgm_spaceexclucompanies,35a32328bfbb14ef873edca4fa60c5ed,dgm_spaceexclucompanies__35a32328bfbb14ef873edca4fa60c5ed
starlink-1820,Starlink-1820 communications satellite,a700,188261,,,,Organization,Starlink-1820 communications satellite,,dgm_spaceexclucompanies,75de3b54e31daffae2b4bd98380720c4,dgm_spaceexclucompanies__75de3b54e31daffae2b4bd98380720c4
starlink-1821,Starlink-1821 communications satellite,a700,188261,,,,Person,Starlink-1821 communications satellite,,dgm_spaceexclucompanies,bc7ad87c7b852614d77c3118883090bc,dgm_spaceexclucompanies__bc7ad87c7b852614d77c3118883090bc
starlink-1822,Starlink-1822 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1822 communications satellite,,dgm_spaceexclucompanies,fef0d60ad4e52a7ec28b56ce52028b0e,dgm_spaceexclucompanies__fef0d60ad4e52a7ec28b56ce52028b0e
starlink-1823,Starlink-1823 communications satellite,a700,188261,,,,Diplomat,Starlink-1823 communications satellite,,dgm_spaceexclucompanies,6bdc717a4c698a790e1171bb43f7346b,dgm_spaceexclucompanies__6bdc717a4c698a790e1171bb43f7346b
starlink-1824,Starlink-1824 communications satellite,a700,188261,,,,AAEntity,Starlink-1824 communications satellite,,dgm_spaceexclucompanies,42ed0c9e01c1314ae67f3a348143061a,dgm_spaceexclucompanies__42ed0c9e01c1314ae67f3a348143061a
starlink-1825,Starlink-1825 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1825 communications satellite,,dgm_spaceexclucompanies,4dbca639e513be85aa5aad8c4e609a19,dgm_spaceexclucompanies__4dbca639e513be85aa5aad8c4e609a19
starlink-1826,Starlink-1826 communications satellite,a700,188261,,,,Consulates,Starlink-1826 communications satellite,,dgm_spaceexclucompanies,3f8f76871be1108e576a97da9500c1ce,dgm_spaceexclucompanies__3f8f76871be1108e576a97da9500c1ce
starlink-1827,Starlink-1827 communications satellite,a700,188261,,,,IndustryTerm,Starlink-1827 communications satellite,,dgm_spaceexclucompanies,bd3dbb0ff030809369048d988f025e02,dgm_spaceexclucompanies__bd3dbb0ff030809369048d988f025e02
starlink-1828,Starlink-1828 communications satellite,a700,188261,,,,Media,Starlink-1828 communications satellite,,dgm_spaceexclucompanies,4abef61561d3c40e2f4b9cfed7e8b618,dgm_spaceexclucompanies__4abef61561d3c40e2f4b9cfed7e8b618
starlink-1829,Starlink-1829 communications satellite,a700,188261,,,,Shipping,Starlink-1829 communications satellite,,dgm_spaceexclucompanies,3d942c747d6fb3c4aeb4f4ae767fba64,dgm_spaceexclucompanies__3d942c747d6fb3c4aeb4f4ae767fba64
starlink-1830,Starlink-1830 communications satellite,a700,188261,,,,Wells,Starlink-1830 communications satellite,,dgm_spaceexclucompanies,9380275da7e594001d297b202ff66f92,dgm_spaceexclucompanies__9380275da7e594001d297b202ff66f92
starlink-1831,Starlink-1831 communications satellite,a700,188261,,,,FTO,Starlink-1831 communications satellite,,dgm_spaceexclucompanies,633660841c31e8588d182f63e88fe1f4,dgm_spaceexclucompanies__633660841c31e8588d182f63e88fe1f4
starlink-1832,Starlink-1832 communications satellite,a700,188261,,,,Shipping,Starlink-1832 communications satellite,,dgm_spaceexclucompanies,374c5ccf92dadce1379b412ca718127c,dgm_spaceexclucompanies__374c5ccf92dadce1379b412ca718127c
starlink-1833,Starlink-1833 communications satellite,a700,188261,,,,News,Starlink-1833 communications satellite,,dgm_spaceexclucompanies,7ce6508857912f4e6b492128344e4bd7,dgm_spaceexclucompanies__7ce6508857912f4e6b492128344e4bd7
starlink-1834,Starlink-1834 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1834 communications satellite,,dgm_spaceexclucompanies,d4cdb853e89e705c84517588c3eecbf2,dgm_spaceexclucompanies__d4cdb853e89e705c84517588c3eecbf2
starlink-1835,Starlink-1835 communications satellite,a700,188261,,,,Legislator,Starlink-1835 communications satellite,,dgm_spaceexclucompanies,e38642e4671c2173f1e6fc91ac646a72,dgm_spaceexclucompanies__e38642e4671c2173f1e6fc91ac646a72
