keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
globalstar m075,Globalstar M075 communications satellite,a700,188261,,,,Wells,Globalstar M075 communications satellite,,dgm_spaceexclucompanies,e594cbade477bb3ee125231c2b9d638f,dgm_spaceexclucompanies__e594cbade477bb3ee125231c2b9d638f
globalstar m076,Globalstar M076 communications satellite,a700,188261,,,,Person,Globalstar M076 communications satellite,,dgm_spaceexclucompanies,7a10c3d0a8924f48a97ab071e0526a14,dgm_spaceexclucompanies__7a10c3d0a8924f48a97ab071e0526a14
globalstar m077,Globalstar M077 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M077 communications satellite,,dgm_spaceexclucompanies,1888299338253c83124ea0e756e4af98,dgm_spaceexclucompanies__1888299338253c83124ea0e756e4af98
globalstar m078,Globalstar M078 communications satellite,a700,188261,,,,Exec,Globalstar M078 communications satellite,,dgm_spaceexclucompanies,4ccfa372d7a40b9a3e8ce4e3312ff7f7,dgm_spaceexclucompanies__4ccfa372d7a40b9a3e8ce4e3312ff7f7
globalstar m079,Globalstar M079 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M079 communications satellite,,dgm_spaceexclucompanies,d4a1d131084e72beaaf13105b30550ae,dgm_spaceexclucompanies__d4a1d131084e72beaaf13105b30550ae
globalstar m080,Globalstar M080 communications satellite,a700,188261,,,,News,Globalstar M080 communications satellite,,dgm_spaceexclucompanies,0fe4813c73d46ee2300d42b3204a6077,dgm_spaceexclucompanies__0fe4813c73d46ee2300d42b3204a6077
globalstar m081,Globalstar M081 communications satellite,a700,188261,,,,FTO,Globalstar M081 communications satellite,,dgm_spaceexclucompanies,5bed09f03f5adb5a78fa3bb3f535e51c,dgm_spaceexclucompanies__5bed09f03f5adb5a78fa3bb3f535e51c
globalstar m082,Globalstar M082 communications satellite,a700,188261,,,,ForeignMinistry,Globalstar M082 communications satellite,,dgm_spaceexclucompanies,c075b0a0b8765c680080229fec3c58ac,dgm_spaceexclucompanies__c075b0a0b8765c680080229fec3c58ac
globalstar m083,Globalstar M083 communications satellite,a700,188261,,,,AAEntity,Globalstar M083 communications satellite,,dgm_spaceexclucompanies,914203401fc6fa23f2a0cb8453d8a8b4,dgm_spaceexclucompanies__914203401fc6fa23f2a0cb8453d8a8b4
globalstar m084,Globalstar M084 communications satellite,a700,188261,,,,ForeignMinistry,Globalstar M084 communications satellite,,dgm_spaceexclucompanies,19f32b82ac9a59290d5f9dabfc897e74,dgm_spaceexclucompanies__19f32b82ac9a59290d5f9dabfc897e74
globalstar m085,Globalstar M085 communications satellite,a700,188261,,,,News,Globalstar M085 communications satellite,,dgm_spaceexclucompanies,c52a514a609c2647b335b909555ef81b,dgm_spaceexclucompanies__c52a514a609c2647b335b909555ef81b
globalstar m086,Globalstar M086 communications satellite,a700,188261,,,,Diplomat,Globalstar M086 communications satellite,,dgm_spaceexclucompanies,24765cf102bfd64e44172b5664d1dc22,dgm_spaceexclucompanies__24765cf102bfd64e44172b5664d1dc22
globalstar m088,Globalstar M088 communications satellite,a700,188261,,,,FTO,Globalstar M088 communications satellite,,dgm_spaceexclucompanies,f844e0e912b30888f267ae29bd4ada23,dgm_spaceexclucompanies__f844e0e912b30888f267ae29bd4ada23
globalstar m089,Globalstar M089 communications satellite,a700,188261,,,,Diplomat,Globalstar M089 communications satellite,,dgm_spaceexclucompanies,71c5315eb04c93239d9cdcce7d77bdb5,dgm_spaceexclucompanies__71c5315eb04c93239d9cdcce7d77bdb5
globalstar m090,Globalstar M090 communications satellite,a700,188261,,,,Refinery,Globalstar M090 communications satellite,,dgm_spaceexclucompanies,6002533807b535113265aa64c4fa3e6c,dgm_spaceexclucompanies__6002533807b535113265aa64c4fa3e6c
globalstar m091,Globalstar M091 communications satellite,a700,188261,,,,AAEntity,Globalstar M091 communications satellite,,dgm_spaceexclucompanies,cdf5bddc5cf6fa89062cad228ee07e0a,dgm_spaceexclucompanies__cdf5bddc5cf6fa89062cad228ee07e0a
globalstar m092,Globalstar M092 communications satellite,a700,188261,,,,Wells,Globalstar M092 communications satellite,,dgm_spaceexclucompanies,868eb1fc326ee4e829498a92912d0a19,dgm_spaceexclucompanies__868eb1fc326ee4e829498a92912d0a19
globalstar m093,Globalstar M093 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M093 communications satellite,,dgm_spaceexclucompanies,ccb75b54dbdaac814c3c85a330e1b83f,dgm_spaceexclucompanies__ccb75b54dbdaac814c3c85a330e1b83f
globalstar m094,Globalstar M094 communications satellite,a700,188261,,,,Pipeline,Globalstar M094 communications satellite,,dgm_spaceexclucompanies,4ee769dff7578b7db476617ea57b52e9,dgm_spaceexclucompanies__4ee769dff7578b7db476617ea57b52e9
globalstar m095,Globalstar M095 communications satellite,a700,188261,,,,Keyphrase,Globalstar M095 communications satellite,,dgm_spaceexclucompanies,8056e14274213068191cb5a77e78b2ea,dgm_spaceexclucompanies__8056e14274213068191cb5a77e78b2ea
globalstar m096,Globalstar M096 communications satellite,a700,188261,,,,Consulates,Globalstar M096 communications satellite,,dgm_spaceexclucompanies,3f9d8c5818d8b952da14bf31b67a6492,dgm_spaceexclucompanies__3f9d8c5818d8b952da14bf31b67a6492
globalstar m097,Globalstar M097 communications satellite,a700,188261,,,,Shipping,Globalstar M097 communications satellite,,dgm_spaceexclucompanies,0a5ec1784d9da5ee24640f255af58b0a,dgm_spaceexclucompanies__0a5ec1784d9da5ee24640f255af58b0a
gnomes-1,GNOMES-1 earth science satellite,a700,188261,,,,Legislator,GNOMES-1 earth science satellite,,dgm_spaceexclucompanies,6f7c41c5c2626aac5d1e680b715c7815,dgm_spaceexclucompanies__6f7c41c5c2626aac5d1e680b715c7815
goes-13,GOES-13 earth observation satellite,a700,188261,,,,News,GOES-13 earth observation satellite,,dgm_spaceexclucompanies,91beef21b6ef3ff412f9eb66c25fa721,dgm_spaceexclucompanies__91beef21b6ef3ff412f9eb66c25fa721
goes-14,GOES-14 earth observation satellite,a700,188261,,,,Keyphrase,GOES-14 earth observation satellite,,dgm_spaceexclucompanies,53773093c359e432d8c768c3602d5d4e,dgm_spaceexclucompanies__53773093c359e432d8c768c3602d5d4e
goes-15,GOES-15 earth observation satellite,a700,188261,,,,Wells,GOES-15 earth observation satellite,,dgm_spaceexclucompanies,39ea1d68b21dcddbb846d277a9735ccc,dgm_spaceexclucompanies__39ea1d68b21dcddbb846d277a9735ccc
goes-r,GOES-R earth observation satellite,a700,188261,,,,ForeignMinistry,GOES-R earth observation satellite,,dgm_spaceexclucompanies,2a70c57be583f60d5e5200a0bb6a2a2e,dgm_spaceexclucompanies__2a70c57be583f60d5e5200a0bb6a2a2e
goes-s,GOES-S earth observation satellite,a700,188261,,,,Organization,GOES-S earth observation satellite,,dgm_spaceexclucompanies,e0b8969db8774058202785d93e0d6f41,dgm_spaceexclucompanies__e0b8969db8774058202785d93e0d6f41
usa 253,USA 253 space observation satellite,a700,188261,,,,Keyphrase,USA 253 space observation satellite,,dgm_spaceexclucompanies,5da70c700c7cd9ae8efc1a6e02dac778,dgm_spaceexclucompanies__5da70c700c7cd9ae8efc1a6e02dac778
usa 254,USA 254 space observation satellite,a700,188261,,,,Person,USA 254 space observation satellite,,dgm_spaceexclucompanies,ca20fef2ed05cb57aab66b65ae371ef7,dgm_spaceexclucompanies__ca20fef2ed05cb57aab66b65ae371ef7
usa 270,USA 270 space observation satellite,a700,188261,,,,AAEntity,USA 270 space observation satellite,,dgm_spaceexclucompanies,f9f9f590c085e124a72f14ad9f5f08fc,dgm_spaceexclucompanies__f9f9f590c085e124a72f14ad9f5f08fc
usa 271,USA 271 space observation satellite,a700,188261,,,,CompanyKeyword,USA 271 space observation satellite,,dgm_spaceexclucompanies,292dca4ffe6c48c99c0b1c0df3aaa121,dgm_spaceexclucompanies__292dca4ffe6c48c99c0b1c0df3aaa121
gunsmoke-j1,Gunsmoke-J1 earth observation satellite,a700,188261,,,,IndustryTerm,Gunsmoke-J1 earth observation satellite,,dgm_spaceexclucompanies,7fb01e0d76506cfd7c97935bd84648c1,dgm_spaceexclucompanies__7fb01e0d76506cfd7c97935bd84648c1
hawk-2a,Hawk-2A surveillance satellite,a700,188261,,,,LegislativeCommittee,Hawk-2A surveillance satellite,,dgm_spaceexclucompanies,058c08ce6733356def5ac0b71623045b,dgm_spaceexclucompanies__058c08ce6733356def5ac0b71623045b
hawk-2b,Hawk-2B surveillance satellite,a700,188261,,,,Legislator,Hawk-2B surveillance satellite,,dgm_spaceexclucompanies,b6416a65bf1e773778e2e61cce4241a6,dgm_spaceexclucompanies__b6416a65bf1e773778e2e61cce4241a6
hawk-2c,Hawk-2C surveillance satellite,a700,188261,,,,Consulates,Hawk-2C surveillance satellite,,dgm_spaceexclucompanies,3684471bd07e5e6e468ed3ff7f0a8bd1,dgm_spaceexclucompanies__3684471bd07e5e6e468ed3ff7f0a8bd1
hawk-a,Hawk-A surveillance satellite,a700,188261,,,,ForeignMinistry,Hawk-A surveillance satellite,,dgm_spaceexclucompanies,70d8e84ef053e2e235e9e165e7b92b3c,dgm_spaceexclucompanies__70d8e84ef053e2e235e9e165e7b92b3c
hawk-b,Hawk-B surveillance satellite,a700,188261,,,,AAEntity,Hawk-B surveillance satellite,,dgm_spaceexclucompanies,26d80572a1c45281c3b2c4ef0cd3483d,dgm_spaceexclucompanies__26d80572a1c45281c3b2c4ef0cd3483d
hawk-c,Hawk-C surveillance satellite,a700,188261,,,,FTO,Hawk-C surveillance satellite,,dgm_spaceexclucompanies,edb8c7dbcc034ee8357bfe35e2c4f992,dgm_spaceexclucompanies__edb8c7dbcc034ee8357bfe35e2c4f992
rhessi,RHESSI space science satellite,a700,188261,,,,IndustryTerm,RHESSI space science satellite,,dgm_spaceexclucompanies,87524712d447fd6d8c3fa175c24415b4,dgm_spaceexclucompanies__87524712d447fd6d8c3fa175c24415b4
hsat-1,HSAT-1 communications satellite,a700,188261,,,,DiplomaticFacilities,HSAT-1 communications satellite,,dgm_spaceexclucompanies,142ebb1317e831266ce62b6759d555a5,dgm_spaceexclucompanies__142ebb1317e831266ce62b6759d555a5
icesat-2,Icesat-2 earth science satellite,a700,188261,,,,CompanyKeyword,Icesat-2 earth science satellite,,dgm_spaceexclucompanies,17b5ec7878ead83605360a06b8c0a8a6,dgm_spaceexclucompanies__17b5ec7878ead83605360a06b8c0a8a6
iceye-x3,ICEYE-X3 technology development satellite,a700,188261,,,,Diplomat,ICEYE-X3 technology development satellite,,dgm_spaceexclucompanies,503424a3ca233b43035fdb32958459e3,dgm_spaceexclucompanies__503424a3ca233b43035fdb32958459e3
icon satellite,ICON space science satellite,a700,188261,,,,DiplomaticFacilities,ICON space science satellite,,dgm_spaceexclucompanies,1d473c280e8859dbf92e92e70f701a84,dgm_spaceexclucompanies__1d473c280e8859dbf92e92e70f701a84
usa 184,USA 184 earth observation satellite,a700,188261,,,,LegislativeCommittee,USA 184 earth observation satellite,,dgm_spaceexclucompanies,1c4eb02a9f1fe18d37a832c77c790584,dgm_spaceexclucompanies__1c4eb02a9f1fe18d37a832c77c790584
usa 200,USA 200 earth observation satellite,a700,188261,,,,Refinery,USA 200 earth observation satellite,,dgm_spaceexclucompanies,92fe443ab5ca356f64f7d9d4b41e597e,dgm_spaceexclucompanies__92fe443ab5ca356f64f7d9d4b41e597e
usa 259,USA 259 earth observation satellite,a700,188261,,,,Consulates,USA 259 earth observation satellite,,dgm_spaceexclucompanies,2f50c3f018981acb2e78f7a459c5fcac,dgm_spaceexclucompanies__2f50c3f018981acb2e78f7a459c5fcac
usa 278,USA 278 earth observation satellite,a700,188261,,,,Wells,USA 278 earth observation satellite,,dgm_spaceexclucompanies,ba33af21fe567576cf5a7906681a3ab2,dgm_spaceexclucompanies__ba33af21fe567576cf5a7906681a3ab2
intelsat 10,Intelsat 10 communications satellite,a700,188261,,,,IndustryTerm,Intelsat 10 communications satellite,,dgm_spaceexclucompanies,3ecde9879ae5ac02a28c6c8ea312eb70,dgm_spaceexclucompanies__3ecde9879ae5ac02a28c6c8ea312eb70
intelsat 10-02,Intelsat 10-02 communications satellite,a700,188261,,,,DiplomaticFacilities,Intelsat 10-02 communications satellite,,dgm_spaceexclucompanies,34d4f2d638129c4370c5c6bb9c6d52c1,dgm_spaceexclucompanies__34d4f2d638129c4370c5c6bb9c6d52c1
intelsat 11,Intelsat 11 communications satellite,a700,188261,,,,Diplomat,Intelsat 11 communications satellite,,dgm_spaceexclucompanies,5da147a45c3d2b381c469ba64f2c0264,dgm_spaceexclucompanies__5da147a45c3d2b381c469ba64f2c0264
intelsat 12,Intelsat 12 communications satellite,a700,188261,,,,Person,Intelsat 12 communications satellite,,dgm_spaceexclucompanies,141bfb7f6f6ee26b682e51c035fa6ca0,dgm_spaceexclucompanies__141bfb7f6f6ee26b682e51c035fa6ca0
intelsat 14,Intelsat 14 communications satellite,a700,188261,,,,CompanyKeyword,Intelsat 14 communications satellite,,dgm_spaceexclucompanies,14bdd96fa6f26d5fdefdc1fbec7cd97c,dgm_spaceexclucompanies__14bdd96fa6f26d5fdefdc1fbec7cd97c
intelsat 15,Intelsat 15 communications satellite,a700,188261,,,,Legislator,Intelsat 15 communications satellite,,dgm_spaceexclucompanies,42dd317864a5397e2cc7ec10835e381c,dgm_spaceexclucompanies__42dd317864a5397e2cc7ec10835e381c
intelsat 16,Intelsat 16 communications satellite,a700,188261,,,,Wells,Intelsat 16 communications satellite,,dgm_spaceexclucompanies,a6133157a834fad3a17c95fb103e2608,dgm_spaceexclucompanies__a6133157a834fad3a17c95fb103e2608
intelsat 17,Intelsat 17 communications satellite,a700,188261,,,,LegislativeCommittee,Intelsat 17 communications satellite,,dgm_spaceexclucompanies,83b48cb8ca60480a8e4dc7f7880e9273,dgm_spaceexclucompanies__83b48cb8ca60480a8e4dc7f7880e9273
intelsat 18,Intelsat 18 communications satellite,a700,188261,,,,Shipping,Intelsat 18 communications satellite,,dgm_spaceexclucompanies,ed832396deda151dd009227eb096266c,dgm_spaceexclucompanies__ed832396deda151dd009227eb096266c
intelsat 19,Intelsat 19 communications satellite,a700,188261,,,,Legislator,Intelsat 19 communications satellite,,dgm_spaceexclucompanies,388ddee1915b609ccb34c4fc318abd2d,dgm_spaceexclucompanies__388ddee1915b609ccb34c4fc318abd2d
intelsat 1r,Intelsat 1R communications satellite,a700,188261,,,,DiplomaticFacilities,Intelsat 1R communications satellite,,dgm_spaceexclucompanies,c09851dad1f1c8f289f27691ea1313b7,dgm_spaceexclucompanies__c09851dad1f1c8f289f27691ea1313b7
intelsat 20,Intelsat 20 communications satellite,a700,188261,,,,LegislativeCommittee,Intelsat 20 communications satellite,,dgm_spaceexclucompanies,5a86efeda310cb2d60a7fd19a2271271,dgm_spaceexclucompanies__5a86efeda310cb2d60a7fd19a2271271
intelsat 21,Intelsat 21 communications satellite,a700,188261,,,,Pipeline,Intelsat 21 communications satellite,,dgm_spaceexclucompanies,23492fc2c3fda7f76e8caeaa86f6b011,dgm_spaceexclucompanies__23492fc2c3fda7f76e8caeaa86f6b011
intelsat 22,Intelsat 22 communications satellite,a700,188261,,,,LegislativeCommittee,Intelsat 22 communications satellite,,dgm_spaceexclucompanies,9c3071277d430cd14e8a7f68b1cba0f1,dgm_spaceexclucompanies__9c3071277d430cd14e8a7f68b1cba0f1
intelsat 23,Intelsat 23 communications satellite,a700,188261,,,,Wells,Intelsat 23 communications satellite,,dgm_spaceexclucompanies,be7a8b51abd70198741e32d0f574dc31,dgm_spaceexclucompanies__be7a8b51abd70198741e32d0f574dc31
intelsat 25,Intelsat 25 communications satellite,a700,188261,,,,Shipping,Intelsat 25 communications satellite,,dgm_spaceexclucompanies,f0cb206db74fbfd429120b5b6bfdd573,dgm_spaceexclucompanies__f0cb206db74fbfd429120b5b6bfdd573
jcsat r,JCSat R communications satellite,a700,188261,,,,AAEntity,JCSat R communications satellite,,dgm_spaceexclucompanies,55ccf05a82e7a870d41cd8d0dc591531,dgm_spaceexclucompanies__55ccf05a82e7a870d41cd8d0dc591531
intelsat 30/dla 1,Intelsat 30/DLA 1 communications satellite,a700,188261,,,,Organization,Intelsat 30/DLA 1 communications satellite,,dgm_spaceexclucompanies,c9311ad3f92300b2f2dae2eb14388312,dgm_spaceexclucompanies__c9311ad3f92300b2f2dae2eb14388312
intelsat 31/dla 2,Intelsat 31/DLA 2 communications satellite,a700,188261,,,,IndustryTerm,Intelsat 31/DLA 2 communications satellite,,dgm_spaceexclucompanies,c51d9b579baffd329273a16ce26c8962,dgm_spaceexclucompanies__c51d9b579baffd329273a16ce26c8962
intelsat 33,Intelsat 33 communications satellite,a700,188261,,,,Exec,Intelsat 33 communications satellite,,dgm_spaceexclucompanies,d914a97f0c5c0027513230346c9c5ce7,dgm_spaceexclucompanies__d914a97f0c5c0027513230346c9c5ce7
intelsat 34,Intelsat 34 communications satellite,a700,188261,,,,News,Intelsat 34 communications satellite,,dgm_spaceexclucompanies,823154502a8d8534dd14a5a965e6ed6c,dgm_spaceexclucompanies__823154502a8d8534dd14a5a965e6ed6c
intelsat 35e,Intelsat 35E communications satellite,a700,188261,,,,Diplomat,Intelsat 35E communications satellite,,dgm_spaceexclucompanies,e9afa483bdb869ea395cbea80adcd5e3,dgm_spaceexclucompanies__e9afa483bdb869ea395cbea80adcd5e3
intelsat 36,Intelsat 36 communications satellite,a700,188261,,,,Keyphrase,Intelsat 36 communications satellite,,dgm_spaceexclucompanies,e1883eeb05b8ebdbe6b30266d567fac4,dgm_spaceexclucompanies__e1883eeb05b8ebdbe6b30266d567fac4
intelsat 37e,Intelsat 37E communications satellite,a700,188261,,,,Person,Intelsat 37E communications satellite,,dgm_spaceexclucompanies,bb021d15e8765c8753fb6a2ab51be66d,dgm_spaceexclucompanies__bb021d15e8765c8753fb6a2ab51be66d
intelsat 39,Intelsat 39 communications satellite,a700,188261,,,,Pipeline,Intelsat 39 communications satellite,,dgm_spaceexclucompanies,8128f7f304a022f432f7d07732588655,dgm_spaceexclucompanies__8128f7f304a022f432f7d07732588655
intelsat 5,Intelsat 5 communications satellite,a700,188261,,,,Consulates,Intelsat 5 communications satellite,,dgm_spaceexclucompanies,d1318778d6afed44d8f1a327f891d747,dgm_spaceexclucompanies__d1318778d6afed44d8f1a327f891d747
intelsat 9,Intelsat 9 communications satellite,a700,188261,,,,FTO,Intelsat 9 communications satellite,,dgm_spaceexclucompanies,1cdb1cec1e8d4436866c18ba8c59c938,dgm_spaceexclucompanies__1cdb1cec1e8d4436866c18ba8c59c938
intelsat 901,Intelsat 901 communications satellite,a700,188261,,,,Diplomat,Intelsat 901 communications satellite,,dgm_spaceexclucompanies,528fc6d0e545e326c72d4c18b475d759,dgm_spaceexclucompanies__528fc6d0e545e326c72d4c18b475d759
intelsat 902,Intelsat 902 communications satellite,a700,188261,,,,Exec,Intelsat 902 communications satellite,,dgm_spaceexclucompanies,0a82c82ca0966e284e5ddc8310ba55ab,dgm_spaceexclucompanies__0a82c82ca0966e284e5ddc8310ba55ab
intelsat 904,Intelsat 904 communications satellite,a700,188261,,,,LegislativeCommittee,Intelsat 904 communications satellite,,dgm_spaceexclucompanies,079cb37563095927e4147e4b7bc9f03c,dgm_spaceexclucompanies__079cb37563095927e4147e4b7bc9f03c
intelsat 905,Intelsat 905 communications satellite,a700,188261,,,,Keyphrase,Intelsat 905 communications satellite,,dgm_spaceexclucompanies,12064236b037684d3870615b97170563,dgm_spaceexclucompanies__12064236b037684d3870615b97170563
intelsat 906,Intelsat 906 communications satellite,a700,188261,,,,Wells,Intelsat 906 communications satellite,,dgm_spaceexclucompanies,b8bf4b9fb2ff89e4b9b93f6902d9594f,dgm_spaceexclucompanies__b8bf4b9fb2ff89e4b9b93f6902d9594f
intelsat new dawn,Intelsat New Dawn communications satellite,a700,188261,,,,FTO,Intelsat New Dawn communications satellite,,dgm_spaceexclucompanies,ca418a555313eb283ae9c632107ce5d1,dgm_spaceexclucompanies__ca418a555313eb283ae9c632107ce5d1
interstellar boundary explorer,Interstellar Boundary Explorer space science satellite,a700,188261,,interstellartechnologies,,LegislativeCommittee,Interstellar Boundary Explorer space science satellite,,dgm_spaceexclucompanies,474f999eae602997d0cb309d51d2ac9d,dgm_spaceexclucompanies__474f999eae602997d0cb309d51d2ac9d
iridium next 102,Iridium Next 102 communications satellite,a700,188261,,,,Refinery,Iridium Next 102 communications satellite,,dgm_spaceexclucompanies,d72c9111929d0daf0e54e63bf19c084f,dgm_spaceexclucompanies__d72c9111929d0daf0e54e63bf19c084f
iridium next 103,Iridium Next 103 communications satellite,a700,188261,,,,LegislativeCommittee,Iridium Next 103 communications satellite,,dgm_spaceexclucompanies,ae3864bd8916a8a2caf38bf6ee909421,dgm_spaceexclucompanies__ae3864bd8916a8a2caf38bf6ee909421
iridium next 104,Iridium Next 104 communications satellite,a700,188261,,,,Organization,Iridium Next 104 communications satellite,,dgm_spaceexclucompanies,571f07298defe293fafad34090a4b49f,dgm_spaceexclucompanies__571f07298defe293fafad34090a4b49f
