keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#solntsevskayaorganizedcrimegroup,#SolntsevskayaOrganizedCrimeGroup,Solntsevskaya Bratva crime syndicate,Russia,russia,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Solntsevskaya Bratva crime syndicate,,LN_Mentionee,b8af11f8377e30034aec2c60b57502c4,LN_Mentionee__b8af11f8377e30034aec2c60b57502c4
#solntsevskayabrotherhood,#SolntsevskayaBrotherhood,Solntsevskaya Bratva crime syndicate,Russia,russia,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Solntsevskaya Bratva crime syndicate,,LN_Mentionee,a316a8ba2d38a9cf6847ee00f6a19992,LN_Mentionee__a316a8ba2d38a9cf6847ee00f6a19992
#solntsevskayagang,#SolntsevskayaGang,Solntsevskaya Bratva crime syndicate,Russia,russia,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Solntsevskaya Bratva crime syndicate,,LN_Mentionee,c8f5a5358c15a353252af46c82ef0014,LN_Mentionee__c8f5a5358c15a353252af46c82ef0014
#genovesecrimefamily,#Genovesecrimefamily,Genovese crime family,US,us,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Genovese crime family,,LN_Mentionee,28a73af51cddf50532c1138171a35f7f,LN_Mentionee__28a73af51cddf50532c1138171a35f7f
#gambinocrimefamily,#Gambinocrimefamily,Gambino crime family,US,us,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Gambino crime family,,LN_Mentionee,e943164772538a27f647dfa70543a083,LN_Mentionee__e943164772538a27f647dfa70543a083
#lucchesecrimefamily,#Lucchesecrimefamily,Lucchese crime family,US,us,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Lucchese crime family,,LN_Mentionee,7ac10cfc7d19d2a45ed54284d5fa6021,LN_Mentionee__7ac10cfc7d19d2a45ed54284d5fa6021
#yakuza,#Yakuza,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,ba2a76fc495405bcc73f7469ba6e343e,LN_Mentionee__ba2a76fc495405bcc73f7469ba6e343e
#gokudo,#Gokudo,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,b7db7cb5bc8706ce5f4b627beea37009,LN_Mentionee__b7db7cb5bc8706ce5f4b627beea37009
#boryokudan,#Boryokudan,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,a81fc98c595651b03594e8650d718446,LN_Mentionee__a81fc98c595651b03594e8650d718446
#ninkyodantai,#NinkyoDantai,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,21557ad62a6e74aeefe87921eb2a6d58,LN_Mentionee__21557ad62a6e74aeefe87921eb2a6d58
#yamaguchigumi,#Yamaguchigumi,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,133a6a6f97dc8bffdeaf1eb6e8650076,LN_Mentionee__133a6a6f97dc8bffdeaf1eb6e8650076
#sumiyoshikai,#Sumiyoshikai,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,14a38015ac6bb183d3f3e5ee209da544,LN_Mentionee__14a38015ac6bb183d3f3e5ee209da544
#inagawakai,#Inagawakai,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,78377bf56fd2fa82a1b9cb40ec4b547b,LN_Mentionee__78377bf56fd2fa82a1b9cb40ec4b547b
#clanoftheyakuza,#ClanoftheYakuza,Yakuza criminal organization,Japan,japan,TransnationalCriminalOrg,188111,,Transnationalcriminalorg,Yakuza criminal organization,,LN_Mentionee,cce9a1fb560b0c5c024399d8710be9c0,LN_Mentionee__cce9a1fb560b0c5c024399d8710be9c0
hate crime,hate crime,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,d54ac4c8090d2d50287bdf45f9bee328,LN_Mentionee__d54ac4c8090d2d50287bdf45f9bee328
hate crimes,hate crimes,hate crimes,,,CrimeTheme,188297,,Crimetheme,hate crimes,,LN_Mentionee,0a4710902956907640aaa67f12b52942,LN_Mentionee__0a4710902956907640aaa67f12b52942
bias incidents,bias incidents,bias incidents,,,CrimeTheme,188297,,Crimetheme,bias incidents,,LN_Mentionee,0b2636711832598c1134cec2b05c823d,LN_Mentionee__0b2636711832598c1134cec2b05c823d
bias incident,bias incident,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,a11b3a49a874471320ca6418aa8cf186,LN_Mentionee__a11b3a49a874471320ca6418aa8cf186
incident involving bias,incident involving bias,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,285752383c13cb33577e3ceab4d732c3,LN_Mentionee__285752383c13cb33577e3ceab4d732c3
crime involving hate,crime involving hate,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,00d746d9a074ea30e57e9e7ff9b99b8f,LN_Mentionee__00d746d9a074ea30e57e9e7ff9b99b8f
racial bias,racial bias,racial bias,,,CrimeTheme,188297,,Crimetheme,racial bias,,LN_Mentionee,5751970a12a512fa44452542fe7045c6,LN_Mentionee__5751970a12a512fa44452542fe7045c6
racial biases,racial biases,racial biases,,,CrimeTheme,188297,,Crimetheme,racial biases,,LN_Mentionee,a0d48f7fd0103d4223dd13eb1535738f,LN_Mentionee__a0d48f7fd0103d4223dd13eb1535738f
hate crimes task force,Hate Crimes Task Force,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,e70af85f69a833ece39f78d6794def1f,LN_Mentionee__e70af85f69a833ece39f78d6794def1f
hate crimes task forces,Hate Crimes Task Forces,Hate Crimes Task Forces,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Forces,,LN_Mentionee,fdf2cd20b1ccdf110ef1d41f9d5acb6b,LN_Mentionee__fdf2cd20b1ccdf110ef1d41f9d5acb6b
hate crimes task force's,Hate Crimes Task Force's,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,492e4f280a75c388c40ded5cd69a186f,LN_Mentionee__492e4f280a75c388c40ded5cd69a186f
hatecrime,hatecrime,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,0b2401b70dee07b6d0d7cac5bb7363cf,LN_Mentionee__0b2401b70dee07b6d0d7cac5bb7363cf
hatecrimes,hatecrimes,hate crimes,,,CrimeTheme,188297,,Crimetheme,hate crimes,,LN_Mentionee,a2b9ba8581874a745f0f73e9793c7afd,LN_Mentionee__a2b9ba8581874a745f0f73e9793c7afd
biasincidents,biasincidents,bias incidents,,,CrimeTheme,188297,,Crimetheme,bias incidents,,LN_Mentionee,ceba0bc47da45ad01c7a28b72004765d,LN_Mentionee__ceba0bc47da45ad01c7a28b72004765d
biasincident,biasincident,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,57afecaf7e6aa6df98acdd19f120b120,LN_Mentionee__57afecaf7e6aa6df98acdd19f120b120
incidentinvolvingbias,incidentinvolvingbias,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,7b4797bfd14d350914412e6fd30e5314,LN_Mentionee__7b4797bfd14d350914412e6fd30e5314
crimeinvolvinghate,crimeinvolvinghate,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,d0e34efc4d95e087acebdd5cf22a11bb,LN_Mentionee__d0e34efc4d95e087acebdd5cf22a11bb
racialbias,racialbias,racial bias,,,CrimeTheme,188297,,Crimetheme,racial bias,,LN_Mentionee,21b23f69288203c2d26b8d35716346bc,LN_Mentionee__21b23f69288203c2d26b8d35716346bc
racialbiases,racialbiases,racial biases,,,CrimeTheme,188297,,Crimetheme,racial biases,,LN_Mentionee,276a9c5368737eb03992e742387f00ed,LN_Mentionee__276a9c5368737eb03992e742387f00ed
hatecrimestaskforce,HateCrimesTaskForce,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,8ce10d7c9ba339b43358377ec9dcb777,LN_Mentionee__8ce10d7c9ba339b43358377ec9dcb777
hatecrimestaskforces,HateCrimesTaskForces,Hate Crimes Task Forces,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Forces,,LN_Mentionee,c01fcad31d0c40724c003dcbed9cbfc0,LN_Mentionee__c01fcad31d0c40724c003dcbed9cbfc0
hatecrimestaskforce's,HateCrimesTaskForce's,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,b4870718a96ace0dd30b252a8fd51c73,LN_Mentionee__b4870718a96ace0dd30b252a8fd51c73
@hatecrime,@hatecrime,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,22576d3483005b0b53e247b381a69d4f,LN_Mentionee__22576d3483005b0b53e247b381a69d4f
@hatecrimes,@hatecrimes,hate crimes,,,CrimeTheme,188297,,Crimetheme,hate crimes,,LN_Mentionee,b36d50a8d2253a2aaa666c929ceb9336,LN_Mentionee__b36d50a8d2253a2aaa666c929ceb9336
@biasincidents,@biasincidents,bias incidents,,,CrimeTheme,188297,,Crimetheme,bias incidents,,LN_Mentionee,bcdd77dd96c31bfbb324cbcbfd94d33c,LN_Mentionee__bcdd77dd96c31bfbb324cbcbfd94d33c
@biasincident,@biasincident,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,2503fc69c1760280a9d1d2ea6b9713a2,LN_Mentionee__2503fc69c1760280a9d1d2ea6b9713a2
@incidentinvolvingbias,@incidentinvolvingbias,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,62b78fe73ec0cd2a9ec6fc821589038e,LN_Mentionee__62b78fe73ec0cd2a9ec6fc821589038e
@crimeinvolvinghate,@crimeinvolvinghate,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,44bea7eec2e71b1c1c938d1f95b0e07f,LN_Mentionee__44bea7eec2e71b1c1c938d1f95b0e07f
@racialbias,@racialbias,racial bias,,,CrimeTheme,188297,,Crimetheme,racial bias,,LN_Mentionee,717c749b3875c6492749d4b9204bf22f,LN_Mentionee__717c749b3875c6492749d4b9204bf22f
@racialbiases,@racialbiases,racial biases,,,CrimeTheme,188297,,Crimetheme,racial biases,,LN_Mentionee,ef39fb35866c021b9a9751966454af13,LN_Mentionee__ef39fb35866c021b9a9751966454af13
@hatecrimestaskforce,@HateCrimesTaskForce,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,d69908bded0c4c5b58d1938c3d000972,LN_Mentionee__d69908bded0c4c5b58d1938c3d000972
@hatecrimestaskforces,@HateCrimesTaskForces,Hate Crimes Task Forces,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Forces,,LN_Mentionee,f9278d08da6bfab1e5e688b2de5b1afe,LN_Mentionee__f9278d08da6bfab1e5e688b2de5b1afe
@hatecrimestaskforce's,@HateCrimesTaskForce's,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,a497705d3914a8d37c69a3f6206bac30,LN_Mentionee__a497705d3914a8d37c69a3f6206bac30
#hatecrime,#hatecrime,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,5de276e34e1cd49c2353172d533e64fe,LN_Mentionee__5de276e34e1cd49c2353172d533e64fe
#hatecrimes,#hatecrimes,hate crimes,,,CrimeTheme,188297,,Crimetheme,hate crimes,,LN_Mentionee,fa9cd74d0a4a91396e839739c858d750,LN_Mentionee__fa9cd74d0a4a91396e839739c858d750
#biasincidents,#biasincidents,bias incidents,,,CrimeTheme,188297,,Crimetheme,bias incidents,,LN_Mentionee,0ebb2a3476a4aeae1ad4b759c6cd5ed1,LN_Mentionee__0ebb2a3476a4aeae1ad4b759c6cd5ed1
#biasincident,#biasincident,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,72f5f2351247bc872d5a0252bb3da4cb,LN_Mentionee__72f5f2351247bc872d5a0252bb3da4cb
#incidentinvolvingbias,#incidentinvolvingbias,bias incident,,,CrimeTheme,188297,,Crimetheme,bias incident,,LN_Mentionee,889b18cc33f86974d7409a23feff10fb,LN_Mentionee__889b18cc33f86974d7409a23feff10fb
#crimeinvolvinghate,#crimeinvolvinghate,hate crime,,,CrimeTheme,188297,,Crimetheme,hate crime,,LN_Mentionee,26eb7bdd4f76a87dfb41f07c7779a9d7,LN_Mentionee__26eb7bdd4f76a87dfb41f07c7779a9d7
#racialbias,#racialbias,racial bias,,,CrimeTheme,188297,,Crimetheme,racial bias,,LN_Mentionee,38898c3b9970b0450f053621976b1122,LN_Mentionee__38898c3b9970b0450f053621976b1122
#racialbiases,#racialbiases,racial biases,,,CrimeTheme,188297,,Crimetheme,racial biases,,LN_Mentionee,5fa86c567cd4945eba25953a8609ec68,LN_Mentionee__5fa86c567cd4945eba25953a8609ec68
#hatecrimestaskforce,#HateCrimesTaskForce,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,ecb832aa8ece9c6b22059e6a798606b0,LN_Mentionee__ecb832aa8ece9c6b22059e6a798606b0
#hatecrimestaskforces,#HateCrimesTaskForces,Hate Crimes Task Forces,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Forces,,LN_Mentionee,84635dd86d5d789d2168e7d725af46a7,LN_Mentionee__84635dd86d5d789d2168e7d725af46a7
#hatecrimestaskforce's,#HateCrimesTaskForce's,Hate Crimes Task Force,,,CrimeTheme,188297,,Crimetheme,Hate Crimes Task Force,,LN_Mentionee,4b72a8f4a44656705227c016451877e5,LN_Mentionee__4b72a8f4a44656705227c016451877e5
graffiti,graffiti,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,320135e6944a8afe23ff58eb8483eee9,LN_Mentionee__320135e6944a8afe23ff58eb8483eee9
graffiteed,graffiteed,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,fd9d48fb38b3d702b03f09b171af6d3d,LN_Mentionee__fd9d48fb38b3d702b03f09b171af6d3d
graffitees,graffitees,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,7aad1c77406c48cbc7264d0ee586c92b,LN_Mentionee__7aad1c77406c48cbc7264d0ee586c92b
graffitid,graffitid,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,05c5bb7b8ecd3bd3093d83e1070fa6be,LN_Mentionee__05c5bb7b8ecd3bd3093d83e1070fa6be
graffitied,graffitied,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,3eae4b32c2a104ffb0f6b367234606ba,LN_Mentionee__3eae4b32c2a104ffb0f6b367234606ba
graffitiing,graffitiing,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,6729a20959a7e9ff092e23c639b0cfbf,LN_Mentionee__6729a20959a7e9ff092e23c639b0cfbf
graffitis,graffitis,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,86444b1dbd4efc9abce62a6fbf643c00,LN_Mentionee__86444b1dbd4efc9abce62a6fbf643c00
graffito,graffito,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,3798d161bb101e622a53bbd9ce9ea5a8,LN_Mentionee__3798d161bb101e622a53bbd9ce9ea5a8
graffitti,graffitti,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,03fff5ecfde57abeb13b7337cb950dbf,LN_Mentionee__03fff5ecfde57abeb13b7337cb950dbf
graffittid,graffittid,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,732ccd71b798a70a410d2a0af9676f05,LN_Mentionee__732ccd71b798a70a410d2a0af9676f05
graffittied,graffittied,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,8ac26aa7fad1e2814afb6a7c8c942445,LN_Mentionee__8ac26aa7fad1e2814afb6a7c8c942445
graffittis,graffittis,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,51c240988d92dd3ba7c981a72f816e93,LN_Mentionee__51c240988d92dd3ba7c981a72f816e93
graffitto,graffitto,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,e3babfbab76d1fa6adbce96a6f98e2db,LN_Mentionee__e3babfbab76d1fa6adbce96a6f98e2db
graffitying,graffitying,graffiti,,,311Themes,188120,3140002,311themes,graffiti,,LN_Mentionee,4667fc6319cd4bcebae92a4bd5bcccc4,LN_Mentionee__4667fc6319cd4bcebae92a4bd5bcccc4
grafitee,grafitee,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,6f4a53d4c95758d60fee387fbf97e644,LN_Mentionee__6f4a53d4c95758d60fee387fbf97e644
grafitees,grafitees,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,3004f958810d1a6ea02ca4b4345306c2,LN_Mentionee__3004f958810d1a6ea02ca4b4345306c2
grafiti,grafiti,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,790831d1d257e864a12bdd05a5902772,LN_Mentionee__790831d1d257e864a12bdd05a5902772
grafitid,grafitid,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,7f426105c74075e46d0b2a812a833a8f,LN_Mentionee__7f426105c74075e46d0b2a812a833a8f
grafitied,grafitied,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,8d2d673f7d1126d9d0a58cb12aa3470b,LN_Mentionee__8d2d673f7d1126d9d0a58cb12aa3470b
grafiting,grafiting,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,c1024120bd9a31afda724a791b1c4683,LN_Mentionee__c1024120bd9a31afda724a791b1c4683
grafitis,grafitis,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,7be53f9d73dc361a264f1c708bc55a22,LN_Mentionee__7be53f9d73dc361a264f1c708bc55a22
grafito,grafito,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,85ff550162a7e981644a2576f6c51da2,LN_Mentionee__85ff550162a7e981644a2576f6c51da2
grafitti,grafitti,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,9395c2b0983e0769a049363802845612,LN_Mentionee__9395c2b0983e0769a049363802845612
grafittid,grafittid,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,acecf4cd4c1f67d03fa06077fbda1a3f,LN_Mentionee__acecf4cd4c1f67d03fa06077fbda1a3f
grafittied,grafittied,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,ca77b7ad7f851b85a733d0f0132e1df0,LN_Mentionee__ca77b7ad7f851b85a733d0f0132e1df0
grafitting,grafitting,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,b55bcce501a51a4e81c5c2f0244e4023,LN_Mentionee__b55bcce501a51a4e81c5c2f0244e4023
grafittis,grafittis,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,2a3920dca071651985f936c16a73e6de,LN_Mentionee__2a3920dca071651985f936c16a73e6de
grafitto,grafitto,graffiti,,,311Themes,188297,3140002,311themes,graffiti,,LN_Mentionee,fcf4794d5b9e9d97f3c2eee421afc827,LN_Mentionee__fcf4794d5b9e9d97f3c2eee421afc827
vandal,vandal,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,498d4cf6cfd4351ecbc85c6a75bcc366,LN_Mentionee__498d4cf6cfd4351ecbc85c6a75bcc366
vandalism,vandalism,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,874546930104d9556a2b72e43cc5e59e,LN_Mentionee__874546930104d9556a2b72e43cc5e59e
vandalist,vandalist,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,b79a3db6bdb419ecaf76c9c51ab206c3,LN_Mentionee__b79a3db6bdb419ecaf76c9c51ab206c3
vandalists,vandalists,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,aaa69570316eef071caf601d0e14b4b6,LN_Mentionee__aaa69570316eef071caf601d0e14b4b6
vandalization,vandalization,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,047276d39530e930bbc1847f47a7234f,LN_Mentionee__047276d39530e930bbc1847f47a7234f
vandalize,vandalize,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,b3ce1f20365feeb7510e8ae3dbf97e44,LN_Mentionee__b3ce1f20365feeb7510e8ae3dbf97e44
vandalized,vandalized,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,2b5105fca533c34a60563287b59b194c,LN_Mentionee__2b5105fca533c34a60563287b59b194c
vandalizes,vandalizes,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,8eb59324d65a9ec09d3929ed588ca0bb,LN_Mentionee__8eb59324d65a9ec09d3929ed588ca0bb
vandalizing,vandalizing,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,ce1c3d2035494a140f42a2b93dffdaf2,LN_Mentionee__ce1c3d2035494a140f42a2b93dffdaf2
vandals,vandals,vandalism,,,311Themes,188297,3140002,311themes,vandalism,,LN_Mentionee,ca42161be4c5f20ff28dff79ea49e2d9,LN_Mentionee__ca42161be4c5f20ff28dff79ea49e2d9
open container law,open container law,open container law,,,311Themes,188297,3140002,311themes,open container law,,LN_Mentionee,44e1da884fa20a7441680ae26805a178,LN_Mentionee__44e1da884fa20a7441680ae26805a178
open container laws,open container laws,open container laws,,,311Themes,188297,3140002,311themes,open container laws,,LN_Mentionee,4cad35859ea97494d3d8925d06ff8bef,LN_Mentionee__4cad35859ea97494d3d8925d06ff8bef
illegal swimming,illegal swimming,illegal swimming,,,311Themes,188297,3140002,311themes,illegal swimming,,LN_Mentionee,f19a5c3d40b536eed89b8cf98ba929d2,LN_Mentionee__f19a5c3d40b536eed89b8cf98ba929d2
illegally swimming,illegally swimming,illegal swimming,,,311Themes,188297,3140002,311themes,illegal swimming,,LN_Mentionee,0c87f7fb4ebd8871572b2f47a9c59e5d,LN_Mentionee__0c87f7fb4ebd8871572b2f47a9c59e5d
outdoor seating,outdoor seating,outdoor dining,,,311Themes,188321,3140002,311themes,outdoor dining,,LN_Mentionee,76e1b2ff5868b02adb3003a4d7d2aa7b,LN_Mentionee__76e1b2ff5868b02adb3003a4d7d2aa7b
outdoor dining,outdoor dining,outdoor dining,,,311Themes,188321,3140002,311themes,outdoor dining,,LN_Mentionee,6e2816428ef309d1e1a09a6c7b555321,LN_Mentionee__6e2816428ef309d1e1a09a6c7b555321
terrace seating,terrace seating,outdoor dining,,,311Themes,188321,3140002,311themes,outdoor dining,,LN_Mentionee,027607e219637a126186008d88e84bae,LN_Mentionee__027607e219637a126186008d88e84bae
terrace dining,terrace dining,outdoor dining,,,311Themes,188321,3140002,311themes,outdoor dining,,LN_Mentionee,01f798f704c0a4b22d05a7be854f7770,LN_Mentionee__01f798f704c0a4b22d05a7be854f7770
snow plow,snow plow,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,82fef79f3935160e2ff156b0d4398a9b,LN_Mentionee__82fef79f3935160e2ff156b0d4398a9b
street plow,street plow,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,cc54b4fce390c091e037cfe7ee643dd9,LN_Mentionee__cc54b4fce390c091e037cfe7ee643dd9
salt truck,salt truck,salting truck,,,311Themes,188130,3140002,311themes,salting truck,,LN_Mentionee,299b80a4b16f48026409bbb14c1b1765,LN_Mentionee__299b80a4b16f48026409bbb14c1b1765
salt trucks,salt trucks,salting trucks,,,311Themes,188130,3140002,311themes,salting trucks,,LN_Mentionee,46dda196f25e3957e86f9e4691466cef,LN_Mentionee__46dda196f25e3957e86f9e4691466cef
salting road,salting road,salting issues,,,311Themes,188130,3140002,311themes,salting issues,,LN_Mentionee,dd6787f2f0934f71a99040259c5a7eea,LN_Mentionee__dd6787f2f0934f71a99040259c5a7eea
salting sidewalk,salting sidewalk,salting issues,,,311Themes,188130,3140002,311themes,salting issues,,LN_Mentionee,9b2ce55ee699cef06b9119df26b96828,LN_Mentionee__9b2ce55ee699cef06b9119df26b96828
plowing snow,plowing snow,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,65efbada908f35ba47b242d937f94893,LN_Mentionee__65efbada908f35ba47b242d937f94893
plowing streets,plowing streets,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,4111a472a6296290dbb5d2ad3fa703b1,LN_Mentionee__4111a472a6296290dbb5d2ad3fa703b1
street plowed,street plowed,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,2c75a60a454ea4e9b7aece036400668f,LN_Mentionee__2c75a60a454ea4e9b7aece036400668f
streets plowed,streets plowed,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,8401b404e1920a60da716565984c1a2d,LN_Mentionee__8401b404e1920a60da716565984c1a2d
street plowers,street plowers,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,0a07ada588a586f2106b41e0c4d02702,LN_Mentionee__0a07ada588a586f2106b41e0c4d02702
street plowing,street plowing,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,30cf9f99bc85d27b662a8b26cd0a149c,LN_Mentionee__30cf9f99bc85d27b662a8b26cd0a149c
snow plowed,snow plowed,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,3cad36f76aa5d054bdbba535cebf104b,LN_Mentionee__3cad36f76aa5d054bdbba535cebf104b
snow plower,snow plower,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,0658a51454c74eea26cd1efac605db7e,LN_Mentionee__0658a51454c74eea26cd1efac605db7e
snow plowers,snow plowers,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,ceaa9016cbebd18423a063f814cf8cf6,LN_Mentionee__ceaa9016cbebd18423a063f814cf8cf6
snow plowing,snow plowing,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,b75d43e15470ab39b36ea392acc351e8,LN_Mentionee__b75d43e15470ab39b36ea392acc351e8
road plowers,road plowers,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,d0c04557474e8416b4021cf984caa6e7,LN_Mentionee__d0c04557474e8416b4021cf984caa6e7
road plowed,road plowed,snow plowing,,,311Themes,188130,3140002,311themes,snow plowing,,LN_Mentionee,c98015a5b1b69becd36608f6ec7ec847,LN_Mentionee__c98015a5b1b69becd36608f6ec7ec847
salting streets,salting streets,salting,,,311Themes,188130,3140002,311themes,salting,,LN_Mentionee,47beeeeffafaa25018e7025a595ec970,LN_Mentionee__47beeeeffafaa25018e7025a595ec970
salting street,salting street,salting,,,311Themes,188130,3140002,311themes,salting,,LN_Mentionee,209c18ab78ac66f79ecbdca0ff8952e5,LN_Mentionee__209c18ab78ac66f79ecbdca0ff8952e5
