handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
78actu,78actu,ForeignMinister,78actu,,basementions_mentioner,454c0aa17c7429555dec6e9cbbc588ef,basementions_mentioner__454c0aa17c7429555dec6e9cbbc588ef
lalsace,Journal L'Alsace,Media,Journal L'Alsace,,basementions_mentioner,e2e68479b58bfe51692bc89f73a3598b,basementions_mentioner__e2e68479b58bfe51692bc89f73a3598b
lestrepverdun,L'Est Républicain Verdun,Legislator,L'Est Républicain Verdun,,basementions_mentioner,df7300742476b8b491c03399114f1cc1,basementions_mentioner__df7300742476b8b491c03399114f1cc1
f3cotedazur,France 3 Côte d'Azur,ForeignMinister,France 3 Côte d'Azur,,basementions_mentioner,d8f435aa13057fe7afaaf24a2eed593f,basementions_mentioner__d8f435aa13057fe7afaaf24a2eed593f
ouestfrance29,Ouest-France 29,ForeignMinistry,Ouest-France 29,,basementions_mentioner,42a50f0a0296e144bb7dbb90f8a1ec19,basementions_mentioner__42a50f0a0296e144bb7dbb90f8a1ec19
ouestfrance_56,Ouest-France 56,AAEntity,Ouest-France 56,,basementions_mentioner,07b1549db42e27bb3b7970198df065b3,basementions_mentioner__07b1549db42e27bb3b7970198df065b3
f3rhone_alpes,France 3 Rhône-Alpes,Pipeline,France 3 Rhône-Alpes,,basementions_mentioner,4b878ec65892b56e1ee6810bc956fdde,basementions_mentioner__4b878ec65892b56e1ee6810bc956fdde
actufr94,Actu Val-de-Marne,CompanyKeyword,Actu Val-de-Marne,,basementions_mentioner,ebe80fb8f5472a15536f8ac137c7759a,basementions_mentioner__ebe80fb8f5472a15536f8ac137c7759a
lorraineactu,Lorraine Actu,IndustryTerm,Lorraine Actu,,basementions_mentioner,fca800b907e753183b27a9e5a3449a21,basementions_mentioner__fca800b907e753183b27a9e5a3449a21
lapressemanche,La Presse de la Manche,AAEntity,La Presse de la Manche,,basementions_mentioner,0e24f757ec0679008f0cca0aac876061,basementions_mentioner__0e24f757ec0679008f0cca0aac876061
so_charente,Sud Ouest Charente,ForeignMinistry,Sud Ouest Charente,,basementions_mentioner,356a0492b8465b319de52312e2a64ba2,basementions_mentioner__356a0492b8465b319de52312e2a64ba2
letelegramme,Le Télégramme,CompanyKeyword,Le Télégramme,,basementions_mentioner,bd8fdb4dbb4c7c9103761488574f1f4f,basementions_mentioner__bd8fdb4dbb4c7c9103761488574f1f4f
larepdpyrenees,La Rép des Pyrénées,Wells,La Rép des Pyrénées,,basementions_mentioner,e4380f6c923b37aa680f73f39bb93d8a,basementions_mentioner__e4380f6c923b37aa680f73f39bb93d8a
hessenschau,Hessenschau,ForeignMinistry,Hessenschau,,basementions_mentioner,49cc47a1f3de474e5758602d1838b394,basementions_mentioner__49cc47a1f3de474e5758602d1838b394
br24,BR24,Consulates,BR24,,basementions_mentioner,616cc90bda6a0844725328f5bcd7e7d9,basementions_mentioner__616cc90bda6a0844725328f5bcd7e7d9
hunsruecknews,Hunsruck News,Shipping,Hunsruck News,,basementions_mentioner,3a2c1868f5fab0903aa850bbbb79fc57,basementions_mentioner__3a2c1868f5fab0903aa850bbbb79fc57
mzwebde,mz-web,Pipeline,mz-web,,basementions_mentioner,6faec2518f99dee5b077e02e36137c20,basementions_mentioner__6faec2518f99dee5b077e02e36137c20
merkur_de,Merkur,Keyphrase,Merkur,,basementions_mentioner,2c5545b326c663b9815bbead3690ab22,basementions_mentioner__2c5545b326c663b9815bbead3690ab22
donau3fm,Donau 3 FM,AAEntity,Donau 3 FM,,basementions_mentioner,318c1af92c99410886bbbc210fb2f862,basementions_mentioner__318c1af92c99410886bbbc210fb2f862
schwaebische,Schwabische Zeitung,Shipping,Schwabische Zeitung,,basementions_mentioner,b47c98c8aa01ed55523e107768c7c369,basementions_mentioner__b47c98c8aa01ed55523e107768c7c369
donaukurier,donaukurier,Keyphrase,donaukurier,,basementions_mentioner,9c77a26a07b62279a57d80eaa32878ea,basementions_mentioner__9c77a26a07b62279a57d80eaa32878ea
rponline,Rheinische Post,space,Rheinische Post,,basementions_mentioner,a7d849c1cf19b157f9907a13add68ca4,basementions_mentioner__a7d849c1cf19b157f9907a13add68ca4
shz_de,SHZ,ForeignMinistry,SHZ,,basementions_mentioner,09e5404248516a0e9e43543fe93b5013,basementions_mentioner__09e5404248516a0e9e43543fe93b5013
szlz1,SZ/LZ,Exec,SZ/LZ,,basementions_mentioner,c23e7f701fe17905adfb8e1dfb1a5b9b,basementions_mentioner__c23e7f701fe17905adfb8e1dfb1a5b9b
celler_presse,Celler Presse,ForeignMinistry,Celler Presse,,basementions_mentioner,c2ee99b51f73f9e5a89497864c849612,basementions_mentioner__c2ee99b51f73f9e5a89497864c849612
rthinfo,RTH Info,Organization,RTH Info,,basementions_mentioner,9563db9994fdb157ac242998a441b4fe,basementions_mentioner__9563db9994fdb157ac242998a441b4fe
kn_online,Kieler Nachrichten,Media,Kieler Nachrichten,,basementions_mentioner,aa62a2b8f752b2ac0a36144d3ee74b01,basementions_mentioner__aa62a2b8f752b2ac0a36144d3ee74b01
ntvde,ntv Nachrichten,space,ntv Nachrichten,,basementions_mentioner,e319cac40ba550956e67f06c805ee69a,basementions_mentioner__e319cac40ba550956e67f06c805ee69a
haz,HAZ,IndustryTerm,HAZ,,basementions_mentioner,953b2dfe3056be157806fba121f7093f,basementions_mentioner__953b2dfe3056be157806fba121f7093f
zeitonline,Zeit Online,Consulates,Zeit Online,,basementions_mentioner,e77da0bbd25ab3e21f8a80fdc25e7019,basementions_mentioner__e77da0bbd25ab3e21f8a80fdc25e7019
rheinpfalz,Die Rheinpfalz,CompanyKeyword,Die Rheinpfalz,,basementions_mentioner,4162fd6db77c33a7e6337b48a39a2bcc,basementions_mentioner__4162fd6db77c33a7e6337b48a39a2bcc
dlf,Deutschlandfunk,Diplomat,Deutschlandfunk,,basementions_mentioner,9378f4ee9e89743a9ae3249ae0012ace,basementions_mentioner__9378f4ee9e89743a9ae3249ae0012ace
onetz_de,Onetz,Consulates,Onetz,,basementions_mentioner,35041bf532011537b1b211b98924193f,basementions_mentioner__35041bf532011537b1b211b98924193f
wknachrichten,Wiesbadener Kurier,Wells,Wiesbadener Kurier,,basementions_mentioner,cc3d43d6a43e54f28b67ee8a7a07e8e8,basementions_mentioner__cc3d43d6a43e54f28b67ee8a7a07e8e8
aerobuzzde,Aerobuzz,Person,Aerobuzz,,basementions_mentioner,d5e31055da660349f8ab89ffda0efae6,basementions_mentioner__d5e31055da660349f8ab89ffda0efae6
lkz_leonberg,LKZ Leonberg,Wells,LKZ Leonberg,,basementions_mentioner,d8f63e8ff6d0c113fe6a09427e450ee6,basementions_mentioner__d8f63e8ff6d0c113fe6a09427e450ee6
nnnonline,NNN,FTO,NNN,,basementions_mentioner,4b6d3609c219ad7d7802c0b66d75a085,basementions_mentioner__4b6d3609c219ad7d7802c0b66d75a085
analisidifesa,Analisidifesa,AAEntity,Analisidifesa,,basementions_mentioner,b1f6905ec97cffe4ba1d1dbf61d779ad,basementions_mentioner__b1f6905ec97cffe4ba1d1dbf61d779ad
askanews_ita,askanews,Media,askanews,,basementions_mentioner,8ed19cf445e955f3fb3095e4abddccac,basementions_mentioner__8ed19cf445e955f3fb3095e4abddccac
castedduonline,castedduonline,Refinery,castedduonline,,basementions_mentioner,c4dbd2d7021215ab051d7b481794a44b,basementions_mentioner__c4dbd2d7021215ab051d7b481794a44b
casertanews,Caserta News,Wells,Caserta News,,basementions_mentioner,37cc2972c8b559f970ddeac5ed85d5b0,basementions_mentioner__37cc2972c8b559f970ddeac5ed85d5b0
milano_today,Milano Today,Person,Milano Today,,basementions_mentioner,bd450166ca3be579dfdcd808ead9965f,basementions_mentioner__bd450166ca3be579dfdcd808ead9965f
giornalelora,GiornaleLORA,Person,GiornaleLORA,,basementions_mentioner,995fa307477ed35acffc0dcb790bf915,basementions_mentioner__995fa307477ed35acffc0dcb790bf915
baritoday,Bari Today,Wells,Bari Today,,basementions_mentioner,3811c482bfb630fe8c13b6d7abb51dd0,basementions_mentioner__3811c482bfb630fe8c13b6d7abb51dd0
ilmessaggeroit,Il Messaggero,FTO,Il Messaggero,,basementions_mentioner,a3dd9fef4e07105abbd4817d60bd897a,basementions_mentioner__a3dd9fef4e07105abbd4817d60bd897a
lecceprima,LeccePrima,FTO,LeccePrima,,basementions_mentioner,c8c1a559c51a8824417d6cd0292b850f,basementions_mentioner__c8c1a559c51a8824417d6cd0292b850f
reportdifesa,Report Difesa,Diplomat,Report Difesa,,basementions_mentioner,adf236e877c78689145632271bc9e3b8,basementions_mentioner__adf236e877c78689145632271bc9e3b8
trevisotoday,Trevisotoday,Refinery,Trevisotoday,,basementions_mentioner,345940cd54dd3f736710ebcd08aaed81,basementions_mentioner__345940cd54dd3f736710ebcd08aaed81
unionesarda,L'Unione Sarda,Refinery,L'Unione Sarda,,basementions_mentioner,daff65fa288ac17ea8f49e2be889eaf3,basementions_mentioner__daff65fa288ac17ea8f49e2be889eaf3
tgrraifvg,Tgr Rai FVG,Person,Tgr Rai FVG,,basementions_mentioner,4179914619d71570b43816d52bf27c8f,basementions_mentioner__4179914619d71570b43816d52bf27c8f
gds_it,GDS,ForeignMinister,GDS,,basementions_mentioner,495ebb08d96fd1ef02a05992b75a58e0,basementions_mentioner__495ebb08d96fd1ef02a05992b75a58e0
lagazzettasr,LaGazzettaSiracusana,CompanyKeyword,LaGazzettaSiracusana,,basementions_mentioner,96032b16fb0fbd71b6d8693e63c57fcd,basementions_mentioner__96032b16fb0fbd71b6d8693e63c57fcd
firenzepost,Firenze Post,Person,Firenze Post,,basementions_mentioner,b16fc6ebcaae2ab3aa6536a8bd1e54d2,basementions_mentioner__b16fc6ebcaae2ab3aa6536a8bd1e54d2
triesteprima,TRIESTEPRIMA,Media,TRIESTEPRIMA,,basementions_mentioner,17bfa344db0fd89507becd68eef14717,basementions_mentioner__17bfa344db0fd89507becd68eef14717
3bmeteo,3B Meteo,Person,3B Meteo,,basementions_mentioner,1f145f084a34b70143bb51d8df38fb63,basementions_mentioner__1f145f084a34b70143bb51d8df38fb63
cdsnews,Citta della Spezia,Media,Citta della Spezia,,basementions_mentioner,4ccfdc4e67611ba8bf2810033d282e3a,basementions_mentioner__4ccfdc4e67611ba8bf2810033d282e3a
napolitoday,Napoli Today,Consulates,Napoli Today,,basementions_mentioner,eb951b4c5b874760d4c755e90b3b9c22,basementions_mentioner__eb951b4c5b874760d4c755e90b3b9c22
gazzettino,Gazzettino,CompanyKeyword,Gazzettino,,basementions_mentioner,3d9c4a0dffcbefe2b0104d6f5f922650,basementions_mentioner__3d9c4a0dffcbefe2b0104d6f5f922650
ilsecoloxix,Il Secolo XIX,Consulates,Il Secolo XIX,,basementions_mentioner,36da855ead27d3a7b1dfb16493c072df,basementions_mentioner__36da855ead27d3a7b1dfb16493c072df
nhk_hokkaido,NHK Hokkaido,ForeignMinister,NHK Hokkaido,,basementions_mentioner,295fe7e0f406d148bd6dc8d437a73255,basementions_mentioner__295fe7e0f406d148bd6dc8d437a73255
miyanizhi,Miyazaki Nichinichi News,IndustryTerm,Miyazaki Nichinichi News,,basementions_mentioner,15983d76725f3600cb1d2711d926ccd6,basementions_mentioner__15983d76725f3600cb1d2711d926ccd6
tokyo_chiba2015,Tokyo Shimbun Chiba Branch,FTO,Tokyo Shimbun Chiba Branch,,basementions_mentioner,76a420bf9234ccedeb1411861fb398ea,basementions_mentioner__76a420bf9234ccedeb1411861fb398ea
theokinawatimes,The Okinawa Times,News,The Okinawa Times,,basementions_mentioner,1d8d17c370ccb4ed2b08d1f250b753cd,basementions_mentioner__1d8d17c370ccb4ed2b08d1f250b753cd
kyoto_np,Kyoto Shimbun,Refinery,Kyoto Shimbun,,basementions_mentioner,6280b4896bf527b0d6dfec8c68a1eeba,basementions_mentioner__6280b4896bf527b0d6dfec8c68a1eeba
niigata_nippo,Niigata Nippo More,Shipping,Niigata Nippo More,,basementions_mentioner,1b466bfe31846a2fb71616b18d90ab24,basementions_mentioner__1b466bfe31846a2fb71616b18d90ab24
nagasaki_np,Nagasaki Shimbun,Shipping,Nagasaki Shimbun,,basementions_mentioner,4a9000dd46a96bf050cbf93da1c3c109,basementions_mentioner__4a9000dd46a96bf050cbf93da1c3c109
rnz_news,Radio New Zealand News,AAEntity,Radio New Zealand News,,basementions_mentioner,99ca4110d4e3250071dfaa018e047d52,basementions_mentioner__99ca4110d4e3250071dfaa018e047d52
yonhapnews,Yonhap,ForeignMinistry,Yonhap,,basementions_mentioner,a0cc413946396a2c8a4a24774be74299,basementions_mentioner__a0cc413946396a2c8a4a24774be74299
yorkshirelive,Yorkshire Live,DiplomaticFacilities,Yorkshire Live,,basementions_mentioner,7220e6218faa51bbf5157fbcbd7e60ba,basementions_mentioner__7220e6218faa51bbf5157fbcbd7e60ba
cumbrialive,Cumbria Live,Refinery,Cumbria Live,,basementions_mentioner,97e27f13ffd66581d1a63f5b75eeb992,basementions_mentioner__97e27f13ffd66581d1a63f5b75eeb992
theoxfordmail,Oxford Mail,Consulates,Oxford Mail,,basementions_mentioner,0f607507331129d34547490100588f6d,basementions_mentioner__0f607507331129d34547490100588f6d
cambslive,Cambridgeshire Live,Exec,Cambridgeshire Live,,basementions_mentioner,a37c3d73bc2fa8c65163324f126f10ff,basementions_mentioner__a37c3d73bc2fa8c65163324f126f10ff
glosliveonline,Gloucestershire Live,Keyphrase,Gloucestershire Live,,basementions_mentioner,5b8b3c8cd0dcc55be87b03c91370aab4,basementions_mentioner__5b8b3c8cd0dcc55be87b03c91370aab4
suffolklive_,Suffolk Live,Person,Suffolk Live,,basementions_mentioner,058680c6f02b4666b218b4738f7fc8a3,basementions_mentioner__058680c6f02b4666b218b4738f7fc8a3
falklandstv,Falklands TV,Media,Falklands TV,,basementions_mentioner,2794b183ba30597d58ccc4bdfadbca4b,basementions_mentioner__2794b183ba30597d58ccc4bdfadbca4b
norfolklive_,Norfolk Live,News,Norfolk Live,,basementions_mentioner,8d301ac105034832879306de408d21fb,basementions_mentioner__8d301ac105034832879306de408d21fb
lincslive,Lincolnshire Live,AAEntity,Lincolnshire Live,,basementions_mentioner,f54f8883d2d563ec50a256b3950bbe24,basementions_mentioner__f54f8883d2d563ec50a256b3950bbe24
plymouth_live,Plymouth Live,CompanyKeyword,Plymouth Live,,basementions_mentioner,061e9e32900a3c21a1b0d577f8293d2d,basementions_mentioner__061e9e32900a3c21a1b0d577f8293d2d
cornwalllive,Cornwall Live,space,Cornwall Live,,basementions_mentioner,a4f9b116429f6c1a60c3aa76fe300373,basementions_mentioner__a4f9b116429f6c1a60c3aa76fe300373
thenorthernecho,The Northern Echo,Refinery,The Northern Echo,,basementions_mentioner,c1837cd4777da8c31765c6fbe1e0b84f,basementions_mentioner__c1837cd4777da8c31765c6fbe1e0b84f
itvlondon,ITV London,Organization,ITV London,,basementions_mentioner,8cec0fea3dc2bb9ec63c8d315d71ee6c,basementions_mentioner__8cec0fea3dc2bb9ec63c8d315d71ee6c
buckslivenews,Buckinghamshire Live,Media,Buckinghamshire Live,,basementions_mentioner,32f80a9bc0b8f8ebf6fcbb428fa4050d,basementions_mentioner__32f80a9bc0b8f8ebf6fcbb428fa4050d
northamptonuk,Northants Live,LegislativeCommittee,Northants Live,,basementions_mentioner,080ea4ede63221c77c9572da001d517e,basementions_mentioner__080ea4ede63221c77c9572da001d517e
bedslive,Bedfordshire News,Exec,Bedfordshire News,,basementions_mentioner,21e22f3234d63cff6242f8b5e95f8e6d,basementions_mentioner__21e22f3234d63cff6242f8b5e95f8e6d
shropshirestar,Shropshire Star,Organization,Shropshire Star,,basementions_mentioner,adc11f404e97a27078866d06a1bd1bfe,basementions_mentioner__adc11f404e97a27078866d06a1bd1bfe
radioclydenews,Radio Clyde News,Keyphrase,Radio Clyde News,,basementions_mentioner,96c009b52a469b1ed44d7d23c1a86109,basementions_mentioner__96c009b52a469b1ed44d7d23c1a86109
portsmouthnews,"The News, Portsmouth",Wells,"The News, Portsmouth",,basementions_mentioner,e0c1bf7326487614bbfb5d18d160fbcd,basementions_mentioner__e0c1bf7326487614bbfb5d18d160fbcd
northwaleslive,North Wales Live,Keyphrase,North Wales Live,,basementions_mentioner,e4b3d110c7bc021d6c145ea37a9580b1,basementions_mentioner__e4b3d110c7bc021d6c145ea37a9580b1
bbcnorfolk,BBC Radio Norfolk,Pipeline,BBC Radio Norfolk,,basementions_mentioner,23398efb3a054565010965790ad1ab53,basementions_mentioner__23398efb3a054565010965790ad1ab53
essexlive,Essex Live,Legislator,Essex Live,,basementions_mentioner,79053fdf3676330d3ef24f4a489908ae,basementions_mentioner__79053fdf3676330d3ef24f4a489908ae
wiltshire_live,Wiltshire Live,Exec,Wiltshire Live,,basementions_mentioner,e3bb1c1218f5bf2466659d447d81d570,basementions_mentioner__e3bb1c1218f5bf2466659d447d81d570
edinburghlive_,Edinburgh Live,ForeignMinister,Edinburgh Live,,basementions_mentioner,cb4f41d613303b884395ac78873996a3,basementions_mentioner__cb4f41d613303b884395ac78873996a3
berkshire_live,Berkshire Live,Wells,Berkshire Live,,basementions_mentioner,eb92994646e198f6ee58de259dad5b47,basementions_mentioner__eb92994646e198f6ee58de259dad5b47
ffp,The Fife Free Press,AAEntity,The Fife Free Press,,basementions_mentioner,936b6e60dad5fb8d25294bf3b6369221,basementions_mentioner__936b6e60dad5fb8d25294bf3b6369221
nottslive,Nottinghamshire Live,LegislativeCommittee,Nottinghamshire Live,,basementions_mentioner,18be281b2193de7b1e1ac8d8fb416f4e,basementions_mentioner__18be281b2193de7b1e1ac8d8fb416f4e
westlothiancour,West Lothian Courier,Legislator,West Lothian Courier,,basementions_mentioner,e6fd0245f3b0c3fba967d6521fda4957,basementions_mentioner__e6fd0245f3b0c3fba967d6521fda4957
devonlivenews,Devon Live News,ForeignMinister,Devon Live News,,basementions_mentioner,1326aa6d56544c9e5e95bef7f13266d0,basementions_mentioner__1326aa6d56544c9e5e95bef7f13266d0
hampshirelive,Hampshire Live,space,Hampshire Live,,basementions_mentioner,868c7801f609261acf59c9156490f01a,basementions_mentioner__868c7801f609261acf59c9156490f01a
walesonline,Wales Online,LegislativeCommittee,Wales Online,,basementions_mentioner,6a8529aaa6f8a181e37f3e0858784c5a,basementions_mentioner__6a8529aaa6f8a181e37f3e0858784c5a
glasgow_live,Glasgow Live,Exec,Glasgow Live,,basementions_mentioner,ab3ac1b8f024fff774a8885c38cd138a,basementions_mentioner__ab3ac1b8f024fff774a8885c38cd138a
somersetlive,Somerset Live,LegislativeCommittee,Somerset Live,,basementions_mentioner,bfbd25a20733237e65ab766962b4deb3,basementions_mentioner__bfbd25a20733237e65ab766962b4deb3
bbcsouthnews,BBC South,ForeignMinistry,BBC South,,basementions_mentioner,8a35dd30884193c4e2acd384efdc94ab,basementions_mentioner__8a35dd30884193c4e2acd384efdc94ab
bbchw,BBC Hereford & Worcester,Person,BBC Hereford & Worcester,,basementions_mentioner,7d47080af703a08c6f772a5c135e9ff6,basementions_mentioner__7d47080af703a08c6f772a5c135e9ff6
bbcwiltshire,BBC Radio Wiltshire,Shipping,BBC Radio Wiltshire,,basementions_mentioner,26d0db294fe66d36c83d5c15bf99519a,basementions_mentioner__26d0db294fe66d36c83d5c15bf99519a
cyprusmail,Cyprus Mail,Media,Cyprus Mail,,basementions_mentioner,af200ec6512263bb9c045ad53e5eaf10,basementions_mentioner__af200ec6512263bb9c045ad53e5eaf10
gbcnewsroom,GBC News,ForeignMinister,GBC News,,basementions_mentioner,9609c01d94e49571c16229715f45144b,basementions_mentioner__9609c01d94e49571c16229715f45144b
bbclancashire,BBC Lancashire,Pipeline,BBC Lancashire,,basementions_mentioner,3ffc5bb22bbbca12de78bb4c9015d111,basementions_mentioner__3ffc5bb22bbbca12de78bb4c9015d111
