handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
rustyrockets,Russell Brand,United States,Entertainment,united states,Entertainment,Russell Brand,,entertainment_mentioner,0e324000f466b4f037864da7894ff066,entertainment_mentioner__0e324000f466b4f037864da7894ff066
urstrulymahesh,Actor Mahesh Babu,United States,Entertainment,united states,Entertainment,Actor Mahesh Babu,,entertainment_mentioner,844e073caaa2603fdfdc15171275f403,entertainment_mentioner__844e073caaa2603fdfdc15171275f403
amrdiab,Singer Amr Diab,United States,Entertainment,united states,Entertainment,Singer Amr Diab,,entertainment_mentioner,59de9022e33146440f6fe9a81caa888b,entertainment_mentioner__59de9022e33146440f6fe9a81caa888b
eugenioderbez,Eugenio Derbez,United States,Entertainment,united states,Entertainment,Eugenio Derbez,,entertainment_mentioner,fbd2191cafbe9f746aba80c7cffea6e3,entertainment_mentioner__fbd2191cafbe9f746aba80c7cffea6e3
sabrinasato,Television host Sabrina Sato Rahal,United States,Entertainment,united states,Entertainment,Television host Sabrina Sato Rahal,,entertainment_mentioner,ea2ee9447c3979ba6bfb5e9defeac3f6,entertainment_mentioner__ea2ee9447c3979ba6bfb5e9defeac3f6
byoussef,Comedian Bassem Youssef,United States,Entertainment,united states,Entertainment,Comedian Bassem Youssef,,entertainment_mentioner,f7f932444ff9c0c9bbd2e677caf242d3,entertainment_mentioner__f7f932444ff9c0c9bbd2e677caf242d3
jkcorden,James Corden,United States,Entertainment,united states,Entertainment,James Corden,,entertainment_mentioner,0adf64dc9986fab0545496617f934211,entertainment_mentioner__0adf64dc9986fab0545496617f934211
yuyacst,YouTube personality Yuya,United States,Entertainment,united states,Entertainment,YouTube personality Yuya,,entertainment_mentioner,9ac556bf3484e8ffcf43f8a802c038fd,entertainment_mentioner__9ac556bf3484e8ffcf43f8a802c038fd
paulinarubio,Paulina Rubio,United States,Entertainment,united states,Entertainment,Paulina Rubio,,entertainment_mentioner,7378c952823a3e1e83f48729a850e517,entertainment_mentioner__7378c952823a3e1e83f48729a850e517
billmaher,Bill Maher,United States,Entertainment,united states,Entertainment,Bill Maher,,entertainment_mentioner,02ca4f04556a042177aa8f40cb6ade9d,entertainment_mentioner__02ca4f04556a042177aa8f40cb6ade9d
sherinasinna,Actor Sherina Munaf,United States,Entertainment,united states,Entertainment,Actor Sherina Munaf,,entertainment_mentioner,c270116d129e799952794de0d0b63737,entertainment_mentioner__c270116d129e799952794de0d0b63737
riteishd,Actor Riteish Deshmukh,United States,Entertainment,united states,Entertainment,Actor Riteish Deshmukh,,entertainment_mentioner,b9406868950f361c833c2a38d7c16127,entertainment_mentioner__b9406868950f361c833c2a38d7c16127
azizansari,Aziz Ansari,United States,Entertainment,united states,Entertainment,Aziz Ansari,,entertainment_mentioner,343900631a10bd6a8e9212efc5920249,entertainment_mentioner__343900631a10bd6a8e9212efc5920249
pharrell,Pharrell Williams,United States,Entertainment,united states,Entertainment,Pharrell Williams,,entertainment_mentioner,23a2193a36b72b1eba98b0bee269edde,entertainment_mentioner__23a2193a36b72b1eba98b0bee269edde
charliesheen,Charlie Sheen,United States,Entertainment,united states,Entertainment,Charlie Sheen,,entertainment_mentioner,c9f6c7868ccd8a8cc3366335e59ba19d,entertainment_mentioner__c9f6c7868ccd8a8cc3366335e59ba19d
meekmill,Meek Mill,United States,Entertainment,united states,Entertainment,Meek Mill,,entertainment_mentioner,1f844be470f6232fb455c0e52ae06b7b,entertainment_mentioner__1f844be470f6232fb455c0e52ae06b7b
ricardo_arjona,Singer Ricardo Arjona,United States,Entertainment,united states,Entertainment,Singer Ricardo Arjona,,entertainment_mentioner,374415b93438762a9245c1a21e886110,entertainment_mentioner__374415b93438762a9245c1a21e886110
bernardokath,Actor Kathryn Bernardo,United States,Entertainment,united states,Entertainment,Actor Kathryn Bernardo,,entertainment_mentioner,422a86f068854ab883848b8f7a82b772,entertainment_mentioner__422a86f068854ab883848b8f7a82b772
weareoneexo,Band EXO,United States,Entertainment,united states,Entertainment,Band EXO,,entertainment_mentioner,8fc3fd05483912f70db9c217f1bb2da8,entertainment_mentioner__8fc3fd05483912f70db9c217f1bb2da8
luke5sos,Singer Luke Hemmings,United States,Entertainment,united states,Entertainment,Singer Luke Hemmings,,entertainment_mentioner,1f7324d0835420b55388d1a90caf8d88,entertainment_mentioner__1f7324d0835420b55388d1a90caf8d88
trvisxx,Rapper Travis Scott,United States,Entertainment,united states,Entertainment,Rapper Travis Scott,,entertainment_mentioner,261fc06ab15a68d2c6ba72cc6fd4915f,entertainment_mentioner__261fc06ab15a68d2c6ba72cc6fd4915f
victoriajustice,Actor Victoria Justice,United States,Entertainment,united states,Entertainment,Actor Victoria Justice,,entertainment_mentioner,4645985fb94647fee8d08ce42b9b389c,entertainment_mentioner__4645985fb94647fee8d08ce42b9b389c
davidbisbal,Singer David Bisbal,United States,Entertainment,united states,Entertainment,Singer David Bisbal,,entertainment_mentioner,cd87d02f4dfcd200d7f81105fc0c01fc,entertainment_mentioner__cd87d02f4dfcd200d7f81105fc0c01fc
colesprouse,Actor Cole M Sprouse,United States,Entertainment,united states,Entertainment,Actor Cole M Sprouse,,entertainment_mentioner,e5a077227cbd43f7334c802ca84a0e98,entertainment_mentioner__e5a077227cbd43f7334c802ca84a0e98
afgansyah_reza,Singer Afgan,United States,Entertainment,united states,Entertainment,Singer Afgan,,entertainment_mentioner,89e4fab420b1a4791da1cf787311d5a5,entertainment_mentioner__89e4fab420b1a4791da1cf787311d5a5
anahi,Actor Anahi,United States,Entertainment,united states,Entertainment,Actor Anahi,,entertainment_mentioner,9c79c8d8101ca8ad47ba67b4cb4311dc,entertainment_mentioner__9c79c8d8101ca8ad47ba67b4cb4311dc
carlyraejepsen,Carly Rae Jepsen,United States,Entertainment,united states,Entertainment,Carly Rae Jepsen,,entertainment_mentioner,62f5007ee28a6daf097c87d803d2fbb6,entertainment_mentioner__62f5007ee28a6daf097c87d803d2fbb6
officialhenedy,Comedian Mohamed Henedy,United States,Entertainment,united states,Entertainment,Comedian Mohamed Henedy,,entertainment_mentioner,3c3162421879124990f160b64d17b711,entertainment_mentioner__3c3162421879124990f160b64d17b711
sidmalhotra,Actor Sidharth Malhotra,United States,Entertainment,united states,Entertainment,Actor Sidharth Malhotra,,entertainment_mentioner,9f5d14748520e0d3b1946f6aa4e3c864,entertainment_mentioner__9f5d14748520e0d3b1946f6aa4e3c864
thalia,Singer Thalia,United States,Entertainment,united states,Entertainment,Singer Thalia,,entertainment_mentioner,86f81f00a6702f84e5267c16a5700914,entertainment_mentioner__86f81f00a6702f84e5267c16a5700914
maisa,Actor Maisa Silva,United States,Entertainment,united states,Entertainment,Actor Maisa Silva,,entertainment_mentioner,e7546c68e1438b60c7081ad1256efe6d,entertainment_mentioner__e7546c68e1438b60c7081ad1256efe6d
lanadelrey,Lana Del Rey,United States,Entertainment,united states,Entertainment,Lana Del Rey,,entertainment_mentioner,cc1e3a4a210d2b2d92fa83830e6d3af0,entertainment_mentioner__cc1e3a4a210d2b2d92fa83830e6d3af0
shanedawson,Shane Dawson,United States,Entertainment,united states,Entertainment,Shane Dawson,,entertainment_mentioner,f27d18b470d0faf1cba02b736d9af142,entertainment_mentioner__f27d18b470d0faf1cba02b736d9af142
luisfonsi,Singer Luis Fonsi,United States,Entertainment,united states,Entertainment,Singer Luis Fonsi,,entertainment_mentioner,9e4b320591e5d8d152bc773368b7b863,entertainment_mentioner__9e4b320591e5d8d152bc773368b7b863
dhanushkraja,Actor Dhanush,United States,Entertainment,united states,Entertainment,Actor Dhanush,,entertainment_mentioner,59ac4e99517f73209cbf6064da07080c,entertainment_mentioner__59ac4e99517f73209cbf6064da07080c
caradelevingne,Cara Delevingne,United States,Entertainment,united states,Entertainment,Cara Delevingne,,entertainment_mentioner,b055259501d5170744322a39049f2536,entertainment_mentioner__b055259501d5170744322a39049f2536
lukebryanonline,Luke Bryan,United States,Entertainment,united states,Entertainment,Luke Bryan,,entertainment_mentioner,0e32c137d6ea6a6dad46980d67fe705d,entertainment_mentioner__0e32c137d6ea6a6dad46980d67fe705d
brumarquezine,Actor Bruna Marquezine,United States,Entertainment,united states,Entertainment,Actor Bruna Marquezine,,entertainment_mentioner,79b0e71d7007e7d10160cab402ec54b6,entertainment_mentioner__79b0e71d7007e7d10160cab402ec54b6
madhuridixit,Actor Madhuri Dixit Nene,United States,Entertainment,united states,Entertainment,Actor Madhuri Dixit Nene,,entertainment_mentioner,e2ae2b462f1dfd2d00639cddf6a4f82d,entertainment_mentioner__e2ae2b462f1dfd2d00639cddf6a4f82d
jorgeemateus,Jorge & Mateus,United States,Entertainment,united states,Entertainment,Jorge & Mateus,,entertainment_mentioner,9b0ef1f71a4f022fa7484183cdafc573,entertainment_mentioner__9b0ef1f71a4f022fa7484183cdafc573
chayannemusic,Singer Chayanne,United States,Entertainment,united states,Entertainment,Singer Chayanne,,entertainment_mentioner,eedc1028dfb677da9c106a935a8c1e34,entertainment_mentioner__eedc1028dfb677da9c106a935a8c1e34
jbalvin,Singer J Balvin,United States,Entertainment,united states,Entertainment,Singer J Balvin,,entertainment_mentioner,c0a02a073718cb9f97e831b4dac1c686,entertainment_mentioner__c0a02a073718cb9f97e831b4dac1c686
austinmahone,Austin Mahone,United States,Entertainment,united states,Entertainment,Austin Mahone,,entertainment_mentioner,c7f9b00f61cc2799678fff79b7a99760,entertainment_mentioner__c7f9b00f61cc2799678fff79b7a99760
gucci1017,Gucci Mane,United States,Entertainment,united states,Entertainment,Gucci Mane,,entertainment_mentioner,f501876566964328fc3b875b9db3cc87,entertainment_mentioner__f501876566964328fc3b875b9db3cc87
mirzasania,Sania Mirza,United States,Entertainment,united states,Entertainment,Sania Mirza,,entertainment_mentioner,a854baa91aba92c4660f7aeb1bc9eb5f,entertainment_mentioner__a854baa91aba92c4660f7aeb1bc9eb5f
montanertwiter,Singer Ricardo Montaner,United States,Entertainment,united states,Entertainment,Singer Ricardo Montaner,,entertainment_mentioner,a28834ca78a41912d8313f037c18cd60,entertainment_mentioner__a28834ca78a41912d8313f037c18cd60
troyesivan,Troye Sivan,United States,Entertainment,united states,Entertainment,Troye Sivan,,entertainment_mentioner,26ad8b733470b7b917403d8a4b676d08,entertainment_mentioner__26ad8b733470b7b917403d8a4b676d08
tip,Rapper TI,United States,Entertainment,united states,Entertainment,Rapper TI,,entertainment_mentioner,959f3a1fd92756a5421fb67e7ff01f38,entertainment_mentioner__959f3a1fd92756a5421fb67e7ff01f38
sethrogen,Seth Rogen,United States,Entertainment,united states,Entertainment,Seth Rogen,,entertainment_mentioner,c45b60e3bb5d1e4a57e870f057848670,entertainment_mentioner__c45b60e3bb5d1e4a57e870f057848670
raisa6690,Singer Raisa Andriana,United States,Entertainment,united states,Entertainment,Singer Raisa Andriana,,entertainment_mentioner,34374f9024b3189b1e40fd8b15ac5a9d,entertainment_mentioner__34374f9024b3189b1e40fd8b15ac5a9d
ahlamalshamsi,Singer Ahlam,United States,Entertainment,united states,Entertainment,Singer Ahlam,,entertainment_mentioner,05ba296cecff23108eb42b6d3e1ff4f7,entertainment_mentioner__05ba296cecff23108eb42b6d3e1ff4f7
connorfranta,YouTube personality Connor Franta,United States,Entertainment,united states,Entertainment,YouTube personality Connor Franta,,entertainment_mentioner,c7c75a878daf5c1f6f264cfa8587fcc5,entertainment_mentioner__c7c75a878daf5c1f6f264cfa8587fcc5
imdanielpadilla,Singer Daniel Padilla,United States,Entertainment,united states,Entertainment,Singer Daniel Padilla,,entertainment_mentioner,044863c5ee2b5575db1d4a4af1d0ceb3,entertainment_mentioner__044863c5ee2b5575db1d4a4af1d0ceb3
davido,Singer Davido,United States,Entertainment,united states,Entertainment,Singer Davido,,entertainment_mentioner,1257b3a6f1ddc1fbbdebea03578d40b0,entertainment_mentioner__1257b3a6f1ddc1fbbdebea03578d40b0
fabioporchat,Actor Fabio Porchat,United States,Entertainment,united states,Entertainment,Actor Fabio Porchat,,entertainment_mentioner,38f168769690554600ade88c4f527a57,entertainment_mentioner__38f168769690554600ade88c4f527a57
jessicaalba,Jessica Alba,United States,Entertainment,united states,Entertainment,Jessica Alba,,entertainment_mentioner,1257c61e0fc78c5398249f07d0577c1e,entertainment_mentioner__1257c61e0fc78c5398249f07d0577c1e
stevemartintogo,Steve Martin,United States,Entertainment,united states,Entertainment,Steve Martin,,entertainment_mentioner,ce8586e452864204e1393214e0648e17,entertainment_mentioner__ce8586e452864204e1393214e0648e17
pitty,PITTY,United States,Entertainment,united states,Entertainment,PITTY,,entertainment_mentioner,95497974682d7d7dbd4eb137dd22c6da,entertainment_mentioner__95497974682d7d7dbd4eb137dd22c6da
samuelljackson,Samuel L Jackson,United States,Entertainment,united states,Entertainment,Samuel L Jackson,,entertainment_mentioner,9539b5574ef6e36f5752b4572780d58c,entertainment_mentioner__9539b5574ef6e36f5752b4572780d58c
raffiahmadlagi,Raffi Ahmad,United States,Entertainment,united states,Entertainment,Raffi Ahmad,,entertainment_mentioner,ebc05e45b8e147e2e5f4c5bdc7e70416,entertainment_mentioner__ebc05e45b8e147e2e5f4c5bdc7e70416
macmiller,Rapper Mac Miller,United States,Entertainment,united states,Entertainment,Rapper Mac Miller,,entertainment_mentioner,cb119d55357a8d6dcffd721f80431cab,entertainment_mentioner__cb119d55357a8d6dcffd721f80431cab
graysondolan,Comedian Grayson Dolan,United States,Entertainment,united states,Entertainment,Comedian Grayson Dolan,,entertainment_mentioner,4b83ce9cb8b15f3a65e496efc94655c0,entertainment_mentioner__4b83ce9cb8b15f3a65e496efc94655c0
tylerthecreator,"Rapper Tyler, The Creator",United States,Entertainment,united states,Entertainment,"Rapper Tyler, The Creator",,entertainment_mentioner,ea22dd0283a1f60e20a1f36750e1c4b9,entertainment_mentioner__ea22dd0283a1f60e20a1f36750e1c4b9
martingarrix,DJ Martin Garrix,United States,Entertainment,united states,Entertainment,DJ Martin Garrix,,entertainment_mentioner,a9fa19cc8742cd975dbe65959a2829e8,entertainment_mentioner__a9fa19cc8742cd975dbe65959a2829e8
samanthaprabhu2,Actress Samantha Akkineni,United States,Entertainment,united states,Entertainment,Actress Samantha Akkineni,,entertainment_mentioner,2766606edc8bd1fe9794e271721bcb6d,entertainment_mentioner__2766606edc8bd1fe9794e271721bcb6d
luceromexico,Singer Lucero Hogaza Leon,United States,Entertainment,united states,Entertainment,Singer Lucero Hogaza Leon,,entertainment_mentioner,2f438243b0c6c37f4655bbaa9050b985,entertainment_mentioner__2f438243b0c6c37f4655bbaa9050b985
vidialdiano,Singer Vidi Aldiano,United States,Entertainment,united states,Entertainment,Singer Vidi Aldiano,,entertainment_mentioner,5e44d1c4ea1c833b06d2993a1c20ed8f,entertainment_mentioner__5e44d1c4ea1c833b06d2993a1c20ed8f
ethandolan,Comedian Ethan Dolan,United States,Entertainment,united states,Entertainment,Comedian Ethan Dolan,,entertainment_mentioner,db2e60940d73e0723d46c94fdd29a0b8,entertainment_mentioner__db2e60940d73e0723d46c94fdd29a0b8
lindsaylohan,Lindsay Lohan,United States,Entertainment,united states,Entertainment,Lindsay Lohan,,entertainment_mentioner,cd0c424c914a86b0d618685b0e3c25e0,entertainment_mentioner__cd0c424c914a86b0d618685b0e3c25e0
najwakaram,Singer Najwa Karam,United States,Entertainment,united states,Entertainment,Singer Najwa Karam,,entertainment_mentioner,666b3d2eca197f0dcd1fe46b0f22fd22,entertainment_mentioner__666b3d2eca197f0dcd1fe46b0f22fd22
pefabiodemelo,Singer Fabio de Melo,United States,Entertainment,united states,Entertainment,Singer Fabio de Melo,,entertainment_mentioner,47ed7d5a7428e47ca9307740d2fed6bd,entertainment_mentioner__47ed7d5a7428e47ca9307740d2fed6bd
jessiej,Jessie J,United States,Entertainment,united states,Entertainment,Jessie J,,entertainment_mentioner,7a3edd209fcb98ca3b7385ee8b4f9f19,entertainment_mentioner__7a3edd209fcb98ca3b7385ee8b4f9f19
carrieunderwood,Carrie Underwood,United States,Entertainment,united states,Entertainment,Carrie Underwood,,entertainment_mentioner,60797354c9c28889fcd31ca1f9365828,entertainment_mentioner__60797354c9c28889fcd31ca1f9365828
chancetherapper,Chance The Rapper,United States,Entertainment,united states,Entertainment,Chance The Rapper,,entertainment_mentioner,dfbefac356128aef8abcdae28e04bcb7,entertainment_mentioner__dfbefac356128aef8abcdae28e04bcb7
steveaoki,DJ Steve Aoki,United States,Entertainment,united states,Entertainment,DJ Steve Aoki,,entertainment_mentioner,b9a73e2ac12055c3b7429f0a666a7f91,entertainment_mentioner__b9a73e2ac12055c3b7429f0a666a7f91
wizkidayo,Singer Wizkid,United States,Entertainment,united states,Entertainment,Singer Wizkid,,entertainment_mentioner,9282f0e45966f7478e909e819298865e,entertainment_mentioner__9282f0e45966f7478e909e819298865e
ahelmy,Ahmed Helmy,United States,Entertainment,united states,Entertainment,Ahmed Helmy,,entertainment_mentioner,9c3887871657c8311284c30483b19471,entertainment_mentioner__9c3887871657c8311284c30483b19471
adamlevine,Adam Levine,United States,Entertainment,united states,Entertainment,Adam Levine,,entertainment_mentioner,229ce4f92e5930cc425471c1035dada4,entertainment_mentioner__229ce4f92e5930cc425471c1035dada4
liluzivert,Rapper Lil Uzi Vert,United States,Entertainment,united states,Entertainment,Rapper Lil Uzi Vert,,entertainment_mentioner,9b080d0085cd738bb7faa547a5891ae2,entertainment_mentioner__9b080d0085cd738bb7faa547a5891ae2
jaden,Actor Jaden Smith,United States,Entertainment,united states,Entertainment,Actor Jaden Smith,,entertainment_mentioner,fd6a4861d253100465364d38bda37d5a,entertainment_mentioner__fd6a4861d253100465364d38bda37d5a
