keyword,caption_name,groups,Location,Title,City,Organization Name (child),Organization Name (Intermediate),Twitter Handle,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cynthia kierscht,US Ambassador Cynthia Kierscht,,Mauritania,Ambassador,Nouakchott,Office of the U.S. Ambassador to Mauritania,U.S. Embassy in Mauritania,usembnouakchott,Refinery,US Ambassador Cynthia Kierscht,,bp_mentionee,8aaefff24eaf8698888c920beac31abf,bp_mentionee__8aaefff24eaf8698888c920beac31abf
sung kim,US Assistant Secretary Sung Kim,,USA,Assistant Secretary,Washington DC,Bureau of East Asian and Pacific Affairs,Under Secretary for Political Affairs,USAsiaPacific,News,US Assistant Secretary Sung Kim,,bp_mentionee,b36cd646c564955a5da4f184d6a52a97,bp_mentionee__b36cd646c564955a5da4f184d6a52a97
yuri kim,US Ambassador Yuri Kim,,Tirana,Ambassador,Albania,Office of the U.S. Ambassador to Albania,U.S. Embassy in Albania,USAmbAlbania,DiplomaticFacilities,US Ambassador Yuri Kim,,bp_mentionee,137897f58b0d06522a866fc747f30050,bp_mentionee__137897f58b0d06522a866fc747f30050
michael klecheski,US Ambassador Michael Klecheski,,Mongolia,Ambassador,Ulaanbaatar,Office of the U.S. Ambassador to Mongolia,U.S. Embassy in Mongolia,USAmbMongolia,News,US Ambassador Michael Klecheski,,bp_mentionee,68ec38c19ce16cae29a2643d8c193c5a,bp_mentionee__68ec38c19ce16cae29a2643d8c193c5a
matthew klimow,US Ambassador Matthew Klimow,,Turkmenistan,Ambassador,Ashgabat,Office of the U.S. Ambassador to Turkmenistan,U.S. Embassy in Turkmenistan,,Shipping,US Ambassador Matthew Klimow,,bp_mentionee,6b88cb270118661dd75997424e1bb191,bp_mentionee__6b88cb270118661dd75997424e1bb191
shahira knight,US Member Shahira Knight,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,,LegislativeCommittee,US Member Shahira Knight,,bp_mentionee,9bbb58e2a7e319a1762369ae69bf160c,bp_mentionee__9bbb58e2a7e319a1762369ae69bf160c
philip kosnett,US Ambassador Philip Kosnett,,Kosovo,Ambassador,Pristina,Office of the U.S. Ambassador to Kosovo,U.S. Embassy in Kosovo,USAmbKosovo,News,US Ambassador Philip Kosnett,,bp_mentionee,fc4a79e4c24c4a89923a7f8e165f8583,bp_mentionee__fc4a79e4c24c4a89923a7f8e165f8583
daniel kritenbrink,US Ambassador Daniel Kritenbrink,,Vietnam,Ambassador,Hanoi,Office of the U.S. Ambassador to Vietnam,U.S. Embassy in Vietnam,,FTO,US Ambassador Daniel Kritenbrink,,bp_mentionee,c29a6b604b322f9be53d7f85441b1065,bp_mentionee__c29a6b604b322f9be53d7f85441b1065
jessica lapenn,US U.S. Representative to the African Union Jessica Lapenn,,Ethiopia,U.S. Representative to the African Union,Addis Ababa,U.S. Mission to the African Union,,US_AU,FTO,US U.S. Representative to the African Union Jessica Lapenn,,bp_mentionee,40b4080526f41e6a928d7172f7ed2a02,bp_mentionee__40b4080526f41e6a928d7172f7ed2a02
barbara lee,US U.S. Representative Barbara Lee,,USA,U.S. Representative,Washington DC,Congressional Delegates,United States Mission to the United Nations,repbarbaralee,CompanyKeyword,US U.S. Representative Barbara Lee,,bp_mentionee,4b62dff5f546a28e82e53fea0112f976,bp_mentionee__4b62dff5f546a28e82e53fea0112f976
mary leonard,US Ambassador Mary Leonard,,Nigeria,Ambassador,Abuja,Office of the U.S. Ambassador to Nigeria,U.S. Embassy in Nigeria,USinNigeria,FTO,US Ambassador Mary Leonard,,bp_mentionee,7c4da8d2e18ac0836f5db2688f4ec4f4,bp_mentionee__7c4da8d2e18ac0836f5db2688f4ec4f4
courtney litvak,US Member Courtney Litvak,,USA,Member,Washington DC,United States Advisory Council on Human Trafficking,President's Interagency Task Force To Monitor and Combat Trafficking in Persons,,CompanyKeyword,US Member Courtney Litvak,,bp_mentionee,2e5ebfe65133102c2d70f8123e295398,bp_mentionee__2e5ebfe65133102c2d70f8123e295398
earle litzenberger,US Ambassador Earle Litzenberger,,Azerbaijan,Ambassador,Baku,Office of the U.S. Ambassador to Azerbaijan,U.S. Embassy in Azerbaijan,USEmbassyBaku,Keyphrase,US Ambassador Earle Litzenberger,,bp_mentionee,4543a268c6d4f360093bedb77f64922f,bp_mentionee__4543a268c6d4f360093bedb77f64922f
donald lu,US Ambassador Donald Lu,,Kyrgyz Republic,Ambassador,Bishkek,Office of the U.S. Ambassador to the Kyrgyz Republic,U.S. Embassy in the Kyrgyz Republic,USEmbassyKG,Consulates,US Ambassador Donald Lu,,bp_mentionee,6b2980929a8d5f5e96aa9bb8b5d35b15,bp_mentionee__6b2980929a8d5f5e96aa9bb8b5d35b15
matthew lussenhop,US Assistant Secretary Matthew Lussenhop,,USA,Assistant Secretary,Washington DC,Bureau of Educational and Cultural Affairs,Under Secretary for Public Diplomacy and Public Affairs,ECA_AS,AAEntity,US Assistant Secretary Matthew Lussenhop,,bp_mentionee,0d366ba53d132fb1cf3b849e7abf3b50,bp_mentionee__0d366ba53d132fb1cf3b849e7abf3b50
sarah-ann lynch,US Ambassador Sarah-Ann Lynch,,Guyana,Ambassador,Georgetown,Office of the U.S. Ambassador to Guyana,U.S. Embassy in Guyana,,space,US Ambassador Sarah-Ann Lynch,,bp_mentionee,5de211f1aa627ac9d074e4130afdb2be,bp_mentionee__5de211f1aa627ac9d074e4130afdb2be
derek lyons,US Member Derek Lyons,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,,FTO,US Member Derek Lyons,,bp_mentionee,b750b043a3dfb6d696ce2b1aafd61685,bp_mentionee__b750b043a3dfb6d696ce2b1aafd61685
patricia mahoney,US Ambassador Patricia Mahoney,,Benin,Ambassador,Cotonou,Office of the U.S. Ambassador to Benin,U.S. Embassy in Benin,USEmbassyBenin,Shipping,US Ambassador Patricia Mahoney,,bp_mentionee,1d32ad05053917c5642d8164fcb6f5b1,bp_mentionee__1d32ad05053917c5642d8164fcb6f5b1
kevin malone,US Member Kevin Malone,,USA,Member,Washington DC,Public-Private Partnership Advisory Council to End Human Trafficking,,ProtectThePath,Exec,US Member Kevin Malone,,bp_mentionee,1bc73222d6353bdd2e27b31fe8b15903,bp_mentionee__1bc73222d6353bdd2e27b31fe8b15903
jeanne maloney,US Ambassador Jeanne Maloney,,Eswatini,Ambassador,Mbabane,Office of the U.S. Ambassador to Eswatini,U.S. Embassy in Eswatini,USEmbEswatini,Person,US Ambassador Jeanne Maloney,,bp_mentionee,fc1ee0d1986b7cb6485ca9a0b39b2cfd,bp_mentionee__fc1ee0d1986b7cb6485ca9a0b39b2cfd
margaret maloney,US Member Margaret Maloney,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,,Person,US Member Margaret Maloney,,bp_mentionee,305a411324282a7904bba1a247502f1a,bp_mentionee__305a411324282a7904bba1a247502f1a
joseph manso,US U.S. Representative Joseph Manso,,Netherlands,U.S. Representative,The Hague,U.S. Mission to the Organization for the Prohibition of Chemical Weapons,,,Diplomat,US U.S. Representative Joseph Manso,,bp_mentionee,f388292c32274215bc1577ed95b8205b,bp_mentionee__f388292c32274215bc1577ed95b8205b
suleman masood,US Member Suleman Masood,,USA,Member,Washington DC,United States Advisory Council on Human Trafficking,President's Interagency Task Force To Monitor and Combat Trafficking in Persons,,Pipeline,US Member Suleman Masood,,bp_mentionee,a6d51560fa2da9ff76cf650eef028932,bp_mentionee__a6d51560fa2da9ff76cf650eef028932
michael mccarthy,US Ambassador Michael McCarthy,,Liberia,Ambassador,Monrovia,Office of the U.S. Ambassador to Liberia,U.S. Embassy in Liberia,embassymonrovia,Media,US Ambassador Michael McCarthy,,bp_mentionee,d94fcfbc199fd44a71f643e7914033c4,bp_mentionee__d94fcfbc199fd44a71f643e7914033c4
brian mcfeeters,US Ambassador Brian McFeeters,,Malaysia,Ambassador,Kuala Lumpur,Office of the U.S. Ambassador to Malaysia,U.S. Embassy in Malaysia,usembassykl,Organization,US Ambassador Brian McFeeters,,bp_mentionee,6bb41454e3bf7a7621ca01d8a7809b36,bp_mentionee__6bb41454e3bf7a7621ca01d8a7809b36
erin mckee,US Ambassador Erin McKee,,Papua New Guinea,Ambassador,Port Moresby,Office of the U.S. Ambassador to Papua New Guinea,U.S. Embassy in Papua New Guinea,USEmbassyPOM,Consulates,US Ambassador Erin McKee,,bp_mentionee,a66e642d1277a3f1afc10f679d25f675,bp_mentionee__a66e642d1277a3f1afc10f679d25f675
brian mckeon,US Deputy Secretary (Designate) Brian McKeon,,USA,Deputy Secretary (Designate),Washington DC,Office of the Deputy Secretary for Management and Resources,,bpmckeon64,Consulates,US Deputy Secretary (Designate) Brian McKeon,,bp_mentionee,e33b502493e44fae7e5a9d958d3c5c72,bp_mentionee__e33b502493e44fae7e5a9d958d3c5c72
cathy mcmorris rodgers,US U.S. Representative Cathy McMorris Rodgers,,USA,U.S. Representative,New York,Congressional Delegates,United States Mission to the United Nations,cathymcmorris,Exec,US U.S. Representative Cathy McMorris Rodgers,,bp_mentionee,14bab7d154f978a23a70ad35c21bc952,bp_mentionee__14bab7d154f978a23a70ad35c21bc952
rudy mehrbani,US Member Rudy Mehrbani,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,RudyMehrbani,ForeignMinistry,US Member Rudy Mehrbani,,bp_mentionee,962c59e00c843db3931589fcd2da15a9,bp_mentionee__962c59e00c843db3931589fcd2da15a9
kenneth merten,US Director General of the Foreign Service and Director of Global Talent Kenneth Merten,,USA,Director General of the Foreign Service and Director of Global Talent,Washington DC,Bureau of Global Talent Management,Under Secretary for Management,KennethHMerten,LegislativeCommittee,US Director General of the Foreign Service and Director of Global Talent Kenneth Merten,,bp_mentionee,837748f4f9d2202e20fb4a884ca9c49f,bp_mentionee__837748f4f9d2202e20fb4a884ca9c49f
earl miller,US Ambassador Earl Miller,,Bangladesh,Ambassador,Dhaka,Office of the U.S. Ambassador to Bangladesh,U.S. Embassy in Bangladesh,USAmbBangladesh,Legislator,US Ambassador Earl Miller,,bp_mentionee,9da460e970c53ffaa5ec41f0f3d0c686,bp_mentionee__9da460e970c53ffaa5ec41f0f3d0c686
richard mills,US U.S. Deputy Permanent Representative to the United Nations; U.S. Deputy Representative in the Security Council of the United Nations Richard Mills,,USA,U.S. Deputy Permanent Representative to the United Nations; U.S. Deputy Representative in the Security Council of the United Nations,New York,United States Mission to the United Nations,,,Legislator,US U.S. Deputy Permanent Representative to the United Nations; U.S. Deputy Representative in the Security Council of the United Nations Richard Mills,,bp_mentionee,d577e5929d0fc0a43d7a0fc18469caa8,bp_mentionee__d577e5929d0fc0a43d7a0fc18469caa8
sandra morgan,US Member Sandra Morgan,,USA,Member,Washington DC,Public-Private Partnership Advisory Council to End Human Trafficking,,sandiemorgan,LegislativeCommittee,US Member Sandra Morgan,,bp_mentionee,b6b15aab53ca10f57edf67100687e9d3,bp_mentionee__b6b15aab53ca10f57edf67100687e9d3
william moser,US Ambassador William Moser,,Kazakhstan,Ambassador,Nur-Sultan,Office of the U.S. Ambassador to Kazakhstan,U.S. Embassy in Kazakhstan,USembassyKAZ,Consulates,US Ambassador William Moser,,bp_mentionee,cb457e89efd63a81c9b87a4b75ea55c0,bp_mentionee__cb457e89efd63a81c9b87a4b75ea55c0
kin moy,US Assistant Secretary Kin Moy,,USA,Assistant Secretary,Washington DC,Bureau of Intelligence and Research,,,IndustryTerm,US Assistant Secretary Kin Moy,,bp_mentionee,f65e33813fd1f4d9ae170fe8f612ca43,bp_mentionee__f65e33813fd1f4d9ae170fe8f612ca43
richard moy,US U.S. Commissioner Richard Moy,,USA,U.S. Commissioner,Washington DC,"International Joint Commission, Canada and United States -- United States Section",Office of the Secretary,IJCsharedwaters,Wells,US U.S. Commissioner Richard Moy,,bp_mentionee,d670516e8fea7d270c2135cdca486836,bp_mentionee__d670516e8fea7d270c2135cdca486836
w. murphy,US Ambassador W. Murphy,,Cambodia,Ambassador,Phnom Penh,Office of the U.S. Ambassador to Cambodia,U.S. Embassy in Cambodia,WPatrickMurphy,ForeignMinistry,US Ambassador W. Murphy,,bp_mentionee,26da45b9af5c75941cb71e0594ea40a2,bp_mentionee__26da45b9af5c75941cb71e0594ea40a2
tulinabo mushingi,US Ambassador Tulinabo Mushingi,,Senegal,Ambassador,Dakae,Office of the U.S. Ambassador to Senegal,U.S. Embassy in Senegal,usembassydakar,DiplomaticFacilities,US Ambassador Tulinabo Mushingi,,bp_mentionee,162c5ca465d149444a8a11bdce572610,bp_mentionee__162c5ca465d149444a8a11bdce572610
herro mustafa,US Ambassador Herro Mustafa,,Bulgaria,Ambassador,Sofia ```,Office of the U.S. Ambassador to Bulgaria,U.S. Embassy in Bulgaria,USEmbassySofia,Exec,US Ambassador Herro Mustafa,,bp_mentionee,fb20fe177e2cba96c14597a20e58cb33,bp_mentionee__fb20fe177e2cba96c14597a20e58cb33
brenda myers-powell,US Member Brenda Myers-Powell,,USA,Member,Washington DC,United States Advisory Council on Human Trafficking,President's Interagency Task Force To Monitor and Combat Trafficking in Persons,,Shipping,US Member Brenda Myers-Powell,,bp_mentionee,423fe3632734b1db2d75d804b33b0248,bp_mentionee__423fe3632734b1db2d75d804b33b0248
heather nauert,US Member Heather Nauert,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,HeatherNauert,Keyphrase,US Member Heather Nauert,,bp_mentionee,46493d79f17250b68fccca2dae590e3f,bp_mentionee__46493d79f17250b68fccca2dae590e3f
eric nelson,US Ambassador Eric Nelson,,Bosnia-Herzegovina,Ambassador,Sarajevo,Office of the U.S. Ambassador to Bosnia-Herzegovina,U.S. Embassy in Bosnia and Herzegovina,USEmbassySJJ,Media,US Ambassador Eric Nelson,,bp_mentionee,477a10c71dfd9578d47951e318592eee,bp_mentionee__477a10c71dfd9578d47951e318592eee
brian nichols,US Ambassador Brian Nichols,,Zimbabwe,Ambassador,Harare,Office of the U.S. Ambassador to Zimbabwe,U.S. Embassy in Zimbabwe,usembassyharare,space,US Ambassador Brian Nichols,,bp_mentionee,ef9f0f16df5b8012f6f6df44ce83eb8d,bp_mentionee__ef9f0f16df5b8012f6f6df44ce83eb8d
richard norland,US Ambassador Richard Norland,,Libya,Ambassador,Tripoli,Office of the U.S. Ambassador to Libya,U.S. Embassy in Libya,NorlandRichard,Diplomat,US Ambassador Richard Norland,,bp_mentionee,f5deae64be8bfec6292f75f7c6aafc82,bp_mentionee__f5deae64be8bfec6292f75f7c6aafc82
victoria nuland,US Under Secretary (Designate) Victoria Nuland,,USA,Under Secretary (Designate),Washington DC,Under Secretary for Political Affairs,Office of the Secretary,,Diplomat,US Under Secretary (Designate) Victoria Nuland,,bp_mentionee,516bacc254a691ad2a0d3aa470ed5474,bp_mentionee__516bacc254a691ad2a0d3aa470ed5474
andrew olmem,US Member Andrew Olmem,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,,ForeignMinistry,US Member Andrew Olmem,,bp_mentionee,fbd6648fe6724046d81aa7e629dde9fa,bp_mentionee__fbd6648fe6724046d81aa7e629dde9fa
shannon o'neil,US Member Shannon O'Neil,,USA,Member,Washington DC,Western Hemisphere Drug Policy Commission,,shannonkoneil,News,US Member Shannon O'Neil,,bp_mentionee,0de742ce5267aed699d6865a2988fddd,bp_mentionee__0de742ce5267aed699d6865a2988fddd
virginia palmer,US Assistant Secretary and Special Envoy and Coordinator for International Energy Affairs Virginia Palmer,,USA,Assistant Secretary and Special Envoy and Coordinator for International Energy Affairs,Washington DC,Bureau of Energy Resources,"Under Secretary for Economic Growth, Energy, and the Environment",EnergyAtState,News,US Assistant Secretary and Special Envoy and Coordinator for International Energy Affairs Virginia Palmer,,bp_mentionee,3736d3f63be3321a68cc5b8099c85551,bp_mentionee__3736d3f63be3321a68cc5b8099c85551
richard paschall,US Ambassador Richard Paschall,,The Gambia,Ambassador,Banjuj,Office of the U.S. Ambassador to The Gambia,U.S. Embassy in The Gambia,USEmbassyBanjul,Person,US Ambassador Richard Paschall,,bp_mentionee,c58d155ccfc56771c94672838a35de5b,bp_mentionee__c58d155ccfc56771c94672838a35de5b
geeta pasi,US Ambassador Geeta Pasi,,Ethiopia,Ambassador,Addis Ababa,Office of the U.S. Ambassador to Ethiopia,U.S. Embassy in Ethiopia,USEmbassyAddis,AAEntity,US Ambassador Geeta Pasi,,bp_mentionee,3f7acd4cb146a6bbf693882fa5aca889,bp_mentionee__3f7acd4cb146a6bbf693882fa5aca889
stefan passantino,US Chairman Stefan Passantino,,USA,Chairman,Washington DC,Cultural Property Advisory Committee,Bureau of Educational and Cultural Affairs,stefpassantino,Exec,US Chairman Stefan Passantino,,bp_mentionee,480f65220492f052e150440840a0f654,bp_mentionee__480f65220492f052e150440840a0f654
michael pelletier,US Ambassador Michael Pelletier,,Madagascar,Ambassador,Antananarivo,Office of the U.S. Ambassador to Madagascar,U.S. Embassy in Madagascar,usambatana,Legislator,US Ambassador Michael Pelletier,,bp_mentionee,f8baee6330a6ebdb0df8fa4994bac647,bp_mentionee__f8baee6330a6ebdb0df8fa4994bac647
carol perez,US Under Secretary Carol Perez,,USA,Under Secretary,Washington DC,Under Secretary for Management,,StateDG,Organization,US Under Secretary Carol Perez,,bp_mentionee,26f68cfcc36abff3b244b76d05e6505e,bp_mentionee__26f68cfcc36abff3b244b76d05e6505e
lisa peterson,US Assistant Secretary and U.S. Special Coordinator for Tibetan Issues Lisa Peterson,,USA,Assistant Secretary and U.S. Special Coordinator for Tibetan Issues,Washington DC,"Bureau of Democracy, Human Rights and Labor","Under Secretary for Civilian Security, Democracy, and Human Rights",,Wells,US Assistant Secretary and U.S. Special Coordinator for Tibetan Issues Lisa Peterson,,bp_mentionee,16019b7995c594ca315268c32c0e2b3a,bp_mentionee__16019b7995c594ca315268c32c0e2b3a
shervin pishevar,US Member Shervin Pishevar,,USA,Member,Washington DC,J. William Fulbright Foreign Scholarship Board,Bureau of Educational and Cultural Affairs,shervin,space,US Member Shervin Pishevar,,bp_mentionee,43bb4ee97b091d24d70261d404bfe536,bp_mentionee__43bb4ee97b091d24d70261d404bfe536
john pommersheim,US Ambassador John Pommersheim,,Tajikistan,Ambassador,Dushanbe,Office of the U.S. Ambassador to Tajikistan,U.S. Embassy in Tajikistan,USEmbDushanbe,ForeignMinistry,US Ambassador John Pommersheim,,bp_mentionee,d54e2e031da0c82b079291b19dc32c81,bp_mentionee__d54e2e031da0c82b079291b19dc32c81
william popp,US Ambassador William Popp,,Guatemala,Ambassador,Guatemala City,Office of the U.S. Ambassador to Guatemala,U.S. Embassy in Guatemala,usembassyguate,FTO,US Ambassador William Popp,,bp_mentionee,40f8a1c33727f7d8aa3a5bb5b224730d,bp_mentionee__40f8a1c33727f7d8aa3a5bb5b224730d
jonathan pratt,US Ambassador Jonathan Pratt,,Djibouti,Ambassador,Djibouti City,Office of the U.S. Ambassador to Djibouti,U.S. Embassy in Djibouti,US_Emb_Djibouti,IndustryTerm,US Ambassador Jonathan Pratt,,bp_mentionee,d35930191809213da8decef07875197f,bp_mentionee__d35930191809213da8decef07875197f
geoffrey pyatt,US Ambassador Geoffrey Pyatt,,Greece,Ambassador,Athens,U.S. Embassy in Greece,,USAmbPyatt,Pipeline,US Ambassador Geoffrey Pyatt,,bp_mentionee,42965f642795d349f15cc0d75108fc67,bp_mentionee__42965f642795d349f15cc0d75108fc67
philip reeker,US Assistant Secretary Philip Reeker,,USA,Assistant Secretary,Washington DC,Bureau of European and Eurasian Affairs,Under Secretary for Political Affairs,StateEUR,IndustryTerm,US Assistant Secretary Philip Reeker,,bp_mentionee,d61dde3bbde2a2f3bed303fa124cb224,bp_mentionee__d61dde3bbde2a2f3bed303fa124cb224
