keyword,caption_name,location_id,groups,country,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#elalto,"El Alto, Bolivia",elaltobolivia,bolivia,Bolivia,ForeignMinister,"El Alto, Bolivia",,dgm_latamnarcoticslocations,3d605f421517e02efcbdcda730a87c9c,dgm_latamnarcoticslocations__3d605f421517e02efcbdcda730a87c9c
#sacaba,"Sacaba, Bolivia",sacababolivia,bolivia,Bolivia,Diplomat,"Sacaba, Bolivia",,dgm_latamnarcoticslocations,2707f1f90d48260a86d2daf13e262952,dgm_latamnarcoticslocations__2707f1f90d48260a86d2daf13e262952
#quillacollo,"Quillacollo, Bolivia",quillacollobolivia,bolivia,Bolivia,Exec,"Quillacollo, Bolivia",,dgm_latamnarcoticslocations,90e4a0b83b78f8e2747e8a580dfd990a,dgm_latamnarcoticslocations__90e4a0b83b78f8e2747e8a580dfd990a
#montero,"Montero, Bolivia",monterobolivia,bolivia,Bolivia,LegislativeCommittee,"Montero, Bolivia",,dgm_latamnarcoticslocations,c79ba0392ae70c01c840c649602b6d04,dgm_latamnarcoticslocations__c79ba0392ae70c01c840c649602b6d04
#riberalta,"Riberalta, Bolivia",riberaltabolivia,bolivia,Bolivia,Wells,"Riberalta, Bolivia",,dgm_latamnarcoticslocations,ba6a433feb1781089a721bd56e18cd61,dgm_latamnarcoticslocations__ba6a433feb1781089a721bd56e18cd61
#warnes,"Warnes, Bolivia",warnesbolivia,bolivia,Bolivia,Pipeline,"Warnes, Bolivia",,dgm_latamnarcoticslocations,4be49997441a0272bca9f894671aabdb,dgm_latamnarcoticslocations__4be49997441a0272bca9f894671aabdb
#laguardia,"La Guardia, Bolivia",laguardiabolivia,bolivia,Bolivia,Organization,"La Guardia, Bolivia",,dgm_latamnarcoticslocations,62be0fb33c45eaf2698594aa7364c765,dgm_latamnarcoticslocations__62be0fb33c45eaf2698594aa7364c765
#viacha,"Viacha, Bolivia",viachabolivia,bolivia,Bolivia,Refinery,"Viacha, Bolivia",,dgm_latamnarcoticslocations,a7ca942bb36a50351b8950243a98093e,dgm_latamnarcoticslocations__a7ca942bb36a50351b8950243a98093e
#yacuiba,"Yacuiba, Bolivia",yacuibabolivia,bolivia,Bolivia,Wells,"Yacuiba, Bolivia",,dgm_latamnarcoticslocations,02f9e511faee58d18d119ef0a55cb353,dgm_latamnarcoticslocations__02f9e511faee58d18d119ef0a55cb353
#colcapirhua,"Colcapirhua, Bolivia",colcapirhuabolivia,bolivia,Bolivia,Exec,"Colcapirhua, Bolivia",,dgm_latamnarcoticslocations,97052d9738e706cf1a14b35ab2120ef8,dgm_latamnarcoticslocations__97052d9738e706cf1a14b35ab2120ef8
#tiquipaya,"Tiquipaya, Bolivia",tiquipayabolivia,bolivia,Bolivia,Wells,"Tiquipaya, Bolivia",,dgm_latamnarcoticslocations,73cf1e714b77ee8005d17ecd1413e17e,dgm_latamnarcoticslocations__73cf1e714b77ee8005d17ecd1413e17e
#cobija,"Cobija, Bolivia",cobijabolivia,bolivia,Bolivia,FTO,"Cobija, Bolivia",,dgm_latamnarcoticslocations,6e0e3507448e61d963ba144281ad1809,dgm_latamnarcoticslocations__6e0e3507448e61d963ba144281ad1809
#vinto,"Vinto, Bolivia",vintobolivia,bolivia,Bolivia,AAEntity,"Vinto, Bolivia",,dgm_latamnarcoticslocations,ea3cea2d57474031ca1153f329875194,dgm_latamnarcoticslocations__ea3cea2d57474031ca1153f329875194
#guayaramerin,"Guayaramerin, Bolivia",guayaramerinbolivia,bolivia,Bolivia,Media,"Guayaramerin, Bolivia",,dgm_latamnarcoticslocations,7880256b0e7e9b79f300d4fe72158422,dgm_latamnarcoticslocations__7880256b0e7e9b79f300d4fe72158422
#villazon,"Villazon, Bolivia",villazonbolivia,bolivia,Bolivia,LegislativeCommittee,"Villazon, Bolivia",,dgm_latamnarcoticslocations,4c119f2819a908b2cbd62b9b24aaab5a,dgm_latamnarcoticslocations__4c119f2819a908b2cbd62b9b24aaab5a
#yapacani,"Yapacani, Bolivia",yapacanibolivia,bolivia,Bolivia,IndustryTerm,"Yapacani, Bolivia",,dgm_latamnarcoticslocations,62a509e17505c11628626eeca162348f,dgm_latamnarcoticslocations__62a509e17505c11628626eeca162348f
#villamontes,"Villamontes, Bolivia",villamontesbolivia,bolivia,Bolivia,AAEntity,"Villamontes, Bolivia",,dgm_latamnarcoticslocations,826219807e46e18a6551830b68961038,dgm_latamnarcoticslocations__826219807e46e18a6551830b68961038
#bermejo,"Bermejo, Bolivia",bermejobolivia,bolivia,Bolivia,LegislativeCommittee,"Bermejo, Bolivia",,dgm_latamnarcoticslocations,b8f6dae180a6312e25c06ada52a84531,dgm_latamnarcoticslocations__b8f6dae180a6312e25c06ada52a84531
#camiri,"Camiri, Bolivia",camiribolivia,bolivia,Bolivia,AAEntity,"Camiri, Bolivia",,dgm_latamnarcoticslocations,b5b21a35564cf1aae12c9936f9f7096e,dgm_latamnarcoticslocations__b5b21a35564cf1aae12c9936f9f7096e
#tupiza,"Tupiza, Bolivia",tupizabolivia,bolivia,Bolivia,Legislator,"Tupiza, Bolivia",,dgm_latamnarcoticslocations,7ded827d3b383e3584447106ff07cd15,dgm_latamnarcoticslocations__7ded827d3b383e3584447106ff07cd15
#llallagua,"Llallagua, Bolivia",llallaguabolivia,bolivia,Bolivia,Keyphrase,"Llallagua, Bolivia",,dgm_latamnarcoticslocations,817c163187d3a08708830a1246be73fa,dgm_latamnarcoticslocations__817c163187d3a08708830a1246be73fa
#sanignaciodevelasco,"San Ignacio de Velasco, Bolivia",sanignaciodevelascobolivia,bolivia,Bolivia,LegislativeCommittee,"San Ignacio de Velasco, Bolivia",,dgm_latamnarcoticslocations,beb235400b1a6e1613e2a6871e2bf56c,dgm_latamnarcoticslocations__beb235400b1a6e1613e2a6871e2bf56c
#sanjulian,"San Julian, Bolivia",sanjulianbolivia,bolivia,Bolivia,IndustryTerm,"San Julian, Bolivia",,dgm_latamnarcoticslocations,30c1d235a1a574ae2525043cdae721bf,dgm_latamnarcoticslocations__30c1d235a1a574ae2525043cdae721bf
#huanuni,"Huanuni, Bolivia",huanunibolivia,bolivia,Bolivia,News,"Huanuni, Bolivia",,dgm_latamnarcoticslocations,caa81f38d665e40d157c6faf972d3b15,dgm_latamnarcoticslocations__caa81f38d665e40d157c6faf972d3b15
#punata,"Punata, Bolivia",punatabolivia,bolivia,Bolivia,Diplomat,"Punata, Bolivia",,dgm_latamnarcoticslocations,21428981b240875e733701c07f01fa5a,dgm_latamnarcoticslocations__21428981b240875e733701c07f01fa5a
#cotoca,"Cotoca, Bolivia",cotocabolivia,bolivia,Bolivia,Person,"Cotoca, Bolivia",,dgm_latamnarcoticslocations,3c212b1a258bb5dfd21c1f86b3780d1c,dgm_latamnarcoticslocations__3c212b1a258bb5dfd21c1f86b3780d1c
#ascenciondeguarayos,"Ascencion de Guarayos, Bolivia",ascenciondeguarayosbolivia,bolivia,Bolivia,News,"Ascencion de Guarayos, Bolivia",,dgm_latamnarcoticslocations,b64d4e034d30d82515026ff6b4915ffa,dgm_latamnarcoticslocations__b64d4e034d30d82515026ff6b4915ffa
#achocalla,"Achocalla, Bolivia",achocallabolivia,bolivia,Bolivia,Organization,"Achocalla, Bolivia",,dgm_latamnarcoticslocations,63a681ca45f52bbe06c3f3cb2b12c3e1,dgm_latamnarcoticslocations__63a681ca45f52bbe06c3f3cb2b12c3e1
#mineros,"Mineros, Bolivia",minerosbolivia,bolivia,Bolivia,Organization,"Mineros, Bolivia",,dgm_latamnarcoticslocations,5da497f24e391642ca4504ffe0f96d6e,dgm_latamnarcoticslocations__5da497f24e391642ca4504ffe0f96d6e
#uyuni,"Uyuni, Bolivia",uyunibolivia,bolivia,Bolivia,DiplomaticFacilities,"Uyuni, Bolivia",,dgm_latamnarcoticslocations,4a7605215d6e23bcf820a648a0d01554,dgm_latamnarcoticslocations__4a7605215d6e23bcf820a648a0d01554
#sanborja,"San Borja, Bolivia",sanborjabolivia,bolivia,Bolivia,Diplomat,"San Borja, Bolivia",,dgm_latamnarcoticslocations,941017262ed8b3ea80d6b5ef6c8bf757,dgm_latamnarcoticslocations__941017262ed8b3ea80d6b5ef6c8bf757
#eltorno,"El Torno, Bolivia",eltornobolivia,bolivia,Bolivia,Diplomat,"El Torno, Bolivia",,dgm_latamnarcoticslocations,344e3a7fa36def31cff4af728c9c4a87,dgm_latamnarcoticslocations__344e3a7fa36def31cff4af728c9c4a87
#puertosuarez,"Puerto Suarez, Bolivia",puertosuarezbolivia,bolivia,Bolivia,LegislativeCommittee,"Puerto Suarez, Bolivia",,dgm_latamnarcoticslocations,3713d3b5b2c249b24ecfb7d4abde956f,dgm_latamnarcoticslocations__3713d3b5b2c249b24ecfb7d4abde956f
#portachuelo,"Portachuelo, Bolivia",portachuelobolivia,bolivia,Bolivia,space,"Portachuelo, Bolivia",,dgm_latamnarcoticslocations,cdbdfcb38df6bb06583a22ed83a6f53d,dgm_latamnarcoticslocations__cdbdfcb38df6bb06583a22ed83a6f53d
#caranavi,"Caranavi, Bolivia",caranavibolivia,bolivia,Bolivia,FTO,"Caranavi, Bolivia",,dgm_latamnarcoticslocations,f37f2a74dd5b17614bab7d582b757104,dgm_latamnarcoticslocations__f37f2a74dd5b17614bab7d582b757104
#rurrenabaque,"Rurrenabaque, Bolivia",rurrenabaquebolivia,bolivia,Bolivia,Diplomat,"Rurrenabaque, Bolivia",,dgm_latamnarcoticslocations,592b81269edbdf79644514c3bd2882c2,dgm_latamnarcoticslocations__592b81269edbdf79644514c3bd2882c2
#challapata,"Challapata, Bolivia",challapatabolivia,bolivia,Bolivia,ForeignMinister,"Challapata, Bolivia",,dgm_latamnarcoticslocations,bb0640d8fd4ee8d16ac497d298a3f0d1,dgm_latamnarcoticslocations__bb0640d8fd4ee8d16ac497d298a3f0d1
#santaanadelyacuma,"Santa Ana del Yacuma, Bolivia",santaanadelyacumabolivia,bolivia,Bolivia,ForeignMinister,"Santa Ana del Yacuma, Bolivia",,dgm_latamnarcoticslocations,7f4bee29514f47c587eaf13e72d860b1,dgm_latamnarcoticslocations__7f4bee29514f47c587eaf13e72d860b1
#sanjosedechiquitos,"San Jose de Chiquitos, Bolivia",sanjosedechiquitosbolivia,bolivia,Bolivia,ForeignMinistry,"San Jose de Chiquitos, Bolivia",,dgm_latamnarcoticslocations,9d3e3fb2eb77e94f744186c3da19a6ef,dgm_latamnarcoticslocations__9d3e3fb2eb77e94f744186c3da19a6ef
#sipesipe,"Sipe Sipe, Bolivia",sipesipebolivia,bolivia,Bolivia,Legislator,"Sipe Sipe, Bolivia",,dgm_latamnarcoticslocations,43e8f2f060832852c446daa691b30a29,dgm_latamnarcoticslocations__43e8f2f060832852c446daa691b30a29
#patacamaya,"Patacamaya, Bolivia",patacamayabolivia,bolivia,Bolivia,IndustryTerm,"Patacamaya, Bolivia",,dgm_latamnarcoticslocations,b010f6d411915272582f6a39708d6dea,dgm_latamnarcoticslocations__b010f6d411915272582f6a39708d6dea
#puertoquijarro,"Puerto Quijarro, Bolivia",puertoquijarrobolivia,bolivia,Bolivia,Keyphrase,"Puerto Quijarro, Bolivia",,dgm_latamnarcoticslocations,73d44205573bbbeb0789d7fa1af8587a,dgm_latamnarcoticslocations__73d44205573bbbeb0789d7fa1af8587a
#vallegrande,"Vallegrande, Bolivia",vallegrandebolivia,bolivia,Bolivia,Refinery,"Vallegrande, Bolivia",,dgm_latamnarcoticslocations,af42b15450973d33eef50293bef285e1,dgm_latamnarcoticslocations__af42b15450973d33eef50293bef285e1
#robore,"Robore, Bolivia",roborebolivia,bolivia,Bolivia,DiplomaticFacilities,"Robore, Bolivia",,dgm_latamnarcoticslocations,19b9cf09223a8286513147547fd397df,dgm_latamnarcoticslocations__19b9cf09223a8286513147547fd397df
#sanignaciodemoxos,"San Ignacio de Moxos, Bolivia",sanignaciodemoxosbolivia,bolivia,Bolivia,LegislativeCommittee,"San Ignacio de Moxos, Bolivia",,dgm_latamnarcoticslocations,a578152425a4e9d886178d4468352573,dgm_latamnarcoticslocations__a578152425a4e9d886178d4468352573
#acre,"Acre, Brazil",acrebrazil,brazil,Brazil,Pipeline,"Acre, Brazil",,dgm_latamnarcoticslocations,957f5751a37b016e18468a213b6a320d,dgm_latamnarcoticslocations__957f5751a37b016e18468a213b6a320d
#alagoas,"Alagoas, Brazil",alagoasbrazil,brazil,Brazil,CompanyKeyword,"Alagoas, Brazil",,dgm_latamnarcoticslocations,77f22f8d5f0bdfd2737678052b131c7a,dgm_latamnarcoticslocations__77f22f8d5f0bdfd2737678052b131c7a
#amapa,"Amapa, Brazil",amapabrazil,brazil,Brazil,Pipeline,"Amapa, Brazil",,dgm_latamnarcoticslocations,2a38c388861bcd25fd133cc4093df127,dgm_latamnarcoticslocations__2a38c388861bcd25fd133cc4093df127
#amazonas,"Amazonas, Brazil",amazonasbrazil,brazil,Brazil,News,"Amazonas, Brazil",,dgm_latamnarcoticslocations,400ed71000a10ea29809fda9a8f36879,dgm_latamnarcoticslocations__400ed71000a10ea29809fda9a8f36879
#bahia,"Bahia, Brazil",bahiabrazil,brazil,Brazil,DiplomaticFacilities,"Bahia, Brazil",,dgm_latamnarcoticslocations,6fc26c4488d74e96701653c2f51c77af,dgm_latamnarcoticslocations__6fc26c4488d74e96701653c2f51c77af
#ceara,"Ceara, Brazil",cearabrazil,brazil,Brazil,AAEntity,"Ceara, Brazil",,dgm_latamnarcoticslocations,8f6f6231d17b17a1f6b1304a03aa442d,dgm_latamnarcoticslocations__8f6f6231d17b17a1f6b1304a03aa442d
#distritofederal,"Distrito Federal, Brazil",distritofederalbrazil,brazil,Brazil,Organization,"Distrito Federal, Brazil",,dgm_latamnarcoticslocations,f66ed3b8670a8bfff5d8e9985e30dd57,dgm_latamnarcoticslocations__f66ed3b8670a8bfff5d8e9985e30dd57
#espiritosanto,"Espirito Santo, Brazil",espiritosantobrazil,brazil,Brazil,Organization,"Espirito Santo, Brazil",,dgm_latamnarcoticslocations,0c5ca46e025933e0e150eee3dafd8e67,dgm_latamnarcoticslocations__0c5ca46e025933e0e150eee3dafd8e67
#goias,"Goias, Brazil",goiasbrazil,brazil,Brazil,IndustryTerm,"Goias, Brazil",,dgm_latamnarcoticslocations,3b34f351fb7a73bae817ba1ae20ec461,dgm_latamnarcoticslocations__3b34f351fb7a73bae817ba1ae20ec461
#maranhao,"Maranhao, Brazil",maranhaobrazil,brazil,Brazil,IndustryTerm,"Maranhao, Brazil",,dgm_latamnarcoticslocations,bdc49f80cf47bab61fa7a4502e5f7533,dgm_latamnarcoticslocations__bdc49f80cf47bab61fa7a4502e5f7533
#matogrosso,"Mato Grosso, Brazil",matogrossobrazil,brazil,Brazil,Media,"Mato Grosso, Brazil",,dgm_latamnarcoticslocations,1916fba3ed6f0b73b22fe21e739a9171,dgm_latamnarcoticslocations__1916fba3ed6f0b73b22fe21e739a9171
#matogrossodosul,"Mato Grosso do Sul, Brazil",matogrossodosulbrazil,brazil,Brazil,News,"Mato Grosso do Sul, Brazil",,dgm_latamnarcoticslocations,f1aee3414c1a0c3f1d1c1d26a78871bd,dgm_latamnarcoticslocations__f1aee3414c1a0c3f1d1c1d26a78871bd
#minasgerais,"Minas Gerais, Brazil",minasgeraisbrazil,brazil,Brazil,Media,"Minas Gerais, Brazil",,dgm_latamnarcoticslocations,d13cd998ba5455ba688482147412551f,dgm_latamnarcoticslocations__d13cd998ba5455ba688482147412551f
#paraiba,"Paraiba, Brazil",paraibabrazil,brazil,Brazil,Organization,"Paraiba, Brazil",,dgm_latamnarcoticslocations,1c9771d47b06f721ce6a4f9f97a4542d,dgm_latamnarcoticslocations__1c9771d47b06f721ce6a4f9f97a4542d
#pernambuco,"Pernambuco, Brazil",pernambucobrazil,brazil,Brazil,Exec,"Pernambuco, Brazil",,dgm_latamnarcoticslocations,de5529772b037cba2fb7e2c3d50289d5,dgm_latamnarcoticslocations__de5529772b037cba2fb7e2c3d50289d5
#piaui,"Piaui, Brazil",piauibrazil,brazil,Brazil,Pipeline,"Piaui, Brazil",,dgm_latamnarcoticslocations,cd6708f85901e930a15ae817dc60ecff,dgm_latamnarcoticslocations__cd6708f85901e930a15ae817dc60ecff
#riodejaneiro,"Rio de Janeiro, Brazil",riodejaneirobrazil,brazil,Brazil,Shipping,"Rio de Janeiro, Brazil",,dgm_latamnarcoticslocations,f8955a91a4e09d7d8953c1d4e8087e1b,dgm_latamnarcoticslocations__f8955a91a4e09d7d8953c1d4e8087e1b
#riograndedonorte,"Rio Grande do Norte, Brazil",riograndedonortebrazil,brazil,Brazil,ForeignMinister,"Rio Grande do Norte, Brazil",,dgm_latamnarcoticslocations,c6746146a76068e6ae1e95e2a59b0a6f,dgm_latamnarcoticslocations__c6746146a76068e6ae1e95e2a59b0a6f
#riograndedosul,"Rio Grande do Sul, Brazil",riograndedosulbrazil,brazil,Brazil,ForeignMinistry,"Rio Grande do Sul, Brazil",,dgm_latamnarcoticslocations,ee30e64be94f33b87a03863dd779d4cb,dgm_latamnarcoticslocations__ee30e64be94f33b87a03863dd779d4cb
#rondonia,"Rondonia, Brazil",rondoniabrazil,brazil,Brazil,FTO,"Rondonia, Brazil",,dgm_latamnarcoticslocations,7657020e0fa56704d70cd700c1ab4049,dgm_latamnarcoticslocations__7657020e0fa56704d70cd700c1ab4049
#roraima,"Roraima, Brazil",roraimabrazil,brazil,Brazil,Diplomat,"Roraima, Brazil",,dgm_latamnarcoticslocations,426c0b2cdea94a6ee0f8b19169bb8c24,dgm_latamnarcoticslocations__426c0b2cdea94a6ee0f8b19169bb8c24
#santacatarina,"Santa Catarina, Brazil",santacatarinabrazil,brazil,Brazil,space,"Santa Catarina, Brazil",,dgm_latamnarcoticslocations,ec00b32088efaac91466340b7218b498,dgm_latamnarcoticslocations__ec00b32088efaac91466340b7218b498
#saopaulo,"Sao Paulo, Brazil",saopaulobrazil,brazil,Brazil,FTO,"Sao Paulo, Brazil",,dgm_latamnarcoticslocations,803437b621e2f25aff59b54fb3797cce,dgm_latamnarcoticslocations__803437b621e2f25aff59b54fb3797cce
#sergipe,"Sergipe, Brazil",sergipebrazil,brazil,Brazil,AAEntity,"Sergipe, Brazil",,dgm_latamnarcoticslocations,4c4daafef7922dff9a11a55810b9b262,dgm_latamnarcoticslocations__4c4daafef7922dff9a11a55810b9b262
#tocantins,"Tocantins, Brazil",tocantinsbrazil,brazil,Brazil,ForeignMinister,"Tocantins, Brazil",,dgm_latamnarcoticslocations,3f99f772eee549c72aac7bc746aea346,dgm_latamnarcoticslocations__3f99f772eee549c72aac7bc746aea346
#brasilia,"Brasilia, Brazil",brasiliabrazil,brazil,Brazil,FTO,"Brasilia, Brazil",,dgm_latamnarcoticslocations,85eaacc2f34245fd50661664ae31ddf4,dgm_latamnarcoticslocations__85eaacc2f34245fd50661664ae31ddf4
#salvador,"Salvador, Brazil",salvadorbrazil,brazil,Brazil,CompanyKeyword,"Salvador, Brazil",,dgm_latamnarcoticslocations,5c67b93f31477c05b3d15e80d68911bb,dgm_latamnarcoticslocations__5c67b93f31477c05b3d15e80d68911bb
#fortaleza,"Fortaleza, Brazil",fortalezabrazil,brazil,Brazil,Exec,"Fortaleza, Brazil",,dgm_latamnarcoticslocations,6c89116f02d3ccc5f787d37198fa824b,dgm_latamnarcoticslocations__6c89116f02d3ccc5f787d37198fa824b
#belohorizonte,"Belo Horizonte, Brazil",belohorizontebrazil,brazil,Brazil,Organization,"Belo Horizonte, Brazil",,dgm_latamnarcoticslocations,42f0a8be2b7db4ff305c4818555a250d,dgm_latamnarcoticslocations__42f0a8be2b7db4ff305c4818555a250d
#manaus,"Manaus, Brazil",manausbrazil,brazil,Brazil,Keyphrase,"Manaus, Brazil",,dgm_latamnarcoticslocations,8b137555b2f0676365fcbbf523c2876e,dgm_latamnarcoticslocations__8b137555b2f0676365fcbbf523c2876e
#curitiba,"Curitiba, Brazil",curitibabrazil,brazil,Brazil,Person,"Curitiba, Brazil",,dgm_latamnarcoticslocations,7aa25d7c72e574b40957edd3d85770b1,dgm_latamnarcoticslocations__7aa25d7c72e574b40957edd3d85770b1
#recife,"Recife, Brazil",recifebrazil,brazil,Brazil,Exec,"Recife, Brazil",,dgm_latamnarcoticslocations,2b0568e052ba2933ad91261a5e6f8ccf,dgm_latamnarcoticslocations__2b0568e052ba2933ad91261a5e6f8ccf
#goiania,"Goiania, Brazil",goianiabrazil,brazil,Brazil,CompanyKeyword,"Goiania, Brazil",,dgm_latamnarcoticslocations,7d2325ec4a71bd96abf49529e82d9e89,dgm_latamnarcoticslocations__7d2325ec4a71bd96abf49529e82d9e89
#belem,"Belem, Brazil",belembrazil,brazil,Brazil,Refinery,"Belem, Brazil",,dgm_latamnarcoticslocations,f0f7774b20816200f67e6814119667f6,dgm_latamnarcoticslocations__f0f7774b20816200f67e6814119667f6
#portoalegre,"Porto Alegre, Brazil",portoalegrebrazil,brazil,Brazil,Wells,"Porto Alegre, Brazil",,dgm_latamnarcoticslocations,efcadd23f4daa1e99252cdf0d4f2d04e,dgm_latamnarcoticslocations__efcadd23f4daa1e99252cdf0d4f2d04e
#guarulhos,"Guarulhos, Brazil",guarulhosbrazil,brazil,Brazil,Media,"Guarulhos, Brazil",,dgm_latamnarcoticslocations,7a24e0c53015f4214a62e1b6c959276f,dgm_latamnarcoticslocations__7a24e0c53015f4214a62e1b6c959276f
#campinas,"Campinas, Brazil",campinasbrazil,brazil,Brazil,Person,"Campinas, Brazil",,dgm_latamnarcoticslocations,059eea625be0f50a538fe7fbbd473a75,dgm_latamnarcoticslocations__059eea625be0f50a538fe7fbbd473a75
#saoluis,"Sao Luis, Brazil",saoluisbrazil,brazil,Brazil,LegislativeCommittee,"Sao Luis, Brazil",,dgm_latamnarcoticslocations,321ea04af46e6b36f08f1f4f1e3a913e,dgm_latamnarcoticslocations__321ea04af46e6b36f08f1f4f1e3a913e
#saogoncalo,"Sao Goncalo, Brazil",saogoncalobrazil,brazil,Brazil,ForeignMinistry,"Sao Goncalo, Brazil",,dgm_latamnarcoticslocations,d1f313792ff9fa709bc4e47904fc6482,dgm_latamnarcoticslocations__d1f313792ff9fa709bc4e47904fc6482
#maceio,"Maceio, Brazil",maceiobrazil,brazil,Brazil,Organization,"Maceio, Brazil",,dgm_latamnarcoticslocations,66435b08016b75d1d64e1405dd355dd5,dgm_latamnarcoticslocations__66435b08016b75d1d64e1405dd355dd5
#duquedecaxias,"Duque de Caxias, Brazil",duquedecaxiasbrazil,brazil,Brazil,Organization,"Duque de Caxias, Brazil",,dgm_latamnarcoticslocations,8ed78ad78b36cce1fdda66f07440f47c,dgm_latamnarcoticslocations__8ed78ad78b36cce1fdda66f07440f47c
#campogrande,"Campo Grande, Brazil",campograndebrazil,brazil,Brazil,AAEntity,"Campo Grande, Brazil",,dgm_latamnarcoticslocations,a5636fe99ef108676bea07f03c631b75,dgm_latamnarcoticslocations__a5636fe99ef108676bea07f03c631b75
#natal,"Natal, Brazil",natalbrazil,brazil,Brazil,LegislativeCommittee,"Natal, Brazil",,dgm_latamnarcoticslocations,49bddae6c770a430747479785dd13ff1,dgm_latamnarcoticslocations__49bddae6c770a430747479785dd13ff1
#teresina,"Teresina, Brazil",teresinabrazil,brazil,Brazil,Media,"Teresina, Brazil",,dgm_latamnarcoticslocations,b86474ba8bbcc554e584a0d6e2456296,dgm_latamnarcoticslocations__b86474ba8bbcc554e584a0d6e2456296
#saobernardodocampo,"Sao Bernardo do Campo, Brazil",saobernardodocampobrazil,brazil,Brazil,Exec,"Sao Bernardo do Campo, Brazil",,dgm_latamnarcoticslocations,ed3fc376e704b0b8023c8c0570cbf75c,dgm_latamnarcoticslocations__ed3fc376e704b0b8023c8c0570cbf75c
#novaiguacu,"Nova Iguacu, Brazil",novaiguacubrazil,brazil,Brazil,Wells,"Nova Iguacu, Brazil",,dgm_latamnarcoticslocations,c01d8bb4783d5f26cdb487aa76e90564,dgm_latamnarcoticslocations__c01d8bb4783d5f26cdb487aa76e90564
#joaopessoa,"Joao Pessoa, Brazil",joaopessoabrazil,brazil,Brazil,Consulates,"Joao Pessoa, Brazil",,dgm_latamnarcoticslocations,2182e456789c61f120caa1994ec036fb,dgm_latamnarcoticslocations__2182e456789c61f120caa1994ec036fb
#saojosedoscampos,"Sao Jose dos Campos, Brazil",saojosedoscamposbrazil,brazil,Brazil,Media,"Sao Jose dos Campos, Brazil",,dgm_latamnarcoticslocations,195abc5394a3b0ab61694d5586696ab7,dgm_latamnarcoticslocations__195abc5394a3b0ab61694d5586696ab7
