german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#casarvonhofackerstrasse,"Casar-von-Hofacker-Strasse in Frankfurt, Germany",50.1802685,8.6224892,1,,,,Wells,"Casar-von-Hofacker-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,b8b509ac29f0374a1645e5f30dd02ca6,german_fires_frankfurt_locations__45153217cf56038eca9675fb2e46517f
#casimirstrasse,"Casimirstrasse in Frankfurt, Germany",50.1571396,8.7433858,1,,,,Wells,"Casimirstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,f278e978d8c9c3392a4f06345cf3d252,german_fires_frankfurt_locations__5ef5dd99e323fdaf4a0ffbef2e7fd211
#casparistrasse,"Casparistrasse in Frankfurt, Germany",50.1432406,8.685111,1,,,,Refinery,"Casparistrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,67338d5e88ec334542d844054fa064eb,german_fires_frankfurt_locations__b2c059cc6966acb2fc0a8160f3f7c8fe
#cassellastrasse,"Cassellastrasse in Frankfurt, Germany",50.1311569,8.7585711,1,,,,Diplomat,"Cassellastrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,e68dad6da7603ee82c19bceb142c4045,german_fires_frankfurt_locations__7d6e5d97ded230a8fee99f1167bdf922
#celsiusplatz,"Celsiusplatz in Frankfurt, Germany",50.117502,8.6330037,1,,,,Legislator,"Celsiusplatz in Frankfurt, Germany",,german_fires_frankfurt_locations,7fb58ed9d89032432e6d8b64c55a56f5,german_fires_frankfurt_locations__890c0e103112b4ac7c3b1ecf0cca29c4
#cézanneweg,"Cézanneweg in Frankfurt, Germany",50.1760665,8.6432943,1,,,,Diplomat,"Cézanneweg in Frankfurt, Germany",,german_fires_frankfurt_locations,d650e07cefbfa515ed829c870c41e739,german_fires_frankfurt_locations__b4ecfdf65e46e94259fab9a2f240df25
#chamissostrasse,"Chamissostrasse in Frankfurt, Germany",50.1484343,8.660308,1,,,,Diplomat,"Chamissostrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,25048dfe14047346c1d4f45a187ed2b9,german_fires_frankfurt_locations__cec9149dd290ce444eab8dabbb45642e
#charlottenhof(wohnplatz),"Charlottenhof (Wohnplatz) in Frankfurt, Germany",52.3955621,13.0255492,1,,,,IndustryTerm,"Charlottenhof (Wohnplatz) in Frankfurt, Germany",,german_fires_frankfurt_locations,e62305546bfc8bf57da5692ce7bae777,german_fires_frankfurt_locations__4cd24d34c9290e46fdaf4e2007a5d891
#charlotteschifflerstrasse,"Charlotte-Schiffler-Strasse in Frankfurt, Germany",50.0965259,8.7233271,1,,,,space,"Charlotte-Schiffler-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,39203d7f2e20171592df4fdf829114f9,german_fires_frankfurt_locations__ccbfdfa0db99a1a1c6105d0055e08b23
#chattenweg,"Chattenweg in Frankfurt, Germany",50.1139993,8.5374613,1,,,,Shipping,"Chattenweg in Frankfurt, Germany",,german_fires_frankfurt_locations,e2da2dad289c30b0a7068360fd009b03,german_fires_frankfurt_locations__805e4114ba4dec228d0afc753235ce7b
#cheruskerweg,"Cheruskerweg in Frankfurt, Germany",50.1163087,8.5375369,1,,,,Shipping,"Cheruskerweg in Frankfurt, Germany",,german_fires_frankfurt_locations,fc3033282bcc853e0efd876b991276f1,german_fires_frankfurt_locations__e4bce73ee1c263b100eb9465266eb2f6
#chlodwigpothanlage,"Chlodwig-Poth-Anlage in Frankfurt, Germany",50.1134767,8.569812,1,,,,Pipeline,"Chlodwig-Poth-Anlage in Frankfurt, Germany",,german_fires_frankfurt_locations,6dafa4d34aae3fa4954728827a9a72ac,german_fires_frankfurt_locations__1776aca4e558308e7e4dd3cfcac3a194
#christamaarstrasse,"Christa-Maar-Strasse in Frankfurt, Germany",50.1476556,8.6074027,1,,,,Refinery,"Christa-Maar-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,30ad484bed1d9fe800585f7a0d7b5578,german_fires_frankfurt_locations__6b85120fa7d9f681bf13de0b5e037291
#christianevulpiusstrasse,"Christiane-Vulpius-Strasse in Frankfurt, Germany",50.1795317,8.6387603,1,,,,ForeignMinister,"Christiane-Vulpius-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,22e480ea45d391d43c8f03aa3fcd0393,german_fires_frankfurt_locations__2f42edd080f956498673b30f20d601da
#christophknipsstrasse,"Christoph-Knips-Strasse in Frankfurt, Germany",50.1526508,8.6842955,1,,,,AAEntity,"Christoph-Knips-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,83234663318675f2ae046c61ad7e2ad1,german_fires_frankfurt_locations__7d41fe426c650e954aa9f68e6b6b149a
#cimbernweg,"Cimbernweg in Frankfurt, Germany",50.1157565,8.5411455,1,,,,Legislator,"Cimbernweg in Frankfurt, Germany",,german_fires_frankfurt_locations,8ff47be1dc186c35c6e9912be710cd45,german_fires_frankfurt_locations__fe18ebd659ed4c5732a6b841965cf52d
#ciolfstrasse,"Ciolfstrasse in Frankfurt, Germany",50.0952425,8.4878779,1,,,,FTO,"Ciolfstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,544d92bbfe7bc14648389f42d0685e8e,german_fires_frankfurt_locations__b3735a146583ce18f1a3185ca76dea23
