company,GUID,caption name,exactcheck,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
brookshire grocery company,feb6bf7a1d9be9bd5e5f9123d8a38045,Brookshire Grocery Company,,Organization,Brookshire Grocery Company,,CrunchbaseFunding_CompanyMapping,cb0b6ac32ab51c8ae8e56e30b5cdeb10,CrunchbaseFunding_CompanyMapping__cb0b6ac32ab51c8ae8e56e30b5cdeb10
sprint,000cc2b6ec2ef98f144c7aa891fd55f4,Sprint,,Pipeline,Sprint,,CrunchbaseFunding_CompanyMapping,ffc3dc096e3578a9474b7976953f0ef9,CrunchbaseFunding_CompanyMapping__ffc3dc096e3578a9474b7976953f0ef9
t mobile,003a9b1316daa8730552228666cd4ec4,T-Mobile,,ForeignMinistry,T-Mobile,,CrunchbaseFunding_CompanyMapping,efa9b6da1d88f66e4674c75bb1a6caaf,CrunchbaseFunding_CompanyMapping__efa9b6da1d88f66e4674c75bb1a6caaf
tmobile,003a9b1316daa8730552228666cd4ec4,T-Mobile,,Consulates,T-Mobile,,CrunchbaseFunding_CompanyMapping,efa9b6da1d88f66e4674c75bb1a6caaf,CrunchbaseFunding_CompanyMapping__efa9b6da1d88f66e4674c75bb1a6caaf
vattenfall,0063d08b0ebdbd360e972ba69fc5eb90,Vattenfall,,DiplomaticFacilities,Vattenfall,,CrunchbaseFunding_CompanyMapping,54c88fd311079a5b6e38a0f0480b728e,CrunchbaseFunding_CompanyMapping__54c88fd311079a5b6e38a0f0480b728e
axalta,00c810b4cd9910f366999eed86c7ad94,Axalta,,FTO,Axalta,,CrunchbaseFunding_CompanyMapping,de392e2c5a22ba42e9d459b6c47492cc,CrunchbaseFunding_CompanyMapping__de392e2c5a22ba42e9d459b6c47492cc
vuzix,00e62327312dc705cff554c38d2a7579,Vuzix,,Keyphrase,Vuzix,,CrunchbaseFunding_CompanyMapping,0e5d4e5e2dcc427b13b0615fca11e639,CrunchbaseFunding_CompanyMapping__0e5d4e5e2dcc427b13b0615fca11e639
huawei,00fb0aa15ef83059804de97160bc5d9f,Huawei,,IndustryTerm,Huawei,,CrunchbaseFunding_CompanyMapping,eac079129ff6113df29219864380f455,CrunchbaseFunding_CompanyMapping__eac079129ff6113df29219864380f455
buffalo wild wings,020cce34368d045922c32ff4a1ac63dc,Buffalo Wild Wings,,Keyphrase,Buffalo Wild Wings,,CrunchbaseFunding_CompanyMapping,df431b20f1fd793e2e09fd15c92c5b2f,CrunchbaseFunding_CompanyMapping__df431b20f1fd793e2e09fd15c92c5b2f
coca-cola,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola,,FTO,Coca-Cola,,CrunchbaseFunding_CompanyMapping,916a17d53dff7bbd06635fac294e86eb,CrunchbaseFunding_CompanyMapping__916a17d53dff7bbd06635fac294e86eb
amerisourcebergen,02bb70447de9693f04485333ef4b4798,AmerisourceBergen,,FTO,AmerisourceBergen,,CrunchbaseFunding_CompanyMapping,4a87a02c83db61627c2c052e25e2ac1c,CrunchbaseFunding_CompanyMapping__4a87a02c83db61627c2c052e25e2ac1c
anz bank,0363c8711ca6883c7d1c908520210f61,ANZ Bank,,Consulates,ANZ Bank,,CrunchbaseFunding_CompanyMapping,0a44bf0a7ac2dd34263ac8fe6f1e5ca9,CrunchbaseFunding_CompanyMapping__0a44bf0a7ac2dd34263ac8fe6f1e5ca9
carnival,03b5a3ccd7d899254a9f250e3f935207,Carnival,,Person,Carnival,,CrunchbaseFunding_CompanyMapping,95291ace058cd20bdd65665944d9e671,CrunchbaseFunding_CompanyMapping__95291ace058cd20bdd65665944d9e671
kimberly clark,03c02166ce6a0a2a586a1a187cc6f2f0,Kimberly Clark,,Diplomat,Kimberly Clark,,CrunchbaseFunding_CompanyMapping,3da32bd2809defe6f2e2bb8e29eef345,CrunchbaseFunding_CompanyMapping__3da32bd2809defe6f2e2bb8e29eef345
cps energy,04c99c27760fdda2fc18b3b58c950f60,CPS Energy,,Keyphrase,CPS Energy,,CrunchbaseFunding_CompanyMapping,ed126362f4674918da70ec974a35989f,CrunchbaseFunding_CompanyMapping__ed126362f4674918da70ec974a35989f
burberry,04d198d7d4f14e412c2639b980e1ac31,Burberry,,CompanyKeyword,Burberry,,CrunchbaseFunding_CompanyMapping,4476771a6c90eeeec43dd09d7c6d1eea,CrunchbaseFunding_CompanyMapping__4476771a6c90eeeec43dd09d7c6d1eea
alexion pharmaceuticals,0561c22457ce25c15c5251b4100d79e7,Alexion Pharmaceuticals,,Organization,Alexion Pharmaceuticals,,CrunchbaseFunding_CompanyMapping,d704a832f6a812950e2e502282ae05a3,CrunchbaseFunding_CompanyMapping__d704a832f6a812950e2e502282ae05a3
wipro,06f83a3ade31d8af1ad177bf4c1d41d2,Wipro Limited,,FTO,Wipro Limited,,CrunchbaseFunding_CompanyMapping,771e01e62739433f9b11031c92890dac,CrunchbaseFunding_CompanyMapping__771e01e62739433f9b11031c92890dac
bmc,09c7363f4201d96ad060d555c40cc1e9,BMC,,Diplomat,BMC,,CrunchbaseFunding_CompanyMapping,396262ee936f3d3e26ff0e60bea6cae0,CrunchbaseFunding_CompanyMapping__396262ee936f3d3e26ff0e60bea6cae0
amc theatres,0a055ff50c220beaed96b10728337ad1,AMC Theatres,,Organization,AMC Theatres,,CrunchbaseFunding_CompanyMapping,fd785a45c257e764af1b24c39bc17060,CrunchbaseFunding_CompanyMapping__fd785a45c257e764af1b24c39bc17060
amd,0a35837255a92fa6950dd8c35bf2eede,Advanced Micro Devices,,DiplomaticFacilities,Advanced Micro Devices,,CrunchbaseFunding_CompanyMapping,18ac368cbb6ed677f8c934350d8acf7b,CrunchbaseFunding_CompanyMapping__18ac368cbb6ed677f8c934350d8acf7b
fannie mae,0a38a68d321bb5bc1561ff025d61f571,Fannie Mae,,FTO,Fannie Mae,,CrunchbaseFunding_CompanyMapping,49016693e432f70f8e8de8490cb9ba5f,CrunchbaseFunding_CompanyMapping__49016693e432f70f8e8de8490cb9ba5f
sprint,0a7729d148f8a78440681f0f261f2021,Sprint,,DiplomaticFacilities,Sprint,,CrunchbaseFunding_CompanyMapping,ffc3dc096e3578a9474b7976953f0ef9,CrunchbaseFunding_CompanyMapping__ffc3dc096e3578a9474b7976953f0ef9
qorvo,0a818c7d7194d2b5b0ec921063aa0d14,Qorvo,,Shipping,Qorvo,,CrunchbaseFunding_CompanyMapping,7f833077d6e9efd0ffb111391f6b7619,CrunchbaseFunding_CompanyMapping__7f833077d6e9efd0ffb111391f6b7619
palo alto networks,0a83692ffa77e3b43873fb69088cc890,Palo Alto Networks,,ForeignMinistry,Palo Alto Networks,,CrunchbaseFunding_CompanyMapping,e6f06fa461bc66fc445c237d2e7d9ed7,CrunchbaseFunding_CompanyMapping__e6f06fa461bc66fc445c237d2e7d9ed7
flex,0ab96b33d67cca9bf81b86ffb927c42f,Flex,,ForeignMinistry,Flex,,CrunchbaseFunding_CompanyMapping,09d2bd168181f1e64c2b1651a80a8aa8,CrunchbaseFunding_CompanyMapping__09d2bd168181f1e64c2b1651a80a8aa8
hilton,0af4c9915ef92f2bac32cf75af1acc8f,Hilton,,News,Hilton,,CrunchbaseFunding_CompanyMapping,c45d1d2d1d491ce1dec8577d17ab0a16,CrunchbaseFunding_CompanyMapping__c45d1d2d1d491ce1dec8577d17ab0a16
unilever,0b300045ac31a3f38e27dd546289d2ec,Unilever,,space,Unilever,,CrunchbaseFunding_CompanyMapping,79e805dea3870be6bd7f3ecf85520fa7,CrunchbaseFunding_CompanyMapping__79e805dea3870be6bd7f3ecf85520fa7
prudential,0be04bba13437140ca89cad51166743b,Prudential,,CompanyKeyword,Prudential,,CrunchbaseFunding_CompanyMapping,0e47426a39125895839d8272249bf33e,CrunchbaseFunding_CompanyMapping__0e47426a39125895839d8272249bf33e
domtar,0c124ec27702caeb1aefaf32c9a732a1,Domtar,,DiplomaticFacilities,Domtar,,CrunchbaseFunding_CompanyMapping,4bc7d7dbace038a96ea7d63931f06240,CrunchbaseFunding_CompanyMapping__4bc7d7dbace038a96ea7d63931f06240
akamai,0c41a8ffd017cc702c77c4879fb77472,Akamai Technologies,,LegislativeCommittee,Akamai Technologies,,CrunchbaseFunding_CompanyMapping,4c5e72151f56d0375ad65a59a7c87e04,CrunchbaseFunding_CompanyMapping__4c5e72151f56d0375ad65a59a7c87e04
zoetis,0c4eb1594c30e78b1597531864dbcb7a,Zoetis,,Legislator,Zoetis,,CrunchbaseFunding_CompanyMapping,8abf9e69d4ebd5d287c787f8d53fc32c,CrunchbaseFunding_CompanyMapping__8abf9e69d4ebd5d287c787f8d53fc32c
telefonica,0c4fcc581544797df4a6ef6f9aa950f1,Telefonica,,News,Telefonica,,CrunchbaseFunding_CompanyMapping,f304bc563271c97c869acee8747a0f5c,CrunchbaseFunding_CompanyMapping__f304bc563271c97c869acee8747a0f5c
hulu,0cc715d2ded63ab34ee6b1d43830930f,Hulu,,ForeignMinistry,Hulu,,CrunchbaseFunding_CompanyMapping,526d445d4c16214309f0fd2b3be18a89,CrunchbaseFunding_CompanyMapping__526d445d4c16214309f0fd2b3be18a89
matador security,0da8d49bf82a588b71353aa723b69290,Matador Security,,IndustryTerm,Matador Security,,CrunchbaseFunding_CompanyMapping,e819ee3cacca307cda75c5c3475e37ca,CrunchbaseFunding_CompanyMapping__e819ee3cacca307cda75c5c3475e37ca
equifax,0e3be804f379750d14f52fb8a7857b6d,Equifax,,CompanyKeyword,Equifax,,CrunchbaseFunding_CompanyMapping,eac48dd6ddeeb9c824e92abc3d865c79,CrunchbaseFunding_CompanyMapping__eac48dd6ddeeb9c824e92abc3d865c79
macquarie group,0edc8610a926a0d22972ac16afacd796,Macquarie Group,,DiplomaticFacilities,Macquarie Group,,CrunchbaseFunding_CompanyMapping,afbe0c94d70f16d1df2cbc7a737d1e50,CrunchbaseFunding_CompanyMapping__afbe0c94d70f16d1df2cbc7a737d1e50
macquarie,0edc8610a926a0d22972ac16afacd796,Macquarie Group,,Exec,Macquarie Group,,CrunchbaseFunding_CompanyMapping,afbe0c94d70f16d1df2cbc7a737d1e50,CrunchbaseFunding_CompanyMapping__afbe0c94d70f16d1df2cbc7a737d1e50
acco,0ef21d01bd663d2e64315cbafdd54d71,ACCO,,FTO,ACCO,,CrunchbaseFunding_CompanyMapping,082da5d48206c95dc7d52857a9a85cbc,CrunchbaseFunding_CompanyMapping__082da5d48206c95dc7d52857a9a85cbc
ck hutchison,0f50de2c63ba48f16e6a9496869c9030,CK Hutchison,,Shipping,CK Hutchison,,CrunchbaseFunding_CompanyMapping,1b0e035edf14c74dbf3db8a22aed0895,CrunchbaseFunding_CompanyMapping__1b0e035edf14c74dbf3db8a22aed0895
coles group,105fc0e46fd1aa169c74ab0625653c4b,Coles Group,,space,Coles Group,,CrunchbaseFunding_CompanyMapping,799fe104af0f41bfba532ea734d52c60,CrunchbaseFunding_CompanyMapping__799fe104af0f41bfba532ea734d52c60
michels corporation,10bedc8f2ca351004c815fe8d89dcea5,Michels Corporation,,CompanyKeyword,Michels Corporation,,CrunchbaseFunding_CompanyMapping,276ebab478ab3b1cb124aaafa0a139a0,CrunchbaseFunding_CompanyMapping__276ebab478ab3b1cb124aaafa0a139a0
groupon,1150051df0723467b62d7a37ba12bb5a,Groupon,,News,Groupon,,CrunchbaseFunding_CompanyMapping,4d2610e4e36da1515e72756376aa0e76,CrunchbaseFunding_CompanyMapping__4d2610e4e36da1515e72756376aa0e76
capital one,11a15878b8b8b4b13fc8246f628fa84b,Capital One,,LegislativeCommittee,Capital One,,CrunchbaseFunding_CompanyMapping,69d59a17f8e7d182ae0e0368c9eec9ac,CrunchbaseFunding_CompanyMapping__69d59a17f8e7d182ae0e0368c9eec9ac
tesco,13a1f1e3d2e072530b51cd1f4f691b53,Tesco,,Exec,Tesco,,CrunchbaseFunding_CompanyMapping,100de238fe30fca0e9e7478d4d5d9eca,CrunchbaseFunding_CompanyMapping__100de238fe30fca0e9e7478d4d5d9eca
vimeo,13a271cd4827b494e8f42a349e719d0b,Vimeo,,Consulates,Vimeo,,CrunchbaseFunding_CompanyMapping,15db599e0119be476d71bfc1fda72217,CrunchbaseFunding_CompanyMapping__15db599e0119be476d71bfc1fda72217
fresenius,1504c1016c1c6cf5ec8e565d8a4b3f22,Fresenius,,IndustryTerm,Fresenius,,CrunchbaseFunding_CompanyMapping,4cfaf964748c906c25ac0a419a7fe968,CrunchbaseFunding_CompanyMapping__4cfaf964748c906c25ac0a419a7fe968
daimler,15b3b39434e24514040c575fdecb4a7e,Daimler,,Wells,Daimler,,CrunchbaseFunding_CompanyMapping,ab1ebc1de72d369a2f6b7867862d58a2,CrunchbaseFunding_CompanyMapping__ab1ebc1de72d369a2f6b7867862d58a2
northrop grumman,1612f1e2222175272d23e3a7ba3b0bc9,Northrop Grumman,,Legislator,Northrop Grumman,,CrunchbaseFunding_CompanyMapping,994c843975cedab9a4a3c3ed62fabf6f,CrunchbaseFunding_CompanyMapping__994c843975cedab9a4a3c3ed62fabf6f
choice hotels,16276952d344372a55016b95b3cbb2b9,Choice Hotels,,Consulates,Choice Hotels,,CrunchbaseFunding_CompanyMapping,a17b4065cb275e7c4d999d1064d58d99,CrunchbaseFunding_CompanyMapping__a17b4065cb275e7c4d999d1064d58d99
vopak,167355b982052a57474baae5efed5a07,Vopak,,IndustryTerm,Vopak,,CrunchbaseFunding_CompanyMapping,6e3d6544ca13fa7706d2ba65b971bc28,CrunchbaseFunding_CompanyMapping__6e3d6544ca13fa7706d2ba65b971bc28
goodyear,1696c53ecc92210b1ff1a4621136c2f4,Goodyear,,LegislativeCommittee,Goodyear,,CrunchbaseFunding_CompanyMapping,33b6009fdeb9cdeb5e1954b941fc7f4d,CrunchbaseFunding_CompanyMapping__33b6009fdeb9cdeb5e1954b941fc7f4d
embraer,16b700c4e72fcc12cf67d0fe981fa9f1,Embraer,,Keyphrase,Embraer,,CrunchbaseFunding_CompanyMapping,c087330c9716741d388f0e13c8dda681,CrunchbaseFunding_CompanyMapping__c087330c9716741d388f0e13c8dda681
cirrus,16f5ded0b55bce05cb22430473f30d22,Cirrus Logic,,Pipeline,Cirrus Logic,,CrunchbaseFunding_CompanyMapping,cdb3419eb75f3ca2c12cad41e94e10e4,CrunchbaseFunding_CompanyMapping__cdb3419eb75f3ca2c12cad41e94e10e4
linkedin,16f891d30be91a161149c66e4977802e,LinkedIn,,DiplomaticFacilities,LinkedIn,,CrunchbaseFunding_CompanyMapping,e884c507c5198a4578a84498f7a323e2,CrunchbaseFunding_CompanyMapping__e884c507c5198a4578a84498f7a323e2
dell,172f134c7db3f3afed258f79968ffde0,Dell,,Consulates,Dell,,CrunchbaseFunding_CompanyMapping,ab2724d10b490217916b1bcc56aef48f,CrunchbaseFunding_CompanyMapping__ab2724d10b490217916b1bcc56aef48f
cargill,173ffc846f2c3792c5e439621237cc2b,Cargill,,News,Cargill,,CrunchbaseFunding_CompanyMapping,556d98e75f0e9956d6120436fb17523f,CrunchbaseFunding_CompanyMapping__556d98e75f0e9956d6120436fb17523f
equinor,180d0f07bea6e793d4e521fb3b247411,Equinor,,AAEntity,Equinor,,CrunchbaseFunding_CompanyMapping,142c6e03afef743822e44f0fb378533e,CrunchbaseFunding_CompanyMapping__142c6e03afef743822e44f0fb378533e
msc,1859ca5b073e6c79fdd7973db99c796d,MSC,,Keyphrase,MSC,,CrunchbaseFunding_CompanyMapping,d6d3f15d5bf6480c19b6205bc27dccc3,CrunchbaseFunding_CompanyMapping__d6d3f15d5bf6480c19b6205bc27dccc3
msc cruises,1859ca5b073e6c79fdd7973db99c796d,MSC,,Wells,MSC,,CrunchbaseFunding_CompanyMapping,d6d3f15d5bf6480c19b6205bc27dccc3,CrunchbaseFunding_CompanyMapping__d6d3f15d5bf6480c19b6205bc27dccc3
nutrien,18ded85669bebe634210cc13f4f3cec9,Nutrien,,ForeignMinistry,Nutrien,,CrunchbaseFunding_CompanyMapping,6588f23d70c4825c60d077d0d081f0a8,CrunchbaseFunding_CompanyMapping__6588f23d70c4825c60d077d0d081f0a8
giant eagle,18ebf39e7a5d74193e68b641c23a4f92,Giant Eagle,,Wells,Giant Eagle,,CrunchbaseFunding_CompanyMapping,665e309ec9b174067d3f31d6422cc25b,CrunchbaseFunding_CompanyMapping__665e309ec9b174067d3f31d6422cc25b
grainger,19e3a14487e6d9077406b09cc26f994a,Grainger,,Organization,Grainger,,CrunchbaseFunding_CompanyMapping,4bc85f9dccbcbffbf8672cf291857209,CrunchbaseFunding_CompanyMapping__4bc85f9dccbcbffbf8672cf291857209
boston scientific,19ed1a9f49895c64e95dc95d23bf95f7,Boston Scientific,,DiplomaticFacilities,Boston Scientific,,CrunchbaseFunding_CompanyMapping,fc7e7271fb92a64ec66a3c9974fb1aaa,CrunchbaseFunding_CompanyMapping__fc7e7271fb92a64ec66a3c9974fb1aaa
texas instruments,1a2a24047dab09fa635f61edd6baa9ff,Texas Instruments,,Exec,Texas Instruments,,CrunchbaseFunding_CompanyMapping,80293b4ff94467c0484a58bc2894e211,CrunchbaseFunding_CompanyMapping__80293b4ff94467c0484a58bc2894e211
hess corporation,1a3f2b131daa5ad6f5d96d78768e9162,Hess Corporation,,Media,Hess Corporation,,CrunchbaseFunding_CompanyMapping,65387e94f9cf87a8a9f8a523d11e19aa,CrunchbaseFunding_CompanyMapping__65387e94f9cf87a8a9f8a523d11e19aa
bluelinx,1aea85ca4efd83657e9859dfd0db68b2,Bluelinx,,ForeignMinister,Bluelinx,,CrunchbaseFunding_CompanyMapping,dbcb2e4dd1f3902a2e9c8851f9cf7d31,CrunchbaseFunding_CompanyMapping__dbcb2e4dd1f3902a2e9c8851f9cf7d31
woodside energy,1b2a1bccabfcc7bf71adcbdb34a4ecc2,Woodside Energy,,FTO,Woodside Energy,,CrunchbaseFunding_CompanyMapping,43dfdbfd27325bc7ea9a462b6e46296c,CrunchbaseFunding_CompanyMapping__43dfdbfd27325bc7ea9a462b6e46296c
sinai health system,1bf72586fb6e5433da4eb06f58e988f3,Sinai Health System,,Wells,Sinai Health System,,CrunchbaseFunding_CompanyMapping,bc862213353d0fc5faaebd38693b45af,CrunchbaseFunding_CompanyMapping__bc862213353d0fc5faaebd38693b45af
hormel foods,1c3b377c794fc0cafc087346d01d0a13,Hormel Foods,,Organization,Hormel Foods,,CrunchbaseFunding_CompanyMapping,ec40d912b5e9ddc6fef002907cad0016,CrunchbaseFunding_CompanyMapping__ec40d912b5e9ddc6fef002907cad0016
dyson,1cb134be4c341441d394951c92b6f997,Dyson,,ForeignMinistry,Dyson,,CrunchbaseFunding_CompanyMapping,000b5af413059930a90d21b8576ff9bb,CrunchbaseFunding_CompanyMapping__000b5af413059930a90d21b8576ff9bb
advent international,1cb74e3c06c6e78dfbe1f65f945bdc81,Advent International,,News,Advent International,,CrunchbaseFunding_CompanyMapping,415f645042dfed9ccf4d8b3f2a6193e0,CrunchbaseFunding_CompanyMapping__415f645042dfed9ccf4d8b3f2a6193e0
suncor,1d66d54286c9bedc49941c388fbe56be,Suncor,,DiplomaticFacilities,Suncor,,CrunchbaseFunding_CompanyMapping,cb945b665d4678226e284aec9c6d44ac,CrunchbaseFunding_CompanyMapping__cb945b665d4678226e284aec9c6d44ac
sas,1e03bb3aeabeabeb5b3eee544c34d3ef,SAS,,IndustryTerm,SAS,,CrunchbaseFunding_CompanyMapping,2db46c628cfb3bd1545d3b5a14b4a9c5,CrunchbaseFunding_CompanyMapping__2db46c628cfb3bd1545d3b5a14b4a9c5
metlife,1e09eb73cc28ddab4a7d5f110bb91492,MetLife,,ForeignMinistry,MetLife,,CrunchbaseFunding_CompanyMapping,72a78aab6e083e1dd71906f3267389f8,CrunchbaseFunding_CompanyMapping__72a78aab6e083e1dd71906f3267389f8
netflix,1e8efb6d2c02a70af5041088361f83f3,Netflix,,Shipping,Netflix,,CrunchbaseFunding_CompanyMapping,170b1d363bd8516fbf3a3eb05d4faff6,CrunchbaseFunding_CompanyMapping__170b1d363bd8516fbf3a3eb05d4faff6
biogen,1f46a67ae7e6023e6cffca51f4a46c16,Biogen,,Diplomat,Biogen,,CrunchbaseFunding_CompanyMapping,b34193a9204d2f50d15aedf8b222dbad,CrunchbaseFunding_CompanyMapping__b34193a9204d2f50d15aedf8b222dbad
china telecom,1f752e63315b2f27599ac68cd6b27f15,China Telecom Limited,,News,China Telecom Limited,,CrunchbaseFunding_CompanyMapping,79d87b0f6c7e61c75eb9dc01e5865e88,CrunchbaseFunding_CompanyMapping__79d87b0f6c7e61c75eb9dc01e5865e88
southwest airlines,1fbbad0baa62e0c0298043a29d94cf28,Southwest Airlines,,News,Southwest Airlines,,CrunchbaseFunding_CompanyMapping,fc6b0abd259245a2df26a8f439a91db8,CrunchbaseFunding_CompanyMapping__fc6b0abd259245a2df26a8f439a91db8
csx transportation,201bcd91a5d042f4e587be80fd3378ff,CSX Transportation,,CompanyKeyword,CSX Transportation,,CrunchbaseFunding_CompanyMapping,047817c8413f6275b6724f7d0ae4aba2,CrunchbaseFunding_CompanyMapping__047817c8413f6275b6724f7d0ae4aba2
british american tobacco,2037bdb717b3511c220447491342823c,British American Tobacco,,AAEntity,British American Tobacco,,CrunchbaseFunding_CompanyMapping,a13c37478a66be4a7bbe4b077a1816c5,CrunchbaseFunding_CompanyMapping__a13c37478a66be4a7bbe4b077a1816c5
dte energy,2130ef9a7cb5ef3066f4df2cc794a5db,DTE Energy,,ForeignMinister,DTE Energy,,CrunchbaseFunding_CompanyMapping,3cc4b4c7e214a892bc874a993bf9bba5,CrunchbaseFunding_CompanyMapping__3cc4b4c7e214a892bc874a993bf9bba5
chiquita,2155e5abbdfd293b3e6d007d7c8fbb7a,Chiquita,,CompanyKeyword,Chiquita,,CrunchbaseFunding_CompanyMapping,1ab9a1b7914c8b625680f9e03729ca9b,CrunchbaseFunding_CompanyMapping__1ab9a1b7914c8b625680f9e03729ca9b
marvell,216750aaa23e1094715bfb3d3441730c,Marvell Technology Group,,ForeignMinistry,Marvell Technology Group,,CrunchbaseFunding_CompanyMapping,bc90da904642ad0bc28758850457c494,CrunchbaseFunding_CompanyMapping__bc90da904642ad0bc28758850457c494
general atomics,22107f1bd5d5959e733e3a0bbd906417,General Atomics,,Media,General Atomics,,CrunchbaseFunding_CompanyMapping,caf3e95ea7aade47b132e0a59cd2269c,CrunchbaseFunding_CompanyMapping__caf3e95ea7aade47b132e0a59cd2269c
repsol,22823aa6e7e23c230ff9aaca58621c2e,Repsol,,News,Repsol,,CrunchbaseFunding_CompanyMapping,1c4169e68fa93846dda807b46179989e,CrunchbaseFunding_CompanyMapping__1c4169e68fa93846dda807b46179989e
pacific gas & electric,22897ee652ef305ea8454b1c48a93534,Pacific Gas & Electric,,News,Pacific Gas & Electric,,CrunchbaseFunding_CompanyMapping,a5fa075b2102695bfb3ba5ee93974d2d,CrunchbaseFunding_CompanyMapping__a5fa075b2102695bfb3ba5ee93974d2d
u.s. bank,22a70da6a5cc28f5f4da736e7a93ff08,U.S. Bank,,CompanyKeyword,U.S. Bank,,CrunchbaseFunding_CompanyMapping,97402387cb8cb57d1978b878240c462b,CrunchbaseFunding_CompanyMapping__97402387cb8cb57d1978b878240c462b
costco,22ba78a74cd3946c02c4bb9921dd2d67,Costco,,News,Costco,,CrunchbaseFunding_CompanyMapping,c0a3f22addef6fc63b636ff479566862,CrunchbaseFunding_CompanyMapping__c0a3f22addef6fc63b636ff479566862
navient,22fc522a03ce4b1748be2b0075e26551,Navient,,Keyphrase,Navient,,CrunchbaseFunding_CompanyMapping,97483f7456a99be6b93a68fad4fd3973,CrunchbaseFunding_CompanyMapping__97483f7456a99be6b93a68fad4fd3973
rio tinto,23110f4e48bfd0c1f76766a677888ece,Rio Tinto,,Pipeline,Rio Tinto,,CrunchbaseFunding_CompanyMapping,3bd0032efb70da3c7198ed16db9902a4,CrunchbaseFunding_CompanyMapping__3bd0032efb70da3c7198ed16db9902a4
7-eleven,245b0259ae4cedd5cd8c07e8f06e24fc,7-Eleven,,AAEntity,7-Eleven,,CrunchbaseFunding_CompanyMapping,e81e8e85741e68c539fb5c6e451fb544,CrunchbaseFunding_CompanyMapping__e81e8e85741e68c539fb5c6e451fb544
thermo fisher scientific,24635fab910d9bab148fdab719b9e8d8,Thermo Fisher Scientific,,Diplomat,Thermo Fisher Scientific,,CrunchbaseFunding_CompanyMapping,a029ee19405e2289d1999cc066f0e165,CrunchbaseFunding_CompanyMapping__a029ee19405e2289d1999cc066f0e165
airbus,252db0d6399cb907417e6bc9b56042d5,Airbus,,Consulates,Airbus,,CrunchbaseFunding_CompanyMapping,b110aa10dc3e3aa939ba099440938e65,CrunchbaseFunding_CompanyMapping__b110aa10dc3e3aa939ba099440938e65
lafargeholcim,26c73b1e8181f4edd26168de7803457c,LafargeHolcim,,Refinery,LafargeHolcim,,CrunchbaseFunding_CompanyMapping,1b47b50111c0956eef14bfe4c2739096,CrunchbaseFunding_CompanyMapping__1b47b50111c0956eef14bfe4c2739096
macy's,26c9e3a39545878fac13f5c1a3daa3d0,Macy's,,space,Macy's,,CrunchbaseFunding_CompanyMapping,cb1be94749c8dfdbbb6ed56648ddded8,CrunchbaseFunding_CompanyMapping__cb1be94749c8dfdbbb6ed56648ddded8
tivo,26ec1eec6c3cf3518ef8008a8654e6c5,Tivo,,Person,Tivo,,CrunchbaseFunding_CompanyMapping,d7b63873b043b9e611407fe05723d899,CrunchbaseFunding_CompanyMapping__d7b63873b043b9e611407fe05723d899
carmax,2898bafb6696fc4a3c911a061ea588a5,CarMax,,ForeignMinister,CarMax,,CrunchbaseFunding_CompanyMapping,e933190457a87c8e8bfab8f09fc4e2b3,CrunchbaseFunding_CompanyMapping__e933190457a87c8e8bfab8f09fc4e2b3
hca healthcare,28a9d91d97c1d4f1363ed7a237c972cb,HCA Healthcare,,Diplomat,HCA Healthcare,,CrunchbaseFunding_CompanyMapping,aadfbe01ebf203bd6a20535aac3b7f7a,CrunchbaseFunding_CompanyMapping__aadfbe01ebf203bd6a20535aac3b7f7a
abercrombie & fitch,28b90de4465d6cc6c42f81bd1822ad17,Abercrombie & Fitch,,Media,Abercrombie & Fitch,,CrunchbaseFunding_CompanyMapping,4532eb172c940970d1af1bd6adeaa2a2,CrunchbaseFunding_CompanyMapping__4532eb172c940970d1af1bd6adeaa2a2
big lots,28d88a4eec74c3f84900254f454d6c06,Big Lots,,Pipeline,Big Lots,,CrunchbaseFunding_CompanyMapping,ff506cb6ab66feb1ea5dac754b9fe8e1,CrunchbaseFunding_CompanyMapping__ff506cb6ab66feb1ea5dac754b9fe8e1
bb&t,2916b651bbc29138a226e7904de313ff,BB&T,,space,BB&T,,CrunchbaseFunding_CompanyMapping,eb50b6281b9cd0eab5f472d9889e3307,CrunchbaseFunding_CompanyMapping__eb50b6281b9cd0eab5f472d9889e3307
paccar,2947d847677ea38759f28fd47447f368,PACCAR,,FTO,PACCAR,,CrunchbaseFunding_CompanyMapping,ded0b1a2e337bd632edf59e52cbcf585,CrunchbaseFunding_CompanyMapping__ded0b1a2e337bd632edf59e52cbcf585
totalenergies,29d6c4447586ecf5ce4be918e9921324,Total,,CompanyKeyword,Total,,CrunchbaseFunding_CompanyMapping,96b0141273eabab320119c467cdcaf17,CrunchbaseFunding_CompanyMapping__96b0141273eabab320119c467cdcaf17
deepmind,29d99882da5223603d025ccb959dfcbf,DeepMind,,Media,DeepMind,,CrunchbaseFunding_CompanyMapping,0831beb3084156aee5b3646a045a1151,CrunchbaseFunding_CompanyMapping__0831beb3084156aee5b3646a045a1151
juul,2a38bcfd80c0a1bd10cf57c23d2a6b03,Juul,,ForeignMinistry,Juul,,CrunchbaseFunding_CompanyMapping,7c6d9c42232466e1c40d804c3ff1962c,CrunchbaseFunding_CompanyMapping__7c6d9c42232466e1c40d804c3ff1962c
