keyword,caption_name,location_lower,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
stadthagen,"Stadthagen, Germany",stadthagen,52.3252099,9.1998226,Organization,"Stadthagen, Germany",,dgm_german_location,3ec483b31f7c1032f62bda750f89c18e,dgm_german_location__3ec483b31f7c1032f62bda750f89c18e
stadtilm,"Stadtilm, Germany",stadtilm,50.7539721,11.1110548,Wells,"Stadtilm, Germany",,dgm_german_location,c149935fa03a4582aeec5cd201b663ef,dgm_german_location__c149935fa03a4582aeec5cd201b663ef
stadtlengsfeld,"Stadtlengsfeld, Germany",stadtlengsfeld,50.7822121,10.1268094,FTO,"Stadtlengsfeld, Germany",,dgm_german_location,21d602fbee480e8b56cc4e628c596679,dgm_german_location__21d602fbee480e8b56cc4e628c596679
stadtlohn,"Stadtlohn, Germany",stadtlohn,51.9920909,6.9137972,Consulates,"Stadtlohn, Germany",,dgm_german_location,3ef8373ab43d02e0dccf720d68a9e3e7,dgm_german_location__3ef8373ab43d02e0dccf720d68a9e3e7
stadtoldendorf,"Stadtoldendorf, Germany",stadtoldendorf,51.8824786,9.6285342,ForeignMinister,"Stadtoldendorf, Germany",,dgm_german_location,1a8a639c9c390e0519342907e45f1317,dgm_german_location__1a8a639c9c390e0519342907e45f1317
stadtprozelten,"Stadtprozelten, Germany",stadtprozelten,49.7829587,9.4043866,space,"Stadtprozelten, Germany",,dgm_german_location,b1a3bcb2ae23f27041f22f599db1843b,dgm_german_location__b1a3bcb2ae23f27041f22f599db1843b
stadtroda,"Stadtroda, Germany",stadtroda,50.8586311,11.7301447,ForeignMinister,"Stadtroda, Germany",,dgm_german_location,5b597cf243036c0c29c7393a5588907e,dgm_german_location__5b597cf243036c0c29c7393a5588907e
stadtsteinach,"Stadtsteinach, Germany",stadtsteinach,50.1639917,11.5058256,Legislator,"Stadtsteinach, Germany",,dgm_german_location,603a162c5705782d09e093503ebfd190,dgm_german_location__603a162c5705782d09e093503ebfd190
starnberg,"Starnberg, Germany",starnberg,47.9999615,11.339009,DiplomaticFacilities,"Starnberg, Germany",,dgm_german_location,b00f57e6110c709752c9fbd0231075a0,dgm_german_location__b00f57e6110c709752c9fbd0231075a0
staßfurt,"Staßfurt, Germany",staßfurt,51.8608995,11.5790389,Legislator,"Staßfurt, Germany",,dgm_german_location,89ff80790032baadfcfa5567a52433ec,dgm_german_location__89ff80790032baadfcfa5567a52433ec
staufen im breisgau,"Staufen im Breisgau, Germany",staufen im breisgau,47.8823873,7.7286645,FTO,"Staufen im Breisgau, Germany",,dgm_german_location,fe7d961e275cc668156aa0d22fb4006e,dgm_german_location__fe7d961e275cc668156aa0d22fb4006e
staufenberg,"Staufenberg, Germany",staufenberg,50.6604624,8.7362272,Diplomat,"Staufenberg, Germany",,dgm_german_location,6f5f615b5c48a1b1fbfa855e6c65363b,dgm_german_location__6f5f615b5c48a1b1fbfa855e6c65363b
stavenhagen,"Stavenhagen, Germany",stavenhagen,53.6988649,12.9085502,LegislativeCommittee,"Stavenhagen, Germany",,dgm_german_location,d687aae4a33f0a49b3e93538023b9830,dgm_german_location__d687aae4a33f0a49b3e93538023b9830
steinach,"Steinach, Germany",steinach,47.5024095,9.4422733,News,"Steinach, Germany",,dgm_german_location,aa4bee7d0c4e84ea375a2cae44fadee9,dgm_german_location__aa4bee7d0c4e84ea375a2cae44fadee9
steinau an der straße,"Steinau an der Straße, Germany",steinau an der straße,50.3166763,9.4512419,space,"Steinau an der Straße, Germany",,dgm_german_location,5864d9a0a2f9b6d898895f0da8b0dff0,dgm_german_location__5864d9a0a2f9b6d898895f0da8b0dff0
steinbach taunus,"Steinbach (Taunus), Germany",steinbach taunus,50.1685185,8.5727835,Organization,"Steinbach (Taunus), Germany",,dgm_german_location,cbb43991a976fcdc8fd2b579be205a93,dgm_german_location__cbb43991a976fcdc8fd2b579be205a93
steinbach-hallenberg,"Steinbach-Hallenberg, Germany",steinbach-hallenberg,50.6953187,10.5655163,Organization,"Steinbach-Hallenberg, Germany",,dgm_german_location,4569c62ba133e26b83aa6a2da87143d9,dgm_german_location__4569c62ba133e26b83aa6a2da87143d9
steinfurt,"Steinfurt, Germany",steinfurt,52.1445658,7.3334636,Refinery,"Steinfurt, Germany",,dgm_german_location,b1d8624e8ba99eb32f89e6d58f275922,dgm_german_location__b1d8624e8ba99eb32f89e6d58f275922
steinheim,"Steinheim, Germany",steinheim,51.8697655,9.0863893,Shipping,"Steinheim, Germany",,dgm_german_location,7df0e9393448bde74bbbafae1867d8df,dgm_german_location__7df0e9393448bde74bbbafae1867d8df
steinheim an der murr,"Steinheim an der Murr, Germany",steinheim an der murr,48.9691889,9.2762397,Wells,"Steinheim an der Murr, Germany",,dgm_german_location,b67f4d26c374438c1cc938acc47da3ba,dgm_german_location__b67f4d26c374438c1cc938acc47da3ba
stendal,"Stendal, Germany",stendal,52.6041444,11.8517729,Legislator,"Stendal, Germany",,dgm_german_location,7efc5da172a43c13663fafc368b4f0be,dgm_german_location__7efc5da172a43c13663fafc368b4f0be
stockach,"Stockach, Germany",stockach,47.8531635,9.0091528,ForeignMinistry,"Stockach, Germany",,dgm_german_location,a81b6b27bc9fb8dac5de23ea0891066f,dgm_german_location__a81b6b27bc9fb8dac5de23ea0891066f
stolberg rhld.,"Stolberg (Rhineland), Germany",stolberg rhld.,50.7730884,6.2251934,IndustryTerm,"Stolberg (Rhineland), Germany",,dgm_german_location,66a2e62442b5fed50b73209848bfcdbb,dgm_german_location__66a2e62442b5fed50b73209848bfcdbb
stollberg_erzgeb.,"Stollberg, Germany",stollberg_erzgeb.,50.7091847,12.7750105,News,"Stollberg, Germany",,dgm_german_location,bddde7e66c44f63746d82a0cc29eb204,dgm_german_location__bddde7e66c44f63746d82a0cc29eb204
stolpen,"Stolpen, Germany",stolpen,51.0476337,14.07632,Organization,"Stolpen, Germany",,dgm_german_location,860740f7a860c18f771cd81ed11e7330,dgm_german_location__860740f7a860c18f771cd81ed11e7330
storkow mark,"Storkow (Mark), Germany",storkow mark,52.2536713,13.9396311,ForeignMinister,"Storkow (Mark), Germany",,dgm_german_location,b64eb814bc522edce280f83262a007d3,dgm_german_location__b64eb814bc522edce280f83262a007d3
stößen,"Stößen, Germany",stößen,51.113664,11.926162,CompanyKeyword,"Stößen, Germany",,dgm_german_location,772652708557fb0b784bbea4d50ed3a3,dgm_german_location__772652708557fb0b784bbea4d50ed3a3
straelen,"Straelen, Germany",straelen,51.4415131,6.2656638,Pipeline,"Straelen, Germany",,dgm_german_location,a4b0942c5c0e7f500c2233dc61b2e50e,dgm_german_location__a4b0942c5c0e7f500c2233dc61b2e50e
stralsund,"Stralsund, Germany",stralsund,54.3090654,13.0770347,DiplomaticFacilities,"Stralsund, Germany",,dgm_german_location,62828bb9a9c6a907950470b2d63c78dd,dgm_german_location__62828bb9a9c6a907950470b2d63c78dd
strasburg uckermark,"Strasburg, Germany",strasburg uckermark,53.510297,13.7450956,Legislator,"Strasburg, Germany",,dgm_german_location,d1e4429a6509ca1f19c10e280ad10b7d,dgm_german_location__d1e4429a6509ca1f19c10e280ad10b7d
straubing,"Straubing, Germany",straubing,48.8777333,12.5801539,LegislativeCommittee,"Straubing, Germany",,dgm_german_location,d5f77c3e2f64b634b66d5ffdaba2321c,dgm_german_location__d5f77c3e2f64b634b66d5ffdaba2321c
strausberg,"Strausberg, Germany",strausberg,52.5659128,13.8777546,FTO,"Strausberg, Germany",,dgm_german_location,9601da036e81175f6612e7b5f1516ff7,dgm_german_location__9601da036e81175f6612e7b5f1516ff7
strehla,"Strehla, Germany",strehla,51.3507248,13.2283384,ForeignMinister,"Strehla, Germany",,dgm_german_location,3c96affbdb01b614344313398ab99491,dgm_german_location__3c96affbdb01b614344313398ab99491
stühlingen,"Stühlingen, Germany",stühlingen,47.7454187,8.4455184,Person,"Stühlingen, Germany",,dgm_german_location,410414bf0771cef73ee8ddcf2318aaaa,dgm_german_location__410414bf0771cef73ee8ddcf2318aaaa
stutensee,"Stutensee, Germany",stutensee,49.0647553,8.4695392,Legislator,"Stutensee, Germany",,dgm_german_location,459cccd8d9a0ddc5cdedca81b8490430,dgm_german_location__459cccd8d9a0ddc5cdedca81b8490430
stuttgart,"Stuttgart, Germany",stuttgart,48.7758459,9.1829321,ForeignMinistry,"Stuttgart, Germany",,dgm_german_location,fffaa837dd00d9fa7333ad2cac8f9b7f,dgm_german_location__fffaa837dd00d9fa7333ad2cac8f9b7f
südliches anhalt,"Südliches Anhalt, Germany",südliches anhalt,51.666667,12.066667,AAEntity,"Südliches Anhalt, Germany",,dgm_german_location,52915dc9eaa078198bbb0ffce38c2b50,dgm_german_location__52915dc9eaa078198bbb0ffce38c2b50
suhl,"Suhl, Germany",suhl,50.6076846,10.6881255,FTO,"Suhl, Germany",,dgm_german_location,f3d3c8a997cb075f170faff3b6fda342,dgm_german_location__f3d3c8a997cb075f170faff3b6fda342
sulingen,"Sulingen, Germany",sulingen,52.683341,8.8109259,ForeignMinister,"Sulingen, Germany",,dgm_german_location,6d2ad6dc2ece8420cc21ebeefef02b8d,dgm_german_location__6d2ad6dc2ece8420cc21ebeefef02b8d
sulz am neckar,"Sulz am Neckar, Germany",sulz am neckar,48.3537106,8.6344165,Consulates,"Sulz am Neckar, Germany",,dgm_german_location,aaa3a3106205a1d740461b5d75a09676,dgm_german_location__aaa3a3106205a1d740461b5d75a09676
sulzbach-rosenberg,"Sulzbach-Rosenberg, Germany",sulzbach-rosenberg,49.4969642,11.7554254,space,"Sulzbach-Rosenberg, Germany",,dgm_german_location,d7586c906160cf0ef4ccefa1b5fa5f8b,dgm_german_location__d7586c906160cf0ef4ccefa1b5fa5f8b
sulzbach_ saar,"Sulzbach/ Saar, Germany",sulzbach_ saar,49.3022275,7.0621814,Shipping,"Sulzbach/ Saar, Germany",,dgm_german_location,f98c4df48afae249062ec2fac61bbee9,dgm_german_location__f98c4df48afae249062ec2fac61bbee9
sulzburg,"Sulzburg, Germany",sulzburg,47.8418096,7.707405,FTO,"Sulzburg, Germany",,dgm_german_location,3279249c1fd8ea663105b1abc358c7fb,dgm_german_location__3279249c1fd8ea663105b1abc358c7fb
sundern sauerland,"Sundern, Germany",sundern sauerland,51.3254213,8.0035148,Person,"Sundern, Germany",,dgm_german_location,e42b4cf02ac93d5cf39895f9ed6d6fee,dgm_german_location__e42b4cf02ac93d5cf39895f9ed6d6fee
süßen,"Süßen, Germany",süßen,48.6798451,9.7567784,News,"Süßen, Germany",,dgm_german_location,ec6d6ad87215b88bbe3f798ab644d31b,dgm_german_location__ec6d6ad87215b88bbe3f798ab644d31b
rabenau,"Rabenau, Germany",rabenau,50.964561,13.6432545,Organization,"Rabenau, Germany",,dgm_german_location,a0a151acbbd4022cd33ceb813ccec8a2,dgm_german_location__a0a151acbbd4022cd33ceb813ccec8a2
radeberg,"Radeberg, Germany",radeberg,51.1129963,13.9142216,Exec,"Radeberg, Germany",,dgm_german_location,35843bee5f43aa70e1536ac07446f9b1,dgm_german_location__35843bee5f43aa70e1536ac07446f9b1
radebeul,"Radebeul, Germany",radebeul,51.1115648,13.6493707,space,"Radebeul, Germany",,dgm_german_location,e628cae2fca8528b521830f6a3087202,dgm_german_location__e628cae2fca8528b521830f6a3087202
radeburg,"Radeburg, Germany",radeburg,51.2129606,13.7232666,Organization,"Radeburg, Germany",,dgm_german_location,cd9b6c0145a94c836cb48dbd66599d5f,dgm_german_location__cd9b6c0145a94c836cb48dbd66599d5f
radevormwald,"Radevormwald, Germany",radevormwald,51.2015995,7.3590901,ForeignMinister,"Radevormwald, Germany",,dgm_german_location,2000f48af0ef66ed7944f92bcb46f13e,dgm_german_location__2000f48af0ef66ed7944f92bcb46f13e
radolfzell am bodensee,"Radolfzell, Germany",radolfzell am bodensee,47.745237,8.9669098,News,"Radolfzell, Germany",,dgm_german_location,04a644b5e486d5bb48c4eaa10b871bb5,dgm_german_location__04a644b5e486d5bb48c4eaa10b871bb5
raguhn-jeßnitz,"Raguhn-Jeßnitz, Germany",raguhn-jeßnitz,51.7298046,12.1793333,Legislator,"Raguhn-Jeßnitz, Germany",,dgm_german_location,fa16b30a32212d483b629fac9e6199d1,dgm_german_location__fa16b30a32212d483b629fac9e6199d1
rahden,"Rahden, Germany",rahden,52.4357364,8.6159777,Media,"Rahden, Germany",,dgm_german_location,7edc2545831ea38ead2da2bffe426698,dgm_german_location__7edc2545831ea38ead2da2bffe426698
ramstein-miesenbach,"Ramstein-Miesenbach, Germany",ramstein-miesenbach,49.445759,7.5545404,Legislator,"Ramstein-Miesenbach, Germany",,dgm_german_location,30a8c3981a7d99e57d87da0ba31f13c1,dgm_german_location__30a8c3981a7d99e57d87da0ba31f13c1
ransbach-baumbach,"Ransbach-Baumbach, Germany",ransbach-baumbach,50.4645182,7.728139,Legislator,"Ransbach-Baumbach, Germany",,dgm_german_location,58cd8ace5df20d25cb8f051122d0d477,dgm_german_location__58cd8ace5df20d25cb8f051122d0d477
rastatt,"Rastatt, Germany",rastatt,48.8591174,8.2059096,Refinery,"Rastatt, Germany",,dgm_german_location,2618f8a81d356b4413249183272c574f,dgm_german_location__2618f8a81d356b4413249183272c574f
rastenberg,"Rastenberg, Germany",rastenberg,51.1755325,11.418588,Media,"Rastenberg, Germany",,dgm_german_location,3e94c82c8c1476596f4ae5b85c3381e4,dgm_german_location__3e94c82c8c1476596f4ae5b85c3381e4
rathenow,"Rathenow, Germany",rathenow,52.6048117,12.3379451,Media,"Rathenow, Germany",,dgm_german_location,305076b91387e6d79740ad7e2104409f,dgm_german_location__305076b91387e6d79740ad7e2104409f
ratingen,"Ratingen, Germany",ratingen,51.2964148,6.8401844,Consulates,"Ratingen, Germany",,dgm_german_location,6401eca5b4e602ac8854ac63be5257ec,dgm_german_location__6401eca5b4e602ac8854ac63be5257ec
ratzeburg,"Ratzeburg, Germany",ratzeburg,53.6989627,10.7710605,Person,"Ratzeburg, Germany",,dgm_german_location,34ed2af1f6275cfce0635535ffe002ff,dgm_german_location__34ed2af1f6275cfce0635535ffe002ff
rauenberg,"Rauenberg, Germany",rauenberg,49.2702802,8.7031902,IndustryTerm,"Rauenberg, Germany",,dgm_german_location,10d6473f484ee250a13efc66412c4306,dgm_german_location__10d6473f484ee250a13efc66412c4306
raunheim,"Raunheim, Germany",raunheim,50.0104109,8.4529178,Diplomat,"Raunheim, Germany",,dgm_german_location,7cd1f3e20ef059608614b34b8ca21a10,dgm_german_location__7cd1f3e20ef059608614b34b8ca21a10
ravensburg,"Ravensburg, Germany",ravensburg,47.7782704,9.6121303,News,"Ravensburg, Germany",,dgm_german_location,4b0d67e35534fa5add13ac51f5f84ab5,dgm_german_location__4b0d67e35534fa5add13ac51f5f84ab5
ravenstein,"Ravenstein, Germany",ravenstein,51.7967784,5.6515008,FTO,"Ravenstein, Germany",,dgm_german_location,d71f1017f213d1b4be8189b10540829b,dgm_german_location__d71f1017f213d1b4be8189b10540829b
recklinghausen,"Recklinghausen, Germany",recklinghausen,51.6140649,7.1979453,News,"Recklinghausen, Germany",,dgm_german_location,a30b41c4e3361cf4be40a531ad4e8699,dgm_german_location__a30b41c4e3361cf4be40a531ad4e8699
regensburg,"Regensburg, Germany",regensburg,49.0134297,12.1016236,Exec,"Regensburg, Germany",,dgm_german_location,3e0acabd191e2fa67f6ccf15b7bc1824,dgm_german_location__3e0acabd191e2fa67f6ccf15b7bc1824
regis-breitingen,"Regis-Breitingen, Germany",regis-breitingen,51.0873666,12.4295509,Legislator,"Regis-Breitingen, Germany",,dgm_german_location,011895c0d91b2825a1b0d8d8c0fcd682,dgm_german_location__011895c0d91b2825a1b0d8d8c0fcd682
rehburg-loccum,"Rehburg-Loccum, Germany",rehburg-loccum,52.4635161,9.1903575,Wells,"Rehburg-Loccum, Germany",,dgm_german_location,b85254f9cf589e3081c21d9817a24132,dgm_german_location__b85254f9cf589e3081c21d9817a24132
reichelsheim wetterau,"Reichelsheim (Wetterau), Germany",reichelsheim wetterau,50.358697,8.8739521,IndustryTerm,"Reichelsheim (Wetterau), Germany",,dgm_german_location,2fbbe6c07356b29f3e2b6ce590ac422b,dgm_german_location__2fbbe6c07356b29f3e2b6ce590ac422b
reichenbach im vogtland,"Reichenbach im Vogtland, Germany",reichenbach im vogtland,50.6175423,12.2990016,ForeignMinister,"Reichenbach im Vogtland, Germany",,dgm_german_location,17af76c3c2a44fad66daebcbf0a0f1d3,dgm_german_location__17af76c3c2a44fad66daebcbf0a0f1d3
reichenbach_o.l.,"Reichenbach (Oberlausitz), Germany",reichenbach_o.l.,51.1581747,14.7749577,Media,"Reichenbach (Oberlausitz), Germany",,dgm_german_location,b76d5967e51b1a636e80ab13e277ec09,dgm_german_location__b76d5967e51b1a636e80ab13e277ec09
reinbek,"Reinbek, Germany",reinbek,53.5170003,10.2443392,Diplomat,"Reinbek, Germany",,dgm_german_location,89eab7f3f8cb60f37643e2bd3fcdac94,dgm_german_location__89eab7f3f8cb60f37643e2bd3fcdac94
reinfeld holstein,"Reinfeld, Schleswig-Holstein, Germany",reinfeld holstein,53.8310338,10.4916224,Pipeline,"Reinfeld, Schleswig-Holstein, Germany",,dgm_german_location,f7d8254a6ccd7c2fa280bddee9cb82d9,dgm_german_location__f7d8254a6ccd7c2fa280bddee9cb82d9
reinheim,"Reinheim, Germany",reinheim,49.8285844,8.8310974,AAEntity,"Reinheim, Germany",,dgm_german_location,96b4d5220f07ad3237903dce664a793d,dgm_german_location__96b4d5220f07ad3237903dce664a793d
remagen,"Remagen, Germany",remagen,50.5732804,7.2385533,LegislativeCommittee,"Remagen, Germany",,dgm_german_location,51e41e88341c2772058bd59f3106834c,dgm_german_location__51e41e88341c2772058bd59f3106834c
remda-teichel,"Remda-Teichel, Germany",remda-teichel,50.7592795,11.2279654,Pipeline,"Remda-Teichel, Germany",,dgm_german_location,b10f95c2f0206877ece211916701dc7f,dgm_german_location__b10f95c2f0206877ece211916701dc7f
remscheid,"Remscheid, Germany",remscheid,51.1787418,7.1896963,Exec,"Remscheid, Germany",,dgm_german_location,ee5912a4bb65beb332d3ed841a0c181e,dgm_german_location__ee5912a4bb65beb332d3ed841a0c181e
remseck am neckar,"Remseck, Germany",remseck am neckar,48.8766534,9.2617893,Legislator,"Remseck, Germany",,dgm_german_location,776f79e4626f0da17e3cbe2f94cb3e0b,dgm_german_location__776f79e4626f0da17e3cbe2f94cb3e0b
renchen,"Renchen, Germany",renchen,48.5862352,8.0118807,DiplomaticFacilities,"Renchen, Germany",,dgm_german_location,96b337108df22d5365de563cdd9573de,dgm_german_location__96b337108df22d5365de563cdd9573de
rendsburg,"Rendsburg, Germany",rendsburg,54.3080869,9.6606992,News,"Rendsburg, Germany",,dgm_german_location,58c971a7a3bd12483d4d38b46705cbf1,dgm_german_location__58c971a7a3bd12483d4d38b46705cbf1
rennerod,"Rennerod, Germany",rennerod,50.6119544,8.0690207,Consulates,"Rennerod, Germany",,dgm_german_location,13d0450897b52dfe14b8cbf83314e1d1,dgm_german_location__13d0450897b52dfe14b8cbf83314e1d1
renningen,"Renningen, Germany",renningen,48.7716629,8.9343956,Person,"Renningen, Germany",,dgm_german_location,3ae7bd9b8f7810d599b6953277a86128,dgm_german_location__3ae7bd9b8f7810d599b6953277a86128
rerik,"Rerik, Germany",rerik,54.1062595,11.6152584,LegislativeCommittee,"Rerik, Germany",,dgm_german_location,8ae1317c0c42782fc09a06104d720e0f,dgm_german_location__8ae1317c0c42782fc09a06104d720e0f
rethem aller,"Rethem, Germany",rethem aller,52.786671,9.376599,News,"Rethem, Germany",,dgm_german_location,354a43ef1ba1cd9d5a8a9f381515b962,dgm_german_location__354a43ef1ba1cd9d5a8a9f381515b962
reutlingen,"Reutlingen, Germany",reutlingen,48.5069389,9.2038043,DiplomaticFacilities,"Reutlingen, Germany",,dgm_german_location,2d729259abe1e01514ac0ae7fbd5d121,dgm_german_location__2d729259abe1e01514ac0ae7fbd5d121
rheda-wiedenbrück,"Rheda-Wiedenbrück, Germany",rheda-wiedenbrück,51.8458575,8.2997425,FTO,"Rheda-Wiedenbrück, Germany",,dgm_german_location,0b2586a68415046c4796f00c5c3cddcf,dgm_german_location__0b2586a68415046c4796f00c5c3cddcf
rhede,"Rhede, Germany",rhede,51.8374545,6.6989532,Consulates,"Rhede, Germany",,dgm_german_location,5a11c6f0897fa7384688f1c615110baa,dgm_german_location__5a11c6f0897fa7384688f1c615110baa
rheinau,"Rheinau, Germany",rheinau,47.6433,8.60117,Keyphrase,"Rheinau, Germany",,dgm_german_location,44aabaa2f9bf10edc2553d14db5f1702,dgm_german_location__44aabaa2f9bf10edc2553d14db5f1702
rheinbach,"Rheinbach, Germany",rheinbach,50.625307,6.9477005,LegislativeCommittee,"Rheinbach, Germany",,dgm_german_location,8b45b7332120e92f3e15db4a6f3deaa7,dgm_german_location__8b45b7332120e92f3e15db4a6f3deaa7
rheinberg,"Rheinberg, Germany",rheinberg,51.5460798,6.5899097,Pipeline,"Rheinberg, Germany",,dgm_german_location,42716ce0506b8f3f18fafdeff52f50d8,dgm_german_location__42716ce0506b8f3f18fafdeff52f50d8
rheinböllen,"Rheinböllen, Germany",rheinböllen,50.0072844,7.6728538,Consulates,"Rheinböllen, Germany",,dgm_german_location,5ccf77d68f6538e660a98e41689b5536,dgm_german_location__5ccf77d68f6538e660a98e41689b5536
rheine,"Rheine, Germany",rheine,52.2815691,7.4434091,Pipeline,"Rheine, Germany",,dgm_german_location,4ea20f37dd711f3a5113f859c8c07dd1,dgm_german_location__4ea20f37dd711f3a5113f859c8c07dd1
rheinfelden baden,"Rheinfelden (Baden), Germany",rheinfelden baden,47.5896468,7.768779,Keyphrase,"Rheinfelden (Baden), Germany",,dgm_german_location,aa54805a7941039f8cdb455bdd6dc3c3,dgm_german_location__aa54805a7941039f8cdb455bdd6dc3c3
rheinsberg,"Rheinsberg, Germany",rheinsberg,53.0983691,12.8974874,Person,"Rheinsberg, Germany",,dgm_german_location,b8018583caf0a0adc23bf7be0cada63d,dgm_german_location__b8018583caf0a0adc23bf7be0cada63d
rheinstetten,"Rheinstetten, Germany",rheinstetten,48.9618109,8.292246,LegislativeCommittee,"Rheinstetten, Germany",,dgm_german_location,fa3636c82f8b17f53fb216ffc610e090,dgm_german_location__fa3636c82f8b17f53fb216ffc610e090
