keyword,caption_name,location_lower,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ellrich,"Ellrich, Germany",ellrich,51.5865458,10.6628882,News,"Ellrich, Germany",,dgm_german_location,47a9420af7edda0cd895eb0baa6bdd0c,dgm_german_location__47a9420af7edda0cd895eb0baa6bdd0c
ellwangen jagst,"Ellwangen, Germany",ellwangen jagst,48.9626833,10.1301513,FTO,"Ellwangen, Germany",,dgm_german_location,2baacead2980fcc558385ff6f4cd6801,dgm_german_location__2baacead2980fcc558385ff6f4cd6801
elmshorn,"Elmshorn, Germany",elmshorn,53.7513549,9.6632521,AAEntity,"Elmshorn, Germany",,dgm_german_location,398c57d869bacfb41c2c3aeeb6fd9940,dgm_german_location__398c57d869bacfb41c2c3aeeb6fd9940
elsdorf,"Elsdorf, Germany",elsdorf,50.9392493,6.5635008,LegislativeCommittee,"Elsdorf, Germany",,dgm_german_location,13dd72864c190e7db94a8859859e5458,dgm_german_location__13dd72864c190e7db94a8859859e5458
elsfleth,"Elsfleth, Germany",elsfleth,53.2378746,8.4568608,Person,"Elsfleth, Germany",,dgm_german_location,02af0adbead14d0df95da6b290a69709,dgm_german_location__02af0adbead14d0df95da6b290a69709
elsterberg,"Elsterberg, Germany",elsterberg,50.6096028,12.1703135,News,"Elsterberg, Germany",,dgm_german_location,63d76018a594f3f7f78b4b48c8a3a442,dgm_german_location__63d76018a594f3f7f78b4b48c8a3a442
elsterwerda,"Elsterwerda, Germany",elsterwerda,51.4632578,13.5202201,Person,"Elsterwerda, Germany",,dgm_german_location,03ac19824198ff7b2e8c67cf02bd4438,dgm_german_location__03ac19824198ff7b2e8c67cf02bd4438
elstra,"Elstra, Germany",elstra,51.2224286,14.1319618,Shipping,"Elstra, Germany",,dgm_german_location,c76ffbd7ca6b34f5ad2db164f5dd34c2,dgm_german_location__c76ffbd7ca6b34f5ad2db164f5dd34c2
elterlein,"Elterlein, Germany",elterlein,50.5771312,12.8682031,CompanyKeyword,"Elterlein, Germany",,dgm_german_location,54a5126558676433ecbf607c4f86a285,dgm_german_location__54a5126558676433ecbf607c4f86a285
eltmann,"Eltmann, Germany",eltmann,49.9673521,10.6635056,Diplomat,"Eltmann, Germany",,dgm_german_location,62df79a468dba66a8977a4f0d462dcc3,dgm_german_location__62df79a468dba66a8977a4f0d462dcc3
eltville am rhein,"Eltville, Germany",eltville am rhein,50.0289744,8.119173,Pipeline,"Eltville, Germany",,dgm_german_location,bd0055876b2fb89bb829a2a74da209f6,dgm_german_location__bd0055876b2fb89bb829a2a74da209f6
elzach,"Elzach, Germany",elzach,48.1718384,8.0718039,Refinery,"Elzach, Germany",,dgm_german_location,eb51e3080414d74b3dfc9049144e3200,dgm_german_location__eb51e3080414d74b3dfc9049144e3200
elze,"Elze, Germany",elze,52.1211249,9.7381294,LegislativeCommittee,"Elze, Germany",,dgm_german_location,4a31b33cd9fa735add0060c6c75a4609,dgm_german_location__4a31b33cd9fa735add0060c6c75a4609
emden,"Emden, Germany",emden,53.3594029,7.2060095,LegislativeCommittee,"Emden, Germany",,dgm_german_location,0ec64ef410aac3b6c342f88024537cf7,dgm_german_location__0ec64ef410aac3b6c342f88024537cf7
emmelshausen,"Emmelshausen, Germany",emmelshausen,50.1558208,7.5557754,Person,"Emmelshausen, Germany",,dgm_german_location,e094799ef1a0155824185a74e04d894a,dgm_german_location__e094799ef1a0155824185a74e04d894a
emmendingen,"Emmendingen, Germany",emmendingen,48.1170918,7.8539047,Consulates,"Emmendingen, Germany",,dgm_german_location,5c895e193cfb813cd22f30e518fcc604,dgm_german_location__5c895e193cfb813cd22f30e518fcc604
emmerich am rhein,"Emmerich am Rhein, Germany",emmerich am rhein,51.8395929,6.2517303,Organization,"Emmerich am Rhein, Germany",,dgm_german_location,dc893205e0acbd79a4b2eeec517a9cba,dgm_german_location__dc893205e0acbd79a4b2eeec517a9cba
emsdetten,"Emsdetten, Germany",emsdetten,52.1681893,7.531058,AAEntity,"Emsdetten, Germany",,dgm_german_location,52a5ca9ff6e324481698d4d77a82aa0f,dgm_german_location__52a5ca9ff6e324481698d4d77a82aa0f
endingen am kaiserstuhl,"Endingen am Kaiserstuhl, Germany",endingen am kaiserstuhl,48.142632,7.7001377,Person,"Endingen am Kaiserstuhl, Germany",,dgm_german_location,8eeabae273d9d127abdcec1074b1daf1,dgm_german_location__8eeabae273d9d127abdcec1074b1daf1
engen,"Engen, Germany",engen,47.854144,8.7737404,FTO,"Engen, Germany",,dgm_german_location,868e59680313547f3956060ed99ec515,dgm_german_location__868e59680313547f3956060ed99ec515
ennepetal,"Ennepetal, Germany",ennepetal,51.3001092,7.3613429,Diplomat,"Ennepetal, Germany",,dgm_german_location,df6ec426fae2d11d6777954fc49599d3,dgm_german_location__df6ec426fae2d11d6777954fc49599d3
ennigerloh,"Ennigerloh, Germany",ennigerloh,51.8402587,8.0308796,Keyphrase,"Ennigerloh, Germany",,dgm_german_location,5a47b06b13d4e9f2278f084c9b913fd0,dgm_german_location__5a47b06b13d4e9f2278f084c9b913fd0
eppelheim,"Eppelheim, Germany",eppelheim,49.4006279,8.6299167,Refinery,"Eppelheim, Germany",,dgm_german_location,ed3022e3f9a0d4a5ea1f554fe11ead3d,dgm_german_location__ed3022e3f9a0d4a5ea1f554fe11ead3d
eppingen,"Eppingen, Germany",eppingen,49.1379832,8.9092339,Wells,"Eppingen, Germany",,dgm_german_location,6e7d2e60eb42ca6245ad006eef22485f,dgm_german_location__6e7d2e60eb42ca6245ad006eef22485f
eppstein,"Eppstein, Germany",eppstein,50.145296,8.3881459,Diplomat,"Eppstein, Germany",,dgm_german_location,5bb118207b69422a2f7601ed5ad2d712,dgm_german_location__5bb118207b69422a2f7601ed5ad2d712
erbach,"Erbach, Germany",erbach,49.6590249,8.9961819,Pipeline,"Erbach, Germany",,dgm_german_location,2734764ed41d0b03a2323c8c249eeb17,dgm_german_location__2734764ed41d0b03a2323c8c249eeb17
erbendorf,"Erbendorf, Germany",erbendorf,49.8376884,12.0479417,FTO,"Erbendorf, Germany",,dgm_german_location,150b6f82f0525c0e6eca85af25c9918b,dgm_german_location__150b6f82f0525c0e6eca85af25c9918b
erding,"Erding, Germany",erding,48.3114648,11.9188758,FTO,"Erding, Germany",,dgm_german_location,ee3c8cb38664852a3b1ea61a75616e75,dgm_german_location__ee3c8cb38664852a3b1ea61a75616e75
erftstadt,"Erftstadt, Germany",erftstadt,50.7948075,6.7774607,Wells,"Erftstadt, Germany",,dgm_german_location,dcbfae543f8968502795970a711efb09,dgm_german_location__dcbfae543f8968502795970a711efb09
erfurt,"Erfurt, Germany",erfurt,50.9847679,11.02988,LegislativeCommittee,"Erfurt, Germany",,dgm_german_location,cd70810a0f397bb77bd5d2bd87babd34,dgm_german_location__cd70810a0f397bb77bd5d2bd87babd34
erkelenz,"Erkelenz, Germany",erkelenz,51.0784539,6.315907,space,"Erkelenz, Germany",,dgm_german_location,d2d893755f426f068aa39d1bf0502f49,dgm_german_location__d2d893755f426f068aa39d1bf0502f49
erkner,"Erkner, Germany",erkner,52.4244119,13.7497832,DiplomaticFacilities,"Erkner, Germany",,dgm_german_location,f99260df5d232b528e74d4f09a9e93d5,dgm_german_location__f99260df5d232b528e74d4f09a9e93d5
erkrath,"Erkrath, Germany",erkrath,51.2213125,6.9073473,space,"Erkrath, Germany",,dgm_german_location,2ea2c3eca09a9252dfe21f9ae4730e50,dgm_german_location__2ea2c3eca09a9252dfe21f9ae4730e50
erlangen,"Erlangen, Germany",erlangen,49.5896744,11.0119611,space,"Erlangen, Germany",,dgm_german_location,52d0dd15225269735dea5d33a033ad75,dgm_german_location__52d0dd15225269735dea5d33a033ad75
erlenbach a.main,"Erlenbach am Main, Germany",erlenbach a.main,49.8081748,9.1587233,Diplomat,"Erlenbach am Main, Germany",,dgm_german_location,c91d918941427d21f160feb8acaa48f9,dgm_german_location__c91d918941427d21f160feb8acaa48f9
erlensee,"Erlensee, Germany",erlensee,50.1638866,8.9840001,IndustryTerm,"Erlensee, Germany",,dgm_german_location,d550cbd2316842d59beed5469272ad31,dgm_german_location__d550cbd2316842d59beed5469272ad31
erwitte,"Erwitte, Germany",erwitte,51.6061592,8.3403362,Refinery,"Erwitte, Germany",,dgm_german_location,6c36140aa5bedca91bef19eec3588dd6,dgm_german_location__6c36140aa5bedca91bef19eec3588dd6
eschborn,"Eschborn, Germany",eschborn,50.1467469,8.5614555,Wells,"Eschborn, Germany",,dgm_german_location,758a825fa2b6afb08163e5f1eb829225,dgm_german_location__758a825fa2b6afb08163e5f1eb829225
eschenbach i.d.opf.,"Eschenbach in der Oberpfalz, Germany",eschenbach i.d.opf.,49.754469,11.8304178,LegislativeCommittee,"Eschenbach in der Oberpfalz, Germany",,dgm_german_location,3c90ebd3be04be05e9974df8ed513802,dgm_german_location__3c90ebd3be04be05e9974df8ed513802
eschershausen,"Eschershausen, Germany",eschershausen,51.916667,9.65,Diplomat,"Eschershausen, Germany",,dgm_german_location,bb76cc67f780833f4b6a08208504a09a,dgm_german_location__bb76cc67f780833f4b6a08208504a09a
eschwege,"Eschwege, Germany",eschwege,51.1876662,10.0397725,Consulates,"Eschwege, Germany",,dgm_german_location,440f7e8b12857ddd45fa32af449c59a4,dgm_german_location__440f7e8b12857ddd45fa32af449c59a4
eschweiler,"Eschweiler, Germany",eschweiler,50.8107322,6.263075,Keyphrase,"Eschweiler, Germany",,dgm_german_location,da440bdb9b62968269b0a741b55f18b4,dgm_german_location__da440bdb9b62968269b0a741b55f18b4
esens,"Esens, Germany",esens,53.6450283,7.6147529,Wells,"Esens, Germany",,dgm_german_location,e9c8b442823020473620f7aa6ee0d2bb,dgm_german_location__e9c8b442823020473620f7aa6ee0d2bb
espelkamp,"Espelkamp, Germany",espelkamp,52.3814709,8.6209707,Keyphrase,"Espelkamp, Germany",,dgm_german_location,45dd8d103a81ae002bbb9c656faf6994,dgm_german_location__45dd8d103a81ae002bbb9c656faf6994
essen,"Essen, Germany",essen,51.4556432,7.0115552,Keyphrase,"Essen, Germany",,dgm_german_location,e1332779d70511a08d484d8f5fc8d273,dgm_german_location__e1332779d70511a08d484d8f5fc8d273
esslingen am neckar,"Esslingen am Neckar, Germany",esslingen am neckar,48.7433425,9.3201122,Exec,"Esslingen am Neckar, Germany",,dgm_german_location,5735816a0cae4796491d6778c40289af,dgm_german_location__5735816a0cae4796491d6778c40289af
ettenheim,"Ettenheim, Germany",ettenheim,48.2565786,7.8138072,Refinery,"Ettenheim, Germany",,dgm_german_location,ae05e0f317cb36418311f6e826e695d7,dgm_german_location__ae05e0f317cb36418311f6e826e695d7
ettlingen,"Ettlingen, Germany",ettlingen,48.943208,8.3980172,Diplomat,"Ettlingen, Germany",,dgm_german_location,557bdbd30a27741e6a2f34b4bfe2e2f4,dgm_german_location__557bdbd30a27741e6a2f34b4bfe2e2f4
euskirchen,"Euskirchen, Germany",euskirchen,50.6574392,6.7899945,Refinery,"Euskirchen, Germany",,dgm_german_location,00154ad0bb5b8ba4c7cd8c880549dd22,dgm_german_location__00154ad0bb5b8ba4c7cd8c880549dd22
eutin,"Eutin, Germany",eutin,54.1330282,10.6095048,News,"Eutin, Germany",,dgm_german_location,4ffb498a585f6cdf6da725ee70204663,dgm_german_location__4ffb498a585f6cdf6da725ee70204663
daaden,"Daaden, Germany",daaden,50.739722,7.968333,LegislativeCommittee,"Daaden, Germany",,dgm_german_location,e41726b3f6b50ce51b32a9700c863ca7,dgm_german_location__e41726b3f6b50ce51b32a9700c863ca7
dachau,"Dachau, Germany",dachau,48.2629984,11.4339022,ForeignMinistry,"Dachau, Germany",,dgm_german_location,80d51407b944b507552aa8f57fe0e527,dgm_german_location__80d51407b944b507552aa8f57fe0e527
dahme_mark,"Dahme/Mark, Germany",dahme_mark,51.866667,13.433056,DiplomaticFacilities,"Dahme/Mark, Germany",,dgm_german_location,dcb331fae39f45a67cf106c37aa12a7e,dgm_german_location__dcb331fae39f45a67cf106c37aa12a7e
dahn,"Dahn, Germany",dahn,49.1537096,7.7820727,Pipeline,"Dahn, Germany",,dgm_german_location,5bf54f53f8c6221975bce412a49ab4bb,dgm_german_location__5bf54f53f8c6221975bce412a49ab4bb
damme,"Damme, Germany",damme,51.2513634,3.2813763,LegislativeCommittee,"Damme, Germany",,dgm_german_location,0d00bd167ec30e3704e925e0b398e771,dgm_german_location__0d00bd167ec30e3704e925e0b398e771
dannenberg elbe,"Dannenberg (Elbe), Germany",dannenberg elbe,53.0986852,11.109336,Wells,"Dannenberg (Elbe), Germany",,dgm_german_location,e797938d3274fdee7de58b18e043024d,dgm_german_location__e797938d3274fdee7de58b18e043024d
dargun,"Dargun, Germany",dargun,53.9011938,12.8559582,ForeignMinister,"Dargun, Germany",,dgm_german_location,f3709848e7ec7690c2eb42feedc2a60d,dgm_german_location__f3709848e7ec7690c2eb42feedc2a60d
darmstadt,"Darmstadt, Germany",darmstadt,49.8728253,8.6511929,Shipping,"Darmstadt, Germany",,dgm_german_location,7ccf5399ebbb5827d0260ed79c9b85a8,dgm_german_location__7ccf5399ebbb5827d0260ed79c9b85a8
dassow,"Dassow, Germany",dassow,53.9074978,10.9757366,Exec,"Dassow, Germany",,dgm_german_location,c2d6afbdb5e2fc63b2ce4f7f5cccdb11,dgm_german_location__c2d6afbdb5e2fc63b2ce4f7f5cccdb11
datteln,"Datteln, Germany",datteln,51.6461362,7.3348301,AAEntity,"Datteln, Germany",,dgm_german_location,1ae7bb18ef0913a4e6be429a28d17063,dgm_german_location__1ae7bb18ef0913a4e6be429a28d17063
daun,"Daun, Germany",daun,50.2199584,6.6578613,DiplomaticFacilities,"Daun, Germany",,dgm_german_location,a8ab1282490784e56d0069dff68495bd,dgm_german_location__a8ab1282490784e56d0069dff68495bd
deggendorf,"Deggendorf, Germany",deggendorf,48.8408515,12.9574787,Exec,"Deggendorf, Germany",,dgm_german_location,e72bbf8329081dda82ffc726c7ade99c,dgm_german_location__e72bbf8329081dda82ffc726c7ade99c
deidesheim,"Deidesheim, Germany",deidesheim,49.40958,8.184756,News,"Deidesheim, Germany",,dgm_german_location,220ed7c325ff9d2638056f5b0765ab94,dgm_german_location__220ed7c325ff9d2638056f5b0765ab94
delbrück,"Delbrück, Germany",delbrück,51.7650575,8.5620753,DiplomaticFacilities,"Delbrück, Germany",,dgm_german_location,3cd413de9538bde21db442188fcc7c04,dgm_german_location__3cd413de9538bde21db442188fcc7c04
delitzsch,"Delitzsch, Germany",delitzsch,51.525574,12.3380993,AAEntity,"Delitzsch, Germany",,dgm_german_location,4c43f012ade16a6f0fa73570bee0bb10,dgm_german_location__4c43f012ade16a6f0fa73570bee0bb10
delmenhorst,"Delmenhorst, Germany",delmenhorst,53.0521886,8.6355932,Legislator,"Delmenhorst, Germany",,dgm_german_location,a57cefba5070eff8ede88724a1955869,dgm_german_location__a57cefba5070eff8ede88724a1955869
demmin,"Demmin, Germany",demmin,53.9056285,13.0498413,AAEntity,"Demmin, Germany",,dgm_german_location,ed3e99c2f0b2399f226cb7d6cff7df26,dgm_german_location__ed3e99c2f0b2399f226cb7d6cff7df26
dessau-roßlau,"Dessau-Roßlau, Germany",dessau-roßlau,51.8428278,12.2303935,Person,"Dessau-Roßlau, Germany",,dgm_german_location,88d3cb3f9eb7c87d62074affbce6f966,dgm_german_location__88d3cb3f9eb7c87d62074affbce6f966
detmold,"Detmold, Germany",detmold,51.9384783,8.8686381,Exec,"Detmold, Germany",,dgm_german_location,25a000af75df6de2065dbdbc0f1f7ce3,dgm_german_location__25a000af75df6de2065dbdbc0f1f7ce3
dettelbach,"Dettelbach, Germany",dettelbach,49.8037832,10.165725,IndustryTerm,"Dettelbach, Germany",,dgm_german_location,2b291aaea903d4479a0d9bacfa123294,dgm_german_location__2b291aaea903d4479a0d9bacfa123294
dieburg,"Dieburg, Germany",dieburg,49.9010547,8.8444959,AAEntity,"Dieburg, Germany",,dgm_german_location,645e989147c0a00cc0d80fed103ea8c0,dgm_german_location__645e989147c0a00cc0d80fed103ea8c0
diemelstadt,"Diemelstadt, Germany",diemelstadt,51.4778087,9.0100574,Diplomat,"Diemelstadt, Germany",,dgm_german_location,bf91a6cc91adf1ae0c691c63e686f8c9,dgm_german_location__bf91a6cc91adf1ae0c691c63e686f8c9
dierdorf,"Dierdorf, Germany",dierdorf,50.5452415,7.6551605,LegislativeCommittee,"Dierdorf, Germany",,dgm_german_location,c0412f8d26c0f7edf3bc015319390b6b,dgm_german_location__c0412f8d26c0f7edf3bc015319390b6b
dietenheim,"Dietenheim, Germany",dietenheim,48.2121896,10.0715774,News,"Dietenheim, Germany",,dgm_german_location,8155d3514c50db9c3c94b6746cdf0dfb,dgm_german_location__8155d3514c50db9c3c94b6746cdf0dfb
dietfurt a.d.altmühl,"Dietfurt, Germany",dietfurt a.d.altmühl,49.035455,11.5837817,Consulates,"Dietfurt, Germany",,dgm_german_location,dd3f3d8519e9b10dfff6431782833f43,dgm_german_location__dd3f3d8519e9b10dfff6431782833f43
dietzenbach,"Dietzenbach, Germany",dietzenbach,50.0172906,8.7869609,Exec,"Dietzenbach, Germany",,dgm_german_location,e0a0e4c48b8e91cbced71fa2dd51a304,dgm_german_location__e0a0e4c48b8e91cbced71fa2dd51a304
dillenburg,"Dillenburg, Germany",dillenburg,50.7452841,8.280763,AAEntity,"Dillenburg, Germany",,dgm_german_location,bf3492a993d2ca29d621420d103aa0f3,dgm_german_location__bf3492a993d2ca29d621420d103aa0f3
dillingen a.d.donau,"Dillingen an der Donau, Germany",dillingen a.d.donau,48.5790918,10.4940239,IndustryTerm,"Dillingen an der Donau, Germany",,dgm_german_location,806b4fb244799a4f973cf1f542f8d636,dgm_german_location__806b4fb244799a4f973cf1f542f8d636
dillingen_ saar,"Dillingen/ Saar, Germany",dillingen_ saar,49.3630559,6.7267532,Diplomat,"Dillingen/ Saar, Germany",,dgm_german_location,641492d3ef68fe1c1bf1f0f4b5aec0e5,dgm_german_location__641492d3ef68fe1c1bf1f0f4b5aec0e5
dingelstädt,"Dingelstädt, Germany",dingelstädt,51.3151764,10.3175434,LegislativeCommittee,"Dingelstädt, Germany",,dgm_german_location,c82c8e1aa4227ff0f0bbcd135b2bfc78,dgm_german_location__c82c8e1aa4227ff0f0bbcd135b2bfc78
dingolfing,"Dingolfing, Germany",dingolfing,48.6434808,12.4851983,Media,"Dingolfing, Germany",,dgm_german_location,a44f7a9fb7dfa94c94346d10f7b8fda2,dgm_german_location__a44f7a9fb7dfa94c94346d10f7b8fda2
dinkelsbühl,"Dinkelsbühl, Germany",dinkelsbühl,49.0670187,10.3259395,Legislator,"Dinkelsbühl, Germany",,dgm_german_location,1d1374db31421295c47eab485e569e78,dgm_german_location__1d1374db31421295c47eab485e569e78
dinslaken,"Dinslaken, Germany",dinslaken,51.5674264,6.747534,ForeignMinister,"Dinslaken, Germany",,dgm_german_location,556bb6bb4be9873286de8e6ed1962403,dgm_german_location__556bb6bb4be9873286de8e6ed1962403
dippoldiswalde,"Dippoldiswalde, Germany",dippoldiswalde,50.8951322,13.6684411,Keyphrase,"Dippoldiswalde, Germany",,dgm_german_location,bc6e5c222e447de4b1cac64138b4cb7f,dgm_german_location__bc6e5c222e447de4b1cac64138b4cb7f
dissen am teutoburger wald,"Dissen am Teutoburger Wald, Germany",dissen am teutoburger wald,52.114727,8.1989271,News,"Dissen am Teutoburger Wald, Germany",,dgm_german_location,380ccfa83c1f7da616c15d5bc995a4bf,dgm_german_location__380ccfa83c1f7da616c15d5bc995a4bf
ditzingen,"Ditzingen, Germany",ditzingen,48.8264662,9.0675564,Keyphrase,"Ditzingen, Germany",,dgm_german_location,07331a4138f5d3e8ea30ee5719f442e5,dgm_german_location__07331a4138f5d3e8ea30ee5719f442e5
döbeln,"Döbeln, Germany",döbeln,51.1229322,13.1167196,space,"Döbeln, Germany",,dgm_german_location,c8fcc41fe8847770c9f9b68efabe75e4,dgm_german_location__c8fcc41fe8847770c9f9b68efabe75e4
doberlug-kirchhain,"Doberlug-Kirchhain, Germany",doberlug-kirchhain,51.6247158,13.5626653,Wells,"Doberlug-Kirchhain, Germany",,dgm_german_location,4b5730d4bad2b7b2abf52bd37f53c92e,dgm_german_location__4b5730d4bad2b7b2abf52bd37f53c92e
döbern,"Döbern, Germany",döbern,51.6164876,14.5998587,LegislativeCommittee,"Döbern, Germany",,dgm_german_location,33901518636a97b637b85e9ce4b40d7d,dgm_german_location__33901518636a97b637b85e9ce4b40d7d
dohna,"Dohna, Germany",dohna,50.9565937,13.8582559,Legislator,"Dohna, Germany",,dgm_german_location,42f72e9dac014ac144d4274a38f70602,dgm_german_location__42f72e9dac014ac144d4274a38f70602
dömitz,"Dömitz, Germany",dömitz,53.1361955,11.2673458,Organization,"Dömitz, Germany",,dgm_german_location,80e9b4af59fd4b3567eb4a430f8d97fb,dgm_german_location__80e9b4af59fd4b3567eb4a430f8d97fb
dommitzsch,"Dommitzsch, Germany",dommitzsch,51.6386934,12.8791429,Media,"Dommitzsch, Germany",,dgm_german_location,4a579dae56ab7809b39e1cbeea43a23d,dgm_german_location__4a579dae56ab7809b39e1cbeea43a23d
donaueschingen,"Donaueschingen, Germany",donaueschingen,47.9521523,8.4979461,Pipeline,"Donaueschingen, Germany",,dgm_german_location,74799c3769fa9227a36db916382dd6b4,dgm_german_location__74799c3769fa9227a36db916382dd6b4
donauwörth,"Donauwörth, Germany",donauwörth,48.7185826,10.7778041,CompanyKeyword,"Donauwörth, Germany",,dgm_german_location,9045c87c1630643606b9ef6322788e0c,dgm_german_location__9045c87c1630643606b9ef6322788e0c
donzdorf,"Donzdorf, Germany",donzdorf,48.6845738,9.8067932,Organization,"Donzdorf, Germany",,dgm_german_location,51dc72c547af8ab47a24820d580045bb,dgm_german_location__51dc72c547af8ab47a24820d580045bb
dorfen,"Dorfen, Germany",dorfen,48.2736802,12.1537928,News,"Dorfen, Germany",,dgm_german_location,c5dc54e3573aa41ff1dd652b51572036,dgm_german_location__c5dc54e3573aa41ff1dd652b51572036
dormagen,"Dormagen, Germany",dormagen,51.0936851,6.8289112,News,"Dormagen, Germany",,dgm_german_location,9e6069a81e54e41d386d045b412e1236,dgm_german_location__9e6069a81e54e41d386d045b412e1236
dornburg-camburg,"Dornburg-Camburg, Germany",dornburg-camburg,51.053889,11.7074999,Media,"Dornburg-Camburg, Germany",,dgm_german_location,54b35d10b7c379d8c262b79bf0fffa2e,dgm_german_location__54b35d10b7c379d8c262b79bf0fffa2e
dornhan,"Dornhan, Germany",dornhan,48.349289,8.5088681,Pipeline,"Dornhan, Germany",,dgm_german_location,f337095ee91bd24fe6cf1c58eeb2fdad,dgm_german_location__f337095ee91bd24fe6cf1c58eeb2fdad
dornstetten,"Dornstetten, Germany",dornstetten,48.4711448,8.4991121,Media,"Dornstetten, Germany",,dgm_german_location,d7c8ef64aa2165fbcc295ef04b01f1d4,dgm_german_location__d7c8ef64aa2165fbcc295ef04b01f1d4
dorsten,"Dorsten, Germany",dorsten,51.6559681,6.9642606,Refinery,"Dorsten, Germany",,dgm_german_location,df33b2a875c6da3c3b86abcd3d0c2301,dgm_german_location__df33b2a875c6da3c3b86abcd3d0c2301
dortmund,"Dortmund, Germany",dortmund,51.5135872,7.4652981,Refinery,"Dortmund, Germany",,dgm_german_location,b8fa12dbee30f1b860f4c86283c6f328,dgm_german_location__b8fa12dbee30f1b860f4c86283c6f328
dransfeld,"Dransfeld, Germany",dransfeld,51.5,9.766667,Legislator,"Dransfeld, Germany",,dgm_german_location,231e9631e7d4412eabd5543a494706d2,dgm_german_location__231e9631e7d4412eabd5543a494706d2
drebkau,"Drebkau, Germany",drebkau,51.6537242,14.2236354,Wells,"Drebkau, Germany",,dgm_german_location,80c80317a1e99e6d7d8cd364ff84343c,dgm_german_location__80c80317a1e99e6d7d8cd364ff84343c
dreieich,"Dreieich, Germany",dreieich,50.0294877,8.6949231,ForeignMinister,"Dreieich, Germany",,dgm_german_location,4576d7c9a18a646488d5319f4c89e513,dgm_german_location__4576d7c9a18a646488d5319f4c89e513
drensteinfurt,"Drensteinfurt, Germany",drensteinfurt,51.7941523,7.7354791,Exec,"Drensteinfurt, Germany",,dgm_german_location,1c0cf291be10ade22438efcb15d00285,dgm_german_location__1c0cf291be10ade22438efcb15d00285
dresden,"Dresden, Germany",dresden,51.0504088,13.7372621,Keyphrase,"Dresden, Germany",,dgm_german_location,270d43edb1adfe94c69dc7b6fea56289,dgm_german_location__270d43edb1adfe94c69dc7b6fea56289
drolshagen,"Drolshagen, Germany",drolshagen,51.0244556,7.7706302,Media,"Drolshagen, Germany",,dgm_german_location,a1b0f5d0f697e6bb2704376acb47ff1e,dgm_german_location__a1b0f5d0f697e6bb2704376acb47ff1e
duderstadt,"Duderstadt, Germany",duderstadt,51.5096571,10.2535104,ForeignMinister,"Duderstadt, Germany",,dgm_german_location,0824ae0a0e3750ba3f12fdd4beeb01f4,dgm_german_location__0824ae0a0e3750ba3f12fdd4beeb01f4
duisburg,"Duisburg, Germany",duisburg,51.4344079,6.7623293,CompanyKeyword,"Duisburg, Germany",,dgm_german_location,4e47fcd8f2854bd0ac08efd15385ec61,dgm_german_location__4e47fcd8f2854bd0ac08efd15385ec61
dülmen,"Dülmen, Germany",dülmen,51.8316451,7.2834926,Wells,"Dülmen, Germany",,dgm_german_location,8c680a8716725491df7aab2786e90a24,dgm_german_location__8c680a8716725491df7aab2786e90a24
düren,"Düren, Germany",düren,50.8029513,6.481105,Wells,"Düren, Germany",,dgm_german_location,018569d6df633e2a4c8feaaaebaffd2a,dgm_german_location__018569d6df633e2a4c8feaaaebaffd2a
düsseldorf,"Düsseldorf, Germany",düsseldorf,51.2277411,6.7734556,CompanyKeyword,"Düsseldorf, Germany",,dgm_german_location,f41fc46f00a9abc4b5fc197da9fcb5fb,dgm_german_location__f41fc46f00a9abc4b5fc197da9fcb5fb
calau,"Calau, Germany",calau,51.7428349,13.9633134,Exec,"Calau, Germany",,dgm_german_location,54aed4a29a6abdee02cfa22e1891ddf6,dgm_german_location__54aed4a29a6abdee02cfa22e1891ddf6
calbe saale,"Calbe, Germany",calbe saale,51.9046792,11.771267,Pipeline,"Calbe, Germany",,dgm_german_location,319bdb52c4adc8818294673225eb6527,dgm_german_location__319bdb52c4adc8818294673225eb6527
calw,"Calw, Germany",calw,48.7122107,8.7472439,Person,"Calw, Germany",,dgm_german_location,ecca1e7dae7948ff3898a3405d09fbc7,dgm_german_location__ecca1e7dae7948ff3898a3405d09fbc7
castrop-rauxel,"Castrop-Rauxel, Germany",castrop-rauxel,51.5632625,7.3150145,DiplomaticFacilities,"Castrop-Rauxel, Germany",,dgm_german_location,66c02381ed89e0ceb8ca168b720da677,dgm_german_location__66c02381ed89e0ceb8ca168b720da677
celle,"Celle, Germany",celle,52.6175802,10.0628361,ForeignMinister,"Celle, Germany",,dgm_german_location,8e02ac1c3a63fe6f5eb4fea28467d1c8,dgm_german_location__8e02ac1c3a63fe6f5eb4fea28467d1c8
chemnitz,"Chemnitz, Germany",chemnitz,50.827845,12.9213697,AAEntity,"Chemnitz, Germany",,dgm_german_location,aa726f3b1d4a16787f987190ea50d0da,dgm_german_location__aa726f3b1d4a16787f987190ea50d0da
clausthal-zellerfeld,"Clausthal-Zellerfeld, Germany",clausthal-zellerfeld,51.8080063,10.3407069,Organization,"Clausthal-Zellerfeld, Germany",,dgm_german_location,b3af3612b2cf1ea81c30641df76444cd,dgm_german_location__b3af3612b2cf1ea81c30641df76444cd
cloppenburg,"Cloppenburg, Germany",cloppenburg,52.844198,8.0530158,Organization,"Cloppenburg, Germany",,dgm_german_location,af301a91b4e2d1fa0b9042037a4efbca,dgm_german_location__af301a91b4e2d1fa0b9042037a4efbca
