icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
sanu,UAQ,San Juan,San Juan Airport,Argentina,"San Juan Airport, San Juan, Argentina",-31.5718139,-68.4225675,Diplomat,San Juan Airport,,notam_icao_to_location,2403eddabebf2ecf8bb744ca17047c02,notam_icao_to_location__2403eddabebf2ecf8bb744ca17047c02
saou,LUQ,San Luis,San Luis Airport,Argentina,"San Luis Airport, San Luis, Argentina",-33.2750234,-66.3507563,Pipeline,San Luis Airport,,notam_icao_to_location,669b56e5cc880a53d5cb47ae018bd679,notam_icao_to_location__669b56e5cc880a53d5cb47ae018bd679
samr,AFA,San Rafael,San Rafael Airport,Argentina,"San Rafael Airport, San Rafael, Argentina",38.0164756,-122.5261993,Legislator,San Rafael Airport,,notam_icao_to_location,4961ffa528c1d6b6fb0ee894a5660ccf,notam_icao_to_location__4961ffa528c1d6b6fb0ee894a5660ccf
sazr,RSA,Santa Rosa,Santa Rosa Airport,Argentina,"Santa Rosa Airport, Santa Rosa, Argentina",-36.5918963,-64.2796554,Wells,Santa Rosa Airport,,notam_icao_to_location,a89fed76c068f43d073e4d5d48adfa7b,notam_icao_to_location__a89fed76c068f43d073e4d5d48adfa7b
sane,SDE,Santiago del Estero,Vicecomodoro Angel de la Paz Aragones Airport,Argentina,"Vicecomodoro Angel de la Paz Aragones Airport, Santiago del Estero, Argentina",-27.76417,-64.309056,Person,Vicecomodoro Angel de la Paz Aragones Airport,,notam_icao_to_location,96b17afb72b73382a765a270e05793d4,notam_icao_to_location__96b17afb72b73382a765a270e05793d4
sant,TUC,Tucuman,Teniente Benjamin Matienzo Airport,Argentina,"Teniente Benjamin Matienzo Airport, Tucuman, Argentina",-26.8359604,-65.1079745,News,Teniente Benjamin Matienzo Airport,,notam_icao_to_location,0d6fd50d865a85a793a1048905b69d29,notam_icao_to_location__0d6fd50d865a85a793a1048905b69d29
sawh,USH,Ushuaia,Ushuaia Airport,Argentina,"Ushuaia Airport, Ushuaia, Argentina",-54.8395618,-68.3122441,Media,Ushuaia Airport,,notam_icao_to_location,b3bcec2925758ace7a4065f302f813c8,notam_icao_to_location__b3bcec2925758ace7a4065f302f813c8
savv,VDM,Viedma,Gobernador Edgardo Castello Airport,Argentina,"Gobernador Edgardo Castello Airport, Viedma, Argentina",-40.8630784,-63.0055113,CompanyKeyword,Gobernador Edgardo Castello Airport,,notam_icao_to_location,3f3821cf0c010816f0dc5a7fb7df11af,notam_icao_to_location__3f3821cf0c010816f0dc5a7fb7df11af
saor,VME,Villa Reynolds,Villa Reynolds Airport,Argentina,"Villa Reynolds Airport, Villa Reynolds, Argentina",-33.7200373,-65.3732912,Organization,Villa Reynolds Airport,,notam_icao_to_location,6e14769b41c3ca013d003300f5b6adc2,notam_icao_to_location__6e14769b41c3ca013d003300f5b6adc2
ugee,EVN,Yerevan,Zvartnots Airport,Armenia,"Zvartnots Airport, Yerevan, Armenia",40.1491782,44.3988571,space,Zvartnots Airport,,notam_icao_to_location,1e10b0accb0a0023e09345ecaee421dc,notam_icao_to_location__1e10b0accb0a0023e09345ecaee421dc
tnca,AUA,Aruba,Queen Beatrix Airport,Aruba,"Queen Beatrix Airport, Aruba, Aruba",12.5028965,-70.0082457,DiplomaticFacilities,Queen Beatrix Airport,,notam_icao_to_location,3038e1895befc75b97a3f265ca50d773,notam_icao_to_location__3038e1895befc75b97a3f265ca50d773
ypad,ADL,Adelaide,Adelaide Airport,Australia,"Adelaide Airport, Adelaide, Australia",-34.9461557,138.5332378,IndustryTerm,Adelaide Airport,,notam_icao_to_location,9ca0029c94ea58cea74b7e66a7606cfd,notam_icao_to_location__9ca0029c94ea58cea74b7e66a7606cfd
yaba,ALH,Drome,Albany Airport,Australia,"Albany Airport, Drome, Australia",-34.9450301,117.8035376,FTO,Albany Airport,,notam_icao_to_location,c5f5e825213f18b157f37307e701aaf3,notam_icao_to_location__c5f5e825213f18b157f37307e701aaf3
ymay,ABX,Albury,Albury Airport,Australia,"Albury Airport, Albury, Australia",-36.0694684,146.9546249,Consulates,Albury Airport,,notam_icao_to_location,f0720b10dc5a16d223c49776e087e0ee,notam_icao_to_location__f0720b10dc5a16d223c49776e087e0ee
ybas,ASP,Alice Springs,Alice Springs Airport,Australia,"Alice Springs Airport, Alice Springs, Australia",-23.8016431,133.9034505,Diplomat,Alice Springs Airport,,notam_icao_to_location,aea81bd1aaf8f26620076cfbc87f14f4,notam_icao_to_location__aea81bd1aaf8f26620076cfbc87f14f4
yaph,ABH,Alpha,Alpha Airport,Australia,"Alpha Airport, Alpha, Australia",-23.650127,146.583027,LegislativeCommittee,Alpha Airport,,notam_icao_to_location,48f7bc6a5080ada5a9b2b5ede1e6d113,notam_icao_to_location__48f7bc6a5080ada5a9b2b5ede1e6d113
yara,ARY,Ararat,Ararat Airport,Australia,"Ararat Airport, Ararat, Australia",-37.309974,142.9888209,AAEntity,Ararat Airport,,notam_icao_to_location,bcd04e75f610a00016fde460b2008a38,notam_icao_to_location__bcd04e75f610a00016fde460b2008a38
yarm,ARM,Armidale,Armidale Airport,Australia,"Armidale Airport, Armidale, Australia",-30.53213,151.614955,AAEntity,Armidale Airport,,notam_icao_to_location,3931d11ca379ef3968a07a8e0a84a080,notam_icao_to_location__3931d11ca379ef3968a07a8e0a84a080
yavv,AVV,Avalon,Avalon Airport,Australia,"Avalon Airport, Avalon, Australia",-38.0265759,144.4730786,Keyphrase,Avalon Airport,,notam_icao_to_location,311fbb9d57640e7a63dae723d6e888ca,notam_icao_to_location__311fbb9d57640e7a63dae723d6e888ca
ybns,BSJ,Bairnsdale,Bairnsdale Airport,Australia,"Bairnsdale Airport, Bairnsdale, Australia",-37.8848165,147.5716788,IndustryTerm,Bairnsdale Airport,,notam_icao_to_location,5de4b5e94ad5c147a2fdbe982792e39e,notam_icao_to_location__5de4b5e94ad5c147a2fdbe982792e39e
ybna,BNK,Ballina,Ballina Byron Gateway Airport,Australia,"Ballina Byron Gateway Airport, Ballina, Australia",-28.8351023,153.5596059,IndustryTerm,Ballina Byron Gateway Airport,,notam_icao_to_location,d597ef424460fcd7954a0473c5d1093d,notam_icao_to_location__d597ef424460fcd7954a0473c5d1093d
ybrn,BZD,Balranald,Balranald Airport,Australia,"Balranald Airport, Balranald, Australia",-34.6242601,143.5756249,Keyphrase,Balranald Airport,,notam_icao_to_location,76218bf1e4d7f8fa2772bab2de2986ee,notam_icao_to_location__76218bf1e4d7f8fa2772bab2de2986ee
ysbk,BWU,Bankstown,Bankstown Airport,Australia,"Bankstown Airport, Bankstown, Australia",-33.9245926,150.9976624,FTO,Bankstown Airport,,notam_icao_to_location,1e1e561cebc5f09d6f73b2338941729e,notam_icao_to_location__1e1e561cebc5f09d6f73b2338941729e
ybth,BHS,Bathurst,Bathurst Airport,Australia,"Bathurst Airport, Bathurst, Australia",-33.4137051,149.6550199,ForeignMinister,Bathurst Airport,,notam_icao_to_location,e81159767b0cd00d662e275aebe64d5a,notam_icao_to_location__e81159767b0cd00d662e275aebe64d5a
ybti,BRT,Bathurst Island,Bathurst Island Airport,Australia,"Bathurst Island Airport, Bathurst Island, Australia",-11.7691914,130.6197009,Keyphrase,Bathurst Island Airport,,notam_icao_to_location,ddcb2f59d9e0ffb5fd96748cece75680,notam_icao_to_location__ddcb2f59d9e0ffb5fd96748cece75680
ybie,BEU,Bedourie,Bedourie Airport,Australia,"Bedourie Airport, Bedourie, Australia",-24.3528923,139.463542,Pipeline,Bedourie Airport,,notam_icao_to_location,c0bdcdbb8681300c9006b5a385fccdf5,notam_icao_to_location__c0bdcdbb8681300c9006b5a385fccdf5
ybla,BLN,Benalla,Benalla Airport,Australia,"Benalla Airport, Benalla, Australia",-36.5527741,145.997481,LegislativeCommittee,Benalla Airport,,notam_icao_to_location,cc24dda43b5043ccf87628cde6e58888,notam_icao_to_location__cc24dda43b5043ccf87628cde6e58888
ybck,BKQ,Blackall,Blackall Airport,Australia,"Blackall Airport, Blackall, Australia",-24.4291553,145.4312408,IndustryTerm,Blackall Airport,,notam_icao_to_location,8832260f0e1c49232e5ee4a7d1ad93ff,notam_icao_to_location__8832260f0e1c49232e5ee4a7d1ad93ff
ybtr,BLT,Blackwater,Blackwater Airport,Australia,"Blackwater Airport, Blackwater, Australia",-23.6031319,148.8111703,Media,Blackwater Airport,,notam_icao_to_location,ac61b59f5f95be0d5de9c2db87856e0f,notam_icao_to_location__ac61b59f5f95be0d5de9c2db87856e0f
ybou,BQL,Boulia,Boulia Airport,Australia,"Boulia Airport, Boulia, Australia",-22.908633,139.8995364,Diplomat,Boulia Airport,,notam_icao_to_location,53c2b80e480dd02604e04eb5a7a23572,notam_icao_to_location__53c2b80e480dd02604e04eb5a7a23572
ybke,BRK,Bourke,Bourke Airport,Australia,"Bourke Airport, Bourke, Australia",-30.0396245,145.9507382,Refinery,Bourke Airport,,notam_icao_to_location,4641e7a0b2592516158948cf97458451,notam_icao_to_location__4641e7a0b2592516158948cf97458451
ybrw,BWQ,Brewarrina,Brewarrina Airport,Australia,"Brewarrina Airport, Brewarrina, Australia",-29.9734942,146.8161312,Person,Brewarrina Airport,,notam_icao_to_location,6804f8d4bfc7ac828e5bbb30399a7bd2,notam_icao_to_location__6804f8d4bfc7ac828e5bbb30399a7bd2
yhot,MHU,Cobungra,Mount Hotham Airport,Australia,"Mount Hotham Airport, Cobungra, Australia",-37.0484338,147.3376419,ForeignMinistry,Mount Hotham Airport,,notam_icao_to_location,e47f3622dd61df81deb6f294f817ce8b,notam_icao_to_location__e47f3622dd61df81deb6f294f817ce8b
ybbn,BNE,Brisbane,Brisbane Airport,Australia,"Brisbane Airport, Brisbane, Australia",-27.3942144,153.1218303,Exec,Brisbane Airport,,notam_icao_to_location,cb5dbb2c2dc170f4dd124b4a1040f0a7,notam_icao_to_location__cb5dbb2c2dc170f4dd124b4a1040f0a7
ybhi,BHQ,Broken Hill,Broken Hill Airport,Australia,"Broken Hill Airport, Broken Hill, Australia",-31.9984007,141.4708717,Legislator,Broken Hill Airport,,notam_icao_to_location,b0f11800c97399be323d4e29f8dbdf71,notam_icao_to_location__b0f11800c97399be323d4e29f8dbdf71
ybrm,BME,Broome,Broome Airport,Australia,"Broome Airport, Broome, Australia",-17.9525543,122.2337715,IndustryTerm,Broome Airport,,notam_icao_to_location,f122b214e366d78690711f35bc7f194f,notam_icao_to_location__f122b214e366d78690711f35bc7f194f
ybud,BDB,Bundaberg,Bundaberg Airport,Australia,"Bundaberg Airport, Bundaberg, Australia",-24.9000749,152.3220921,Legislator,Bundaberg Airport,,notam_icao_to_location,d4f3e9752f047347374e7e14c7584daa,notam_icao_to_location__d4f3e9752f047347374e7e14c7584daa
ywyy,BWT,Burnie,Burnie Airport,Australia,"Burnie Airport, Burnie, Australia",-40.9938354,145.7256317,Media,Burnie Airport,,notam_icao_to_location,e2fe083933b2a9a725eb32f6f828d787,notam_icao_to_location__e2fe083933b2a9a725eb32f6f828d787
ybln,BQB,Busselton,Busselton Margaret River Airport,Australia,"Busselton Margaret River Airport, Busselton, Australia",-33.685442,115.399407,Pipeline,Busselton Margaret River Airport,,notam_icao_to_location,33dc3277bd3b4472141cc75cdb5f1079,notam_icao_to_location__33dc3277bd3b4472141cc75cdb5f1079
ybcs,CNS,Cairns,Cairns Airport,Australia,"Cairns Airport, Cairns, Australia",-16.8777626,145.7499352,Keyphrase,Cairns Airport,,notam_icao_to_location,e06d8bfbe308ea7155148041167217bb,notam_icao_to_location__e06d8bfbe308ea7155148041167217bb
ymhb,HBA,Cambridge,Hobart Airport,Australia,"Hobart Airport, Cambridge, Australia",-42.836354,147.5074608,space,Hobart Airport,,notam_icao_to_location,96c9179c0a9e89473fd1ecf2ba26a0a8,notam_icao_to_location__96c9179c0a9e89473fd1ecf2ba26a0a8
yscn,CDU,Camden,Camden Airport,Australia,"Camden Airport, Camden, Australia",-34.0404744,150.686758,Consulates,Camden Airport,,notam_icao_to_location,1f4708396e0d3dbd1095b77c08fc04b7,notam_icao_to_location__1f4708396e0d3dbd1095b77c08fc04b7
yscb,CBR,Canberra,Canberra Airport,Australia,"Canberra Airport, Canberra, Australia",-35.3052327,149.1933934,Exec,Canberra Airport,,notam_icao_to_location,bef73f3aeeef6a76a6b4daaa73e950f9,notam_icao_to_location__bef73f3aeeef6a76a6b4daaa73e950f9
ycar,CVQ,Carnarvon,Carnarvon Airport,Australia,"Carnarvon Airport, Carnarvon, Australia",-24.8830658,113.6641083,IndustryTerm,Carnarvon Airport,,notam_icao_to_location,34549b880056369e9eedd4452089ee60,notam_icao_to_location__34549b880056369e9eedd4452089ee60
ycdu,CED,Ceduna,Ceduna Airport,Australia,"Ceduna Airport, Ceduna, Australia",-32.1239301,133.7017146,AAEntity,Ceduna Airport,,notam_icao_to_location,5121e66193d50513109e5ccb9b5878fe,notam_icao_to_location__5121e66193d50513109e5ccb9b5878fe
ybcv,CTL,Charleville,Charleville Airport,Australia,"Charleville Airport, Charleville, Australia",-26.4120018,146.2608825,Pipeline,Charleville Airport,,notam_icao_to_location,edf7abbd4911e0453cb8df354be3e6fa,notam_icao_to_location__edf7abbd4911e0453cb8df354be3e6fa
ycca,CCL,Chinchilla,Chinchilla Airport,Australia,"Chinchilla Airport, Chinchilla, Australia",-26.7672367,150.6158599,Media,Chinchilla Airport,,notam_icao_to_location,87c71122aa4f68999aaf8b67145e6109,notam_icao_to_location__87c71122aa4f68999aaf8b67145e6109
ypxm,XCH,Christmas Island,Christmas Island Airport,Australia,"Christmas Island Airport, Christmas Island, Australia",-10.4510093,105.6888651,Diplomat,Christmas Island Airport,,notam_icao_to_location,8eae3fe0b79a9b7c123a0c9c47380900,notam_icao_to_location__8eae3fe0b79a9b7c123a0c9c47380900
ycmt,CMQ,Clermont,Clermont Airport,Australia,"Clermont Airport, Clermont, Australia",-22.7765469,147.623286,CompanyKeyword,Clermont Airport,,notam_icao_to_location,55365a3846a946c11a29075df8da685b,notam_icao_to_location__55365a3846a946c11a29075df8da685b
ycee,CVC,Cleve,Cleve Airport,Australia,"Cleve Airport, Cleve, Australia",-33.7101251,136.5045304,Pipeline,Cleve Airport,,notam_icao_to_location,21cc1658e56a873ac091de1a73ae5101,notam_icao_to_location__21cc1658e56a873ac091de1a73ae5101
yccy,CNJ,Cloncurry,Cloncurry Airport,Australia,"Cloncurry Airport, Cloncurry, Australia",-20.6687358,140.5086089,Pipeline,Cloncurry Airport,,notam_icao_to_location,36097f49a2f35f060989e35ef01904b1,notam_icao_to_location__36097f49a2f35f060989e35ef01904b1
ycba,CAZ,Cobar,Cobar Airport,Australia,"Cobar Airport, Cobar, Australia",-31.5348947,145.7934213,Organization,Cobar Airport,,notam_icao_to_location,5ac43e7d2d4050d5cb6756d6886350d1,notam_icao_to_location__5ac43e7d2d4050d5cb6756d6886350d1
ypcc,CCK,Cocos Islands,Cocos Island Airport,Australia,"Cocos Island Airport, Cocos Islands, Australia",-12.1879505,96.829345,ForeignMinistry,Cocos Island Airport,,notam_icao_to_location,68a145b443ae2de78469fb41d0939592,notam_icao_to_location__68a145b443ae2de78469fb41d0939592
ycoe,CUQ,Coen,Coen Airport,Australia,"Coen Airport, Coen, Australia",-13.7644084,143.1179697,Organization,Coen Airport,,notam_icao_to_location,4b2d2c4d3d3164be2186bc86e809eb15,notam_icao_to_location__4b2d2c4d3d3164be2186bc86e809eb15
ysch,CFS,Coffs Harbour,Coffs Harbour Airport,Australia,"Coffs Harbour Airport, Coffs Harbour, Australia",-30.3229265,153.1158258,Media,Coffs Harbour Airport,,notam_icao_to_location,13678105b3a5c150e6a323c0e27c321a,notam_icao_to_location__13678105b3a5c150e6a323c0e27c321a
ycbr,CRB,Collarenebri,Collarenebri Airport,Australia,"Collarenebri Airport, Collarenebri, Australia",-29.5218813,148.5815931,Keyphrase,Collarenebri Airport,,notam_icao_to_location,a41925f3bf323300d4b28028e926628c,notam_icao_to_location__a41925f3bf323300d4b28028e926628c
ycbp,CPD,Coober Pedy,Coober Pedy Airport,Australia,"Coober Pedy Airport, Coober Pedy, Australia",-29.0408725,134.7218697,AAEntity,Coober Pedy Airport,,notam_icao_to_location,a3ea04cd5729c2552e562004676cf07f,notam_icao_to_location__a3ea04cd5729c2552e562004676cf07f
ybcg,OOL,Coolangatta,Gold Coast Airport,Australia,"Gold Coast Airport, Coolangatta, Australia",-28.1658428,153.5080969,LegislativeCommittee,Gold Coast Airport,,notam_icao_to_location,ea2a9fe95392692f610dd9be8ef37274,notam_icao_to_location__ea2a9fe95392692f610dd9be8ef37274
ycom,OOM,Cooma,Snowy Mountains Airport,Australia,"Snowy Mountains Airport, Cooma, Australia",-36.2928733,148.9707794,DiplomaticFacilities,Snowy Mountains Airport,,notam_icao_to_location,736f6200c73cb545abdfb4f24b20d546,notam_icao_to_location__736f6200c73cb545abdfb4f24b20d546
ycbb,COJ,Coonabarabran,Coonabarabran Airport,Australia,"Coonabarabran Airport, Coonabarabran, Australia",-31.332424,149.2695598,Person,Coonabarabran Airport,,notam_icao_to_location,b04cbec6d5f225a1da7325720bd00540,notam_icao_to_location__b04cbec6d5f225a1da7325720bd00540
ycnm,CNB,Coonamble,Coonamble Airport,Australia,"Coonamble Airport, Coonamble, Australia",-30.9852174,148.3714522,IndustryTerm,Coonamble Airport,,notam_icao_to_location,c4495fc617d4786eba4065f8f4829d38,notam_icao_to_location__c4495fc617d4786eba4065f8f4829d38
yctm,CMD,Cootamundra,Cootamundra Airport,Australia,"Cootamundra Airport, Cootamundra, Australia",-34.6287852,148.0347252,Pipeline,Cootamundra Airport,,notam_icao_to_location,cbcc8fb1bd3d8a9efac71adb634cd92d,notam_icao_to_location__cbcc8fb1bd3d8a9efac71adb634cd92d
ycor,CWW,Corowa,Corowa Airport,Australia,"Corowa Airport, Corowa, Australia",-35.9888151,146.3559205,Exec,Corowa Airport,,notam_icao_to_location,966c15d2e4a9c54ca0fb78003337d661,notam_icao_to_location__966c15d2e4a9c54ca0fb78003337d661
ycrg,CYG,Corryong,Corryong Airport,Australia,"Corryong Airport, Corryong, Australia",-36.1837469,147.8934849,Organization,Corryong Airport,,notam_icao_to_location,6b3b0804476a2793f1e978de448cf0f9,notam_icao_to_location__6b3b0804476a2793f1e978de448cf0f9
ycwr,CWT,Cowra,Cowra Airport,Australia,"Cowra Airport, Cowra, Australia",-33.8452654,148.6505933,Wells,Cowra Airport,,notam_icao_to_location,bb81dcf4814b2e994d27779581c56a01,notam_icao_to_location__bb81dcf4814b2e994d27779581c56a01
ycki,CKI,Croker Island,Croker Island Airport,Australia,"Croker Island Airport, Croker Island, Australia",-11.165729,132.4848967,Legislator,Croker Island Airport,,notam_icao_to_location,a27ed51723bd79413706abb2340094bc,notam_icao_to_location__a27ed51723bd79413706abb2340094bc
ycue,CUY,Cue,Cue Airport,Australia,"Cue Airport, Cue, Australia",-27.4486541,117.9175771,Wells,Cue Airport,,notam_icao_to_location,3b62839962d3567ddb0c71b001cac084,notam_icao_to_location__3b62839962d3567ddb0c71b001cac084
ypdn,DRW,Darwin,Darwin Airport,Australia,"Darwin Airport, Darwin, Australia",-12.4154394,130.8829104,ForeignMinister,Darwin Airport,,notam_icao_to_location,bf54dd9b1e8a9fc2b0a8d3e7456f7a5c,notam_icao_to_location__bf54dd9b1e8a9fc2b0a8d3e7456f7a5c
ydlq,DNO,Deniliquin,Deniliquin Airport,Australia,"Deniliquin Airport, Deniliquin, Australia",-35.56,144.95166,Wells,Deniliquin Airport,,notam_icao_to_location,bf01554d272dbdb40db007b684d63b7d,notam_icao_to_location__bf01554d272dbdb40db007b684d63b7d
ydby,DRB,Derby,Derby Airport,Australia,"Derby Airport, Derby, Australia",-17.3697827,123.6637283,Exec,Derby Airport,,notam_icao_to_location,38ae45ba5c61671a167a7160e17095ee,notam_icao_to_location__38ae45ba5c61671a167a7160e17095ee
ydpo,DPO,Devonport,Devonport Airport,Australia,"Devonport Airport, Devonport, Australia",-41.1719998,146.4274195,Keyphrase,Devonport Airport,,notam_icao_to_location,a981f00a192996abd4fd6720e4df665d,notam_icao_to_location__a981f00a192996abd4fd6720e4df665d
ydbi,DRN,Dirranbandi,Dirranbandi Airport,Australia,"Dirranbandi Airport, Dirranbandi, Australia",-28.5844567,148.2214774,Shipping,Dirranbandi Airport,,notam_icao_to_location,eb99058d22dcd23311f5e2e3f5d5b7c7,notam_icao_to_location__eb99058d22dcd23311f5e2e3f5d5b7c7
ysdu,DBO,Dubbo,Dubbo Airport,Australia,"Dubbo Airport, Dubbo, Australia",-32.2188889,148.5697222,DiplomaticFacilities,Dubbo Airport,,notam_icao_to_location,acd4a0c39149de5b38c377505017a3ae,notam_icao_to_location__acd4a0c39149de5b38c377505017a3ae
ydys,DYA,Dysart,Dysart Airport,Australia,"Dysart Airport, Dysart, Australia",-22.5881385,148.34863,ForeignMinistry,Dysart Airport,,notam_icao_to_location,160c758d6ed3fcb95638266d69bc502a,notam_icao_to_location__160c758d6ed3fcb95638266d69bc502a
yech,ECH,Echuca,Echuca Airport,Australia,"Echuca Airport, Echuca, Australia",-36.1632464,144.7632738,Diplomat,Echuca Airport,,notam_icao_to_location,eddfad4be193fc3739d1755d891c9886,notam_icao_to_location__eddfad4be193fc3739d1755d891c9886
yeld,ELC,Elcho Island,Elcho Island Airport,Australia,"Elcho Island Airport, Elcho Island, Australia",-12.019783,135.5698699,AAEntity,Elcho Island Airport,,notam_icao_to_location,51a4a261739c73ffa3f33d8a578f1f67,notam_icao_to_location__51a4a261739c73ffa3f33d8a578f1f67
yeml,EMD,Emerald,Emerald Airport,Australia,"Emerald Airport, Emerald, Australia",-23.5693058,148.1742984,Refinery,Emerald Airport,,notam_icao_to_location,b31a1214619709684983bf8d2fb2a6c4,notam_icao_to_location__b31a1214619709684983bf8d2fb2a6c4
yesp,EPR,Esperance,Esperance Airport,Australia,"Esperance Airport, Esperance, Australia",-33.6827325,121.8304343,News,Esperance Airport,,notam_icao_to_location,9365196bff542c14ad9a1e114247dd89,notam_icao_to_location__9365196bff542c14ad9a1e114247dd89
ymen,MEB,Essendon North,Essendon Airport,Australia,"Essendon Airport, Essendon North, Australia",-37.7264098,144.9014875,ForeignMinister,Essendon Airport,,notam_icao_to_location,d6c4b4e0dc7fef71d34d4497af9d5e56,notam_icao_to_location__d6c4b4e0dc7fef71d34d4497af9d5e56
yplm,LEA,Exmouth,Learmonth Airport,Australia,"Learmonth Airport, Exmouth, Australia",-22.2399056,114.0941102,AAEntity,Learmonth Airport,,notam_icao_to_location,bb319be6159a4eace99eca14763de3f4,notam_icao_to_location__bb319be6159a4eace99eca14763de3f4
yftz,FIZ,Fitzroy Crossing,Fitzroy Crossing Airport,Australia,"Fitzroy Crossing Airport, Fitzroy Crossing, Australia",-18.1795771,125.5630181,CompanyKeyword,Fitzroy Crossing Airport,,notam_icao_to_location,b28acac5104a08052facd766dcd2d736,notam_icao_to_location__b28acac5104a08052facd766dcd2d736
