icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
urwa,ASF,Astrakhan,Astrakhan Airport,Russia,"Astrakhan Airport, Astrakhan, Russia",46.2870369,47.9998808,Diplomat,Astrakhan Airport,,notam_icao_to_location,9ebd26737e2e273f9e9978441389abc2,notam_icao_to_location__9ebd26737e2e273f9e9978441389abc2
unbb,BAX,Barnaul,Barnaul Airport,Russia,"Barnaul Airport, Barnaul, Russia",53.3612644,83.547385,Keyphrase,Barnaul Airport,,notam_icao_to_location,d9d797f582461f975e95e4a2cedae76d,notam_icao_to_location__d9d797f582461f975e95e4a2cedae76d
uuob,EGO,Belgorod,Belgorod Airport,Russia,"Belgorod Airport, Belgorod, Russia",50.6451114,36.5705939,Exec,Belgorod Airport,,notam_icao_to_location,9d0dcbd7da97612a77295772131ee7ac,notam_icao_to_location__9d0dcbd7da97612a77295772131ee7ac
uhbb,BQS,Blagoveschensk,Ignatyevo Airport,Russia,"Ignatyevo Airport, Blagoveschensk, Russia",50.4221882,127.4074684,Person,Ignatyevo Airport,,notam_icao_to_location,0a1f42ffec989c2f6beea43098aa58d1,notam_icao_to_location__0a1f42ffec989c2f6beea43098aa58d1
uibb,BTK,Bratsk,Bratsk Airport,Russia,"Bratsk Airport, Bratsk, Russia",56.3651261,101.7033131,LegislativeCommittee,Bratsk Airport,,notam_icao_to_location,47d5f48231d5d3a9f0c6c008697a1b49,notam_icao_to_location__47d5f48231d5d3a9f0c6c008697a1b49
uwks,CSY,Cheboksary,Cheboksary Airport,Russia,"Cheboksary Airport, Cheboksary, Russia",56.0827338,47.3202005,Person,Cheboksary Airport,,notam_icao_to_location,b4fa8a307529b4b034c2f2db30f3bcb9,notam_icao_to_location__b4fa8a307529b4b034c2f2db30f3bcb9
uscc,CEK,Chelyabinsk,Chelyabinsk Airport,Russia,"Chelyabinsk Airport, Chelyabinsk, Russia",55.3031521,61.5029771,Refinery,Chelyabinsk Airport,,notam_icao_to_location,3773c090d7368c2d3059cbf8ec8cdb7e,notam_icao_to_location__3773c090d7368c2d3059cbf8ec8cdb7e
uiaa,HTA,Chita,Chita Kadala Airport,Russia,"Chita Kadala Airport, Chita, Russia",52.0218937,113.307066,DiplomaticFacilities,Chita Kadala Airport,,notam_icao_to_location,44b6c990b704d99bd36dc3372aed2bf8,notam_icao_to_location__44b6c990b704d99bd36dc3372aed2bf8
ueso,CKH,Chokurdakh,Chokurdakh Airport,Russia,"Chokurdakh Airport, Chokurdakh, Russia",70.6249312,147.8999534,Wells,Chokurdakh Airport,,notam_icao_to_location,5b14ea46206ea17057c79ccc6478f548,notam_icao_to_location__5b14ea46206ea17057c79ccc6478f548
uell,CNN,Chulman,Chulman Airport,Russia,"Chulman Airport, Chulman, Russia",56.9052658,124.8997268,Pipeline,Chulman Airport,,notam_icao_to_location,3559d2fedfe13dea39f78ea0c42f4e49,notam_icao_to_location__3559d2fedfe13dea39f78ea0c42f4e49
uuii,IKT,Irkutsk,Irkutsk Airport,Russia,"Irkutsk Airport, Irkutsk, Russia",52.2685014,104.3833366,Wells,Irkutsk Airport,,notam_icao_to_location,ceb3845604a7ffbf242ebbfa62fd2cce,notam_icao_to_location__ceb3845604a7ffbf242ebbfa62fd2cce
umkk,KGD,Kaliningrad,Khrabrovo Airport,Russia,"Khrabrovo Airport, Kaliningrad, Russia",54.882425,20.585614,News,Khrabrovo Airport,,notam_icao_to_location,adf3ba6af5fb55201f92603cf18c02c0,notam_icao_to_location__adf3ba6af5fb55201f92603cf18c02c0
uwkd,KZN,Kazan,Kazan Airport,Russia,"Kazan Airport, Kazan, Russia",55.6080657,49.2810507,Organization,Kazan Airport,,notam_icao_to_location,84be803763eafffcfd66f6cb99eea24b,notam_icao_to_location__84be803763eafffcfd66f6cb99eea24b
unee,KEJ,Kemerovo,Kemorovo Airport,Russia,"Kemorovo Airport, Kemerovo, Russia",55.2820706,86.1191889,FTO,Kemorovo Airport,,notam_icao_to_location,01dc4ab8f995ebb98fd3ad1488d8dee5,notam_icao_to_location__01dc4ab8f995ebb98fd3ad1488d8dee5
uhhh,KHV,Khabarovsk,Khabarovsk Novy Airport,Russia,"Khabarovsk Novy Airport, Khabarovsk, Russia",48.5258817,135.1704731,Refinery,Khabarovsk Novy Airport,,notam_icao_to_location,73350005b8dbc47fdad2c3918851545c,notam_icao_to_location__73350005b8dbc47fdad2c3918851545c
uskk,KVX,Kirov,Kirov Airport,Russia,"Kirov Airport, Kirov, Russia",58.4974502,49.346509,Shipping,Kirov Airport,,notam_icao_to_location,e42ff3b0a9adca106208c466f88284bf,notam_icao_to_location__e42ff3b0a9adca106208c466f88284bf
ulkk,KSZ,Kotlas,Kotlas Airport,Russia,"Kotlas Airport, Kotlas, Russia",61.2370214,46.6966268,Refinery,Kotlas Airport,,notam_icao_to_location,b1ba8ce67af9f42e80330394ee987e94,notam_icao_to_location__b1ba8ce67af9f42e80330394ee987e94
urkk,KRR,Krasnodar,Krasnodar Airport,Russia,"Krasnodar Airport, Krasnodar, Russia",45.0334822,39.1392925,IndustryTerm,Krasnodar Airport,,notam_icao_to_location,431e387342f4df3d39d25d052a013a6a,notam_icao_to_location__431e387342f4df3d39d25d052a013a6a
unkl,KJA,Krasnoyarsk,Krasnoyarsk Airport,Russia,"Krasnoyarsk Airport, Krasnoyarsk, Russia",56.1767877,92.4813965,LegislativeCommittee,Krasnoyarsk Airport,,notam_icao_to_location,6027ef8df1fc7076d5e2ab6cd58d1b7e,notam_icao_to_location__6027ef8df1fc7076d5e2ab6cd58d1b7e
unky,KYZ,Kyzyl,Kyzyl Airport,Russia,"Kyzyl Airport, Kyzyl, Russia",51.6761347,94.4054103,DiplomaticFacilities,Kyzyl Airport,,notam_icao_to_location,a72bdb0104ff39949031bd546c1a4b54,notam_icao_to_location__a72bdb0104ff39949031bd546c1a4b54
uhmm,GDX,Magadan,Sokol Airport,Russia,"Sokol Airport, Magadan, Russia",59.9143269,150.7311046,Refinery,Sokol Airport,,notam_icao_to_location,cb8cde41c8a8081808ebe934a79fedc4,notam_icao_to_location__cb8cde41c8a8081808ebe934a79fedc4
uhbi,GDG,Magdagachi,Magdagachi Airport,Russia,"Magdagachi Airport, Magdagachi, Russia",53.4499552,125.8062546,Consulates,Magdagachi Airport,,notam_icao_to_location,a21392ca97ddb3f6f9c39c8c4af5a367,notam_icao_to_location__a21392ca97ddb3f6f9c39c8c4af5a367
uscm,MQF,Magnitogorsk,Magnitogorsk Airport,Russia,"Magnitogorsk Airport, Magnitogorsk, Russia",53.3908367,58.7615435,Organization,Magnitogorsk Airport,,notam_icao_to_location,3d5c168914a03dac45239d9cce31e4b9,notam_icao_to_location__3d5c168914a03dac45239d9cce31e4b9
urmm,MRV,Mineralnye Vody,Mineralnye Vody Airport,Russia,"Mineralnye Vody Airport, Mineralnye Vody, Russia",44.2175134,43.0878351,DiplomaticFacilities,Mineralnye Vody Airport,,notam_icao_to_location,5b8b12b5ab865a6a89be4d33839d613e,notam_icao_to_location__5b8b12b5ab865a6a89be4d33839d613e
uerr,MJZ,Mirny,Mirny Airport,Russia,"Mirny Airport, Mirny, Russia",62.5316163,114.0227882,Legislator,Mirny Airport,,notam_icao_to_location,8aae4123db307f26135e52d9a62c6838,notam_icao_to_location__8aae4123db307f26135e52d9a62c6838
uudd,DME,Moscow,Domodedovo Airport,Russia,"Domodedovo Airport, Moscow, Russia",55.4103069,37.9024513,space,Domodedovo Airport,,notam_icao_to_location,dbdd47041b1c520f8ff61ac5faad0297,notam_icao_to_location__dbdd47041b1c520f8ff61ac5faad0297
uuee,SVO,Moscow,Sheremetyevo Airport,Russia,"Sheremetyevo Airport, Moscow, Russia",55.9736482,37.412503,Exec,Sheremetyevo Airport,,notam_icao_to_location,81e4099def570191e1a247f71b2978f6,notam_icao_to_location__81e4099def570191e1a247f71b2978f6
uuww,VKO,Moscow,Vnukovo Airport,Russia,"Vnukovo Airport, Moscow, Russia",55.599648,37.2712341,ForeignMinistry,Vnukovo Airport,,notam_icao_to_location,a8237948f7e7ae3c8087b6e0c2788f65,notam_icao_to_location__a8237948f7e7ae3c8087b6e0c2788f65
ulmm,MMK,Murmansk,Murmansk Airport,Russia,"Murmansk Airport, Murmansk, Russia",68.7848214,32.7583115,DiplomaticFacilities,Murmansk Airport,,notam_icao_to_location,b51a46ba44de364f0d69966e4833a686,notam_icao_to_location__b51a46ba44de364f0d69966e4833a686
urmn,NAL,Nalchik,Nalchik Airport,Russia,"Nalchik Airport, Nalchik, Russia",43.5084324,43.6359707,Keyphrase,Nalchik Airport,,notam_icao_to_location,460d5421b0da2718a18a8aa8ac82c6db,notam_icao_to_location__460d5421b0da2718a18a8aa8ac82c6db
ulam,NNM,Naryan-Mar,Naryan-Mar Airport,Russia,"Naryan-Mar Airport, Naryan-Mar, Russia",67.6422356,53.1270505,Organization,Naryan-Mar Airport,,notam_icao_to_location,32ab68802f63909adc4fef941d37f1bd,notam_icao_to_location__32ab68802f63909adc4fef941d37f1bd
usnn,NJC,Nizhnevartovsk,Nizhnevartovsk Airport,Russia,"Nizhnevartovsk Airport, Nizhnevartovsk, Russia",60.951475,76.4951069,Diplomat,Nizhnevartovsk Airport,,notam_icao_to_location,54acdc53fb64fba294f5e7ad15a69261,notam_icao_to_location__54acdc53fb64fba294f5e7ad15a69261
uwgg,GOJ,Nizhny Novgorod,Strigino Airport,Russia,"Strigino Airport, Nizhny Novgorod, Russia",56.2258675,43.7843145,Legislator,Strigino Airport,,notam_icao_to_location,808e2752f1bfef74b05271c4c3715968,notam_icao_to_location__808e2752f1bfef74b05271c4c3715968
uooo,NSK,Norilsk,Norilsk Airport,Russia,"Norilsk Airport, Norilsk, Russia",69.3250638,87.3427066,Legislator,Norilsk Airport,,notam_icao_to_location,0fde451bb78bc143016d868e812cb8c9,notam_icao_to_location__0fde451bb78bc143016d868e812cb8c9
unww,NOZ,Novokuznetsk,Spichenkovo Airport,Russia,"Spichenkovo Airport, Novokuznetsk, Russia",53.8035238,86.8634095,ForeignMinister,Spichenkovo Airport,,notam_icao_to_location,f6e04bd0c0436620e1ef1ac4d1ebbfdb,notam_icao_to_location__f6e04bd0c0436620e1ef1ac4d1ebbfdb
unnt,OVB,Novosibirsk,Novosibirsk Tolmachevo Airport,Russia,"Novosibirsk Tolmachevo Airport, Novosibirsk, Russia",55.0113541,82.652163,Pipeline,Novosibirsk Tolmachevo Airport,,notam_icao_to_location,5fa047e4023496ba900b87f2ce35cc09,notam_icao_to_location__5fa047e4023496ba900b87f2ce35cc09
unoo,OMS,Omsk,Omsk Tsentralny Airport,Russia,"Omsk Tsentralny Airport, Omsk, Russia",54.957801,73.316533,LegislativeCommittee,Omsk Tsentralny Airport,,notam_icao_to_location,cf0a7009c03c48a52e6e6debc0cc8b2f,notam_icao_to_location__cf0a7009c03c48a52e6e6debc0cc8b2f
uwoo,REN,Orenburg,Orenburg Tsentralny Airport,Russia,"Orenburg Tsentralny Airport, Orenburg, Russia",51.7913447,55.4568234,LegislativeCommittee,Orenburg Tsentralny Airport,,notam_icao_to_location,0e1402517a5cda1e80200beffab3475f,notam_icao_to_location__0e1402517a5cda1e80200beffab3475f
uwor,OSW,Orsk,Orsk Airport,Russia,"Orsk Airport, Orsk, Russia",51.0763843,58.5915732,Pipeline,Orsk Airport,,notam_icao_to_location,f80f14b9326823d36388cd2011d557d7,notam_icao_to_location__f80f14b9326823d36388cd2011d557d7
uwpp,PEZ,Penza,Penza Airport,Russia,"Penza Airport, Penza, Russia",53.118322,45.0230409,ForeignMinister,Penza Airport,,notam_icao_to_location,6cc99f592050d3ad6fd9d5d4c4d770d4,notam_icao_to_location__6cc99f592050d3ad6fd9d5d4c4d770d4
uspp,PEE,Perm,Perm Airport,Russia,"Perm Airport, Perm, Russia",57.9165501,56.029509,Keyphrase,Perm Airport,,notam_icao_to_location,a5d9bc9ee617a48c7040497eb8460a06,notam_icao_to_location__a5d9bc9ee617a48c7040497eb8460a06
uhpp,PKC,Petropavlovsk-Kamchatsky,Yelizovo Airport,Russia,"Yelizovo Airport, Petropavlovsk-Kamchatsky, Russia",53.169366,158.4253998,Consulates,Yelizovo Airport,,notam_icao_to_location,5c77a610a36bda0378012b564dd7162c,notam_icao_to_location__5c77a610a36bda0378012b564dd7162c
ulpb,PES,Petrozavodsk,Petrozavodsk Airport,Russia,"Petrozavodsk Airport, Petrozavodsk, Russia",61.876896,34.1546846,AAEntity,Petrozavodsk Airport,,notam_icao_to_location,64b76f261980f89c358a2dd9d13e0990,notam_icao_to_location__64b76f261980f89c358a2dd9d13e0990
uhmp,PWE,Pevek,Pevek Airport,Russia,"Pevek Airport, Pevek, Russia",69.7883017,170.6028454,Pipeline,Pevek Airport,,notam_icao_to_location,ba488132f8bdcb84d856919d9d82a4e3,notam_icao_to_location__ba488132f8bdcb84d856919d9d82a4e3
uerp,PYJ,Polyarny,Polyarny Airport,Russia,"Polyarny Airport, Polyarny, Russia",66.4004009,112.0381887,Organization,Polyarny Airport,,notam_icao_to_location,e5d040a45f2e4aa04cec445361cf9c6b,notam_icao_to_location__e5d040a45f2e4aa04cec445361cf9c6b
uhmd,PVS,Provideniya,Provideniya Bay Airport,Russia,"Provideniya Bay Airport, Provideniya, Russia",64.3839187,-173.2302397,Pipeline,Provideniya Bay Airport,,notam_icao_to_location,92b68d661f4db8c481bcc8536fb6cbde,notam_icao_to_location__92b68d661f4db8c481bcc8536fb6cbde
uloo,PKV,Pskov,Pskov Airport,Russia,"Pskov Airport, Pskov, Russia",57.797512,28.3920618,Wells,Pskov Airport,,notam_icao_to_location,ccaa5989f98ac583244d30c4fa155c65,notam_icao_to_location__ccaa5989f98ac583244d30c4fa155c65
urrr,ROV,Rostov-on-Don,Rostov-on-Don Airport,Russia,"Rostov-on-Don Airport, Rostov-on-Don, Russia",47.2542462,39.8050168,Wells,Rostov-on-Don Airport,,notam_icao_to_location,4342bbbc8ed264ac40436d8b756c5bc7,notam_icao_to_location__4342bbbc8ed264ac40436d8b756c5bc7
ulli,LED,Saint Petersburg,Pulkovo Airport,Russia,"Pulkovo Airport, Saint Petersburg, Russia",59.8029126,30.2678391,LegislativeCommittee,Pulkovo Airport,,notam_icao_to_location,0617c1dd02874fd647bc7250fec315b2,notam_icao_to_location__0617c1dd02874fd647bc7250fec315b2
uwww,KUF,Samara,Kurumoch Airport,Russia,"Kurumoch Airport, Samara, Russia",53.5131576,50.1572348,Exec,Kurumoch Airport,,notam_icao_to_location,ebb3cc7703404edb2085ff2bac6db400,notam_icao_to_location__ebb3cc7703404edb2085ff2bac6db400
uwss,RTW,Saratov,Saratov Tsentralny Airport,Russia,"Saratov Tsentralny Airport, Saratov, Russia",51.558246,46.0312134,ForeignMinistry,Saratov Tsentralny Airport,,notam_icao_to_location,2bd01355e9efc0a4301fe7e7c0a6bb19,notam_icao_to_location__2bd01355e9efc0a4301fe7e7c0a6bb19
urmt,STW,Stavropol,Stavropol Shpakovskoye Airport,Russia,"Stavropol Shpakovskoye Airport, Stavropol, Russia",45.1126907,42.1050793,News,Stavropol Shpakovskoye Airport,,notam_icao_to_location,871c377421e87c748c304764df7e31a0,notam_icao_to_location__871c377421e87c748c304764df7e31a0
usrr,SGC,Surgut,Surgut Airport,Russia,"Surgut Airport, Surgut, Russia",61.3401509,73.4086061,Person,Surgut Airport,,notam_icao_to_location,718b0107cc8d42719ba6dd49b3a7df8c,notam_icao_to_location__718b0107cc8d42719ba6dd49b3a7df8c
uuyy,SCW,Syktyvkar,Syktyvkar Airport,Russia,"Syktyvkar Airport, Syktyvkar, Russia",61.6638156,50.8515503,Shipping,Syktyvkar Airport,,notam_icao_to_location,b3ad23bc8a26e45cdec525d17348c99e,notam_icao_to_location__b3ad23bc8a26e45cdec525d17348c99e
uwuu,UFA,Ufa,Ufa Airport,Russia,"Ufa Airport, Ufa, Russia",54.5655091,55.8836425,LegislativeCommittee,Ufa Airport,,notam_icao_to_location,86ec768db074b6318f8d07db9a0e19b9,notam_icao_to_location__86ec768db074b6318f8d07db9a0e19b9
uuyh,UCT,Ukhta,Ukhta Airport,Russia,"Ukhta Airport, Ukhta, Russia",63.5555107,53.8046502,FTO,Ukhta Airport,,notam_icao_to_location,007badb7342a4ad09a224ea8ea5962a4,notam_icao_to_location__007badb7342a4ad09a224ea8ea5962a4
uiuu,UUD,Ulan-Ude,Baikal Airport,Russia,"Baikal Airport, Ulan-Ude, Russia",51.8047734,107.4432473,AAEntity,Baikal Airport,,notam_icao_to_location,155a5bb8f5903205c85b9599b0dba11d,notam_icao_to_location__155a5bb8f5903205c85b9599b0dba11d
urmo,OGZ,Vladikavkaz,Beslan Airport,Russia,"Beslan Airport, Vladikavkaz, Russia",43.2018782,44.6045046,News,Beslan Airport,,notam_icao_to_location,b8c0ec746deaf9a1b4e24e3c59ef9acd,notam_icao_to_location__b8c0ec746deaf9a1b4e24e3c59ef9acd
uhww,VVO,Vladivostok,Vladivostok Airport,Russia,"Vladivostok Airport, Vladivostok, Russia",43.3948533,132.1477422,space,Vladivostok Airport,,notam_icao_to_location,ffb965aa33b5f977fa1df8a2b225d3b8,notam_icao_to_location__ffb965aa33b5f977fa1df8a2b225d3b8
urww,VOG,Volgograd,Volgograd Airport,Russia,"Volgograd Airport, Volgograd, Russia",48.7857531,44.3455342,DiplomaticFacilities,Volgograd Airport,,notam_icao_to_location,e6152238fdbea764292f88df00cb54dd,notam_icao_to_location__e6152238fdbea764292f88df00cb54dd
uuoo,VOZ,Voronezh,Voronezh Airport,Russia,"Voronezh Airport, Voronezh, Russia",51.8125373,39.2253596,Organization,Voronezh Airport,,notam_icao_to_location,e178a50e3a8b99921d1e3631ab447bb8,notam_icao_to_location__e178a50e3a8b99921d1e3631ab447bb8
ueee,YKS,Yakutsk,Yakutsk Airport,Russia,"Yakutsk Airport, Yakutsk, Russia",62.0863127,129.7493587,Refinery,Yakutsk Airport,,notam_icao_to_location,f5129b62940cc77e9a59cc80725df56a,notam_icao_to_location__f5129b62940cc77e9a59cc80725df56a
usss,SVX,Yekaterinburg,Koltsovo Airport,Russia,"Koltsovo Airport, Yekaterinburg, Russia",56.7447746,60.8029485,Media,Koltsovo Airport,,notam_icao_to_location,0f6b24553932d2b0eafc7afe2bb4f054,notam_icao_to_location__0f6b24553932d2b0eafc7afe2bb4f054
uhss,UUS,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,Russia,"Yuzhno-Sakhalinsk Airport, Yuzhno-Sakhalinsk, Russia",46.8869499,142.7238546,FTO,Yuzhno-Sakhalinsk Airport,,notam_icao_to_location,a22568f6756b77a7d35666dab533a591,notam_icao_to_location__a22568f6756b77a7d35666dab533a591
hryi,BTQ,Butare,Butare Airport,Rwanda,"Butare Airport, Butare, Rwanda",-2.5954262,29.7365231,Consulates,Butare Airport,,notam_icao_to_location,e393d334c1ef12aacfbbda3aaf4206fc,notam_icao_to_location__e393d334c1ef12aacfbbda3aaf4206fc
hryg,GYI,Gisenyi,Gisenyi Airport,Rwanda,"Gisenyi Airport, Gisenyi, Rwanda",-1.6780028,29.2590567,News,Gisenyi Airport,,notam_icao_to_location,3e003ea0ef170eee9ab491099d367e4f,notam_icao_to_location__3e003ea0ef170eee9ab491099d367e4f
hrza,KME,Kamembe,Kamembe Airport,Rwanda,"Kamembe Airport, Kamembe, Rwanda",-2.4594051,28.9085001,Wells,Kamembe Airport,,notam_icao_to_location,0c95df2ddd778ad5ccb6fb14d2065160,notam_icao_to_location__0c95df2ddd778ad5ccb6fb14d2065160
hryr,KGL,Kigali,Kigali Airport,Rwanda,"Kigali Airport, Kigali, Rwanda",-1.9630791,30.1350038,Pipeline,Kigali Airport,,notam_icao_to_location,e7e6d8f51c6dc3cf09daf5bdc6f85d07,notam_icao_to_location__e7e6d8f51c6dc3cf09daf5bdc6f85d07
hryu,RHG,Ruhengeri,Ruhengeri Airport,Rwanda,"Ruhengeri Airport, Ruhengeri, Rwanda",-1.5006435,29.6346768,News,Ruhengeri Airport,,notam_icao_to_location,cc24a81617e6aad7e9179b752545c3b7,notam_icao_to_location__cc24a81617e6aad7e9179b752545c3b7
tlpc,SLU,St Lucia,George F L Charles Airport,Saint Lucia,"George F L Charles Airport, St Lucia, Saint Lucia",14.0203362,-60.9949356,Legislator,George F L Charles Airport,,notam_icao_to_location,fc1e628bf71d4d28710a5fa8b49f96db,notam_icao_to_location__fc1e628bf71d4d28710a5fa8b49f96db
tlpl,UVF,St Lucia,Hewanorra Airprot,Saint Lucia,"Hewanorra Airprot, St Lucia, Saint Lucia",13.7363263,-60.9502706,Refinery,Hewanorra Airprot,,notam_icao_to_location,909d6fa7f59f33e807a68828bb80e330,notam_icao_to_location__909d6fa7f59f33e807a68828bb80e330
lfvp,FSP,Saint-Pierre,Saint-Pierre Airport,Saint-Pierre and Miquelon,"Saint-Pierre Airport, Saint-Pierre, Saint-Pierre and Miquelon",46.7650108,-56.179287,Wells,Saint-Pierre Airport,,notam_icao_to_location,2f86682b2878e0b46325a6b20d20e241,notam_icao_to_location__2f86682b2878e0b46325a6b20d20e241
fppr,PCP,Principe,Principe Airport,Sao Tome and Principe,"Principe Airport, Principe, Sao Tome and Principe",1.6651198,7.4127046,Wells,Principe Airport,,notam_icao_to_location,dbb2717ccb757b0b710075ed4277c6e8,notam_icao_to_location__dbb2717ccb757b0b710075ed4277c6e8
fpst,TMS,Sao Tom,Sao Tom Airport,Sao Tome and Principe,"Sao Tom Airport, Sao Tom, Sao Tome and Principe",0.3775266,6.7126096,Diplomat,Sao Tom Airport,,notam_icao_to_location,6fb1ee5867bf7eab31f6a0267767a5b0,notam_icao_to_location__6fb1ee5867bf7eab31f6a0267767a5b0
oeab,AHB,Abha,Abha Airport,Saudi Arabia,"Abha Airport, Abha, Saudi Arabia",18.2343646,42.6579026,Keyphrase,Abha Airport,,notam_icao_to_location,e6389c21d0ca2f55ad83b7733075775c,notam_icao_to_location__e6389c21d0ca2f55ad83b7733075775c
oeah,HOF,al-Ahsa,al-Ahsa Airport,Saudi Arabia,"al-Ahsa Airport, al-Ahsa, Saudi Arabia",25.294423,49.4872639,Media,al-Ahsa Airport,,notam_icao_to_location,924889ecffc0acc84322e0f12ec16a71,notam_icao_to_location__924889ecffc0acc84322e0f12ec16a71
oeba,ABT,al-Baha,al-Baha Airport,Saudi Arabia,"al-Baha Airport, al-Baha, Saudi Arabia",20.0217407,41.4712733,News,al-Baha Airport,,notam_icao_to_location,063cd3fbcbb644647b06afcc13c72f7d,notam_icao_to_location__063cd3fbcbb644647b06afcc13c72f7d
oesk,AJF,al-Jouf,al-Jouf Airport,Saudi Arabia,"al-Jouf Airport, al-Jouf, Saudi Arabia",29.7885625,40.1020625,DiplomaticFacilities,al-Jouf Airport,,notam_icao_to_location,033c14b1a24eecd49ae164669655016d,notam_icao_to_location__033c14b1a24eecd49ae164669655016d
oerr,RAE,Arar,Arar Airport,Saudi Arabia,"Arar Airport, Arar, Saudi Arabia",30.9032943,41.1373055,Consulates,Arar Airport,,notam_icao_to_location,97d2397eee888d6b6225335f484c9b47,notam_icao_to_location__97d2397eee888d6b6225335f484c9b47
oebh,BHH,Bisha,Bisha Airport,Saudi Arabia,"Bisha Airport, Bisha, Saudi Arabia",19.9859687,42.6220276,Exec,Bisha Airport,,notam_icao_to_location,0bdd36930f411f13f190d40b2fce987a,notam_icao_to_location__0bdd36930f411f13f190d40b2fce987a
oedf,DMM,Dammam,King Fahd Airport,Saudi Arabia,"King Fahd Airport, Dammam, Saudi Arabia",26.4683247,49.7972482,Diplomat,King Fahd Airport,,notam_icao_to_location,0e0c185476b2356c20c9f52ed06da9b1,notam_icao_to_location__0e0c185476b2356c20c9f52ed06da9b1
oedw,DWD,Dawadmi,Dawadmi Airport,Saudi Arabia,"Dawadmi Airport, Dawadmi, Saudi Arabia",24.4446875,44.1263125,Pipeline,Dawadmi Airport,,notam_icao_to_location,e1aee2633a7c3d90ad0ea1e4800bff77,notam_icao_to_location__e1aee2633a7c3d90ad0ea1e4800bff77
oegs,ELQ,Gassim,Gassim Airport,Saudi Arabia,"Gassim Airport, Gassim, Saudi Arabia",26.3051875,43.7685625,DiplomaticFacilities,Gassim Airport,,notam_icao_to_location,c4ee61a2be875931316325225fe34b9e,notam_icao_to_location__c4ee61a2be875931316325225fe34b9e
