german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
am junkerstrauch,"Am Junkerstrauch in Meerbusch, Germany",51.2401889,6.69855,1,,,,ForeignMinistry,"Am Junkerstrauch in Meerbusch, Germany",,german_fires_meerbusch_locations,c1e9b7b959461746db3d894a5f587b95,german_fires_meerbusch_locations__c1e9b7b959461746db3d894a5f587b95
am kamberg,"Am Kamberg in Meerbusch, Germany",51.3032781,6.6339039,1,,,,Media,"Am Kamberg in Meerbusch, Germany",,german_fires_meerbusch_locations,73a016928995e790bf8eceb3f7f499d2,german_fires_meerbusch_locations__73a016928995e790bf8eceb3f7f499d2
am kapellengraben,"Am Kapellengraben in Meerbusch, Germany",51.283779,6.6544541,1,,,,Diplomat,"Am Kapellengraben in Meerbusch, Germany",,german_fires_meerbusch_locations,f2cdec7321f10e8cb7b2b0c505aaf9cb,german_fires_meerbusch_locations__f2cdec7321f10e8cb7b2b0c505aaf9cb
am kapittelsbusch,"Am Kapittelsbusch in Meerbusch, Germany",51.2410879,6.6980828,1,,,,AAEntity,"Am Kapittelsbusch in Meerbusch, Germany",,german_fires_meerbusch_locations,9304a0b81326a0dbf57d5e4aeb1e9462,german_fires_meerbusch_locations__9304a0b81326a0dbf57d5e4aeb1e9462
am kirchendriesch,"Am Kirchendriesch in Meerbusch, Germany",51.2389828,6.7002817,1,,,,IndustryTerm,"Am Kirchendriesch in Meerbusch, Germany",,german_fires_meerbusch_locations,ff2058c5b5285450f3082e82f1ebe30e,german_fires_meerbusch_locations__ff2058c5b5285450f3082e82f1ebe30e
am kniekamp,"Am Kniekamp in Meerbusch, Germany",51.2409037,6.6975052,1,,,,CompanyKeyword,"Am Kniekamp in Meerbusch, Germany",,german_fires_meerbusch_locations,8a084d66f903b2556196d4ac3d51844e,german_fires_meerbusch_locations__8a084d66f903b2556196d4ac3d51844e
am kruershof,"Am Kruershof in Meerbusch, Germany",51.2515082,6.6826875,1,,,,Person,"Am Kruershof in Meerbusch, Germany",,german_fires_meerbusch_locations,aa74ba2764ffd3b44094c541e1bb8570,german_fires_meerbusch_locations__aa74ba2764ffd3b44094c541e1bb8570
am landsknecht,"Am Landsknecht in Meerbusch, Germany",51.2546967,6.6992292,1,,,,Shipping,"Am Landsknecht in Meerbusch, Germany",,german_fires_meerbusch_locations,027b6274df3394802f14d07142302035,german_fires_meerbusch_locations__027b6274df3394802f14d07142302035
am langenbruchbach,"Am Langenbruchbach in Meerbusch, Germany",51.2928535,6.7110908,1,,,,space,"Am Langenbruchbach in Meerbusch, Germany",,german_fires_meerbusch_locations,5ed7628871f2189d033b4d860572155c,german_fires_meerbusch_locations__5ed7628871f2189d033b4d860572155c
am latumer see,"Am Latumer See in Meerbusch, Germany",51.3047571,6.6712989,1,,,,News,"Am Latumer See in Meerbusch, Germany",,german_fires_meerbusch_locations,68d18ec8693f8d8c9ab5f039284f55f7,german_fires_meerbusch_locations__68d18ec8693f8d8c9ab5f039284f55f7
am lierzfeld,"Am Lierzfeld in Meerbusch, Germany",51.2864961,6.6577291,1,,,,FTO,"Am Lierzfeld in Meerbusch, Germany",,german_fires_meerbusch_locations,1d11b9dd4cf5cc6c95f6c93e8e1688ea,german_fires_meerbusch_locations__1d11b9dd4cf5cc6c95f6c93e8e1688ea
am lindchen,"Am Lindchen in Meerbusch, Germany",51.2640497,6.639362,1,,,,Media,"Am Lindchen in Meerbusch, Germany",,german_fires_meerbusch_locations,f4c563e54511ba33c9d043de4596d82e,german_fires_meerbusch_locations__f4c563e54511ba33c9d043de4596d82e
am lipperhof,"Am Lipperhof in Meerbusch, Germany",51.3059874,6.6748017,1,,,,ForeignMinister,"Am Lipperhof in Meerbusch, Germany",,german_fires_meerbusch_locations,e2b13a29139f7ae8f8e87812c9529c12,german_fires_meerbusch_locations__e2b13a29139f7ae8f8e87812c9529c12
am meerbusch,"Am Meerbusch in Meerbusch, Germany",51.2655234,6.6487298,1,,,,LegislativeCommittee,"Am Meerbusch in Meerbusch, Germany",,german_fires_meerbusch_locations,76c035afa46c9b14b22a8307320eae0a,german_fires_meerbusch_locations__76c035afa46c9b14b22a8307320eae0a
am meerkamp,"Am Meerkamp in Meerbusch, Germany",51.2471675,6.6908657,1,,,,Wells,"Am Meerkamp in Meerbusch, Germany",,german_fires_meerbusch_locations,2fa95fa688fb854ec4aa0cba7560dafe,german_fires_meerbusch_locations__2fa95fa688fb854ec4aa0cba7560dafe
am muhlenbach,"Am Muhlenbach in Meerbusch, Germany",51.2653243,6.6510285,1,,,,space,"Am Muhlenbach in Meerbusch, Germany",,german_fires_meerbusch_locations,235a9eae8d43e976dcb664062f6062cd,german_fires_meerbusch_locations__235a9eae8d43e976dcb664062f6062cd
am muhlenkolk,"Am Muhlenkolk in Meerbusch, Germany",51.3035169,6.6919615,1,,,,Organization,"Am Muhlenkolk in Meerbusch, Germany",,german_fires_meerbusch_locations,34c72d21fe188fc118bfb28161ad80c2,german_fires_meerbusch_locations__34c72d21fe188fc118bfb28161ad80c2
am nierster pfad,"Am Nierster Pfad in Meerbusch, Germany",51.3014853,6.7122667,1,,,,Person,"Am Nierster Pfad in Meerbusch, Germany",,german_fires_meerbusch_locations,80c14a30a7b9f5b7e35ddfd2cde65131,german_fires_meerbusch_locations__80c14a30a7b9f5b7e35ddfd2cde65131
am oberbach,"Am Oberbach in Meerbusch, Germany",51.2929114,6.7132549,1,,,,AAEntity,"Am Oberbach in Meerbusch, Germany",,german_fires_meerbusch_locations,e44fde2683b8cf1af51b02fc76e3ef77,german_fires_meerbusch_locations__e44fde2683b8cf1af51b02fc76e3ef77
